Gene stable ID,42afa501-db93-4611-ae86-14d6dd9e457c
ENSG00000178977,99
ENSG00000178980,7567
ENSG00000178982,8314
ENSG00000178988,3024
ENSG00000178996,983
ENSG00000178997,10
ENSG00000178999,3780
ENSG00000179002,0
ENSG00000179008,28
ENSG00000179010,17608
ENSG00000179021,1184
ENSG00000179023,213
ENSG00000179028,0
ENSG00000179029,1474
ENSG00000179031,0
ENSG00000179038,0
ENSG00000179041,962
ENSG00000179044,511
ENSG00000179046,0
ENSG00000179051,30026
ENSG00000179055,0
ENSG00000179057,32
ENSG00000179058,7
ENSG00000179059,0
ENSG00000179066,121
ENSG00000179071,5
ENSG00000179073,0
ENSG00000179082,2
ENSG00000179083,388
ENSG00000179085,1350
ENSG00000179088,7
ENSG00000179091,5865
ENSG00000179094,992
ENSG00000179097,8
ENSG00000179101,67
ENSG00000179104,835
ENSG00000179111,2
ENSG00000179115,4853
ENSG00000179119,1542
ENSG00000179131,2
ENSG00000179133,1
ENSG00000179134,9131
ENSG00000179136,0
ENSG00000179141,2
ENSG00000179142,0
ENSG00000179144,425
ENSG00000179148,37
ENSG00000179151,1716
ENSG00000179152,1574
ENSG00000179157,1
ENSG00000179163,4433
ENSG00000179165,4
ENSG00000179168,30
ENSG00000179170,0
ENSG00000179172,2
ENSG00000179178,661
ENSG00000179195,8069
ENSG00000179213,0
ENSG00000179218,101143
ENSG00000179219,0
ENSG00000179222,16213
ENSG00000179240,136
ENSG00000179241,4602
ENSG00000179242,8
ENSG00000179253,0
ENSG00000179256,4
ENSG00000179262,4840
ENSG00000179270,2
ENSG00000179271,2089
ENSG00000179277,376
ENSG00000179284,45
ENSG00000179292,23
ENSG00000179295,4820
ENSG00000179299,421
ENSG00000179300,4
ENSG00000179304,0
ENSG00000179314,1488
ENSG00000179331,167
ENSG00000179335,1312
ENSG00000179342,0
ENSG00000179344,8998
ENSG00000179348,1490
ENSG00000179361,503
ENSG00000179362,36
ENSG00000179363,9
ENSG00000179364,4384
ENSG00000179381,0
ENSG00000179387,2145
ENSG00000179388,132
ENSG00000179397,8
ENSG00000179399,5
ENSG00000179403,5267
ENSG00000179406,128
ENSG00000179407,0
ENSG00000179409,3524
ENSG00000179412,0
ENSG00000179420,0
ENSG00000179428,8
ENSG00000179431,302
ENSG00000179443,0
ENSG00000179447,3
ENSG00000179452,0
ENSG00000179454,480
ENSG00000179455,337
ENSG00000179456,1763
ENSG00000179460,2
ENSG00000179468,0
ENSG00000179476,104
ENSG00000179477,9
ENSG00000179520,0
ENSG00000179523,438
ENSG00000179526,2786
ENSG00000179528,17
ENSG00000179532,74
ENSG00000179542,38
ENSG00000179546,358
ENSG00000179562,1776
ENSG00000179564,3
ENSG00000179571,0
ENSG00000179577,1
ENSG00000179580,0
ENSG00000179583,1092
ENSG00000179588,540
ENSG00000179593,83
ENSG00000179598,312
ENSG00000179600,0
ENSG00000179603,28
ENSG00000179604,5840
ENSG00000179611,70
ENSG00000179615,0
ENSG00000179626,0
ENSG00000179627,985
ENSG00000179630,281
ENSG00000179632,6292
ENSG00000179636,1
ENSG00000179639,158
ENSG00000179673,3
ENSG00000179674,2
ENSG00000179676,0
ENSG00000179695,0
ENSG00000179698,7
ENSG00000179709,0
ENSG00000179715,255
ENSG00000179743,286
ENSG00000179750,1403
ENSG00000179751,0
ENSG00000179755,0
ENSG00000179761,60
ENSG00000179766,13
ENSG00000179772,101
ENSG00000179774,51
ENSG00000179776,2270
ENSG00000179796,1
ENSG00000179799,115
ENSG00000179813,0
ENSG00000179817,0
ENSG00000179818,640
ENSG00000179820,6939
ENSG00000179826,1
ENSG00000179832,1476
ENSG00000179833,4522
ENSG00000179840,6
ENSG00000179841,618
ENSG00000179846,20
ENSG00000179855,308
ENSG00000179859,569
ENSG00000179862,1257
ENSG00000179869,384
ENSG00000179873,0
ENSG00000179886,755
ENSG00000179889,12054
ENSG00000179899,63
ENSG00000179902,21
ENSG00000179909,47
ENSG00000179912,1314
ENSG00000179913,1738
ENSG00000179914,5
ENSG00000179915,22
ENSG00000179918,7875
ENSG00000179919,0
ENSG00000179921,10
ENSG00000179922,366
ENSG00000179930,24
ENSG00000179933,3910
ENSG00000179934,24
ENSG00000179935,35
ENSG00000179938,0
ENSG00000179941,494
ENSG00000179943,1311
ENSG00000179950,10053
ENSG00000179954,276
ENSG00000179958,7072
ENSG00000179965,390
ENSG00000179967,564
ENSG00000179978,17
ENSG00000179979,185
ENSG00000179981,907
ENSG00000179988,254
ENSG00000179994,1
ENSG00000179997,1
ENSG00000180008,1533
ENSG00000180011,1966
ENSG00000180015,26
ENSG00000180016,0
ENSG00000180019,0
ENSG00000180035,1271
ENSG00000180042,0
ENSG00000180043,2
ENSG00000180044,114
ENSG00000180053,3
ENSG00000180061,64
ENSG00000180066,19
ENSG00000180068,0
ENSG00000180071,42
ENSG00000180083,0
ENSG00000180089,50
ENSG00000180090,0
ENSG00000180096,564
ENSG00000180098,1356
ENSG00000180104,2057
ENSG00000180105,1
ENSG00000180113,38
ENSG00000180116,2
ENSG00000180138,2
ENSG00000180139,20
ENSG00000180150,1
ENSG00000180152,0
ENSG00000180155,1621
ENSG00000180172,1
ENSG00000180176,2
ENSG00000180178,25
ENSG00000180182,5195
ENSG00000180185,2185
ENSG00000180189,2
ENSG00000180190,468
ENSG00000180198,5692
ENSG00000180205,0
ENSG00000180209,8
ENSG00000180210,0
ENSG00000180211,20
ENSG00000180219,0
ENSG00000180221,1
ENSG00000180228,3303
ENSG00000180229,29
ENSG00000180230,1
ENSG00000180233,1154
ENSG00000180245,2
ENSG00000180251,1
ENSG00000180257,472
ENSG00000180259,0
ENSG00000180263,807
ENSG00000180264,2
ENSG00000180269,0
ENSG00000180279,1
ENSG00000180284,0
ENSG00000180287,0
ENSG00000180304,4408
ENSG00000180305,0
ENSG00000180316,1
ENSG00000180318,0
ENSG00000180329,2664
ENSG00000180332,0
ENSG00000180336,49
ENSG00000180340,1096
ENSG00000180346,1791
ENSG00000180347,507
ENSG00000180353,1539
ENSG00000180354,665
ENSG00000180357,3622
ENSG00000180370,12181
ENSG00000180376,458
ENSG00000180383,0
ENSG00000180385,431
ENSG00000180386,0
ENSG00000180389,16
ENSG00000180398,11392
ENSG00000180409,0
ENSG00000180422,0
ENSG00000180423,384
ENSG00000180424,0
ENSG00000180425,385
ENSG00000180432,2
ENSG00000180433,0
ENSG00000180437,0
ENSG00000180438,19
ENSG00000180440,6
ENSG00000180447,423
ENSG00000180448,1039
ENSG00000180458,20
ENSG00000180475,0
ENSG00000180479,257
ENSG00000180481,24
ENSG00000180483,0
ENSG00000180488,1335
ENSG00000180509,6
ENSG00000180525,4
ENSG00000180530,2004
ENSG00000180532,7
ENSG00000180535,69
ENSG00000180537,148
ENSG00000180539,7
ENSG00000180543,5310
ENSG00000180549,38
ENSG00000180573,456
ENSG00000180574,121
ENSG00000180581,35
ENSG00000180592,15
ENSG00000180596,50
ENSG00000180610,8
ENSG00000180611,637
ENSG00000180613,0
ENSG00000180616,99
ENSG00000180626,921
ENSG00000180628,1854
ENSG00000180638,7
ENSG00000180644,335
ENSG00000180658,1
ENSG00000180660,5
ENSG00000180662,1
ENSG00000180663,0
ENSG00000180667,776
ENSG00000180673,2
ENSG00000180694,578
ENSG00000180697,0
ENSG00000180708,0
ENSG00000180712,9
ENSG00000180714,0
ENSG00000180720,6
ENSG00000180723,0
ENSG00000180730,365
ENSG00000180739,27
ENSG00000180745,2
ENSG00000180747,23
ENSG00000180758,693
ENSG00000180764,54
ENSG00000180767,7
ENSG00000180769,53
ENSG00000180770,1
ENSG00000180772,0
ENSG00000180773,1308
ENSG00000180776,2714
ENSG00000180777,1
ENSG00000180785,102
ENSG00000180787,866
ENSG00000180801,746
ENSG00000180803,1
ENSG00000180806,117
ENSG00000180815,6
ENSG00000180817,9893
ENSG00000180818,3267
ENSG00000180822,775
ENSG00000180828,40
ENSG00000180834,308
ENSG00000180846,0
ENSG00000180855,204
ENSG00000180861,73
ENSG00000180867,362
ENSG00000180869,1
ENSG00000180871,24
ENSG00000180872,0
ENSG00000180875,11
ENSG00000180878,1
ENSG00000180879,12912
ENSG00000180881,84
ENSG00000180884,485
ENSG00000180891,4335
ENSG00000180900,5482
ENSG00000180901,2465
ENSG00000180902,772
ENSG00000180909,0
ENSG00000180910,0
ENSG00000180913,0
ENSG00000180914,74
ENSG00000180917,2166
ENSG00000180919,0
ENSG00000180921,5389
ENSG00000180926,0
ENSG00000180929,14
ENSG00000180934,0
ENSG00000180938,17
ENSG00000180953,73
ENSG00000180957,3276
ENSG00000180964,3065
ENSG00000180974,0
ENSG00000180979,1335
ENSG00000180988,0
ENSG00000180992,2249
ENSG00000180998,186
ENSG00000180999,13
ENSG00000181001,0
ENSG00000181004,149
ENSG00000181007,441
ENSG00000181009,0
ENSG00000181013,6
ENSG00000181016,16
ENSG00000181017,0
ENSG00000181019,33259
ENSG00000181023,0
ENSG00000181026,1414
ENSG00000181027,1616
ENSG00000181029,67
ENSG00000181031,292
ENSG00000181035,708
ENSG00000181036,41
ENSG00000181038,1336
ENSG00000181045,1300
ENSG00000181061,2805
ENSG00000181072,0
ENSG00000181074,0
ENSG00000181085,10
ENSG00000181090,4257
ENSG00000181092,1
ENSG00000181097,8
ENSG00000181101,0
ENSG00000181104,1958
ENSG00000181109,0
ENSG00000181123,0
ENSG00000181126,1
ENSG00000181135,670
ENSG00000181143,62
ENSG00000181163,34750
ENSG00000181171,0
ENSG00000181191,3452
ENSG00000181192,6746
ENSG00000181195,46
ENSG00000181201,0
ENSG00000181211,0
ENSG00000181214,0
ENSG00000181215,16
ENSG00000181218,364
ENSG00000181220,1094
ENSG00000181222,17156
ENSG00000181227,13
ENSG00000181234,2
ENSG00000181240,6
ENSG00000181260,7
ENSG00000181264,341
ENSG00000181273,0
ENSG00000181274,1907
ENSG00000181282,0
ENSG00000181284,546
ENSG00000181291,170
ENSG00000181296,0
ENSG00000181315,654
ENSG00000181322,10
ENSG00000181323,0
ENSG00000181325,0
ENSG00000181333,22
ENSG00000181350,580
ENSG00000181355,1
ENSG00000181358,0
ENSG00000181359,26
ENSG00000181371,0
ENSG00000181374,265
ENSG00000181378,9
ENSG00000181381,308
ENSG00000181392,604
ENSG00000181395,0
ENSG00000181396,3005
ENSG00000181404,135
ENSG00000181408,3
ENSG00000181409,237
ENSG00000181418,23
ENSG00000181433,0
ENSG00000181444,216
ENSG00000181449,435
ENSG00000181450,886
ENSG00000181458,4243
ENSG00000181467,5549
ENSG00000181472,1096
ENSG00000181481,1966
ENSG00000181499,2
ENSG00000181511,0
ENSG00000181513,424
ENSG00000181514,0
ENSG00000181518,0
ENSG00000181523,2230
ENSG00000181524,177
ENSG00000181541,3
ENSG00000181544,232
ENSG00000181552,0
ENSG00000181555,5682
ENSG00000181562,1
ENSG00000181577,77
ENSG00000181585,2
ENSG00000181588,2822
ENSG00000181609,1
ENSG00000181610,3911
ENSG00000181616,0
ENSG00000181617,532
ENSG00000181619,43
ENSG00000181625,4
ENSG00000181626,0
ENSG00000181631,148
ENSG00000181634,363
ENSG00000181638,655
ENSG00000181649,893
ENSG00000181652,122
ENSG00000181656,13
ENSG00000181666,1599
ENSG00000181689,0
ENSG00000181690,16
ENSG00000181693,0
ENSG00000181698,0
ENSG00000181704,2986
ENSG00000181705,0
ENSG00000181718,0
ENSG00000181722,70
ENSG00000181733,0
ENSG00000181741,1
ENSG00000181744,5518
ENSG00000181751,388
ENSG00000181752,0
ENSG00000181754,1261
ENSG00000181761,0
ENSG00000181767,0
ENSG00000181773,293
ENSG00000181778,1
ENSG00000181780,0
ENSG00000181781,1
ENSG00000181785,0
ENSG00000181786,0
ENSG00000181788,3155
ENSG00000181789,23318
ENSG00000181790,7
ENSG00000181798,54
ENSG00000181800,0
ENSG00000181803,0
ENSG00000181804,446
ENSG00000181817,1945
ENSG00000181819,0
ENSG00000181826,439
ENSG00000181827,1593
ENSG00000181830,2100
ENSG00000181837,0
ENSG00000181847,328
ENSG00000181852,2295
ENSG00000181856,8
ENSG00000181867,0
ENSG00000181873,786
ENSG00000181885,9560
ENSG00000181894,1194
ENSG00000181896,2371
ENSG00000181903,3
ENSG00000181904,2003
ENSG00000181908,24
ENSG00000181915,1336
ENSG00000181924,1824
ENSG00000181927,0
ENSG00000181929,2471
ENSG00000181935,0
ENSG00000181938,2332
ENSG00000181939,0
ENSG00000181943,0
ENSG00000181950,0
ENSG00000181958,0
ENSG00000181961,0
ENSG00000181963,0
ENSG00000181965,0
ENSG00000181977,0
ENSG00000181982,2168
ENSG00000181984,0
ENSG00000181991,1287
ENSG00000181995,0
ENSG00000181997,0
ENSG00000182000,2
ENSG00000182004,5598
ENSG00000182010,820
ENSG00000182013,32
ENSG00000182021,0
ENSG00000182022,1250
ENSG00000182035,0
ENSG00000182040,23
ENSG00000182048,2
ENSG00000182050,0
ENSG00000182053,18
ENSG00000182054,27762
ENSG00000182057,19
ENSG00000182070,0
ENSG00000182077,0
ENSG00000182083,0
ENSG00000182087,4280
ENSG00000182093,1675
ENSG00000182095,11001
ENSG00000182103,111
ENSG00000182107,3382
ENSG00000182108,422
ENSG00000182109,41
ENSG00000182111,20
ENSG00000182117,3831
ENSG00000182118,645
ENSG00000182132,2
ENSG00000182134,3556
ENSG00000182141,696
ENSG00000182149,11318
ENSG00000182150,804
ENSG00000182154,1147
ENSG00000182156,0
ENSG00000182158,7817
ENSG00000182162,534
ENSG00000182165,734
ENSG00000182168,76
ENSG00000182170,0
ENSG00000182173,2425
ENSG00000182175,1285
ENSG00000182177,3
ENSG00000182179,1069
ENSG00000182180,5417
ENSG00000182183,20
ENSG00000182185,817
ENSG00000182187,0
ENSG00000182195,7554
ENSG00000182196,28
ENSG00000182197,4717
ENSG00000182199,5392
ENSG00000182208,965
ENSG00000182218,742
ENSG00000182220,8360
ENSG00000182223,1
ENSG00000182224,156
ENSG00000182230,0
ENSG00000182240,15980
ENSG00000182247,222
ENSG00000182253,771
ENSG00000182255,0
ENSG00000182256,7
ENSG00000182257,8
ENSG00000182261,0
ENSG00000182263,139
ENSG00000182264,5
ENSG00000182271,0
ENSG00000182272,1025
ENSG00000182287,1542
ENSG00000182307,4316
ENSG00000182308,9
ENSG00000182310,58
ENSG00000182315,0
ENSG00000182318,367
ENSG00000182324,33
ENSG00000182325,712
ENSG00000182326,8931
ENSG00000182327,100
ENSG00000182329,12
ENSG00000182330,5
ENSG00000182333,10
ENSG00000182334,0
ENSG00000182346,0
ENSG00000182347,0
ENSG00000182348,0
ENSG00000182351,1
ENSG00000182352,1
ENSG00000182359,148
ENSG00000182362,337
ENSG00000182365,0
ENSG00000182366,1
ENSG00000182372,368
ENSG00000182376,1
ENSG00000182378,726
ENSG00000182379,210
ENSG00000182383,3
ENSG00000182389,551
ENSG00000182393,2
ENSG00000182397,6
ENSG00000182400,1358
ENSG00000182405,84
ENSG00000182415,0
ENSG00000182446,8878
ENSG00000182447,0
ENSG00000182450,0
ENSG00000182459,2
ENSG00000182463,404
ENSG00000182472,11
ENSG00000182473,3939
ENSG00000182477,0
ENSG00000182481,19198
ENSG00000182484,239
ENSG00000182487,32
ENSG00000182489,70
ENSG00000182492,17678
ENSG00000182504,1465
ENSG00000182508,39
ENSG00000182511,287
ENSG00000182512,3838
ENSG00000182518,791
ENSG00000182521,0
ENSG00000182531,3
ENSG00000182533,0
ENSG00000182534,978
ENSG00000182541,3956
ENSG00000182544,1210
ENSG00000182545,8
ENSG00000182551,9082
ENSG00000182552,744
ENSG00000182557,42
ENSG00000182565,0
ENSG00000182566,10
ENSG00000182568,286
ENSG00000182574,0
ENSG00000182575,53
ENSG00000182578,2051
ENSG00000182580,38251
ENSG00000182583,1
ENSG00000182584,11
ENSG00000182585,158
ENSG00000182586,0
ENSG00000182591,0
ENSG00000182600,72
ENSG00000182601,3
ENSG00000182606,2172
ENSG00000182612,199
ENSG00000182613,0
ENSG00000182621,1717
ENSG00000182625,0
ENSG00000182628,5559
ENSG00000182631,4
ENSG00000182632,0
ENSG00000182634,0
ENSG00000182636,2631
ENSG00000182645,0
ENSG00000182648,1411
ENSG00000182652,0
ENSG00000182667,188
ENSG00000182670,7977
ENSG00000182674,1
ENSG00000182676,5
ENSG00000182685,47
ENSG00000182687,2
ENSG00000182698,0
ENSG00000182700,319
ENSG00000182704,7578
ENSG00000182707,0
ENSG00000182712,0
ENSG00000182718,61065
ENSG00000182722,3
ENSG00000182732,80
ENSG00000182742,132
ENSG00000182747,3
ENSG00000182749,334
ENSG00000182752,91
ENSG00000182759,0
ENSG00000182768,1502
ENSG00000182771,59
ENSG00000182774,17507
ENSG00000182776,0
ENSG00000182782,70
ENSG00000182783,0
ENSG00000182791,29
ENSG00000182793,4
ENSG00000182795,678
ENSG00000182796,374
ENSG00000182798,2
ENSG00000182809,8596
ENSG00000182810,1605
ENSG00000182814,1
ENSG00000182816,0
ENSG00000182824,0
ENSG00000182827,5219
ENSG00000182831,5423
ENSG00000182836,13
ENSG00000182841,228
ENSG00000182853,356
ENSG00000182854,0
ENSG00000182858,915
ENSG00000182866,558
ENSG00000182870,0
ENSG00000182871,8940
ENSG00000182872,4196
ENSG00000182873,58
ENSG00000182885,184
ENSG00000182888,0
ENSG00000182890,141
ENSG00000182896,0
ENSG00000182898,0
ENSG00000182899,29162
ENSG00000182901,0
ENSG00000182902,109
ENSG00000182903,857
ENSG00000182912,5
ENSG00000182916,16
ENSG00000182919,1206
ENSG00000182921,0
ENSG00000182923,1951
ENSG00000182931,2
ENSG00000182934,9821
ENSG00000182938,1
ENSG00000182944,11827
ENSG00000182950,12
ENSG00000182952,2706
ENSG00000182957,690
ENSG00000182963,4791
ENSG00000182965,0
ENSG00000182968,607
ENSG00000182973,3075
ENSG00000182974,0
ENSG00000182979,4825
ENSG00000182983,14
ENSG00000182985,1754
ENSG00000182986,985
ENSG00000182993,192
ENSG00000183010,6971
ENSG00000183011,2350
ENSG00000183018,469
ENSG00000183019,15
ENSG00000183020,4182
ENSG00000183022,5
ENSG00000183023,317
ENSG00000183024,0
ENSG00000183032,143
ENSG00000183034,0
ENSG00000183035,0
ENSG00000183036,2
ENSG00000183044,1154
ENSG00000183048,1916
ENSG00000183049,1367
ENSG00000183054,1
ENSG00000183055,5
ENSG00000183060,221
ENSG00000183066,35
ENSG00000183067,23
ENSG00000183072,523
ENSG00000183077,1089
ENSG00000183087,6606
ENSG00000183090,1
ENSG00000183091,46
ENSG00000183092,123
ENSG00000183098,384
ENSG00000183111,1089
ENSG00000183114,38
ENSG00000183117,7
ENSG00000183122,0
ENSG00000183128,1
ENSG00000183130,0
ENSG00000183134,0
ENSG00000183137,847
ENSG00000183145,406
ENSG00000183146,0
ENSG00000183148,0
ENSG00000183150,1098
ENSG00000183153,2
ENSG00000183154,4
ENSG00000183155,2486
ENSG00000183160,966
ENSG00000183161,1028
ENSG00000183166,8
ENSG00000183169,0
ENSG00000183171,2
ENSG00000183172,1221
ENSG00000183185,0
ENSG00000183186,11
ENSG00000183196,667
ENSG00000183199,116
ENSG00000183206,0
ENSG00000183207,4975
ENSG00000183208,362
ENSG00000183230,8
ENSG00000183239,0
ENSG00000183242,411
ENSG00000183246,3
ENSG00000183248,5628
ENSG00000183249,0
ENSG00000183250,478
ENSG00000183251,5
ENSG00000183255,15557
ENSG00000183258,4568
ENSG00000183260,0
ENSG00000183269,0
ENSG00000183273,59
ENSG00000183281,8
ENSG00000183283,7440
ENSG00000183287,26
ENSG00000183291,8666
ENSG00000183292,0
ENSG00000183298,19
ENSG00000183303,0
ENSG00000183304,1
ENSG00000183305,0
ENSG00000183307,77
ENSG00000183308,3
ENSG00000183309,2911
ENSG00000183310,0
ENSG00000183313,0
ENSG00000183317,299
ENSG00000183318,0
ENSG00000183323,545
ENSG00000183324,0
ENSG00000183336,0
ENSG00000183337,5519
ENSG00000183340,518
ENSG00000183346,4
ENSG00000183347,18
ENSG00000183354,802
ENSG00000183378,7
ENSG00000183379,1
ENSG00000183385,0
ENSG00000183386,1262
ENSG00000183389,0
ENSG00000183395,0
ENSG00000183396,0
ENSG00000183397,37
ENSG00000183401,708
ENSG00000183421,1287
ENSG00000183423,4
ENSG00000183426,63
ENSG00000183431,11313
ENSG00000183432,2
ENSG00000183434,353
ENSG00000183439,3
ENSG00000183444,325
ENSG00000183454,306
ENSG00000183458,30
ENSG00000183463,0
ENSG00000183470,0
ENSG00000183474,147
ENSG00000183475,719
ENSG00000183476,1
ENSG00000183479,133
ENSG00000183484,149
ENSG00000183486,260
ENSG00000183495,2156
ENSG00000183496,461
ENSG00000183506,139
ENSG00000183508,3858
ENSG00000183513,792
ENSG00000183514,1
ENSG00000183520,3522
ENSG00000183527,2528
ENSG00000183530,3627
ENSG00000183535,0
ENSG00000183542,5
ENSG00000183549,11
ENSG00000183559,0
ENSG00000183560,2
ENSG00000183562,2
ENSG00000183566,0
ENSG00000183569,77
ENSG00000183570,304
ENSG00000183571,1
ENSG00000183576,3726
ENSG00000183578,327
ENSG00000183579,6
ENSG00000183580,309
ENSG00000183586,3
ENSG00000183597,613
ENSG00000183598,4
ENSG00000183604,19
ENSG00000183605,1711
ENSG00000183607,0
ENSG00000183615,407
ENSG00000183617,1253
ENSG00000183621,604
ENSG00000183624,9704
ENSG00000183625,7
ENSG00000183628,289
ENSG00000183629,0
ENSG00000183631,0
ENSG00000183632,0
ENSG00000183638,6
ENSG00000183640,0
ENSG00000183643,1
ENSG00000183644,2
ENSG00000183647,334
ENSG00000183648,2238
ENSG00000183654,0
ENSG00000183655,571
ENSG00000183662,6
ENSG00000183663,0
ENSG00000183665,1336
ENSG00000183666,242
ENSG00000183668,0
ENSG00000183671,30
ENSG00000183674,2
ENSG00000183682,29
ENSG00000183684,6837
ENSG00000183688,1373
ENSG00000183690,160
ENSG00000183691,11
ENSG00000183695,0
ENSG00000183696,705
ENSG00000183704,0
ENSG00000183706,0
ENSG00000183709,0
ENSG00000183715,3
ENSG00000183718,153
ENSG00000183722,586
ENSG00000183723,2269
ENSG00000183726,8774
ENSG00000183729,29
ENSG00000183733,0
ENSG00000183734,365
ENSG00000183735,1112
ENSG00000183741,1479
ENSG00000183742,1681
ENSG00000183747,0
ENSG00000183751,4156
ENSG00000183753,0
ENSG00000183760,125
ENSG00000183762,0
ENSG00000183763,776
ENSG00000183765,1109
ENSG00000183770,78
ENSG00000183773,23
ENSG00000183775,40
ENSG00000183778,42
ENSG00000183779,1404
ENSG00000183780,171
ENSG00000183783,1
ENSG00000183784,9
ENSG00000183785,10
ENSG00000183791,0
ENSG00000183793,31
ENSG00000183795,0
ENSG00000183798,311
ENSG00000183801,296
ENSG00000183807,21
ENSG00000183808,873
ENSG00000183813,217
ENSG00000183814,1305
ENSG00000183822,7
ENSG00000183826,1768
ENSG00000183828,995
ENSG00000183831,586
ENSG00000183833,234
ENSG00000183837,38
ENSG00000183840,176
ENSG00000183844,27
ENSG00000183850,195
ENSG00000183853,3561
ENSG00000183856,5700
ENSG00000183862,1
ENSG00000183864,2693
ENSG00000183873,34
ENSG00000183876,227
ENSG00000183878,0
ENSG00000183888,0
ENSG00000183889,12
ENSG00000183891,210
ENSG00000183908,94
ENSG00000183909,0
ENSG00000183911,2
ENSG00000183914,865
ENSG00000183918,123
ENSG00000183921,4
ENSG00000183929,8
ENSG00000183935,380
ENSG00000183938,0
ENSG00000183943,3995
ENSG00000183955,1462
ENSG00000183960,2
ENSG00000183963,2764
ENSG00000183971,10
ENSG00000183977,9
ENSG00000183978,4151
ENSG00000183979,4
ENSG00000183981,0
ENSG00000184005,438
ENSG00000184007,17968
ENSG00000184009,339646
ENSG00000184012,841
ENSG00000184014,2984
ENSG00000184022,0
ENSG00000184029,0
ENSG00000184032,0
ENSG00000184033,0
ENSG00000184047,548
ENSG00000184055,0
ENSG00000184056,488
ENSG00000184058,928
ENSG00000184060,435
ENSG00000184068,302
ENSG00000184076,3208
ENSG00000184083,1951
ENSG00000184084,0
ENSG00000184100,34
ENSG00000184106,0
ENSG00000184108,0
ENSG00000184110,975
ENSG00000184111,0
ENSG00000184113,280
ENSG00000184115,0
ENSG00000184117,6880
ENSG00000184139,3
ENSG00000184140,0
ENSG00000184144,98
ENSG00000184148,0
ENSG00000184154,304
ENSG00000184155,0
ENSG00000184156,125
ENSG00000184160,47
ENSG00000184162,2448
ENSG00000184163,3
ENSG00000184164,2746
ENSG00000184166,0
ENSG00000184178,1366
ENSG00000184182,1895
ENSG00000184185,156
ENSG00000184188,6
ENSG00000184194,25
ENSG00000184203,4459
ENSG00000184205,808
ENSG00000184206,0
ENSG00000184207,1401
ENSG00000184208,2064
ENSG00000184209,541
ENSG00000184210,0
ENSG00000184216,12833
ENSG00000184220,3809
ENSG00000184221,17
ENSG00000184224,7
ENSG00000184226,13
ENSG00000184227,239
ENSG00000184232,943
ENSG00000184254,768
ENSG00000184258,1
ENSG00000184260,170
ENSG00000184261,12
ENSG00000184270,3
ENSG00000184271,173
ENSG00000184274,5
ENSG00000184276,0
ENSG00000184277,1371
ENSG00000184281,746
ENSG00000184292,18706
ENSG00000184293,11
ENSG00000184302,2
ENSG00000184303,0
ENSG00000184304,687
ENSG00000184305,123
ENSG00000184307,752
ENSG00000184313,1
ENSG00000184319,318
ENSG00000184321,0
ENSG00000184330,6
ENSG00000184343,462
ENSG00000184344,7
ENSG00000184345,0
ENSG00000184347,1026
ENSG00000184349,1512
ENSG00000184350,0
ENSG00000184351,0
ENSG00000184357,8
ENSG00000184361,7
ENSG00000184363,2423
ENSG00000184368,190
ENSG00000184371,1292
ENSG00000184374,6
ENSG00000184378,53
ENSG00000184381,246
ENSG00000184384,1488
ENSG00000184385,12
ENSG00000184388,63
ENSG00000184389,3
ENSG00000184394,0
ENSG00000184402,1195
ENSG00000184408,53
ENSG00000184414,2
ENSG00000184423,0
ENSG00000184428,1626
ENSG00000184432,25894
ENSG00000184434,2
ENSG00000184436,1415
ENSG00000184441,84
ENSG00000184445,2628
ENSG00000184451,24
ENSG00000184454,544
ENSG00000184459,0
ENSG00000184465,442
ENSG00000184470,1029
ENSG00000184471,0
ENSG00000184478,4
ENSG00000184481,1067
ENSG00000184486,1
ENSG00000184489,2492
ENSG00000184492,3
ENSG00000184497,276
ENSG00000184500,453
ENSG00000184502,0
ENSG00000184507,0
ENSG00000184508,357
ENSG00000184515,402
ENSG00000184517,1206
ENSG00000184523,3
ENSG00000184524,5
ENSG00000184530,0
ENSG00000184544,0
ENSG00000184545,748
ENSG00000184557,3138
ENSG00000184560,3
ENSG00000184564,102
ENSG00000184566,0
ENSG00000184571,0
ENSG00000184574,138
ENSG00000184575,5066
ENSG00000184584,1992
ENSG00000184588,11463
ENSG00000184599,13
ENSG00000184601,0
ENSG00000184602,7706
ENSG00000184608,0
ENSG00000184611,2
ENSG00000184612,2
ENSG00000184613,112
ENSG00000184616,40
ENSG00000184617,0
ENSG00000184619,63
ENSG00000184624,0
ENSG00000184634,4706
ENSG00000184635,1728
ENSG00000184640,26654
ENSG00000184647,0
ENSG00000184650,2
ENSG00000184659,0
ENSG00000184661,655
ENSG00000184669,223
ENSG00000184672,0
ENSG00000184675,1129
ENSG00000184677,1597
ENSG00000184678,965
ENSG00000184682,7
ENSG00000184697,13
ENSG00000184698,0
ENSG00000184702,1582
ENSG00000184708,1588
ENSG00000184709,215
ENSG00000184716,0
ENSG00000184719,26
ENSG00000184724,0
ENSG00000184730,324
ENSG00000184731,2056
ENSG00000184735,0
ENSG00000184741,0
ENSG00000184743,4374
ENSG00000184752,1776
ENSG00000184761,0
ENSG00000184774,11
ENSG00000184785,69
ENSG00000184786,187
ENSG00000184787,2714
ENSG00000184788,6
ENSG00000184789,0
ENSG00000184792,971
ENSG00000184795,1
ENSG00000184809,0
