Gene stable ID,9ca1b249-c310-4c30-83ea-2558b46f5332
ENSG00000267440,4
ENSG00000267441,0
ENSG00000267443,1
ENSG00000267444,0
ENSG00000267446,0
ENSG00000267447,1
ENSG00000267448,0
ENSG00000267449,0
ENSG00000267450,0
ENSG00000267452,1
ENSG00000267453,0
ENSG00000267454,86
ENSG00000267455,0
ENSG00000267456,53
ENSG00000267457,1
ENSG00000267458,0
ENSG00000267459,0
ENSG00000267461,0
ENSG00000267462,0
ENSG00000267463,0
ENSG00000267465,0
ENSG00000267466,310
ENSG00000267467,0
ENSG00000267469,0
ENSG00000267470,340
ENSG00000267471,0
ENSG00000267472,1
ENSG00000267474,0
ENSG00000267475,64
ENSG00000267476,0
ENSG00000267477,0
ENSG00000267478,0
ENSG00000267480,103
ENSG00000267481,281
ENSG00000267482,0
ENSG00000267484,0
ENSG00000267486,0
ENSG00000267487,0
ENSG00000267489,0
ENSG00000267490,0
ENSG00000267491,0
ENSG00000267492,0
ENSG00000267493,27
ENSG00000267496,0
ENSG00000267497,0
ENSG00000267498,20
ENSG00000267500,38
ENSG00000267501,2
ENSG00000267503,1
ENSG00000267504,12
ENSG00000267505,2
ENSG00000267506,423
ENSG00000267507,2
ENSG00000267508,720
ENSG00000267509,0
ENSG00000267510,69
ENSG00000267511,0
ENSG00000267512,1
ENSG00000267513,0
ENSG00000267515,11
ENSG00000267517,0
ENSG00000267518,0
ENSG00000267519,226
ENSG00000267520,0
ENSG00000267521,0
ENSG00000267522,1
ENSG00000267523,150
ENSG00000267524,0
ENSG00000267526,1
ENSG00000267528,0
ENSG00000267529,1
ENSG00000267530,82
ENSG00000267532,68
ENSG00000267533,4
ENSG00000267534,1264
ENSG00000267535,0
ENSG00000267537,0
ENSG00000267541,9
ENSG00000267543,10
ENSG00000267544,22
ENSG00000267545,12
ENSG00000267546,17
ENSG00000267547,3
ENSG00000267549,8
ENSG00000267550,0
ENSG00000267551,3
ENSG00000267552,2
ENSG00000267554,3
ENSG00000267555,1
ENSG00000267557,0
ENSG00000267558,0
ENSG00000267559,3
ENSG00000267560,17
ENSG00000267561,1
ENSG00000267563,1
ENSG00000267564,0
ENSG00000267565,233
ENSG00000267567,3
ENSG00000267568,0
ENSG00000267570,6
ENSG00000267571,75
ENSG00000267573,4
ENSG00000267574,0
ENSG00000267575,343
ENSG00000267576,0
ENSG00000267577,7
ENSG00000267579,0
ENSG00000267580,0
ENSG00000267581,6
ENSG00000267582,11
ENSG00000267583,5
ENSG00000267585,0
ENSG00000267586,11
ENSG00000267587,0
ENSG00000267589,1
ENSG00000267590,5
ENSG00000267591,0
ENSG00000267592,0
ENSG00000267593,0
ENSG00000267594,1
ENSG00000267595,6
ENSG00000267597,0
ENSG00000267598,0
ENSG00000267599,0
ENSG00000267601,0
ENSG00000267603,0
ENSG00000267604,0
ENSG00000267605,12
ENSG00000267606,2
ENSG00000267607,3
ENSG00000267609,0
ENSG00000267610,2
ENSG00000267611,1
ENSG00000267612,8
ENSG00000267614,0
ENSG00000267615,0
ENSG00000267617,0
ENSG00000267618,0
ENSG00000267620,0
ENSG00000267623,1
ENSG00000267624,2
ENSG00000267625,1
ENSG00000267626,1
ENSG00000267627,31
ENSG00000267628,0
ENSG00000267629,9
ENSG00000267630,0
ENSG00000267631,0
ENSG00000267632,10
ENSG00000267633,0
ENSG00000267634,2
ENSG00000267636,4
ENSG00000267637,0
ENSG00000267638,0
ENSG00000267640,125
ENSG00000267641,5
ENSG00000267642,0
ENSG00000267643,0
ENSG00000267644,2
ENSG00000267645,69
ENSG00000267646,1
ENSG00000267647,0
ENSG00000267648,2
ENSG00000267649,21
ENSG00000267650,0
ENSG00000267651,34
ENSG00000267652,0
ENSG00000267653,0
ENSG00000267654,0
ENSG00000267655,29
ENSG00000267656,0
ENSG00000267658,4
ENSG00000267659,1
ENSG00000267661,0
ENSG00000267662,0
ENSG00000267663,0
ENSG00000267664,0
ENSG00000267665,115
ENSG00000267666,2
ENSG00000267667,0
ENSG00000267669,7
ENSG00000267670,8
ENSG00000267672,4
ENSG00000267673,64
ENSG00000267674,2
ENSG00000267675,0
ENSG00000267676,0
ENSG00000267677,4
ENSG00000267678,0
ENSG00000267679,1
ENSG00000267680,706
ENSG00000267681,15
ENSG00000267682,8
ENSG00000267683,0
ENSG00000267684,0
ENSG00000267685,0
ENSG00000267686,0
ENSG00000267687,0
ENSG00000267688,0
ENSG00000267689,0
ENSG00000267690,2
ENSG00000267691,0
ENSG00000267692,9
ENSG00000267693,0
ENSG00000267694,1
ENSG00000267695,0
ENSG00000267696,1
ENSG00000267697,0
ENSG00000267698,44
ENSG00000267699,7
ENSG00000267701,33
ENSG00000267702,6
ENSG00000267703,1
ENSG00000267704,0
ENSG00000267705,0
ENSG00000267706,22
ENSG00000267707,45
ENSG00000267708,8
ENSG00000267709,3
ENSG00000267710,31
ENSG00000267711,1
ENSG00000267712,0
ENSG00000267713,0
ENSG00000267714,0
ENSG00000267716,0
ENSG00000267717,0
ENSG00000267719,0
ENSG00000267722,0
ENSG00000267723,17
ENSG00000267724,41
ENSG00000267725,0
ENSG00000267726,0
ENSG00000267727,0
ENSG00000267729,4
ENSG00000267731,24
ENSG00000267732,0
ENSG00000267733,0
ENSG00000267734,2
ENSG00000267735,2
ENSG00000267736,2
ENSG00000267737,3
ENSG00000267740,1
ENSG00000267741,2
ENSG00000267742,6
ENSG00000267743,0
ENSG00000267744,0
ENSG00000267745,5
ENSG00000267746,0
ENSG00000267747,7
ENSG00000267748,79
ENSG00000267749,1
ENSG00000267750,152
ENSG00000267751,137
ENSG00000267752,77
ENSG00000267755,0
ENSG00000267756,0
ENSG00000267757,0
ENSG00000267758,0
ENSG00000267760,0
ENSG00000267761,0
ENSG00000267762,0
ENSG00000267764,2
ENSG00000267765,2
ENSG00000267766,0
ENSG00000267767,59
ENSG00000267768,0
ENSG00000267769,10
ENSG00000267770,0
ENSG00000267771,4
ENSG00000267772,0
ENSG00000267773,0
ENSG00000267774,0
ENSG00000267775,0
ENSG00000267776,12
ENSG00000267777,0
ENSG00000267778,44
ENSG00000267779,0
ENSG00000267780,1
ENSG00000267781,4
ENSG00000267782,0
ENSG00000267783,4
ENSG00000267784,0
ENSG00000267786,7
ENSG00000267787,49
ENSG00000267788,0
ENSG00000267789,0
ENSG00000267790,0
ENSG00000267791,0
ENSG00000267792,0
ENSG00000267793,0
ENSG00000267794,0
ENSG00000267795,496
ENSG00000267796,297
ENSG00000267797,0
ENSG00000267799,0
ENSG00000267800,7
ENSG00000267801,100
ENSG00000267808,3
ENSG00000267809,33
ENSG00000267811,16
ENSG00000267815,0
ENSG00000267827,8
ENSG00000267828,0
ENSG00000267834,19
ENSG00000267838,34
ENSG00000267852,12
ENSG00000267855,178
ENSG00000267857,0
ENSG00000267858,99
ENSG00000267868,474
ENSG00000267871,73
ENSG00000267872,0
ENSG00000267874,0
ENSG00000267879,38
ENSG00000267881,0
ENSG00000267882,17
ENSG00000267886,25
ENSG00000267890,8
ENSG00000267892,361
ENSG00000267895,1
ENSG00000267896,29
ENSG00000267898,36
ENSG00000267904,187
ENSG00000267905,4
ENSG00000267908,4
ENSG00000267909,14
ENSG00000267919,3
ENSG00000267920,0
ENSG00000267922,0
ENSG00000267924,3
ENSG00000267927,3
ENSG00000267934,43
ENSG00000267938,12
ENSG00000267939,34
ENSG00000267940,27
ENSG00000267943,3
ENSG00000267952,6
ENSG00000267959,0
ENSG00000267961,0
ENSG00000267968,0
ENSG00000267978,0
ENSG00000267980,27
ENSG00000267984,1
ENSG00000267986,1
ENSG00000267990,0
ENSG00000267992,2
ENSG00000268001,263
ENSG00000268006,1170
ENSG00000268009,0
ENSG00000268015,7
ENSG00000268020,0
ENSG00000268027,10
ENSG00000268030,77
ENSG00000268034,4
ENSG00000268036,2
ENSG00000268038,1
ENSG00000268041,17
ENSG00000268043,1030
ENSG00000268047,7
ENSG00000268049,196
ENSG00000268050,0
ENSG00000268051,2
ENSG00000268053,0
ENSG00000268055,0
ENSG00000268056,1
ENSG00000268058,0
ENSG00000268061,91
ENSG00000268062,0
ENSG00000268066,6
ENSG00000268067,0
ENSG00000268069,7
ENSG00000268070,3
ENSG00000268074,0
ENSG00000268078,0
ENSG00000268079,0
ENSG00000268080,0
ENSG00000268081,20
ENSG00000268083,1
ENSG00000268087,219
ENSG00000268088,0
ENSG00000268089,8
ENSG00000268093,11
ENSG00000268095,25
ENSG00000268100,0
ENSG00000268101,0
ENSG00000268104,694
ENSG00000268105,1
ENSG00000268107,1
ENSG00000268108,4
ENSG00000268112,0
ENSG00000268116,0
ENSG00000268117,8
ENSG00000268119,61
ENSG00000268120,0
ENSG00000268129,21
ENSG00000268133,0
ENSG00000268140,5
ENSG00000268144,0
ENSG00000268148,0
ENSG00000268149,0
ENSG00000268153,0
ENSG00000268154,3
ENSG00000268157,6
ENSG00000268163,30
ENSG00000268170,18
ENSG00000268173,2
ENSG00000268174,1
ENSG00000268181,0
ENSG00000268182,82
ENSG00000268184,0
ENSG00000268186,0
ENSG00000268187,0
ENSG00000268189,21
ENSG00000268191,0
ENSG00000268193,0
ENSG00000268199,0
ENSG00000268201,63
ENSG00000268203,0
ENSG00000268204,77
ENSG00000268205,3512
ENSG00000268209,0
ENSG00000268218,127
ENSG00000268220,0
ENSG00000268221,0
ENSG00000268222,58
ENSG00000268223,0
ENSG00000268225,237
ENSG00000268230,72
ENSG00000268231,0
ENSG00000268234,0
ENSG00000268235,0
ENSG00000268238,0
ENSG00000268240,0
ENSG00000268243,0
ENSG00000268257,0
ENSG00000268262,22
ENSG00000268266,22
ENSG00000268267,0
ENSG00000268272,0
ENSG00000268278,0
ENSG00000268279,46
ENSG00000268282,2
ENSG00000268287,0
ENSG00000268288,70
ENSG00000268289,3
ENSG00000268292,0
ENSG00000268293,2
ENSG00000268295,0
ENSG00000268296,0
ENSG00000268297,0
ENSG00000268307,156
ENSG00000268309,0
ENSG00000268316,1
ENSG00000268318,0
ENSG00000268320,0
ENSG00000268322,1
ENSG00000268324,0
ENSG00000268326,0
ENSG00000268333,13
ENSG00000268335,0
ENSG00000268336,0
ENSG00000268350,29
ENSG00000268352,1
ENSG00000268355,5
ENSG00000268357,88
ENSG00000268361,1
ENSG00000268362,69
ENSG00000268364,91
ENSG00000268366,8
ENSG00000268375,3
ENSG00000268379,71
ENSG00000268388,5
ENSG00000268390,0
ENSG00000268391,0
ENSG00000268392,5
ENSG00000268400,4
ENSG00000268401,2
ENSG00000268403,25
ENSG00000268407,0
ENSG00000268412,2
ENSG00000268416,286
ENSG00000268423,7
ENSG00000268433,4
ENSG00000268434,2
ENSG00000268438,2
ENSG00000268439,32
ENSG00000268442,31
ENSG00000268447,0
ENSG00000268455,1
ENSG00000268458,3
ENSG00000268460,1
ENSG00000268461,0
ENSG00000268465,0
ENSG00000268469,0
ENSG00000268471,291
ENSG00000268472,7
ENSG00000268473,0
ENSG00000268475,0
ENSG00000268480,0
ENSG00000268483,1
ENSG00000268486,0
ENSG00000268496,241
ENSG00000268499,17
ENSG00000268500,0
ENSG00000268505,0
ENSG00000268509,1
ENSG00000268510,0
ENSG00000268516,250
ENSG00000268518,0
ENSG00000268520,6
ENSG00000268521,50
ENSG00000268525,0
ENSG00000268529,0
ENSG00000268530,0
ENSG00000268531,0
ENSG00000268532,0
ENSG00000268533,21
ENSG00000268535,5
ENSG00000268536,0
ENSG00000268541,0
ENSG00000268543,26
ENSG00000268545,17
ENSG00000268549,19
ENSG00000268555,0
ENSG00000268560,0
ENSG00000268564,2
ENSG00000268565,0
ENSG00000268566,0
ENSG00000268568,77
ENSG00000268573,163
ENSG00000268575,123
ENSG00000268580,0
ENSG00000268581,0
ENSG00000268582,0
ENSG00000268583,6
ENSG00000268584,49
ENSG00000268589,0
ENSG00000268592,0
ENSG00000268593,0
ENSG00000268595,0
ENSG00000268597,0
ENSG00000268598,1
ENSG00000268601,272
ENSG00000268603,2
ENSG00000268605,0
ENSG00000268606,0
ENSG00000268614,1
ENSG00000268615,0
ENSG00000268618,0
ENSG00000268620,0
ENSG00000268621,2
ENSG00000268623,0
ENSG00000268628,13
ENSG00000268629,0
ENSG00000268635,7
ENSG00000268636,0
ENSG00000268643,3
ENSG00000268649,3
ENSG00000268650,4
ENSG00000268651,0
ENSG00000268652,0
ENSG00000268654,184
ENSG00000268655,8
ENSG00000268658,18
ENSG00000268659,0
ENSG00000268660,25
ENSG00000268663,0
ENSG00000268669,0
ENSG00000268670,3
ENSG00000268673,0
ENSG00000268677,0
ENSG00000268678,19
ENSG00000268681,0
ENSG00000268683,0
ENSG00000268685,0
ENSG00000268686,315
ENSG00000268696,0
ENSG00000268705,3
ENSG00000268707,3
ENSG00000268711,0
ENSG00000268713,466
ENSG00000268714,0
ENSG00000268717,3
ENSG00000268721,0
ENSG00000268723,0
ENSG00000268729,0
ENSG00000268731,1
ENSG00000268734,2
ENSG00000268736,0
ENSG00000268738,4
ENSG00000268739,0
ENSG00000268742,1
ENSG00000268743,14
ENSG00000268744,14
ENSG00000268745,0
ENSG00000268746,3
ENSG00000268747,5
ENSG00000268750,21
ENSG00000268751,232
ENSG00000268754,0
ENSG00000268756,3
ENSG00000268758,4
ENSG00000268764,4
ENSG00000268777,0
ENSG00000268784,0
ENSG00000268785,10
ENSG00000268789,0
ENSG00000268790,1
ENSG00000268794,1
ENSG00000268797,1
ENSG00000268798,19
ENSG00000268799,0
ENSG00000268803,0
ENSG00000268804,1
ENSG00000268810,0
ENSG00000268812,1
ENSG00000268818,5
ENSG00000268823,0
ENSG00000268830,0
ENSG00000268833,0
ENSG00000268834,0
ENSG00000268836,18
ENSG00000268839,0
ENSG00000268842,0
ENSG00000268845,0
ENSG00000268847,1
ENSG00000268849,1
ENSG00000268854,0
ENSG00000268858,1003
ENSG00000268861,0
ENSG00000268864,1221
ENSG00000268866,7
ENSG00000268869,2
ENSG00000268870,0
ENSG00000268873,0
ENSG00000268879,0
ENSG00000268883,0
ENSG00000268884,2
ENSG00000268886,0
ENSG00000268889,4
ENSG00000268892,0
ENSG00000268894,3
ENSG00000268895,284
ENSG00000268896,2
ENSG00000268902,0
ENSG00000268903,4
ENSG00000268906,0
ENSG00000268908,0
ENSG00000268912,226
ENSG00000268916,0
ENSG00000268922,0
ENSG00000268926,12
ENSG00000268931,2
ENSG00000268938,2
ENSG00000268940,0
ENSG00000268941,194
ENSG00000268942,3
ENSG00000268945,32
ENSG00000268947,64
ENSG00000268949,17
ENSG00000268951,0
ENSG00000268955,1
ENSG00000268957,0
ENSG00000268964,5
ENSG00000268967,0
ENSG00000268970,142
ENSG00000268975,49
ENSG00000268981,2
ENSG00000268983,0
ENSG00000268985,1
ENSG00000268987,0
ENSG00000268988,0
ENSG00000268991,0
ENSG00000268992,0
ENSG00000268993,0
ENSG00000268994,0
ENSG00000268995,0
ENSG00000268996,132
ENSG00000268997,0
ENSG00000269001,155
ENSG00000269009,2
ENSG00000269012,0
ENSG00000269014,0
ENSG00000269019,8
ENSG00000269021,0
ENSG00000269025,0
ENSG00000269026,17
ENSG00000269028,106
ENSG00000269032,0
ENSG00000269035,0
ENSG00000269037,0
ENSG00000269038,29
ENSG00000269040,5
ENSG00000269043,1
ENSG00000269044,835
ENSG00000269050,2
ENSG00000269051,78
ENSG00000269053,0
ENSG00000269054,38
ENSG00000269055,0
ENSG00000269058,2
ENSG00000269066,8
ENSG00000269067,1
ENSG00000269068,4
ENSG00000269069,90
ENSG00000269072,0
ENSG00000269082,0
ENSG00000269085,0
ENSG00000269086,14
ENSG00000269091,3
ENSG00000269095,0
ENSG00000269096,0
ENSG00000269097,0
ENSG00000269099,0
ENSG00000269102,16
ENSG00000269103,1
ENSG00000269106,0
ENSG00000269107,0
ENSG00000269110,0
ENSG00000269113,15
ENSG00000269118,6
ENSG00000269119,1
ENSG00000269124,1
ENSG00000269125,3
ENSG00000269130,0
ENSG00000269131,771
ENSG00000269136,3
ENSG00000269138,5
ENSG00000269139,34
ENSG00000269145,0
ENSG00000269148,9
ENSG00000269151,0
ENSG00000269153,7
ENSG00000269154,0
ENSG00000269155,30
ENSG00000269161,7
ENSG00000269172,0
ENSG00000269176,119
ENSG00000269177,1
ENSG00000269179,0
ENSG00000269181,0
ENSG00000269186,0
ENSG00000269188,0
ENSG00000269189,2
ENSG00000269190,1301
ENSG00000269191,7
ENSG00000269194,10
ENSG00000269199,0
ENSG00000269202,33
ENSG00000269210,992
ENSG00000269220,76
ENSG00000269226,60
ENSG00000269227,9
ENSG00000269228,2
ENSG00000269235,19
ENSG00000269236,2
ENSG00000269237,0
ENSG00000269242,109
ENSG00000269243,9
ENSG00000269244,0
ENSG00000269246,29
ENSG00000269253,0
ENSG00000269256,0
ENSG00000269266,0
ENSG00000269271,0
ENSG00000269274,0
ENSG00000269275,8
ENSG00000269281,0
ENSG00000269288,8
ENSG00000269289,0
ENSG00000269292,0
ENSG00000269293,124
ENSG00000269296,0
ENSG00000269300,1
ENSG00000269303,2
ENSG00000269304,1
ENSG00000269307,0
ENSG00000269313,352
ENSG00000269316,0
ENSG00000269318,29
ENSG00000269320,0
ENSG00000269321,2
ENSG00000269332,0
ENSG00000269335,158
ENSG00000269343,781
ENSG00000269345,16
ENSG00000269349,12
ENSG00000269350,0
ENSG00000269352,129
ENSG00000269353,0
ENSG00000269354,0
ENSG00000269356,5
ENSG00000269364,0
ENSG00000269365,2
ENSG00000269371,0
ENSG00000269373,6
ENSG00000269374,56
ENSG00000269376,55
ENSG00000269378,29
ENSG00000269383,0
ENSG00000269385,0
ENSG00000269386,316
ENSG00000269387,3
ENSG00000269388,14
ENSG00000269391,0
ENSG00000269392,12
ENSG00000269397,102
ENSG00000269399,137
ENSG00000269400,1
ENSG00000269403,4
ENSG00000269404,23
ENSG00000269405,0
ENSG00000269416,38
ENSG00000269419,0
ENSG00000269420,0
ENSG00000269421,11
ENSG00000269425,8
ENSG00000269427,141
ENSG00000269431,0
ENSG00000269433,0
ENSG00000269437,0
ENSG00000269439,61
ENSG00000269444,1
ENSG00000269445,2
ENSG00000269446,34
ENSG00000269458,0
ENSG00000269460,0
ENSG00000269463,7
ENSG00000269466,0
ENSG00000269469,0
ENSG00000269471,2
ENSG00000269473,38
ENSG00000269475,0
ENSG00000269476,3
ENSG00000269480,3
ENSG00000269481,34
ENSG00000269482,4
ENSG00000269483,24
ENSG00000269486,111
ENSG00000269487,3
ENSG00000269489,40
ENSG00000269495,32
ENSG00000269502,0
ENSG00000269504,0
ENSG00000269505,0
ENSG00000269506,0
ENSG00000269509,0
ENSG00000269514,21
ENSG00000269516,3
ENSG00000269519,0
ENSG00000269524,0
ENSG00000269526,6
ENSG00000269533,9
ENSG00000269534,14
ENSG00000269535,3
ENSG00000269540,1
ENSG00000269543,7
ENSG00000269545,0
ENSG00000269546,0
ENSG00000269547,0
ENSG00000269549,103
ENSG00000269552,0
ENSG00000269553,0
ENSG00000269556,1006
ENSG00000269559,35
ENSG00000269560,7
ENSG00000269564,0
ENSG00000269565,122
ENSG00000269570,6
ENSG00000269575,0
ENSG00000269576,0
ENSG00000269578,0
ENSG00000269580,0
ENSG00000269583,0
ENSG00000269584,28
ENSG00000269586,0
ENSG00000269588,0
ENSG00000269590,1
ENSG00000269599,0
ENSG00000269600,6
ENSG00000269604,0
ENSG00000269608,6
ENSG00000269609,1794
ENSG00000269615,0
ENSG00000269621,0
ENSG00000269622,0
ENSG00000269635,0
ENSG00000269637,2
ENSG00000269640,594
ENSG00000269646,7
ENSG00000269651,0
ENSG00000269652,0
ENSG00000269653,12
ENSG00000269656,4
ENSG00000269662,0
ENSG00000269667,0
ENSG00000269678,0
ENSG00000269680,72
ENSG00000269681,0
ENSG00000269688,17
ENSG00000269692,0
ENSG00000269693,80
ENSG00000269694,9
ENSG00000269696,55
ENSG00000269699,36
ENSG00000269706,0
ENSG00000269707,0
ENSG00000269711,0
ENSG00000269713,254
ENSG00000269720,7
ENSG00000269721,0
ENSG00000269729,0
ENSG00000269732,0
ENSG00000269736,0
ENSG00000269737,21
ENSG00000269741,34
ENSG00000269742,0
ENSG00000269743,482
ENSG00000269745,0
ENSG00000269749,1
ENSG00000269752,0
ENSG00000269755,13
ENSG00000269758,1
ENSG00000269761,0
ENSG00000269763,0
ENSG00000269765,2
ENSG00000269776,0
ENSG00000269779,6
ENSG00000269782,0
ENSG00000269786,0
ENSG00000269787,0
ENSG00000269791,0
ENSG00000269792,2
ENSG00000269793,3
ENSG00000269794,5
ENSG00000269796,0
ENSG00000269799,1
ENSG00000269800,1
ENSG00000269802,1
ENSG00000269806,2
ENSG00000269807,7
ENSG00000269811,0
ENSG00000269813,0
ENSG00000269814,13
ENSG00000269815,60
ENSG00000269821,1465
ENSG00000269825,153
ENSG00000269826,0
ENSG00000269833,0
ENSG00000269834,955
ENSG00000269836,11
ENSG00000269837,834
ENSG00000269839,0
ENSG00000269842,3
ENSG00000269843,21
ENSG00000269845,7
ENSG00000269846,7
ENSG00000269848,0
ENSG00000269855,56
ENSG00000269858,829
ENSG00000269859,2
ENSG00000269867,311
ENSG00000269873,9
ENSG00000269877,0
ENSG00000269881,7
ENSG00000269883,0
ENSG00000269885,0
ENSG00000269886,22
ENSG00000269887,46
ENSG00000269888,11
ENSG00000269889,45
ENSG00000269890,93
ENSG00000269891,1
ENSG00000269892,88
ENSG00000269893,5696
ENSG00000269894,51
ENSG00000269895,0
ENSG00000269896,57
ENSG00000269897,4
ENSG00000269898,0
ENSG00000269899,13
ENSG00000269900,0
ENSG00000269901,8
ENSG00000269902,0
ENSG00000269903,6
ENSG00000269904,7
ENSG00000269906,111
ENSG00000269907,4
ENSG00000269908,0
ENSG00000269910,45
ENSG00000269911,0
ENSG00000269915,22
ENSG00000269916,3
ENSG00000269918,6
ENSG00000269919,1
ENSG00000269920,3
ENSG00000269921,13
ENSG00000269924,7
ENSG00000269925,35
ENSG00000269926,0
ENSG00000269927,2
ENSG00000269929,7
ENSG00000269930,3
ENSG00000269931,0
ENSG00000269933,0
ENSG00000269934,30
ENSG00000269935,1
ENSG00000269936,83
ENSG00000269937,1
ENSG00000269938,12
ENSG00000269939,0
ENSG00000269940,45
ENSG00000269941,0
ENSG00000269944,1
ENSG00000269945,1
ENSG00000269946,5
ENSG00000269947,41
ENSG00000269948,8
ENSG00000269949,26
ENSG00000269950,1
ENSG00000269951,30
ENSG00000269952,18
ENSG00000269954,1
ENSG00000269955,7
ENSG00000269956,19
ENSG00000269957,0
ENSG00000269958,231
ENSG00000269959,19
ENSG00000269961,20
ENSG00000269964,2
ENSG00000269966,0
ENSG00000269967,10
ENSG00000269968,0
ENSG00000269970,0
ENSG00000269971,5
ENSG00000269972,0
ENSG00000269973,443
ENSG00000269974,19
ENSG00000269976,17
ENSG00000269978,10
ENSG00000269980,4
ENSG00000269981,1
ENSG00000269982,391
ENSG00000269983,1
ENSG00000269984,23
ENSG00000269985,4
ENSG00000269986,4
ENSG00000269987,0
ENSG00000269989,3
ENSG00000269993,0
ENSG00000269994,0
ENSG00000269997,9
ENSG00000269998,0
ENSG00000270000,0
ENSG00000270001,2
ENSG00000270002,0
ENSG00000270006,56
ENSG00000270008,0
ENSG00000270010,30
ENSG00000270011,71
ENSG00000270012,111
ENSG00000270015,532
ENSG00000270016,3
ENSG00000270017,0
ENSG00000270019,22
ENSG00000270020,18
ENSG00000270021,25
ENSG00000270022,6
ENSG00000270024,14
ENSG00000270025,5
ENSG00000270028,42
ENSG00000270030,1
ENSG00000270031,11
ENSG00000270033,0
ENSG00000270035,5
ENSG00000270036,18
ENSG00000270038,0
ENSG00000270039,40
ENSG00000270040,1
ENSG00000270048,4
ENSG00000270049,78
ENSG00000270050,0
ENSG00000270052,1
ENSG00000270055,302
ENSG00000270058,0
ENSG00000270059,5
ENSG00000270060,25
ENSG00000270061,3
ENSG00000270062,27
ENSG00000270066,0
ENSG00000270067,55
ENSG00000270068,1
ENSG00000270069,14
ENSG00000270071,3
ENSG00000270072,0
ENSG00000270073,0
ENSG00000270074,2
ENSG00000270075,0
ENSG00000270076,0
ENSG00000270077,1
ENSG00000270082,0
ENSG00000270083,28
ENSG00000270084,44
ENSG00000270087,10
ENSG00000270090,2
ENSG00000270091,77
ENSG00000270093,6
ENSG00000270094,0
ENSG00000270095,1
ENSG00000270096,0
ENSG00000270097,204
ENSG00000270098,0
ENSG00000270099,0
ENSG00000270100,0
ENSG00000270103,0
ENSG00000270104,4
ENSG00000270105,0
ENSG00000270106,1
ENSG00000270108,19
ENSG00000270110,31
ENSG00000270111,0
ENSG00000270112,0
ENSG00000270114,0
ENSG00000270115,24
ENSG00000270116,16
ENSG00000270117,0
ENSG00000270118,0
ENSG00000270120,0
ENSG00000270123,0
ENSG00000270124,57
ENSG00000270127,163
ENSG00000270130,11
ENSG00000270131,0
ENSG00000270132,0
ENSG00000270133,2
ENSG00000270135,0
ENSG00000270136,0
ENSG00000270137,1
ENSG00000270139,0
ENSG00000270140,0
ENSG00000270141,1
ENSG00000270147,10
ENSG00000270149,145
ENSG00000270154,0
ENSG00000270157,226
ENSG00000270159,1
ENSG00000270160,0
ENSG00000270164,14
ENSG00000270165,9
ENSG00000270166,0
ENSG00000270168,495
ENSG00000270170,2056
ENSG00000270171,7
ENSG00000270174,0
ENSG00000270175,25
ENSG00000270177,11
ENSG00000270178,15
ENSG00000270179,16
ENSG00000270181,1
ENSG00000270182,15
ENSG00000270184,22
ENSG00000270185,0
ENSG00000270187,0
ENSG00000270188,1
ENSG00000270189,440
ENSG00000270190,0
ENSG00000270191,0
ENSG00000270192,0
ENSG00000270193,0
ENSG00000270194,603
ENSG00000270195,36
ENSG00000270196,0
ENSG00000270200,0
ENSG00000270202,0
ENSG00000270204,0
ENSG00000270207,0
ENSG00000270209,0
ENSG00000270210,23
ENSG00000270212,0
ENSG00000270218,0
ENSG00000270222,0
ENSG00000270223,462
ENSG00000270225,3
ENSG00000270226,0
ENSG00000270228,45
ENSG00000270230,6
ENSG00000270231,357
ENSG00000270232,0
ENSG00000270234,0
ENSG00000270236,2
ENSG00000270240,0
ENSG00000270241,0
ENSG00000270242,0
ENSG00000270243,0
ENSG00000270244,0
ENSG00000270246,9
ENSG00000270248,21
ENSG00000270249,2
ENSG00000270251,0
ENSG00000270252,0
ENSG00000270255,0
ENSG00000270257,6
ENSG00000270258,0
ENSG00000270259,0
ENSG00000270264,5
ENSG00000270265,33
ENSG00000270268,0
ENSG00000270269,5
ENSG00000270270,3
ENSG00000270273,0
ENSG00000270275,0
ENSG00000270276,0
ENSG00000270277,133
ENSG00000270279,0
ENSG00000270280,1
ENSG00000270281,0
ENSG00000270282,2
ENSG00000270285,0
ENSG00000270287,0
ENSG00000270289,0
ENSG00000270292,7
ENSG00000270293,0
ENSG00000270294,0
ENSG00000270296,0
ENSG00000270299,3
ENSG00000270300,2
ENSG00000270301,0
ENSG00000270302,0
ENSG00000270304,0
ENSG00000270306,0
ENSG00000270307,2
ENSG00000270308,0
ENSG00000270313,0
ENSG00000270314,0
ENSG00000270316,0
ENSG00000270317,0
ENSG00000270318,1
ENSG00000270321,0
ENSG00000270322,3
ENSG00000270323,0
ENSG00000270324,0
ENSG00000270325,2
ENSG00000270326,24
ENSG00000270328,0
ENSG00000270330,0
ENSG00000270332,329
ENSG00000270333,0
ENSG00000270335,0
ENSG00000270336,0
ENSG00000270339,1
ENSG00000270342,0
ENSG00000270343,5
ENSG00000270344,95
ENSG00000270347,0
ENSG00000270350,2
ENSG00000270352,0
ENSG00000270354,3
ENSG00000270356,0
ENSG00000270359,0
ENSG00000270361,7
ENSG00000270362,228
ENSG00000270367,0
ENSG00000270369,1
ENSG00000270371,0
ENSG00000270372,399
ENSG00000270377,2
ENSG00000270378,0
ENSG00000270379,1
