Gene stable ID,62407fba-fb7c-46cb-ab66-f2a49470a0e9
ENSG00000138079,19
ENSG00000138080,2333
ENSG00000138081,1930
ENSG00000138083,6366
ENSG00000138085,13429
ENSG00000138092,1655
ENSG00000138095,16126
ENSG00000138100,202
ENSG00000138101,3934
ENSG00000138107,10408
ENSG00000138109,0
ENSG00000138111,495
ENSG00000138115,144
ENSG00000138119,3800
ENSG00000138131,2410
ENSG00000138134,1421
ENSG00000138135,489
ENSG00000138136,0
ENSG00000138138,1922
ENSG00000138152,28
ENSG00000138160,3591
ENSG00000138161,221
ENSG00000138162,2526
ENSG00000138166,4120
ENSG00000138172,1836
ENSG00000138175,1931
ENSG00000138180,3946
ENSG00000138182,688
ENSG00000138185,4424
ENSG00000138190,1169
ENSG00000138193,1408
ENSG00000138207,21
ENSG00000138231,2239
ENSG00000138246,5136
ENSG00000138271,55
ENSG00000138279,11456
ENSG00000138286,2409
ENSG00000138303,2388
ENSG00000138308,1
ENSG00000138311,116
ENSG00000138315,22
ENSG00000138316,222
ENSG00000138326,145911
ENSG00000138336,450
ENSG00000138346,1074
ENSG00000138347,1
ENSG00000138356,228
ENSG00000138363,14291
ENSG00000138375,3323
ENSG00000138376,1262
ENSG00000138378,3204
ENSG00000138379,6
ENSG00000138380,600
ENSG00000138381,4891
ENSG00000138382,3726
ENSG00000138385,17632
ENSG00000138386,4784
ENSG00000138395,8
ENSG00000138398,10108
ENSG00000138399,4060
ENSG00000138400,204
ENSG00000138411,1338
ENSG00000138413,9655
ENSG00000138430,10789
ENSG00000138433,9328
ENSG00000138434,8058
ENSG00000138435,75
ENSG00000138439,3249
ENSG00000138442,3412
ENSG00000138443,8082
ENSG00000138448,5311
ENSG00000138449,5771
ENSG00000138459,2862
ENSG00000138463,1121
ENSG00000138468,1879
ENSG00000138472,0
ENSG00000138483,4
ENSG00000138495,5230
ENSG00000138496,20584
ENSG00000138587,366
ENSG00000138592,4644
ENSG00000138593,5539
ENSG00000138594,7166
ENSG00000138600,4792
ENSG00000138604,3538
ENSG00000138606,3882
ENSG00000138613,970
ENSG00000138614,4530
ENSG00000138615,2446
ENSG00000138617,2027
ENSG00000138621,1698
ENSG00000138622,4
ENSG00000138623,2133
ENSG00000138629,6634
ENSG00000138639,2294
ENSG00000138640,2404
ENSG00000138641,2159
ENSG00000138642,18391
ENSG00000138646,9221
ENSG00000138650,11
ENSG00000138653,0
ENSG00000138658,1186
ENSG00000138660,2095
ENSG00000138663,3129
ENSG00000138668,40168
ENSG00000138669,154
ENSG00000138670,3357
ENSG00000138674,25383
ENSG00000138675,1
ENSG00000138678,365
ENSG00000138684,3
ENSG00000138685,719
ENSG00000138686,690
ENSG00000138688,4427
ENSG00000138696,75
ENSG00000138698,5526
ENSG00000138709,1439
ENSG00000138722,103
ENSG00000138735,966
ENSG00000138738,204
ENSG00000138741,7
ENSG00000138744,4775
ENSG00000138750,3949
ENSG00000138755,103970
ENSG00000138756,995
ENSG00000138757,8961
ENSG00000138758,11765
ENSG00000138759,121
ENSG00000138760,20464
ENSG00000138764,6876
ENSG00000138767,7074
ENSG00000138768,6499
ENSG00000138769,2
ENSG00000138771,6045
ENSG00000138772,2282
ENSG00000138777,6540
ENSG00000138778,2692
ENSG00000138780,536
ENSG00000138785,3121
ENSG00000138792,337
ENSG00000138794,3053
ENSG00000138795,7648
ENSG00000138796,6525
ENSG00000138798,97
ENSG00000138801,19049
ENSG00000138802,3345
ENSG00000138813,0
ENSG00000138814,5963
ENSG00000138821,2490
ENSG00000138823,24
ENSG00000138829,111
ENSG00000138834,6677
ENSG00000138835,3376
ENSG00000138867,11959
ENSG00000138892,0
ENSG00000138942,4051
ENSG00000138944,79
ENSG00000138964,6983
ENSG00000139044,430
ENSG00000139053,2
ENSG00000139055,5844
ENSG00000139083,23570
ENSG00000139112,5447
ENSG00000139116,2478
ENSG00000139117,830
ENSG00000139131,1882
ENSG00000139132,1397
ENSG00000139133,195
ENSG00000139144,1165
ENSG00000139146,5325
ENSG00000139151,10
ENSG00000139154,3392
ENSG00000139155,19
ENSG00000139160,362
ENSG00000139163,5426
ENSG00000139168,8686
ENSG00000139173,598
ENSG00000139174,1573
ENSG00000139178,5831
ENSG00000139180,11276
ENSG00000139182,15006
ENSG00000139187,522
ENSG00000139190,2125
ENSG00000139192,4441
ENSG00000139193,4767
ENSG00000139194,1851
ENSG00000139197,6069
ENSG00000139200,155
ENSG00000139209,16
ENSG00000139211,2348
ENSG00000139218,10049
ENSG00000139219,4063
ENSG00000139220,9
ENSG00000139223,2
ENSG00000139233,2720
ENSG00000139239,432
ENSG00000139263,1085
ENSG00000139266,2761
ENSG00000139269,47
ENSG00000139278,4328
ENSG00000139287,3
ENSG00000139289,5511
ENSG00000139291,2600
ENSG00000139292,161
ENSG00000139304,95
ENSG00000139318,3203
ENSG00000139323,1290
ENSG00000139324,1205
ENSG00000139329,12276
ENSG00000139330,0
ENSG00000139343,9041
ENSG00000139344,78
ENSG00000139350,1351
ENSG00000139351,32
ENSG00000139352,11
ENSG00000139354,526
ENSG00000139364,131
ENSG00000139370,3505
ENSG00000139372,1875
ENSG00000139405,3614
ENSG00000139410,1225
ENSG00000139428,3824
ENSG00000139433,11487
ENSG00000139436,2820
ENSG00000139437,2168
ENSG00000139438,674
ENSG00000139445,0
ENSG00000139496,3536
ENSG00000139505,2793
ENSG00000139508,1552
ENSG00000139514,4511
ENSG00000139515,5
ENSG00000139517,986
ENSG00000139531,1357
ENSG00000139537,436
ENSG00000139540,8
ENSG00000139546,2321
ENSG00000139547,88
ENSG00000139549,11
ENSG00000139567,2323
ENSG00000139572,241
ENSG00000139574,0
ENSG00000139579,3613
ENSG00000139597,3081
ENSG00000139610,94
ENSG00000139613,2725
ENSG00000139618,1585
ENSG00000139620,4008
ENSG00000139624,5423
ENSG00000139625,551
ENSG00000139626,672
ENSG00000139629,1827
ENSG00000139631,1513
ENSG00000139636,2264
ENSG00000139637,3304
ENSG00000139641,9267
ENSG00000139644,49866
ENSG00000139645,1955
ENSG00000139648,7
ENSG00000139651,2736
ENSG00000139656,0
ENSG00000139668,4598
ENSG00000139675,1432
ENSG00000139679,3956
ENSG00000139684,8475
ENSG00000139687,3781
ENSG00000139697,4651
ENSG00000139714,2177
ENSG00000139718,4822
ENSG00000139719,2375
ENSG00000139722,6829
ENSG00000139725,471
ENSG00000139726,8544
ENSG00000139734,1651
ENSG00000139737,763
ENSG00000139746,10705
ENSG00000139767,1
ENSG00000139780,0
ENSG00000139793,7017
ENSG00000139797,9
ENSG00000139800,55
ENSG00000139826,2633
ENSG00000139832,3027
ENSG00000139835,2866
ENSG00000139842,10216
ENSG00000139865,59
ENSG00000139874,6
ENSG00000139880,724
ENSG00000139890,126
ENSG00000139899,523
ENSG00000139908,37
ENSG00000139910,392
ENSG00000139914,79
ENSG00000139915,3
ENSG00000139921,3122
ENSG00000139926,2509
ENSG00000139946,580
ENSG00000139970,433
ENSG00000139971,109
ENSG00000139973,4
ENSG00000139974,1258
ENSG00000139977,1847
ENSG00000139985,65
ENSG00000139988,41
ENSG00000139990,4796
ENSG00000139998,1196
ENSG00000140006,2492
ENSG00000140009,108
ENSG00000140015,3
ENSG00000140022,1667
ENSG00000140025,525
ENSG00000140030,1455
ENSG00000140043,1128
ENSG00000140044,1414
ENSG00000140057,37
ENSG00000140067,1
ENSG00000140090,115
ENSG00000140092,7698
ENSG00000140093,0
ENSG00000140104,979
ENSG00000140105,25177
ENSG00000140107,1
ENSG00000140153,1722
ENSG00000140157,1952
ENSG00000140199,2275
ENSG00000140254,392
ENSG00000140259,3416
ENSG00000140262,7144
ENSG00000140263,2996
ENSG00000140264,86411
ENSG00000140265,2589
ENSG00000140274,5
ENSG00000140279,237
ENSG00000140280,2035
ENSG00000140284,198
ENSG00000140285,1144
ENSG00000140287,12
ENSG00000140297,28
ENSG00000140299,6257
ENSG00000140307,7876
ENSG00000140319,25119
ENSG00000140320,3715
ENSG00000140323,61
ENSG00000140326,1637
ENSG00000140332,8416
ENSG00000140350,20189
ENSG00000140365,6987
ENSG00000140367,4491
ENSG00000140368,4148
ENSG00000140374,7320
ENSG00000140379,2495
ENSG00000140382,1574
ENSG00000140386,948
ENSG00000140391,21084
ENSG00000140395,3925
ENSG00000140396,5053
ENSG00000140398,897
ENSG00000140400,3461
ENSG00000140403,3102
ENSG00000140406,3746
ENSG00000140416,6144
ENSG00000140443,6031
ENSG00000140450,4300
ENSG00000140451,2259
ENSG00000140455,3960
ENSG00000140459,140
ENSG00000140463,1965
ENSG00000140464,11270
ENSG00000140465,7
ENSG00000140470,520
ENSG00000140471,2235
ENSG00000140474,6252
ENSG00000140478,0
ENSG00000140479,638
ENSG00000140481,2
ENSG00000140488,1
ENSG00000140497,14190
ENSG00000140505,0
ENSG00000140506,54
ENSG00000140511,5758
ENSG00000140519,8990
ENSG00000140521,4943
ENSG00000140522,90
ENSG00000140525,5589
ENSG00000140526,4493
ENSG00000140527,82
ENSG00000140534,1916
ENSG00000140538,1212
ENSG00000140543,887
ENSG00000140545,22755
ENSG00000140548,742
ENSG00000140553,6887
ENSG00000140557,253
ENSG00000140563,1006
ENSG00000140564,10197
ENSG00000140575,23130
ENSG00000140577,5867
ENSG00000140598,2497
ENSG00000140600,19
ENSG00000140612,10852
ENSG00000140623,0
ENSG00000140632,10017
ENSG00000140650,1062
ENSG00000140675,40
ENSG00000140678,4269
ENSG00000140682,2168
ENSG00000140688,1925
ENSG00000140691,1082
ENSG00000140694,7664
ENSG00000140718,5026
ENSG00000140740,14211
ENSG00000140743,5717
ENSG00000140749,3064
ENSG00000140750,8823
ENSG00000140795,22
ENSG00000140798,1
ENSG00000140807,126
ENSG00000140829,4310
ENSG00000140830,1742
ENSG00000140832,2050
ENSG00000140835,13
ENSG00000140836,1780
ENSG00000140839,96
ENSG00000140848,2707
ENSG00000140853,14159
ENSG00000140854,2444
ENSG00000140859,1681
ENSG00000140873,27
ENSG00000140876,190
ENSG00000140905,905
ENSG00000140931,4632
ENSG00000140932,35
ENSG00000140937,2634
ENSG00000140939,2017
ENSG00000140941,8876
ENSG00000140943,12524
ENSG00000140945,351
ENSG00000140948,3974
ENSG00000140950,2970
ENSG00000140955,37
ENSG00000140961,376
ENSG00000140968,7952
ENSG00000140983,6356
ENSG00000140986,41
ENSG00000140987,81
ENSG00000140988,238194
ENSG00000140990,14555
ENSG00000140992,2728
ENSG00000140993,1512
ENSG00000140995,3630
ENSG00000141002,10331
ENSG00000141012,5256
ENSG00000141013,1872
ENSG00000141026,2344
ENSG00000141027,11507
ENSG00000141028,37
ENSG00000141030,4322
ENSG00000141034,842
ENSG00000141040,430
ENSG00000141052,11
ENSG00000141068,1359
ENSG00000141076,4222
ENSG00000141084,1846
ENSG00000141086,20
ENSG00000141096,21
ENSG00000141098,1643
ENSG00000141101,6937
ENSG00000141127,2822
ENSG00000141161,9
ENSG00000141179,2515
ENSG00000141194,2
ENSG00000141198,1811
ENSG00000141200,0
ENSG00000141219,3059
ENSG00000141232,5168
ENSG00000141252,2912
ENSG00000141255,29
ENSG00000141258,3586
ENSG00000141279,6328
ENSG00000141293,3530
ENSG00000141294,171
ENSG00000141295,4063
ENSG00000141298,4303
ENSG00000141314,65
ENSG00000141316,5
ENSG00000141337,479
ENSG00000141338,202
ENSG00000141349,4525
ENSG00000141367,31759
ENSG00000141371,19
ENSG00000141376,1835
ENSG00000141378,4618
ENSG00000141380,10318
ENSG00000141384,2035
ENSG00000141385,6855
ENSG00000141391,663
ENSG00000141401,7351
ENSG00000141404,858
ENSG00000141424,7191
ENSG00000141425,4648
ENSG00000141428,3764
ENSG00000141429,10526
ENSG00000141431,51
ENSG00000141433,5
ENSG00000141434,2
ENSG00000141437,1
ENSG00000141441,341
ENSG00000141446,3823
ENSG00000141447,8825
ENSG00000141448,910
ENSG00000141449,43
ENSG00000141452,3052
ENSG00000141456,8065
ENSG00000141458,4973
ENSG00000141469,306
ENSG00000141480,8121
ENSG00000141485,47
ENSG00000141497,271
ENSG00000141499,1410
ENSG00000141503,5532
ENSG00000141504,3391
ENSG00000141505,135
ENSG00000141506,2123
ENSG00000141510,8515
ENSG00000141519,189
ENSG00000141522,18901
ENSG00000141524,6554
ENSG00000141526,3364
ENSG00000141527,383
ENSG00000141540,1683
ENSG00000141542,2551
ENSG00000141543,10017
ENSG00000141551,9995
ENSG00000141552,5878
ENSG00000141556,9250
ENSG00000141560,4442
ENSG00000141562,4132
ENSG00000141564,2755
ENSG00000141568,6186
ENSG00000141569,7846
ENSG00000141570,1231
ENSG00000141574,3165
ENSG00000141576,808
ENSG00000141577,2058
ENSG00000141579,665
ENSG00000141580,6734
ENSG00000141582,5734
ENSG00000141622,837
ENSG00000141627,3227
ENSG00000141639,57
ENSG00000141642,816
ENSG00000141644,4192
ENSG00000141646,4328
ENSG00000141655,229
ENSG00000141664,3439
ENSG00000141665,74
ENSG00000141668,4
ENSG00000141682,839
ENSG00000141696,4171
ENSG00000141698,4541
ENSG00000141699,9427
ENSG00000141736,13784
ENSG00000141738,887
ENSG00000141741,4643
ENSG00000141744,61
ENSG00000141748,11
ENSG00000141750,2040
ENSG00000141753,34532
ENSG00000141756,8174
ENSG00000141759,6559
ENSG00000141837,887
ENSG00000141854,1408
ENSG00000141858,11265
ENSG00000141867,14983
ENSG00000141873,1295
ENSG00000141905,12762
ENSG00000141933,38
ENSG00000141934,10885
ENSG00000141946,2
ENSG00000141956,1721
ENSG00000141959,10443
ENSG00000141965,269
ENSG00000141968,4016
ENSG00000141971,3381
ENSG00000141977,11
ENSG00000141979,0
ENSG00000141985,12787
ENSG00000141994,1954
ENSG00000142002,6281
ENSG00000142025,0
ENSG00000142039,5041
ENSG00000142046,614
ENSG00000142065,1522
ENSG00000142082,2833
ENSG00000142089,99646
ENSG00000142102,8075
ENSG00000142149,91
ENSG00000142156,23264
ENSG00000142163,0
ENSG00000142166,9338
ENSG00000142168,35053
ENSG00000142173,12355
ENSG00000142178,196
ENSG00000142182,70
ENSG00000142185,2949
ENSG00000142186,9207
ENSG00000142188,5274
ENSG00000142192,72022
ENSG00000142197,4518
ENSG00000142207,3599
ENSG00000142208,8493
ENSG00000142224,2
ENSG00000142227,9080
ENSG00000142230,12572
ENSG00000142233,549
ENSG00000142235,357
ENSG00000142252,2107
ENSG00000142273,1542
ENSG00000142279,1438
ENSG00000142303,1127
ENSG00000142319,1
ENSG00000142327,7892
ENSG00000142330,1269
ENSG00000142347,5353
ENSG00000142396,1508
ENSG00000142405,11
ENSG00000142408,64
ENSG00000142409,3951
ENSG00000142444,1997
ENSG00000142449,2470
ENSG00000142453,4292
ENSG00000142459,1362
ENSG00000142484,0
ENSG00000142494,107
ENSG00000142507,10014
ENSG00000142511,0
ENSG00000142512,2098
ENSG00000142513,20
ENSG00000142515,6
ENSG00000142528,1662
ENSG00000142530,466
ENSG00000142534,180879
ENSG00000142538,1
ENSG00000142539,0
ENSG00000142541,222563
ENSG00000142544,325
ENSG00000142546,5627
ENSG00000142549,32
ENSG00000142552,6840
ENSG00000142556,826
ENSG00000142583,538
ENSG00000142599,7943
ENSG00000142606,117
ENSG00000142609,9
ENSG00000142611,20
ENSG00000142615,0
ENSG00000142619,1
ENSG00000142621,122
ENSG00000142623,0
ENSG00000142627,1284
ENSG00000142632,2867
ENSG00000142634,10402
ENSG00000142655,2212
ENSG00000142657,12864
ENSG00000142661,94
ENSG00000142669,53212
ENSG00000142675,3402
ENSG00000142676,147019
ENSG00000142677,82
ENSG00000142684,697
ENSG00000142686,1690
ENSG00000142687,6956
ENSG00000142694,1018
ENSG00000142698,0
ENSG00000142700,514
ENSG00000142731,1195
ENSG00000142733,5295
ENSG00000142748,650
ENSG00000142751,3784
ENSG00000142765,3560
ENSG00000142784,8949
ENSG00000142789,1
ENSG00000142794,235
ENSG00000142798,2648
ENSG00000142856,2998
ENSG00000142864,34442
ENSG00000142867,1301
ENSG00000142871,6514
ENSG00000142875,6130
ENSG00000142892,2546
ENSG00000142910,6201
ENSG00000142920,916
ENSG00000142937,136704
ENSG00000142945,4660
ENSG00000142949,31395
ENSG00000142959,90
ENSG00000142961,2479
ENSG00000142973,73
ENSG00000143001,22
ENSG00000143006,0
ENSG00000143013,27844
ENSG00000143028,37
ENSG00000143032,0
ENSG00000143033,2909
ENSG00000143036,143
ENSG00000143061,3584
ENSG00000143067,775
ENSG00000143079,1787
ENSG00000143093,2827
ENSG00000143105,0
ENSG00000143106,10685
ENSG00000143107,14
ENSG00000143110,6691
ENSG00000143119,20092
ENSG00000143125,4
ENSG00000143126,3126
ENSG00000143127,600
ENSG00000143147,1679
ENSG00000143149,15699
ENSG00000143153,10670
ENSG00000143155,7461
ENSG00000143156,812
ENSG00000143157,8994
ENSG00000143158,5567
ENSG00000143162,5151
ENSG00000143164,8362
ENSG00000143167,273
ENSG00000143171,22
ENSG00000143178,1054
ENSG00000143179,4300
ENSG00000143183,12979
ENSG00000143184,380
ENSG00000143185,488
ENSG00000143190,5169
ENSG00000143194,8
ENSG00000143195,62
ENSG00000143196,2187
ENSG00000143198,12453
ENSG00000143199,16
ENSG00000143207,5515
ENSG00000143217,3287
ENSG00000143222,11186
ENSG00000143224,1828
ENSG00000143226,1387
ENSG00000143228,3513
ENSG00000143248,3120
ENSG00000143252,6910
ENSG00000143256,9603
ENSG00000143257,21
ENSG00000143258,4074
ENSG00000143278,0
ENSG00000143294,10205
ENSG00000143297,2902
ENSG00000143303,3031
ENSG00000143314,7581
ENSG00000143315,2333
ENSG00000143318,88
ENSG00000143319,5250
ENSG00000143320,58809
ENSG00000143321,43304
ENSG00000143322,3723
ENSG00000143324,2228
ENSG00000143333,1441
ENSG00000143337,4424
ENSG00000143340,8
ENSG00000143341,427
ENSG00000143344,3025
ENSG00000143353,3438
ENSG00000143355,1
ENSG00000143363,4406
ENSG00000143365,584
ENSG00000143367,1533
ENSG00000143368,13392
ENSG00000143369,912
ENSG00000143373,2921
ENSG00000143374,3530
ENSG00000143375,1960
ENSG00000143376,4581
ENSG00000143379,4181
ENSG00000143382,255
ENSG00000143384,40435
ENSG00000143387,9573
ENSG00000143390,7372
ENSG00000143393,8791
ENSG00000143398,5199
ENSG00000143401,14661
ENSG00000143409,1345
ENSG00000143412,250
ENSG00000143416,6192
ENSG00000143418,8092
ENSG00000143420,18044
ENSG00000143429,60
ENSG00000143434,1831
ENSG00000143436,5224
ENSG00000143437,4592
ENSG00000143442,8840
ENSG00000143443,611
ENSG00000143450,228
ENSG00000143452,1266
ENSG00000143457,3718
ENSG00000143458,2924
ENSG00000143469,5
ENSG00000143473,9
ENSG00000143476,2102
ENSG00000143479,374
ENSG00000143486,5726
ENSG00000143493,3233
ENSG00000143494,1312
ENSG00000143498,349
ENSG00000143499,4105
ENSG00000143502,354
ENSG00000143507,874
ENSG00000143512,68
ENSG00000143514,5150
ENSG00000143515,3712
ENSG00000143520,6
ENSG00000143536,0
ENSG00000143537,17663
ENSG00000143543,19916
ENSG00000143545,6374
ENSG00000143546,551
ENSG00000143549,38548
ENSG00000143552,25
ENSG00000143553,2944
ENSG00000143554,1877
ENSG00000143556,7
ENSG00000143569,16592
ENSG00000143570,12500
ENSG00000143575,10706
ENSG00000143578,2114
ENSG00000143590,5195
ENSG00000143595,0
ENSG00000143603,251
ENSG00000143612,22431
ENSG00000143614,6123
ENSG00000143621,20694
ENSG00000143622,3147
ENSG00000143624,3684
ENSG00000143627,0
ENSG00000143630,426
ENSG00000143631,10
ENSG00000143632,418
ENSG00000143633,3268
ENSG00000143641,5756
ENSG00000143643,4247
ENSG00000143653,2517
ENSG00000143669,2876
ENSG00000143674,2307
ENSG00000143702,3647
ENSG00000143727,7620
ENSG00000143740,4389
ENSG00000143742,26151
ENSG00000143748,2649
ENSG00000143751,1841
ENSG00000143753,8211
ENSG00000143756,3707
ENSG00000143761,84896
ENSG00000143768,941
ENSG00000143771,5219
ENSG00000143772,13342
ENSG00000143774,30807
ENSG00000143776,5585
ENSG00000143786,301
ENSG00000143793,3105
ENSG00000143797,1196
ENSG00000143799,22672
ENSG00000143801,2386
ENSG00000143811,9642
ENSG00000143815,7682
ENSG00000143816,404
ENSG00000143819,13017
ENSG00000143839,0
ENSG00000143842,1163
ENSG00000143845,369
ENSG00000143847,228
ENSG00000143850,821
ENSG00000143851,7705
ENSG00000143858,41
ENSG00000143862,6377
ENSG00000143867,567
ENSG00000143869,193
ENSG00000143870,13741
ENSG00000143878,15096
ENSG00000143882,3339
ENSG00000143889,4088
ENSG00000143891,3438
ENSG00000143919,1478
ENSG00000143921,8
ENSG00000143924,9096
ENSG00000143933,49027
ENSG00000143942,487
ENSG00000143947,82139
ENSG00000143951,568
ENSG00000143952,4044
ENSG00000143954,0
ENSG00000143970,3231
ENSG00000143971,1838
ENSG00000143977,9397
ENSG00000143994,75
ENSG00000143995,922
ENSG00000144010,0
ENSG00000144015,1
ENSG00000144021,4683
ENSG00000144026,1132
ENSG00000144028,15826
ENSG00000144029,5504
ENSG00000144031,101
ENSG00000144034,3086
ENSG00000144035,9
ENSG00000144036,1816
ENSG00000144040,1369
ENSG00000144043,13726
ENSG00000144045,17
ENSG00000144048,2206
ENSG00000144057,95
ENSG00000144061,322
ENSG00000144063,47
ENSG00000144115,1498
ENSG00000144118,3127
ENSG00000144119,960
ENSG00000144120,1081
ENSG00000144130,70
ENSG00000144134,715
ENSG00000144136,7431
ENSG00000144152,699
ENSG00000144158,6
ENSG00000144161,1391
ENSG00000144182,622
ENSG00000144188,0
ENSG00000144191,1
ENSG00000144199,702
ENSG00000144214,228
ENSG00000144218,1269
ENSG00000144224,15128
ENSG00000144227,0
ENSG00000144228,2091
ENSG00000144229,112
ENSG00000144230,3
ENSG00000144231,3736
ENSG00000144233,1935
ENSG00000144278,3659
ENSG00000144283,11473
ENSG00000144285,11
ENSG00000144290,23
ENSG00000144306,1504
ENSG00000144320,2559
ENSG00000144331,45
ENSG00000144339,0
ENSG00000144354,2132
ENSG00000144355,338
ENSG00000144357,3547
ENSG00000144362,118
ENSG00000144366,155
ENSG00000144369,548
ENSG00000144381,59153
ENSG00000144395,470
ENSG00000144401,2487
ENSG00000144406,154
ENSG00000144407,81
ENSG00000144410,11
ENSG00000144426,293
ENSG00000144445,1364
ENSG00000144451,1445
ENSG00000144452,20
ENSG00000144455,2613
ENSG00000144460,12
ENSG00000144468,3240
ENSG00000144476,472
ENSG00000144481,15
ENSG00000144485,958
ENSG00000144488,246
ENSG00000144504,1126
ENSG00000144524,4560
ENSG00000144535,2194
ENSG00000144550,29
ENSG00000144554,3606
ENSG00000144559,1530
ENSG00000144560,4462
ENSG00000144566,5475
ENSG00000144567,13054
ENSG00000144579,16067
ENSG00000144580,10965
ENSG00000144583,11
ENSG00000144589,2399
ENSG00000144591,5839
ENSG00000144596,194
ENSG00000144597,3177
ENSG00000144619,158
ENSG00000144635,4295
ENSG00000144642,889
ENSG00000144644,1
ENSG00000144645,2900
ENSG00000144647,1280
ENSG00000144648,60
ENSG00000144649,463
ENSG00000144655,2661
ENSG00000144659,4654
ENSG00000144668,2285
ENSG00000144671,9
ENSG00000144674,6163
ENSG00000144677,6240
ENSG00000144681,445
ENSG00000144711,7486
ENSG00000144712,1184
ENSG00000144713,159949
ENSG00000144724,1071
ENSG00000144730,2261
ENSG00000144736,2586
ENSG00000144741,3512
ENSG00000144744,9396
ENSG00000144746,28065
ENSG00000144747,4613
ENSG00000144749,3806
ENSG00000144771,0
ENSG00000144785,0
ENSG00000144791,3545
ENSG00000144792,277
ENSG00000144802,1303
ENSG00000144810,2465
ENSG00000144815,3382
ENSG00000144820,0
ENSG00000144821,14
ENSG00000144824,8798
ENSG00000144827,7172
ENSG00000144834,315
ENSG00000144837,1062
ENSG00000144840,2154
ENSG00000144843,2525
ENSG00000144847,14
ENSG00000144848,7929
ENSG00000144852,109
ENSG00000144857,5733
ENSG00000144867,12009
ENSG00000144868,139
ENSG00000144891,82
ENSG00000144893,65
ENSG00000144895,9610
ENSG00000144908,93
ENSG00000144909,2154
ENSG00000144935,874
ENSG00000144959,897
ENSG00000144962,12
ENSG00000145002,21
ENSG00000145012,8530
ENSG00000145014,2103
ENSG00000145016,5500
ENSG00000145020,595
ENSG00000145022,5130
ENSG00000145029,1490
ENSG00000145040,27
ENSG00000145041,3568
ENSG00000145050,12677
ENSG00000145063,30
ENSG00000145075,385
ENSG00000145087,5
ENSG00000145088,1268
ENSG00000145103,442
ENSG00000145107,189
ENSG00000145113,89
ENSG00000145147,462
ENSG00000145191,10231
ENSG00000145192,0
ENSG00000145194,3674
ENSG00000145198,129
ENSG00000145214,1642
ENSG00000145216,5582
ENSG00000145217,99
ENSG00000145220,5145
ENSG00000145241,2386
ENSG00000145242,0
ENSG00000145244,71
ENSG00000145246,788
ENSG00000145247,7971
ENSG00000145248,27
ENSG00000145283,11
ENSG00000145284,2800
ENSG00000145287,5644
ENSG00000145293,7318
ENSG00000145309,0
ENSG00000145321,0
ENSG00000145331,641
ENSG00000145332,1405
ENSG00000145335,105
ENSG00000145337,460
ENSG00000145348,2070
ENSG00000145349,5429
ENSG00000145354,4147
ENSG00000145358,84
ENSG00000145362,1275
ENSG00000145365,4437
ENSG00000145375,858
ENSG00000145384,1
ENSG00000145386,2606
ENSG00000145388,2079
ENSG00000145390,826
ENSG00000145391,1925
ENSG00000145414,507
ENSG00000145416,2357
ENSG00000145423,5549
ENSG00000145425,36844
ENSG00000145428,272
ENSG00000145431,545
ENSG00000145439,2094
ENSG00000145451,37
ENSG00000145476,2705
ENSG00000145491,7
ENSG00000145494,4763
ENSG00000145495,9507
ENSG00000145506,204
ENSG00000145526,0
ENSG00000145536,18
ENSG00000145545,3620
ENSG00000145555,6775
ENSG00000145569,1391
ENSG00000145592,88798
ENSG00000145604,2949
ENSG00000145623,2216
ENSG00000145626,0
ENSG00000145632,6521
ENSG00000145642,1
ENSG00000145649,3589
ENSG00000145675,12421
ENSG00000145681,7
ENSG00000145685,4620
ENSG00000145687,2866
ENSG00000145692,65
ENSG00000145700,58
ENSG00000145703,1624
ENSG00000145708,105
ENSG00000145715,1006
ENSG00000145721,10
ENSG00000145723,633
ENSG00000145725,2822
ENSG00000145730,9825
ENSG00000145734,2596
ENSG00000145736,231
ENSG00000145740,4325
ENSG00000145741,29498
ENSG00000145743,1888
ENSG00000145757,88
ENSG00000145777,49
ENSG00000145779,10121
ENSG00000145780,2258
ENSG00000145781,1584
ENSG00000145782,4109
ENSG00000145794,760
ENSG00000145808,3
ENSG00000145817,2826
ENSG00000145819,1733
ENSG00000145824,9827
ENSG00000145826,0
ENSG00000145832,2
ENSG00000145833,4266
ENSG00000145835,0
ENSG00000145839,0
ENSG00000145850,324
ENSG00000145860,4048
ENSG00000145861,144
ENSG00000145863,0
ENSG00000145864,5
ENSG00000145868,2442
ENSG00000145879,0
ENSG00000145882,1713
ENSG00000145888,0
ENSG00000145901,14623
ENSG00000145907,15994
ENSG00000145908,1367
ENSG00000145911,547
ENSG00000145912,3818
ENSG00000145916,2990
ENSG00000145919,2903
ENSG00000145920,1
ENSG00000145934,275
ENSG00000145936,1471
ENSG00000145945,753
ENSG00000145949,149
ENSG00000145975,9
ENSG00000145979,4067
ENSG00000145982,2763
ENSG00000145990,2255
ENSG00000145996,2369
ENSG00000146001,11
ENSG00000146005,48
ENSG00000146006,65
ENSG00000146007,7090
ENSG00000146013,91
ENSG00000146021,597
ENSG00000146038,40
ENSG00000146039,0
ENSG00000146047,0
ENSG00000146049,0
ENSG00000146054,195
ENSG00000146063,2665
ENSG00000146066,8520
ENSG00000146067,4810
ENSG00000146070,1936
ENSG00000146072,5494
ENSG00000146083,5789
ENSG00000146085,2934
ENSG00000146090,19
ENSG00000146094,3580
