Gene stable ID,7b05de56-fe4a-4188-a1c7-673d404177c2
ENSG00000176454,1635
ENSG00000176463,1783
ENSG00000176472,231
ENSG00000176473,699
ENSG00000176476,840
ENSG00000176485,1523
ENSG00000176490,1396
ENSG00000176495,0
ENSG00000176510,0
ENSG00000176515,0
ENSG00000176531,890
ENSG00000176532,3373
ENSG00000176533,1741
ENSG00000176540,0
ENSG00000176542,2784
ENSG00000176547,0
ENSG00000176555,0
ENSG00000176563,103
ENSG00000176566,0
ENSG00000176567,0
ENSG00000176571,3
ENSG00000176584,0
ENSG00000176593,288
ENSG00000176595,299
ENSG00000176597,204
ENSG00000176601,1
ENSG00000176605,0
ENSG00000176619,3273
ENSG00000176623,2975
ENSG00000176624,4482
ENSG00000176635,0
ENSG00000176641,2094
ENSG00000176654,0
ENSG00000176658,13861
ENSG00000176659,13
ENSG00000176678,68
ENSG00000176679,0
ENSG00000176681,34
ENSG00000176692,79
ENSG00000176695,0
ENSG00000176697,1014
ENSG00000176700,254
ENSG00000176714,437
ENSG00000176715,1234
ENSG00000176716,0
ENSG00000176720,2347
ENSG00000176723,213
ENSG00000176728,0
ENSG00000176731,1316
ENSG00000176732,50
ENSG00000176742,0
ENSG00000176746,0
ENSG00000176748,0
ENSG00000176749,401
ENSG00000176752,0
ENSG00000176753,44
ENSG00000176754,0
ENSG00000176761,17
ENSG00000176769,17
ENSG00000176771,1660
ENSG00000176774,2
ENSG00000176782,0
ENSG00000176783,3025
ENSG00000176787,0
ENSG00000176788,3933
ENSG00000176797,0
ENSG00000176798,0
ENSG00000176809,327
ENSG00000176812,1
ENSG00000176826,105
ENSG00000176834,1821
ENSG00000176840,1
ENSG00000176842,4264
ENSG00000176845,3426
ENSG00000176853,3919
ENSG00000176855,3
ENSG00000176857,0
ENSG00000176868,0
ENSG00000176871,3788
ENSG00000176879,0
ENSG00000176882,0
ENSG00000176884,181
ENSG00000176887,414
ENSG00000176890,927
ENSG00000176893,0
ENSG00000176894,542
ENSG00000176895,0
ENSG00000176896,306
ENSG00000176900,0
ENSG00000176903,3942
ENSG00000176904,0
ENSG00000176907,54258
ENSG00000176909,386
ENSG00000176912,22
ENSG00000176915,4747
ENSG00000176919,12
ENSG00000176920,895
ENSG00000176922,0
ENSG00000176923,0
ENSG00000176925,0
ENSG00000176927,7
ENSG00000176928,1222
ENSG00000176933,62
ENSG00000176937,0
ENSG00000176945,20
ENSG00000176946,2360
ENSG00000176951,0
ENSG00000176953,2959
ENSG00000176956,54
ENSG00000176970,2
ENSG00000176971,3641
ENSG00000176973,660
ENSG00000176974,698
ENSG00000176978,5724
ENSG00000176979,0
ENSG00000176984,1
ENSG00000176986,5487
ENSG00000176988,0
ENSG00000176994,3199
ENSG00000176998,42
ENSG00000177000,2805
ENSG00000177023,0
ENSG00000177025,25
ENSG00000177030,4702
ENSG00000177034,3842
ENSG00000177042,1999
ENSG00000177045,763
ENSG00000177047,3
ENSG00000177051,1182
ENSG00000177054,1927
ENSG00000177058,592
ENSG00000177076,1252
ENSG00000177082,329
ENSG00000177084,2171
ENSG00000177096,1602
ENSG00000177098,338
ENSG00000177103,37
ENSG00000177105,2716
ENSG00000177106,5571
ENSG00000177108,11
ENSG00000177112,13
ENSG00000177119,7123
ENSG00000177125,1221
ENSG00000177133,6
ENSG00000177138,0
ENSG00000177143,0
ENSG00000177144,0
ENSG00000177150,712
ENSG00000177151,0
ENSG00000177156,9365
ENSG00000177169,4898
ENSG00000177173,81
ENSG00000177174,0
ENSG00000177181,294
ENSG00000177182,18
ENSG00000177186,1
ENSG00000177189,9693
ENSG00000177191,389
ENSG00000177192,504
ENSG00000177197,1
ENSG00000177200,5141
ENSG00000177201,0
ENSG00000177202,5
ENSG00000177212,4
ENSG00000177225,4699
ENSG00000177233,0
ENSG00000177234,70
ENSG00000177238,2
ENSG00000177239,5197
ENSG00000177243,0
ENSG00000177257,0
ENSG00000177261,0
ENSG00000177272,13
ENSG00000177275,0
ENSG00000177283,516
ENSG00000177291,3
ENSG00000177294,16
ENSG00000177300,0
ENSG00000177301,5
ENSG00000177302,1141
ENSG00000177303,2161
ENSG00000177306,0
ENSG00000177311,7969
ENSG00000177324,0
ENSG00000177335,54
ENSG00000177337,444
ENSG00000177338,1
ENSG00000177340,5
ENSG00000177350,13
ENSG00000177352,1512
ENSG00000177354,0
ENSG00000177359,23
ENSG00000177363,132
ENSG00000177369,1
ENSG00000177370,958
ENSG00000177374,678
ENSG00000177380,475
ENSG00000177383,2781
ENSG00000177398,8
ENSG00000177400,0
ENSG00000177406,456
ENSG00000177409,798
ENSG00000177410,7035
ENSG00000177414,0
ENSG00000177418,0
ENSG00000177425,6939
ENSG00000177426,4590
ENSG00000177427,755
ENSG00000177432,332
ENSG00000177447,0
ENSG00000177452,2
ENSG00000177453,31
ENSG00000177455,1
ENSG00000177459,0
ENSG00000177462,3
ENSG00000177463,3283
ENSG00000177464,360
ENSG00000177465,699
ENSG00000177468,0
ENSG00000177469,16822
ENSG00000177476,0
ENSG00000177479,4454
ENSG00000177483,40
ENSG00000177485,3828
ENSG00000177489,0
ENSG00000177494,5
ENSG00000177504,0
ENSG00000177508,5074
ENSG00000177511,1
ENSG00000177519,2
ENSG00000177535,0
ENSG00000177542,1779
ENSG00000177548,1153
ENSG00000177551,4
ENSG00000177553,1
ENSG00000177556,2214
ENSG00000177558,0
ENSG00000177565,8270
ENSG00000177570,1715
ENSG00000177575,730
ENSG00000177576,795
ENSG00000177586,0
ENSG00000177590,0
ENSG00000177595,700
ENSG00000177596,0
ENSG00000177599,114
ENSG00000177600,38609
ENSG00000177602,61
ENSG00000177606,2723
ENSG00000177613,3629
ENSG00000177614,134
ENSG00000177627,4
ENSG00000177628,3399
ENSG00000177640,394
ENSG00000177646,2030
ENSG00000177663,2074
ENSG00000177666,5600
ENSG00000177669,2
ENSG00000177673,0
ENSG00000177674,2585
ENSG00000177675,131
ENSG00000177679,194
ENSG00000177683,2538
ENSG00000177684,0
ENSG00000177685,519
ENSG00000177688,1
ENSG00000177689,0
ENSG00000177692,99
ENSG00000177693,0
ENSG00000177694,1681
ENSG00000177697,13738
ENSG00000177699,4
ENSG00000177700,4074
ENSG00000177706,1821
ENSG00000177707,219
ENSG00000177710,3
ENSG00000177721,64
ENSG00000177725,0
ENSG00000177728,4211
ENSG00000177731,5631
ENSG00000177732,4321
ENSG00000177733,8926
ENSG00000177736,2
ENSG00000177738,205
ENSG00000177752,2
ENSG00000177757,9
ENSG00000177770,1
ENSG00000177776,0
ENSG00000177788,39
ENSG00000177791,522
ENSG00000177800,2
ENSG00000177803,1
ENSG00000177807,18
ENSG00000177822,71
ENSG00000177830,5973
ENSG00000177839,87
ENSG00000177842,591
ENSG00000177853,1349
ENSG00000177854,1160
ENSG00000177855,11
ENSG00000177868,760
ENSG00000177873,799
ENSG00000177875,185
ENSG00000177879,2519
ENSG00000177885,11502
ENSG00000177888,3626
ENSG00000177889,4416
ENSG00000177910,3
ENSG00000177917,917
ENSG00000177932,266
ENSG00000177938,0
ENSG00000177943,151
ENSG00000177946,362
ENSG00000177947,1
ENSG00000177951,6869
ENSG00000177954,35160
ENSG00000177963,8403
ENSG00000177971,2048
ENSG00000177981,2455
ENSG00000177984,0
ENSG00000177989,358
ENSG00000177990,1003
ENSG00000177992,0
ENSG00000177993,0
ENSG00000177994,23
ENSG00000178015,7
ENSG00000178021,0
ENSG00000178026,293
ENSG00000178028,1787
ENSG00000178031,531
ENSG00000178033,1188
ENSG00000178035,10772
ENSG00000178038,137
ENSG00000178053,1506
ENSG00000178055,3
ENSG00000178057,2312
ENSG00000178074,1646
ENSG00000178075,614
ENSG00000178078,2131
ENSG00000178081,3
ENSG00000178082,14
ENSG00000178084,0
ENSG00000178093,96
ENSG00000178096,454
ENSG00000178104,4249
ENSG00000178105,912
ENSG00000178107,0
ENSG00000178115,6
ENSG00000178125,37
ENSG00000178127,422
ENSG00000178130,0
ENSG00000178146,14
ENSG00000178149,1772
ENSG00000178150,128
ENSG00000178162,6
ENSG00000178163,504
ENSG00000178171,0
ENSG00000178172,0
ENSG00000178175,130
ENSG00000178177,719
ENSG00000178184,887
ENSG00000178187,75
ENSG00000178188,2740
ENSG00000178193,0
ENSG00000178199,46
ENSG00000178201,80
ENSG00000178202,4097
ENSG00000178209,29883
ENSG00000178217,11
ENSG00000178222,36
ENSG00000178226,77
ENSG00000178229,540
ENSG00000178233,1
ENSG00000178234,3360
ENSG00000178235,3
ENSG00000178243,0
ENSG00000178248,5
ENSG00000178252,9276
ENSG00000178257,0
ENSG00000178279,0
ENSG00000178287,0
ENSG00000178295,736
ENSG00000178297,44
ENSG00000178301,268
ENSG00000178307,525
ENSG00000178338,430
ENSG00000178342,9
ENSG00000178343,2
ENSG00000178358,0
ENSG00000178363,70
ENSG00000178372,9
ENSG00000178381,436
ENSG00000178385,356
ENSG00000178386,148
ENSG00000178394,2
ENSG00000178395,35
ENSG00000178397,1437
ENSG00000178401,260
ENSG00000178403,1
ENSG00000178404,7
ENSG00000178409,313
ENSG00000178412,0
ENSG00000178425,3483
ENSG00000178429,30
ENSG00000178440,23
ENSG00000178445,346
ENSG00000178449,933
ENSG00000178457,0
ENSG00000178458,8
ENSG00000178460,164
ENSG00000178462,81
ENSG00000178464,267
ENSG00000178467,3401
ENSG00000178473,0
ENSG00000178498,2635
ENSG00000178502,278
ENSG00000178503,0
ENSG00000178522,0
ENSG00000178531,939
ENSG00000178537,920
ENSG00000178538,34
ENSG00000178556,1
ENSG00000178562,154
ENSG00000178567,2716
ENSG00000178568,1058
ENSG00000178573,5043
ENSG00000178585,2480
ENSG00000178586,0
ENSG00000178591,0
ENSG00000178596,0
ENSG00000178597,0
ENSG00000178602,1
ENSG00000178605,1058
ENSG00000178607,1937
ENSG00000178623,35
ENSG00000178631,42
ENSG00000178636,0
ENSG00000178645,0
ENSG00000178654,1
ENSG00000178660,5
ENSG00000178662,301
ENSG00000178665,300
ENSG00000178685,2224
ENSG00000178690,1
ENSG00000178691,3316
ENSG00000178694,784
ENSG00000178695,7522
ENSG00000178700,1296
ENSG00000178715,33
ENSG00000178718,250
ENSG00000178719,15680
ENSG00000178722,5
ENSG00000178723,3
ENSG00000178726,1050
ENSG00000178732,4
ENSG00000178734,0
ENSG00000178741,2987
ENSG00000178750,2
ENSG00000178752,3
ENSG00000178761,1090
ENSG00000178762,0
ENSG00000178764,2757
ENSG00000178772,97
ENSG00000178773,12
ENSG00000178776,134
ENSG00000178789,20
ENSG00000178795,6
ENSG00000178796,15
ENSG00000178802,2044
ENSG00000178803,7
ENSG00000178804,0
ENSG00000178809,21
ENSG00000178814,834
ENSG00000178821,13
ENSG00000178826,79
ENSG00000178828,1
ENSG00000178836,0
ENSG00000178852,223
ENSG00000178860,273
ENSG00000178878,1244
ENSG00000178882,167
ENSG00000178896,508
ENSG00000178904,3943
ENSG00000178913,6856
ENSG00000178917,231
ENSG00000178919,0
ENSG00000178921,913
ENSG00000178922,515
ENSG00000178927,3622
ENSG00000178928,0
ENSG00000178934,7
ENSG00000178935,2253
ENSG00000178947,39
ENSG00000178950,4427
ENSG00000178951,4633
ENSG00000178952,8248
ENSG00000178965,54
ENSG00000178966,1023
ENSG00000178971,2142
ENSG00000178974,2144
ENSG00000178977,266
ENSG00000178980,6194
ENSG00000178982,6742
ENSG00000178988,5231
ENSG00000178996,5011
ENSG00000178997,0
ENSG00000178999,156
ENSG00000179002,0
ENSG00000179008,0
ENSG00000179010,18667
ENSG00000179021,1224
ENSG00000179023,15
ENSG00000179028,0
ENSG00000179029,468
ENSG00000179031,10
ENSG00000179038,3
ENSG00000179041,1271
ENSG00000179044,221
ENSG00000179046,3
ENSG00000179051,7493
ENSG00000179055,0
ENSG00000179057,124
ENSG00000179058,33
ENSG00000179059,2
ENSG00000179066,3
ENSG00000179071,33
ENSG00000179073,0
ENSG00000179082,48
ENSG00000179083,66
ENSG00000179085,539
ENSG00000179088,2
ENSG00000179091,2782
ENSG00000179094,1352
ENSG00000179097,87
ENSG00000179101,7
ENSG00000179104,2247
ENSG00000179111,27
ENSG00000179115,3090
ENSG00000179119,3899
ENSG00000179131,2
ENSG00000179133,30
ENSG00000179134,8292
ENSG00000179136,0
ENSG00000179141,0
ENSG00000179142,4
ENSG00000179144,269
ENSG00000179148,196
ENSG00000179151,2892
ENSG00000179152,1279
ENSG00000179157,1
ENSG00000179163,1978
ENSG00000179165,1
ENSG00000179168,97
ENSG00000179170,0
ENSG00000179172,3
ENSG00000179178,1538
ENSG00000179195,15466
ENSG00000179213,0
ENSG00000179218,34696
ENSG00000179219,5
ENSG00000179222,21766
ENSG00000179240,245
ENSG00000179241,11242
ENSG00000179242,85
ENSG00000179253,0
ENSG00000179256,63
ENSG00000179262,4009
ENSG00000179270,0
ENSG00000179271,1358
ENSG00000179277,275
ENSG00000179284,5
ENSG00000179292,10
ENSG00000179295,10198
ENSG00000179299,598
ENSG00000179300,5
ENSG00000179304,0
ENSG00000179314,99
ENSG00000179331,11
ENSG00000179335,2355
ENSG00000179342,1
ENSG00000179344,3805
ENSG00000179348,373
ENSG00000179361,328
ENSG00000179362,98
ENSG00000179363,27
ENSG00000179364,3807
ENSG00000179381,0
ENSG00000179387,3811
ENSG00000179388,874
ENSG00000179397,113
ENSG00000179399,19
ENSG00000179403,3320
ENSG00000179406,603
ENSG00000179407,1
ENSG00000179409,1124
ENSG00000179412,0
ENSG00000179420,0
ENSG00000179428,0
ENSG00000179431,244
ENSG00000179443,0
ENSG00000179447,0
ENSG00000179452,0
ENSG00000179454,1770
ENSG00000179455,11
ENSG00000179456,404
ENSG00000179460,0
ENSG00000179468,0
ENSG00000179476,393
ENSG00000179477,7
ENSG00000179520,85
ENSG00000179523,878
ENSG00000179526,2169
ENSG00000179528,91
ENSG00000179532,671
ENSG00000179542,1827
ENSG00000179546,136
ENSG00000179562,2286
ENSG00000179564,2
ENSG00000179571,0
ENSG00000179577,0
ENSG00000179580,0
ENSG00000179583,421
ENSG00000179588,487
ENSG00000179593,576
ENSG00000179598,191
ENSG00000179600,0
ENSG00000179603,57
ENSG00000179604,5370
ENSG00000179611,85
ENSG00000179615,0
ENSG00000179626,1
ENSG00000179627,1963
ENSG00000179630,839
ENSG00000179632,3992
ENSG00000179636,1
ENSG00000179639,27
ENSG00000179673,0
ENSG00000179674,1
ENSG00000179676,0
ENSG00000179695,0
ENSG00000179698,32
ENSG00000179709,0
ENSG00000179715,460
ENSG00000179743,198
ENSG00000179750,179
ENSG00000179751,0
ENSG00000179755,0
ENSG00000179761,91
ENSG00000179766,5
ENSG00000179772,197
ENSG00000179774,6
ENSG00000179776,2665
ENSG00000179796,0
ENSG00000179799,22
ENSG00000179813,0
ENSG00000179817,0
ENSG00000179818,832
ENSG00000179820,8054
ENSG00000179826,7
ENSG00000179832,2551
ENSG00000179833,6116
ENSG00000179840,0
ENSG00000179841,203
ENSG00000179846,26
ENSG00000179855,361
ENSG00000179859,269
ENSG00000179862,466
ENSG00000179869,824
ENSG00000179873,0
ENSG00000179886,920
ENSG00000179889,7153
ENSG00000179899,66
ENSG00000179902,7
ENSG00000179909,220
ENSG00000179912,3172
ENSG00000179913,74
ENSG00000179914,0
ENSG00000179915,46
ENSG00000179918,4349
ENSG00000179919,0
ENSG00000179921,7
ENSG00000179922,284
ENSG00000179930,3
ENSG00000179933,2734
ENSG00000179934,16
ENSG00000179935,17
ENSG00000179938,0
ENSG00000179941,1421
ENSG00000179943,1170
ENSG00000179950,5347
ENSG00000179954,1548
ENSG00000179958,1449
ENSG00000179965,270
ENSG00000179967,230
ENSG00000179978,20
ENSG00000179979,1034
ENSG00000179981,2039
ENSG00000179988,276
ENSG00000179994,2
ENSG00000179997,0
ENSG00000180008,2461
ENSG00000180011,1960
ENSG00000180015,5
ENSG00000180016,0
ENSG00000180019,1
ENSG00000180035,1421
ENSG00000180042,0
ENSG00000180043,2
ENSG00000180044,469
ENSG00000180053,0
ENSG00000180061,11
ENSG00000180066,6
ENSG00000180068,0
ENSG00000180071,2
ENSG00000180083,0
ENSG00000180089,59
ENSG00000180090,0
ENSG00000180096,202
ENSG00000180098,762
ENSG00000180104,4457
ENSG00000180105,1
ENSG00000180113,31
ENSG00000180116,1
ENSG00000180138,1
ENSG00000180139,227
ENSG00000180150,0
ENSG00000180152,0
ENSG00000180155,225
ENSG00000180172,1
ENSG00000180176,1
ENSG00000180178,133
ENSG00000180182,5053
ENSG00000180185,1351
ENSG00000180189,5
ENSG00000180190,878
ENSG00000180198,2634
ENSG00000180205,0
ENSG00000180209,9
ENSG00000180210,3
ENSG00000180211,11
ENSG00000180219,5
ENSG00000180221,4
ENSG00000180228,2440
ENSG00000180229,105
ENSG00000180230,1
ENSG00000180233,1278
ENSG00000180245,6
ENSG00000180251,1
ENSG00000180257,696
ENSG00000180259,0
ENSG00000180263,3513
ENSG00000180264,3
ENSG00000180269,0
ENSG00000180279,5
ENSG00000180284,12
ENSG00000180287,8
ENSG00000180304,5546
ENSG00000180305,1
ENSG00000180316,0
ENSG00000180318,1
ENSG00000180329,1366
ENSG00000180332,1
ENSG00000180336,20
ENSG00000180340,350
ENSG00000180346,847
ENSG00000180347,11
ENSG00000180353,955
ENSG00000180354,3344
ENSG00000180357,4429
ENSG00000180370,10099
ENSG00000180376,1325
ENSG00000180383,0
ENSG00000180385,228
ENSG00000180386,0
ENSG00000180389,9
ENSG00000180398,6825
ENSG00000180409,0
ENSG00000180422,1
ENSG00000180423,429
ENSG00000180424,0
ENSG00000180425,223
ENSG00000180432,0
ENSG00000180433,0
ENSG00000180437,0
ENSG00000180438,4
ENSG00000180440,1
ENSG00000180447,4366
ENSG00000180448,1470
ENSG00000180458,5
ENSG00000180475,0
ENSG00000180479,457
ENSG00000180481,171
ENSG00000180483,0
ENSG00000180488,3109
ENSG00000180509,2
ENSG00000180525,7
ENSG00000180530,16285
ENSG00000180532,0
ENSG00000180535,69
ENSG00000180537,32
ENSG00000180539,30
ENSG00000180543,772
ENSG00000180549,0
ENSG00000180573,14514
ENSG00000180574,17
ENSG00000180581,8
ENSG00000180592,24
ENSG00000180596,1797
ENSG00000180610,3
ENSG00000180611,1109
ENSG00000180613,0
ENSG00000180616,124
ENSG00000180626,566
ENSG00000180628,4227
ENSG00000180638,9
ENSG00000180644,27
ENSG00000180658,1
ENSG00000180660,115
ENSG00000180662,1
ENSG00000180663,1
ENSG00000180667,248
ENSG00000180673,1
ENSG00000180694,1425
ENSG00000180697,1
ENSG00000180708,0
ENSG00000180712,8
ENSG00000180714,0
ENSG00000180720,23
ENSG00000180723,0
ENSG00000180730,17641
ENSG00000180739,87
ENSG00000180745,12
ENSG00000180747,90
ENSG00000180758,705
ENSG00000180764,50
ENSG00000180767,14
ENSG00000180769,554
ENSG00000180770,0
ENSG00000180772,0
ENSG00000180773,614
ENSG00000180776,7357
ENSG00000180777,42
ENSG00000180785,133
ENSG00000180787,608
ENSG00000180801,1177
ENSG00000180803,0
ENSG00000180806,130
ENSG00000180815,15
ENSG00000180817,3774
ENSG00000180818,110
ENSG00000180822,518
ENSG00000180828,44
ENSG00000180834,599
ENSG00000180846,0
ENSG00000180855,452
ENSG00000180861,0
ENSG00000180867,193
ENSG00000180869,0
ENSG00000180871,13
ENSG00000180872,0
ENSG00000180875,133
ENSG00000180878,27
ENSG00000180879,11714
ENSG00000180881,371
ENSG00000180884,546
ENSG00000180891,2490
ENSG00000180900,3680
ENSG00000180901,4194
ENSG00000180902,483
ENSG00000180909,0
ENSG00000180910,0
ENSG00000180913,0
ENSG00000180914,2212
ENSG00000180917,2512
ENSG00000180919,3
ENSG00000180921,4648
ENSG00000180926,0
ENSG00000180929,5
ENSG00000180934,0
ENSG00000180938,239
ENSG00000180953,150
ENSG00000180957,3934
ENSG00000180964,2851
ENSG00000180974,0
ENSG00000180979,1465
ENSG00000180988,0
ENSG00000180992,1419
ENSG00000180998,188
ENSG00000180999,1
ENSG00000181001,0
ENSG00000181004,583
ENSG00000181007,704
ENSG00000181009,0
ENSG00000181013,7
ENSG00000181016,62
ENSG00000181017,0
ENSG00000181019,4808
ENSG00000181023,0
ENSG00000181026,1777
ENSG00000181027,489
ENSG00000181029,61
ENSG00000181031,997
ENSG00000181035,482
ENSG00000181036,5
ENSG00000181038,984
ENSG00000181045,2091
ENSG00000181061,1655
ENSG00000181072,3
ENSG00000181074,2
ENSG00000181085,40
ENSG00000181090,3465
ENSG00000181092,15
ENSG00000181097,48
ENSG00000181101,2
ENSG00000181104,4030
ENSG00000181109,0
ENSG00000181123,0
ENSG00000181126,80
ENSG00000181135,653
ENSG00000181143,32
ENSG00000181163,33129
ENSG00000181171,0
ENSG00000181191,5830
ENSG00000181192,2834
ENSG00000181195,0
ENSG00000181201,0
ENSG00000181211,0
ENSG00000181214,0
ENSG00000181215,0
ENSG00000181218,1618
ENSG00000181220,1371
ENSG00000181222,15274
ENSG00000181227,27
ENSG00000181234,21
ENSG00000181240,20
ENSG00000181260,0
ENSG00000181264,453
ENSG00000181273,0
ENSG00000181274,867
ENSG00000181282,0
ENSG00000181284,356
ENSG00000181291,11
ENSG00000181296,0
ENSG00000181315,627
ENSG00000181322,10
ENSG00000181323,0
ENSG00000181325,0
ENSG00000181333,1
ENSG00000181350,202
ENSG00000181355,0
ENSG00000181358,0
ENSG00000181359,4
ENSG00000181371,0
ENSG00000181374,7
ENSG00000181378,2
ENSG00000181381,2239
ENSG00000181392,825
ENSG00000181395,0
ENSG00000181396,2275
ENSG00000181404,259
ENSG00000181408,1
ENSG00000181409,964
ENSG00000181418,4
ENSG00000181433,0
ENSG00000181444,1538
ENSG00000181449,2
ENSG00000181450,939
ENSG00000181458,2026
ENSG00000181467,2305
ENSG00000181472,1945
ENSG00000181481,1741
ENSG00000181499,0
ENSG00000181511,1
ENSG00000181513,1267
ENSG00000181514,0
ENSG00000181518,0
ENSG00000181523,1965
ENSG00000181524,410
ENSG00000181541,2
ENSG00000181544,93
ENSG00000181552,4
ENSG00000181555,6467
ENSG00000181562,1
ENSG00000181577,4
ENSG00000181585,11
ENSG00000181588,1531
ENSG00000181609,0
ENSG00000181610,2409
ENSG00000181616,1
ENSG00000181617,30
ENSG00000181619,102
ENSG00000181625,1
ENSG00000181626,0
ENSG00000181631,265
ENSG00000181634,85
ENSG00000181638,814
ENSG00000181649,472
ENSG00000181652,68
ENSG00000181656,11
ENSG00000181666,2648
ENSG00000181689,0
ENSG00000181690,55
ENSG00000181693,0
ENSG00000181698,0
ENSG00000181704,10826
ENSG00000181705,0
ENSG00000181718,0
ENSG00000181722,114
ENSG00000181733,0
ENSG00000181741,0
ENSG00000181744,4071
ENSG00000181751,8135
ENSG00000181752,0
ENSG00000181754,1432
ENSG00000181761,0
ENSG00000181767,0
ENSG00000181773,104
ENSG00000181778,1
ENSG00000181780,0
ENSG00000181781,3
ENSG00000181785,0
ENSG00000181786,0
ENSG00000181788,2316
ENSG00000181789,13090
ENSG00000181790,38
ENSG00000181798,39
ENSG00000181800,5
ENSG00000181803,0
ENSG00000181804,327
ENSG00000181817,895
ENSG00000181819,0
ENSG00000181826,1497
ENSG00000181827,2648
ENSG00000181830,1804
ENSG00000181837,0
ENSG00000181847,39
ENSG00000181852,4000
ENSG00000181856,28
ENSG00000181867,0
ENSG00000181873,387
ENSG00000181885,4054
ENSG00000181894,1325
ENSG00000181896,905
ENSG00000181903,0
ENSG00000181904,4664
ENSG00000181908,14
ENSG00000181915,1933
ENSG00000181924,2362
ENSG00000181927,0
ENSG00000181929,4416
ENSG00000181935,0
ENSG00000181938,514
ENSG00000181939,0
ENSG00000181943,0
ENSG00000181950,0
ENSG00000181958,0
ENSG00000181961,2
ENSG00000181963,0
ENSG00000181965,0
ENSG00000181977,0
ENSG00000181982,1721
ENSG00000181984,0
ENSG00000181991,1094
ENSG00000181995,0
ENSG00000181997,1
ENSG00000182000,0
ENSG00000182004,1708
ENSG00000182010,734
ENSG00000182013,918
ENSG00000182021,0
ENSG00000182022,8625
ENSG00000182035,0
ENSG00000182040,2
ENSG00000182048,3
ENSG00000182050,1
ENSG00000182053,0
ENSG00000182054,2696
ENSG00000182057,26
ENSG00000182070,0
ENSG00000182077,0
ENSG00000182083,0
ENSG00000182087,3876
ENSG00000182093,1366
ENSG00000182095,12518
ENSG00000182103,5
ENSG00000182107,2945
ENSG00000182108,299
ENSG00000182109,200
ENSG00000182111,0
ENSG00000182117,1736
ENSG00000182118,128
ENSG00000182132,14
ENSG00000182134,947
ENSG00000182141,542
ENSG00000182149,10858
ENSG00000182150,1365
ENSG00000182154,964
ENSG00000182156,1
ENSG00000182158,5151
ENSG00000182162,127
ENSG00000182165,1105
ENSG00000182168,2574
ENSG00000182170,0
ENSG00000182173,1746
ENSG00000182175,703
ENSG00000182177,0
ENSG00000182179,2089
ENSG00000182180,3786
ENSG00000182183,20
ENSG00000182185,498
ENSG00000182187,0
ENSG00000182195,8289
ENSG00000182196,35
ENSG00000182197,2658
ENSG00000182199,3161
ENSG00000182208,1175
ENSG00000182218,642
ENSG00000182220,14061
ENSG00000182223,0
ENSG00000182224,122
ENSG00000182230,0
ENSG00000182240,1751
ENSG00000182247,1667
ENSG00000182253,705
ENSG00000182255,0
ENSG00000182256,3
ENSG00000182257,73
ENSG00000182261,0
ENSG00000182263,46
ENSG00000182264,14
ENSG00000182271,0
ENSG00000182272,3752
ENSG00000182287,1146
ENSG00000182307,3637
ENSG00000182308,29
ENSG00000182310,261
ENSG00000182315,0
ENSG00000182318,484
ENSG00000182324,96
ENSG00000182325,582
ENSG00000182326,21603
ENSG00000182327,29
ENSG00000182329,76
ENSG00000182330,0
ENSG00000182333,0
ENSG00000182334,0
ENSG00000182346,0
ENSG00000182347,1
ENSG00000182348,2
ENSG00000182351,0
ENSG00000182352,0
ENSG00000182359,301
ENSG00000182362,457
ENSG00000182365,0
ENSG00000182366,9
ENSG00000182372,705
ENSG00000182376,8
ENSG00000182378,312
ENSG00000182379,27
ENSG00000182383,8
ENSG00000182389,85
ENSG00000182393,0
ENSG00000182397,21
ENSG00000182400,2041
ENSG00000182405,334
ENSG00000182415,0
ENSG00000182446,6740
ENSG00000182447,0
ENSG00000182450,1
ENSG00000182459,0
ENSG00000182463,469
ENSG00000182472,56
ENSG00000182473,4192
ENSG00000182477,0
ENSG00000182481,4200
ENSG00000182484,259
ENSG00000182487,17
ENSG00000182489,66
ENSG00000182492,63941
ENSG00000182504,1087
ENSG00000182508,62
ENSG00000182511,724
ENSG00000182512,2419
ENSG00000182518,1424
ENSG00000182521,0
ENSG00000182531,0
ENSG00000182533,2
ENSG00000182534,4421
ENSG00000182541,4137
ENSG00000182544,2435
ENSG00000182545,4
ENSG00000182551,2534
ENSG00000182552,807
ENSG00000182557,15
ENSG00000182565,0
ENSG00000182566,1
ENSG00000182568,913
ENSG00000182574,11
ENSG00000182575,1983
ENSG00000182578,2163
ENSG00000182580,3756
ENSG00000182583,0
ENSG00000182584,174
ENSG00000182585,8
ENSG00000182586,5
ENSG00000182591,0
ENSG00000182600,29
ENSG00000182601,4
ENSG00000182606,5912
ENSG00000182612,143
ENSG00000182613,0
ENSG00000182621,2523
ENSG00000182625,0
ENSG00000182628,1548
ENSG00000182631,1
ENSG00000182632,0
ENSG00000182634,0
ENSG00000182636,1033
ENSG00000182645,18
ENSG00000182648,358
ENSG00000182652,0
ENSG00000182667,2208
ENSG00000182670,21837
ENSG00000182674,29
ENSG00000182676,0
ENSG00000182685,94
ENSG00000182687,0
ENSG00000182698,0
ENSG00000182700,1101
ENSG00000182704,6298
ENSG00000182707,0
ENSG00000182712,0
ENSG00000182718,31774
ENSG00000182722,14
ENSG00000182732,2
ENSG00000182742,161
ENSG00000182747,12
ENSG00000182749,1587
ENSG00000182752,225
