Gene stable ID,3a36d513-6e54-4f58-acb4-e7bda5135b99
ENSG00000184515,394
ENSG00000184517,573
ENSG00000184523,10
ENSG00000184524,7
ENSG00000184530,6
ENSG00000184544,2
ENSG00000184545,1020
ENSG00000184557,8183
ENSG00000184560,0
ENSG00000184564,2593
ENSG00000184566,0
ENSG00000184571,0
ENSG00000184574,356
ENSG00000184575,3068
ENSG00000184584,4094
ENSG00000184588,2323
ENSG00000184599,23
ENSG00000184601,310
ENSG00000184602,2558
ENSG00000184608,2
ENSG00000184611,2
ENSG00000184612,4
ENSG00000184613,9181
ENSG00000184616,77
ENSG00000184617,1
ENSG00000184619,19
ENSG00000184624,0
ENSG00000184634,2753
ENSG00000184635,378
ENSG00000184640,18977
ENSG00000184647,1
ENSG00000184650,2
ENSG00000184659,12
ENSG00000184661,249
ENSG00000184669,125
ENSG00000184672,7
ENSG00000184675,351
ENSG00000184677,2257
ENSG00000184678,2161
ENSG00000184682,52
ENSG00000184697,2
ENSG00000184698,0
ENSG00000184702,3951
ENSG00000184708,2693
ENSG00000184709,8
ENSG00000184716,1
ENSG00000184719,158
ENSG00000184724,0
ENSG00000184730,722
ENSG00000184731,968
ENSG00000184735,0
ENSG00000184741,0
ENSG00000184743,3443
ENSG00000184752,1825
ENSG00000184761,0
ENSG00000184774,4
ENSG00000184785,240
ENSG00000184786,177
ENSG00000184787,5099
ENSG00000184788,2
ENSG00000184789,0
ENSG00000184792,725
ENSG00000184795,0
ENSG00000184809,5
ENSG00000184811,4220
ENSG00000184814,0
ENSG00000184828,507
ENSG00000184831,750
ENSG00000184838,297
ENSG00000184840,9822
ENSG00000184844,0
ENSG00000184845,14
ENSG00000184856,0
ENSG00000184857,836
ENSG00000184860,72
ENSG00000184863,2494
ENSG00000184867,3003
ENSG00000184881,0
ENSG00000184887,5429
ENSG00000184895,0
ENSG00000184897,11906
ENSG00000184898,1024
ENSG00000184900,5823
ENSG00000184903,603
ENSG00000184905,180
ENSG00000184906,0
ENSG00000184908,39
ENSG00000184911,0
ENSG00000184916,2541
ENSG00000184922,1920
ENSG00000184923,48
ENSG00000184924,1471
ENSG00000184925,165
ENSG00000184933,0
ENSG00000184937,492
ENSG00000184939,1411
ENSG00000184945,0
ENSG00000184949,340
ENSG00000184954,0
ENSG00000184956,8268
ENSG00000184961,0
ENSG00000184967,1652
ENSG00000184979,352
ENSG00000184983,2842
ENSG00000184984,13
ENSG00000184985,581
ENSG00000184986,389
ENSG00000184988,546
ENSG00000184990,3656
ENSG00000184991,0
ENSG00000184992,1404
ENSG00000184995,1
ENSG00000184999,1
ENSG00000185000,2717
ENSG00000185002,61
ENSG00000185008,1888
ENSG00000185009,2352
ENSG00000185010,761
ENSG00000185013,12
ENSG00000185015,166
ENSG00000185019,1383
ENSG00000185022,1675
ENSG00000185024,3617
ENSG00000185028,11
ENSG00000185031,2
ENSG00000185033,7183
ENSG00000185037,0
ENSG00000185038,1
ENSG00000185040,0
ENSG00000185041,0
ENSG00000185043,6390
ENSG00000185046,417
ENSG00000185049,3219
ENSG00000185052,908
ENSG00000185053,0
ENSG00000185055,21
ENSG00000185056,1
ENSG00000185065,52
ENSG00000185069,0
ENSG00000185070,698
ENSG00000185074,0
ENSG00000185078,0
ENSG00000185085,1620
ENSG00000185087,0
ENSG00000185088,4122
ENSG00000185090,426
ENSG00000185100,547
ENSG00000185101,732
ENSG00000185104,3210
ENSG00000185105,8
ENSG00000185112,542
ENSG00000185115,1424
ENSG00000185122,6325
ENSG00000185127,1195
ENSG00000185129,2129
ENSG00000185130,3
ENSG00000185133,6063
ENSG00000185149,171
ENSG00000185155,9
ENSG00000185156,96
ENSG00000185158,605
ENSG00000185163,2357
ENSG00000185164,215
ENSG00000185168,18
ENSG00000185176,0
ENSG00000185177,0
ENSG00000185182,0
ENSG00000185186,3
ENSG00000185187,4671
ENSG00000185189,1862
ENSG00000185198,0
ENSG00000185201,10167
ENSG00000185203,0
ENSG00000185215,6033
ENSG00000185219,1734
ENSG00000185220,985
ENSG00000185221,0
ENSG00000185222,2719
ENSG00000185231,0
ENSG00000185236,8690
ENSG00000185238,695
ENSG00000185245,54
ENSG00000185246,1808
ENSG00000185247,0
ENSG00000185250,269
ENSG00000185252,1393
ENSG00000185261,67
ENSG00000185262,4004
ENSG00000185264,0
ENSG00000185267,88
ENSG00000185269,58
ENSG00000185271,1
ENSG00000185272,201
ENSG00000185274,39
ENSG00000185275,1
ENSG00000185278,1768
ENSG00000185290,219
ENSG00000185291,798
ENSG00000185294,0
ENSG00000185296,0
ENSG00000185298,1893
ENSG00000185303,14
ENSG00000185304,6
ENSG00000185305,1132
ENSG00000185306,3
ENSG00000185313,0
ENSG00000185319,0
ENSG00000185324,3280
ENSG00000185332,5
ENSG00000185338,166
ENSG00000185339,1414
ENSG00000185340,2569
ENSG00000185344,1205
ENSG00000185345,253
ENSG00000185347,1043
ENSG00000185352,38
ENSG00000185359,4175
ENSG00000185361,2323
ENSG00000185372,0
ENSG00000185379,969
ENSG00000185385,0
ENSG00000185386,641
ENSG00000185390,0
ENSG00000185404,484
ENSG00000185414,1742
ENSG00000185418,723
ENSG00000185420,437
ENSG00000185432,4886
ENSG00000185433,1
ENSG00000185436,559
ENSG00000185437,296
ENSG00000185442,5204
ENSG00000185448,0
ENSG00000185453,870
ENSG00000185467,1
ENSG00000185475,1930
ENSG00000185477,476
ENSG00000185479,452
ENSG00000185480,205
ENSG00000185482,352
ENSG00000185483,125
ENSG00000185485,501
ENSG00000185495,180
ENSG00000185499,36998
ENSG00000185504,4458
ENSG00000185507,2390
ENSG00000185513,343
ENSG00000185515,1161
ENSG00000185518,269
ENSG00000185519,21
ENSG00000185522,371
ENSG00000185523,2
ENSG00000185527,38
ENSG00000185532,423
ENSG00000185551,3396
ENSG00000185559,5
ENSG00000185561,523
ENSG00000185565,106
ENSG00000185567,745
ENSG00000185585,2917
ENSG00000185591,7427
ENSG00000185594,0
ENSG00000185596,619
ENSG00000185607,4
ENSG00000185608,2084
ENSG00000185610,36
ENSG00000185614,224
ENSG00000185615,36
ENSG00000185619,4997
ENSG00000185621,669
ENSG00000185624,36626
ENSG00000185627,8642
ENSG00000185630,23210
ENSG00000185631,0
ENSG00000185633,1009
ENSG00000185634,66
ENSG00000185638,0
ENSG00000185640,4
ENSG00000185641,440
ENSG00000185650,23213
ENSG00000185651,6223
ENSG00000185652,59
ENSG00000185658,4519
ENSG00000185662,2
ENSG00000185664,236
ENSG00000185666,9
ENSG00000185668,50
ENSG00000185669,128
ENSG00000185670,445
ENSG00000185674,2
ENSG00000185681,3
ENSG00000185684,896
ENSG00000185686,5
ENSG00000185689,12
ENSG00000185697,443
ENSG00000185700,0
ENSG00000185701,0
ENSG00000185710,0
ENSG00000185716,808
ENSG00000185721,3728
ENSG00000185722,2016
ENSG00000185728,3360
ENSG00000185730,539
ENSG00000185736,14
ENSG00000185737,31
ENSG00000185739,104
ENSG00000185742,1
ENSG00000185745,947
ENSG00000185753,1516
ENSG00000185758,0
ENSG00000185760,36
ENSG00000185761,113
ENSG00000185774,107
ENSG00000185775,0
ENSG00000185787,13319
ENSG00000185792,1
ENSG00000185798,538
ENSG00000185800,1888
ENSG00000185803,3084
ENSG00000185808,979
ENSG00000185811,658
ENSG00000185813,2240
ENSG00000185818,1537
ENSG00000185821,0
ENSG00000185823,0
ENSG00000185825,13601
ENSG00000185829,34
ENSG00000185834,47
ENSG00000185837,29
ENSG00000185838,326
ENSG00000185839,15
ENSG00000185842,658
ENSG00000185847,0
ENSG00000185860,2
ENSG00000185862,694
ENSG00000185863,2
ENSG00000185864,47
ENSG00000185869,533
ENSG00000185873,1
ENSG00000185875,670
ENSG00000185880,1714
ENSG00000185883,2025
ENSG00000185885,10013
ENSG00000185888,0
ENSG00000185894,0
ENSG00000185896,21755
ENSG00000185897,7
ENSG00000185899,0
ENSG00000185900,49
ENSG00000185903,0
ENSG00000185904,616
ENSG00000185905,180
ENSG00000185909,1674
ENSG00000185915,1
ENSG00000185917,1373
ENSG00000185920,308
ENSG00000185924,1511
ENSG00000185926,0
ENSG00000185933,29
ENSG00000185940,0
ENSG00000185942,5
ENSG00000185946,534
ENSG00000185947,601
ENSG00000185950,7016
ENSG00000185955,25
ENSG00000185958,20
ENSG00000185960,0
ENSG00000185962,0
ENSG00000185963,1949
ENSG00000185966,0
ENSG00000185972,28
ENSG00000185973,314
ENSG00000185974,10
ENSG00000185982,0
ENSG00000185985,1219
ENSG00000185986,350
ENSG00000185988,27
ENSG00000185989,1572
ENSG00000186001,1971
ENSG00000186007,5
ENSG00000186008,3
ENSG00000186009,4
ENSG00000186010,2154
ENSG00000186017,637
ENSG00000186019,6
ENSG00000186020,1086
ENSG00000186026,357
ENSG00000186038,1
ENSG00000186047,35
ENSG00000186049,0
ENSG00000186051,0
ENSG00000186056,168
ENSG00000186063,1193
ENSG00000186073,344
ENSG00000186074,166
ENSG00000186075,0
ENSG00000186076,5
ENSG00000186081,5870
ENSG00000186082,1
ENSG00000186086,183
ENSG00000186088,1310
ENSG00000186090,0
ENSG00000186092,0
ENSG00000186094,96
ENSG00000186103,0
ENSG00000186104,947
ENSG00000186105,52
ENSG00000186106,872
ENSG00000186111,4501
ENSG00000186113,0
ENSG00000186115,2
ENSG00000186117,0
ENSG00000186118,6
ENSG00000186119,0
ENSG00000186124,0
ENSG00000186130,988
ENSG00000186132,569
ENSG00000186136,2
ENSG00000186141,2496
ENSG00000186143,1
ENSG00000186146,0
ENSG00000186148,1
ENSG00000186150,6
ENSG00000186152,1
ENSG00000186153,406
ENSG00000186160,1199
ENSG00000186162,607
ENSG00000186163,0
ENSG00000186166,737
ENSG00000186174,1615
ENSG00000186184,5684
ENSG00000186185,585
ENSG00000186187,1090
ENSG00000186188,99
ENSG00000186190,0
ENSG00000186191,0
ENSG00000186193,926
ENSG00000186197,2053
ENSG00000186198,16
ENSG00000186204,92
ENSG00000186205,1676
ENSG00000186207,0
ENSG00000186212,232
ENSG00000186222,1086
ENSG00000186223,0
ENSG00000186226,0
ENSG00000186230,273
ENSG00000186231,64
ENSG00000186232,0
ENSG00000186234,1
ENSG00000186235,12
ENSG00000186244,0
ENSG00000186260,4066
ENSG00000186265,33
ENSG00000186268,0
ENSG00000186272,344
ENSG00000186280,82
ENSG00000186281,1438
ENSG00000186283,4934
ENSG00000186288,0
ENSG00000186297,1
ENSG00000186298,6819
ENSG00000186300,454
ENSG00000186301,271
ENSG00000186306,0
ENSG00000186310,213
ENSG00000186312,421
ENSG00000186314,156
ENSG00000186318,1197
ENSG00000186326,1
ENSG00000186328,0
ENSG00000186329,0
ENSG00000186334,0
ENSG00000186335,4
ENSG00000186340,8772
ENSG00000186350,9173
ENSG00000186352,125
ENSG00000186354,24
ENSG00000186364,373
ENSG00000186367,0
ENSG00000186369,0
ENSG00000186376,787
ENSG00000186377,3910
ENSG00000186393,0
ENSG00000186395,1654
ENSG00000186399,4
ENSG00000186400,0
ENSG00000186407,73
ENSG00000186409,388
ENSG00000186416,793
ENSG00000186417,200
ENSG00000186431,6
ENSG00000186432,4660
ENSG00000186439,58
ENSG00000186440,0
ENSG00000186442,2
ENSG00000186446,128
ENSG00000186448,1291
ENSG00000186451,2
ENSG00000186452,1
ENSG00000186453,36
ENSG00000186458,21
ENSG00000186462,306
ENSG00000186466,12
ENSG00000186468,49159
ENSG00000186469,976
ENSG00000186470,279
ENSG00000186471,1
ENSG00000186472,706
ENSG00000186474,3
ENSG00000186479,18
ENSG00000186480,1560
ENSG00000186481,17
ENSG00000186487,4
ENSG00000186493,405
ENSG00000186496,402
ENSG00000186501,3749
ENSG00000186508,0
ENSG00000186509,0
ENSG00000186510,42
ENSG00000186513,1
ENSG00000186517,1347
ENSG00000186522,1095
ENSG00000186523,192
ENSG00000186526,285
ENSG00000186529,10
ENSG00000186532,610
ENSG00000186543,2
ENSG00000186562,0
ENSG00000186564,598
ENSG00000186566,2945
ENSG00000186567,248
ENSG00000186572,0
ENSG00000186575,3045
ENSG00000186577,2325
ENSG00000186579,0
ENSG00000186583,9
ENSG00000186591,9593
ENSG00000186594,448
ENSG00000186599,0
ENSG00000186603,79
ENSG00000186615,36
ENSG00000186625,1126
ENSG00000186628,4
ENSG00000186635,30505
ENSG00000186638,376
ENSG00000186642,935
ENSG00000186645,0
ENSG00000186648,50
ENSG00000186652,3
ENSG00000186654,1586
ENSG00000186660,2537
ENSG00000186665,2225
ENSG00000186666,530
ENSG00000186675,8
ENSG00000186676,3
ENSG00000186678,0
ENSG00000186684,6
ENSG00000186687,749
ENSG00000186704,53
ENSG00000186710,16
ENSG00000186714,23
ENSG00000186715,103
ENSG00000186716,4790
ENSG00000186723,1
ENSG00000186732,4
ENSG00000186743,0
ENSG00000186765,85
ENSG00000186766,10
ENSG00000186767,548
ENSG00000186777,85
ENSG00000186787,138
ENSG00000186788,0
ENSG00000186790,4
ENSG00000186792,166
ENSG00000186795,0
ENSG00000186803,0
ENSG00000186806,186
ENSG00000186810,257
ENSG00000186812,2966
ENSG00000186814,879
ENSG00000186815,3685
ENSG00000186818,749
ENSG00000186825,1
ENSG00000186827,212
ENSG00000186831,1
ENSG00000186832,185
ENSG00000186834,6644
ENSG00000186838,0
ENSG00000186842,17
ENSG00000186844,0
ENSG00000186847,10560
ENSG00000186854,76
ENSG00000186860,0
ENSG00000186862,148
ENSG00000186866,2057
ENSG00000186867,24
ENSG00000186868,5234
ENSG00000186871,164
ENSG00000186881,0
ENSG00000186886,0
ENSG00000186889,248
ENSG00000186891,1184
ENSG00000186895,3
ENSG00000186897,49
ENSG00000186907,204
ENSG00000186908,1848
ENSG00000186910,726
ENSG00000186912,2
ENSG00000186918,5629
ENSG00000186919,40
ENSG00000186924,0
ENSG00000186925,0
ENSG00000186930,0
ENSG00000186940,151
ENSG00000186943,0
ENSG00000186951,1182
ENSG00000186952,73
ENSG00000186960,0
ENSG00000186965,0
ENSG00000186967,0
ENSG00000186970,0
ENSG00000186971,2
ENSG00000186973,42
ENSG00000186976,292
ENSG00000186977,0
ENSG00000186980,0
ENSG00000186994,607
ENSG00000186998,733
ENSG00000187003,0
ENSG00000187005,0
ENSG00000187010,91
ENSG00000187012,0
ENSG00000187013,16
ENSG00000187017,475
ENSG00000187021,0
ENSG00000187024,7
ENSG00000187026,0
ENSG00000187033,0
ENSG00000187037,31
ENSG00000187045,486
ENSG00000187048,10
ENSG00000187049,706
ENSG00000187051,3562
ENSG00000187054,0
ENSG00000187066,109
ENSG00000187068,150
ENSG00000187079,2380
ENSG00000187080,0
ENSG00000187082,0
ENSG00000187091,1473
ENSG00000187094,0
ENSG00000187097,1803
ENSG00000187098,413
ENSG00000187103,0
ENSG00000187105,24
ENSG00000187109,21975
ENSG00000187116,44
ENSG00000187118,722
ENSG00000187122,65
ENSG00000187123,1334
ENSG00000187134,702
ENSG00000187135,0
ENSG00000187140,11
ENSG00000187144,1
ENSG00000187147,6435
ENSG00000187151,20
ENSG00000187164,4178
ENSG00000187166,2
ENSG00000187170,0
ENSG00000187172,2
ENSG00000187173,0
ENSG00000187175,0
ENSG00000187180,0
ENSG00000187185,4
ENSG00000187186,73
ENSG00000187187,316
ENSG00000187189,2452
ENSG00000187191,0
ENSG00000187193,2002
ENSG00000187210,680
ENSG00000187223,0
ENSG00000187229,0
ENSG00000187231,5675
ENSG00000187238,0
ENSG00000187239,2521
ENSG00000187240,822
ENSG00000187242,0
ENSG00000187243,2
ENSG00000187244,39946
ENSG00000187257,2337
ENSG00000187258,2
ENSG00000187260,349
ENSG00000187266,1022
ENSG00000187268,3
ENSG00000187272,0
ENSG00000187288,3304
ENSG00000187323,8
ENSG00000187325,2250
ENSG00000187372,89
ENSG00000187391,672
ENSG00000187398,254
ENSG00000187416,1
ENSG00000187446,4598
ENSG00000187472,2
ENSG00000187474,696
ENSG00000187475,1
ENSG00000187479,2142
ENSG00000187481,0
ENSG00000187483,0
ENSG00000187486,2088
ENSG00000187492,5
ENSG00000187498,14919
ENSG00000187504,4
ENSG00000187510,1
ENSG00000187513,1315
ENSG00000187514,58778
ENSG00000187516,0
ENSG00000187522,1001
ENSG00000187527,22
ENSG00000187531,1677
ENSG00000187533,23
ENSG00000187534,63
ENSG00000187535,2611
ENSG00000187536,1
ENSG00000187537,1
ENSG00000187545,1
ENSG00000187546,37
ENSG00000187550,3
ENSG00000187553,3
ENSG00000187554,937
ENSG00000187555,6779
ENSG00000187556,70
ENSG00000187559,3
ENSG00000187566,98
ENSG00000187569,0
ENSG00000187581,2
ENSG00000187583,212
ENSG00000187589,0
ENSG00000187595,279
ENSG00000187600,0
ENSG00000187601,1583
ENSG00000187605,1478
ENSG00000187607,273
ENSG00000187608,1203
ENSG00000187609,1424
ENSG00000187612,0
ENSG00000187616,3
ENSG00000187621,4
ENSG00000187624,374
ENSG00000187626,443
ENSG00000187627,0
ENSG00000187630,761
ENSG00000187634,339
ENSG00000187642,107
ENSG00000187650,440
ENSG00000187653,83
ENSG00000187657,0
ENSG00000187658,0
ENSG00000187664,0
ENSG00000187672,20
ENSG00000187676,799
ENSG00000187678,2118
ENSG00000187682,3
ENSG00000187686,0
ENSG00000187688,524
ENSG00000187689,0
ENSG00000187690,6
ENSG00000187695,20
ENSG00000187699,101
ENSG00000187701,0
ENSG00000187713,3083
ENSG00000187714,0
ENSG00000187715,3
ENSG00000187720,7074
ENSG00000187721,0
ENSG00000187726,10
ENSG00000187730,168
ENSG00000187733,0
ENSG00000187735,3459
ENSG00000187736,25
ENSG00000187741,287
ENSG00000187742,4548
ENSG00000187747,0
ENSG00000187753,3
ENSG00000187754,0
ENSG00000187758,17
ENSG00000187762,4
ENSG00000187763,1
ENSG00000187764,2396
ENSG00000187766,0
ENSG00000187772,0
ENSG00000187773,31
ENSG00000187775,251
ENSG00000187778,3802
ENSG00000187783,0
ENSG00000187790,382
ENSG00000187791,0
ENSG00000187792,453
ENSG00000187796,207
ENSG00000187800,551
ENSG00000187801,96
ENSG00000187806,0
ENSG00000187808,92
ENSG00000187812,0
ENSG00000187815,380
ENSG00000187821,0
ENSG00000187823,0
ENSG00000187824,185
ENSG00000187833,1
ENSG00000187837,1776
ENSG00000187838,31
ENSG00000187840,1403
ENSG00000187847,0
ENSG00000187848,2
ENSG00000187855,1
ENSG00000187857,0
ENSG00000187860,328
ENSG00000187862,2
ENSG00000187866,1752
ENSG00000187867,80
ENSG00000187870,2
ENSG00000187871,0
ENSG00000187889,199
ENSG00000187893,1
ENSG00000187900,0
ENSG00000187902,0
ENSG00000187904,4
ENSG00000187905,6
ENSG00000187908,4
ENSG00000187912,35
ENSG00000187918,0
ENSG00000187922,19
ENSG00000187942,134
ENSG00000187944,1
ENSG00000187950,0
ENSG00000187951,419
ENSG00000187952,6
ENSG00000187953,453
ENSG00000187954,4873
ENSG00000187955,7525
ENSG00000187957,3
ENSG00000187959,12
ENSG00000187961,514
ENSG00000187969,0
ENSG00000187979,0
ENSG00000187980,6
ENSG00000187984,184
ENSG00000187987,10
ENSG00000187988,0
ENSG00000187994,660
ENSG00000187997,1
ENSG00000187999,4
ENSG00000188000,106
ENSG00000188001,9351
ENSG00000188002,508
ENSG00000188004,176
ENSG00000188010,766
ENSG00000188011,6
ENSG00000188013,103
ENSG00000188015,39
ENSG00000188021,3570
ENSG00000188026,938
ENSG00000188029,0
ENSG00000188032,3
ENSG00000188033,59
ENSG00000188037,5
ENSG00000188038,1
ENSG00000188039,27
ENSG00000188042,1547
ENSG00000188050,7
ENSG00000188051,74
ENSG00000188056,0
ENSG00000188060,181
ENSG00000188064,348
ENSG00000188069,0
ENSG00000188070,1400
ENSG00000188076,0
ENSG00000188078,0
ENSG00000188086,18
ENSG00000188089,5
ENSG00000188092,236
ENSG00000188095,120
ENSG00000188100,0
ENSG00000188101,1
ENSG00000188107,52
ENSG00000188112,2773
ENSG00000188120,0
ENSG00000188124,0
ENSG00000188130,244
ENSG00000188133,7
ENSG00000188152,15
ENSG00000188153,1927
ENSG00000188155,0
ENSG00000188157,16091
ENSG00000188158,363
ENSG00000188162,1
ENSG00000188163,21
ENSG00000188167,45
ENSG00000188171,1391
ENSG00000188175,167
ENSG00000188176,8
ENSG00000188177,1395
ENSG00000188185,293
ENSG00000188186,7150
ENSG00000188191,2089
ENSG00000188199,10
ENSG00000188206,632
ENSG00000188211,31
ENSG00000188215,770
ENSG00000188219,3
ENSG00000188223,1
ENSG00000188227,600
ENSG00000188229,22749
ENSG00000188234,240
ENSG00000188242,765
ENSG00000188243,5042
ENSG00000188257,95
ENSG00000188263,2
ENSG00000188266,318
ENSG00000188269,6
ENSG00000188277,94
ENSG00000188280,1
ENSG00000188282,30
ENSG00000188283,742
ENSG00000188290,293
ENSG00000188293,59
ENSG00000188295,414
ENSG00000188305,26
ENSG00000188306,4
ENSG00000188312,389
ENSG00000188313,1717
ENSG00000188314,0
ENSG00000188315,1005
ENSG00000188316,37
ENSG00000188321,1100
ENSG00000188322,2264
ENSG00000188324,0
ENSG00000188334,0
ENSG00000188338,136
ENSG00000188340,0
ENSG00000188342,1642
ENSG00000188343,796
ENSG00000188352,1207
ENSG00000188365,13
ENSG00000188368,228
ENSG00000188372,839
ENSG00000188373,0
ENSG00000188375,20
ENSG00000188379,0
ENSG00000188383,7
ENSG00000188385,171
ENSG00000188386,0
ENSG00000188388,0
ENSG00000188389,85
ENSG00000188393,0
ENSG00000188394,0
ENSG00000188396,5
ENSG00000188399,0
ENSG00000188403,11
ENSG00000188404,493
ENSG00000188408,0
ENSG00000188419,1189
ENSG00000188425,0
ENSG00000188428,964
ENSG00000188438,0
ENSG00000188439,0
ENSG00000188451,1
ENSG00000188452,356
ENSG00000188459,0
ENSG00000188460,5
ENSG00000188467,1
ENSG00000188477,1
ENSG00000188483,1482
ENSG00000188486,1707
ENSG00000188487,8
ENSG00000188488,1718
ENSG00000188493,1018
ENSG00000188501,13
ENSG00000188505,13
ENSG00000188508,10
ENSG00000188511,134
ENSG00000188512,1
ENSG00000188517,20
ENSG00000188522,1124
ENSG00000188523,8
ENSG00000188525,54
ENSG00000188529,4738
ENSG00000188536,184
ENSG00000188542,351
ENSG00000188549,329
ENSG00000188554,8682
ENSG00000188558,0
ENSG00000188559,2125
ENSG00000188566,722
ENSG00000188573,687
ENSG00000188580,27
ENSG00000188581,0
ENSG00000188582,0
ENSG00000188585,0
ENSG00000188596,43
ENSG00000188599,222
ENSG00000188603,2694
ENSG00000188610,29
ENSG00000188611,27
ENSG00000188612,10162
ENSG00000188613,96
ENSG00000188620,0
ENSG00000188624,0
ENSG00000188626,3
ENSG00000188629,0
ENSG00000188636,4533
ENSG00000188641,960
ENSG00000188643,11992
ENSG00000188646,0
ENSG00000188647,1528
ENSG00000188649,5
ENSG00000188655,0
ENSG00000188656,0
ENSG00000188659,66
ENSG00000188660,1
ENSG00000188662,7
ENSG00000188668,0
ENSG00000188672,58
ENSG00000188674,0
ENSG00000188676,1
ENSG00000188677,2194
ENSG00000188681,81
ENSG00000188687,96
ENSG00000188690,2471
ENSG00000188691,0
ENSG00000188693,13
ENSG00000188694,0
ENSG00000188706,2760
ENSG00000188707,1047
ENSG00000188710,12
ENSG00000188712,0
ENSG00000188716,1
ENSG00000188725,3375
ENSG00000188729,0
ENSG00000188730,5
ENSG00000188732,311
ENSG00000188735,1029
ENSG00000188738,38
ENSG00000188739,137
ENSG00000188747,1342
ENSG00000188755,1
ENSG00000188760,239
ENSG00000188761,34
ENSG00000188763,18
ENSG00000188765,8
ENSG00000188766,237
ENSG00000188770,0
ENSG00000188771,0
ENSG00000188778,27
ENSG00000188779,36
ENSG00000188782,1
ENSG00000188783,10218
ENSG00000188784,0
ENSG00000188785,895
ENSG00000188786,1233
ENSG00000188800,0
ENSG00000188801,1
ENSG00000188803,146
ENSG00000188807,1309
ENSG00000188811,2455
ENSG00000188816,0
ENSG00000188817,25
ENSG00000188818,412
ENSG00000188820,325
ENSG00000188822,15
ENSG00000188825,225
ENSG00000188827,632
ENSG00000188828,1
ENSG00000188831,0
ENSG00000188833,58
ENSG00000188846,47334
ENSG00000188848,3
ENSG00000188850,3
ENSG00000188856,17
ENSG00000188859,131
ENSG00000188868,292
ENSG00000188869,254
ENSG00000188873,24
ENSG00000188877,0
ENSG00000188878,407
ENSG00000188883,211
ENSG00000188886,15
ENSG00000188895,8144
ENSG00000188897,68
ENSG00000188906,334
ENSG00000188909,0
ENSG00000188910,9
ENSG00000188916,27
ENSG00000188917,902
ENSG00000188921,986
ENSG00000188931,0
ENSG00000188933,44
ENSG00000188937,0
ENSG00000188938,2885
ENSG00000188958,12
ENSG00000188959,2188
ENSG00000188976,6852
ENSG00000188981,24
ENSG00000188984,1
ENSG00000188985,8
ENSG00000188986,6863
ENSG00000188991,10
ENSG00000188992,3
ENSG00000188993,34
ENSG00000188994,1739
ENSG00000188996,18
ENSG00000188997,784
ENSG00000189001,2
ENSG00000189002,0
ENSG00000189007,400
ENSG00000189013,1
ENSG00000189014,23
ENSG00000189023,0
ENSG00000189030,0
ENSG00000189037,0
ENSG00000189042,406
ENSG00000189043,10485
ENSG00000189045,11
ENSG00000189046,1413
ENSG00000189050,538
ENSG00000189051,2
ENSG00000189052,0
ENSG00000189056,104
ENSG00000189057,307
ENSG00000189058,11915
ENSG00000189060,32504
ENSG00000189064,0
ENSG00000189067,10278
ENSG00000189068,3
ENSG00000189077,2723
ENSG00000189079,2375
ENSG00000189089,5
ENSG00000189090,0
ENSG00000189091,6345
ENSG00000189099,0
ENSG00000189108,3
ENSG00000189114,1218
ENSG00000189120,285
ENSG00000189127,1
ENSG00000189129,763
ENSG00000189132,2
ENSG00000189134,11
ENSG00000189136,40
ENSG00000189139,2
ENSG00000189143,14651
ENSG00000189144,55
ENSG00000189145,1
ENSG00000189149,9
ENSG00000189152,4
ENSG00000189157,458
ENSG00000189159,5579
ENSG00000189164,489
ENSG00000189166,3
ENSG00000189167,1
ENSG00000189169,0
ENSG00000189171,10565
ENSG00000189180,3542
ENSG00000189181,0
ENSG00000189182,0
ENSG00000189184,1098
ENSG00000189186,0
ENSG00000189190,594
ENSG00000189195,7
ENSG00000189196,0
ENSG00000189212,53
ENSG00000189221,1107
ENSG00000189223,1211
ENSG00000189227,663
ENSG00000189229,1
ENSG00000189233,39
ENSG00000189238,3
ENSG00000189241,8826
ENSG00000189252,0
ENSG00000189253,0
ENSG00000189266,5799
ENSG00000189269,25
ENSG00000189275,0
ENSG00000189280,8
ENSG00000189283,1126
ENSG00000189292,24
ENSG00000189295,1
ENSG00000189298,390
ENSG00000189299,0
ENSG00000189306,3272
ENSG00000189308,865
ENSG00000189316,2
ENSG00000189319,3959
ENSG00000189320,134
ENSG00000189325,5
ENSG00000189326,0
ENSG00000189332,0
ENSG00000189334,14049
ENSG00000189337,3633
ENSG00000189339,3984
ENSG00000189343,306
ENSG00000189348,0
ENSG00000189350,29
ENSG00000189357,0
ENSG00000189362,298
ENSG00000189366,31
ENSG00000189367,3
ENSG00000189369,851
ENSG00000189372,5
ENSG00000189375,0
ENSG00000189376,302
ENSG00000189377,83
ENSG00000189393,0
ENSG00000189398,3
ENSG00000189401,0
ENSG00000189403,15730
ENSG00000189409,13
ENSG00000189410,7
ENSG00000189419,51
ENSG00000189420,86
ENSG00000189423,6
ENSG00000189430,0
ENSG00000189431,273
ENSG00000189433,1
ENSG00000194297,0
ENSG00000194717,0
ENSG00000195024,0
ENSG00000195401,0
ENSG00000196071,14
ENSG00000196072,2127
ENSG00000196074,869
ENSG00000196081,34
ENSG00000196083,244
ENSG00000196085,0
ENSG00000196090,15743
ENSG00000196091,105
ENSG00000196092,18
ENSG00000196096,10
ENSG00000196098,0
ENSG00000196099,0
ENSG00000196104,23
ENSG00000196109,16
ENSG00000196110,56
