Gene stable ID,8997905f-23b7-4c4d-b4dd-aaa1ec7e8ad8
ENSG00000120659,15
ENSG00000120662,322
ENSG00000120664,12
ENSG00000120669,20
ENSG00000120675,1804
ENSG00000120685,2349
ENSG00000120686,3849
ENSG00000120688,612
ENSG00000120690,5428
ENSG00000120693,93
ENSG00000120694,8552
ENSG00000120696,1449
ENSG00000120697,2089
ENSG00000120699,651
ENSG00000120705,7467
ENSG00000120708,9691
ENSG00000120709,3586
ENSG00000120725,5551
ENSG00000120727,3554
ENSG00000120729,26
ENSG00000120733,7030
ENSG00000120738,7743
ENSG00000120742,20654
ENSG00000120756,506
ENSG00000120784,570
ENSG00000120798,439
ENSG00000120800,1514
ENSG00000120802,2894
ENSG00000120805,6719
ENSG00000120820,1369
ENSG00000120832,1044
ENSG00000120833,311
ENSG00000120837,1427
ENSG00000120860,1034
ENSG00000120868,802
ENSG00000120875,41403
ENSG00000120885,73408
ENSG00000120889,2585
ENSG00000120896,5930
ENSG00000120899,2096
ENSG00000120903,13
ENSG00000120907,1
ENSG00000120910,738
ENSG00000120913,1531
ENSG00000120915,4756
ENSG00000120925,1228
ENSG00000120937,0
ENSG00000120942,2397
ENSG00000120948,6799
ENSG00000120949,38
ENSG00000120952,0
ENSG00000120963,3272
ENSG00000120992,7671
ENSG00000121005,212
ENSG00000121022,2950
ENSG00000121039,431
ENSG00000121053,12
ENSG00000121057,5193
ENSG00000121058,1233
ENSG00000121060,5402
ENSG00000121064,4321
ENSG00000121067,4079
ENSG00000121068,438
ENSG00000121073,2123
ENSG00000121075,4
ENSG00000121089,95
ENSG00000121101,69
ENSG00000121104,1039
ENSG00000121152,478
ENSG00000121207,254
ENSG00000121210,576
ENSG00000121211,57
ENSG00000121236,104
ENSG00000121270,4802
ENSG00000121274,980
ENSG00000121281,663
ENSG00000121289,1959
ENSG00000121297,648
ENSG00000121310,5688
ENSG00000121314,1
ENSG00000121316,785
ENSG00000121318,7
ENSG00000121335,0
ENSG00000121350,785
ENSG00000121351,0
ENSG00000121361,378
ENSG00000121377,0
ENSG00000121380,31
ENSG00000121381,1
ENSG00000121388,0
ENSG00000121390,1865
ENSG00000121406,94
ENSG00000121410,48
ENSG00000121413,885
ENSG00000121417,454
ENSG00000121440,4092
ENSG00000121446,0
ENSG00000121454,135
ENSG00000121481,2651
ENSG00000121486,2758
ENSG00000121542,841
ENSG00000121552,108
ENSG00000121570,0
ENSG00000121577,141
ENSG00000121578,922
ENSG00000121579,7356
ENSG00000121594,42
ENSG00000121621,147
ENSG00000121634,1
ENSG00000121644,3955
ENSG00000121653,1226
ENSG00000121671,4922
ENSG00000121680,2238
ENSG00000121690,94
ENSG00000121691,6040
ENSG00000121716,143
ENSG00000121741,5646
ENSG00000121742,2
ENSG00000121743,4
ENSG00000121749,2467
ENSG00000121753,6507
ENSG00000121764,8
ENSG00000121766,2456
ENSG00000121769,2308
ENSG00000121774,9791
ENSG00000121775,1057
ENSG00000121797,121
ENSG00000121807,102
ENSG00000121851,2052
ENSG00000121853,0
ENSG00000121858,6593
ENSG00000121864,255
ENSG00000121871,0
ENSG00000121879,1075
ENSG00000121892,6986
ENSG00000121895,116
ENSG00000121897,516
ENSG00000121898,230
ENSG00000121900,2129
ENSG00000121903,286
ENSG00000121904,218
ENSG00000121905,22
ENSG00000121931,1228
ENSG00000121933,1037
ENSG00000121940,2063
ENSG00000121957,925
ENSG00000121964,847
ENSG00000121966,1950
ENSG00000121988,436
ENSG00000121989,595
ENSG00000122008,1079
ENSG00000122012,1
ENSG00000122025,3111
ENSG00000122026,11452
ENSG00000122033,1786
ENSG00000122034,5089
ENSG00000122035,210
ENSG00000122042,5491
ENSG00000122043,3
ENSG00000122068,4260
ENSG00000122085,1485
ENSG00000122121,34
ENSG00000122122,1013
ENSG00000122126,4035
ENSG00000122133,5
ENSG00000122136,26
ENSG00000122140,3363
ENSG00000122145,3
ENSG00000122176,2442
ENSG00000122180,2
ENSG00000122188,33
ENSG00000122194,0
ENSG00000122203,6438
ENSG00000122218,35456
ENSG00000122223,52
ENSG00000122224,71
ENSG00000122254,18
ENSG00000122257,4327
ENSG00000122299,3441
ENSG00000122304,0
ENSG00000122335,778
ENSG00000122359,14684
ENSG00000122367,30
ENSG00000122375,4
ENSG00000122376,1969
ENSG00000122378,7992
ENSG00000122386,1523
ENSG00000122390,2737
ENSG00000122406,47642
ENSG00000122417,997
ENSG00000122420,15
ENSG00000122432,25
ENSG00000122435,460
ENSG00000122477,30
ENSG00000122481,236
ENSG00000122482,2071
ENSG00000122483,134
ENSG00000122484,1371
ENSG00000122490,3126
ENSG00000122507,801
ENSG00000122512,805
ENSG00000122515,6090
ENSG00000122543,6
ENSG00000122545,6274
ENSG00000122547,1116
ENSG00000122548,16
ENSG00000122550,1258
ENSG00000122557,1627
ENSG00000122565,11090
ENSG00000122566,44624
ENSG00000122574,450
ENSG00000122584,8
ENSG00000122585,0
ENSG00000122591,300
ENSG00000122592,1497
ENSG00000122641,3324
ENSG00000122642,6544
ENSG00000122643,988
ENSG00000122644,253
ENSG00000122674,293
ENSG00000122678,1171
ENSG00000122679,592
ENSG00000122687,1627
ENSG00000122691,271
ENSG00000122692,4784
ENSG00000122694,982
ENSG00000122696,823
ENSG00000122705,5950
ENSG00000122707,507
ENSG00000122711,555
ENSG00000122718,0
ENSG00000122728,3
ENSG00000122729,3764
ENSG00000122733,3
ENSG00000122735,12
ENSG00000122741,6672
ENSG00000122756,76
ENSG00000122778,1208
ENSG00000122779,2147
ENSG00000122783,1520
ENSG00000122786,9460
ENSG00000122787,17
ENSG00000122824,51
ENSG00000122852,3
ENSG00000122859,2
ENSG00000122861,4426
ENSG00000122862,3209
ENSG00000122863,534
ENSG00000122870,693
ENSG00000122872,0
ENSG00000122873,1029
ENSG00000122877,341
ENSG00000122882,2416
ENSG00000122884,3348
ENSG00000122912,1582
ENSG00000122952,1438
ENSG00000122958,3738
ENSG00000122965,1861
ENSG00000122966,1121
ENSG00000122970,939
ENSG00000122971,5011
ENSG00000122986,308
ENSG00000123009,14
ENSG00000123064,6745
ENSG00000123066,13501
ENSG00000123080,700
ENSG00000123091,5799
ENSG00000123094,424
ENSG00000123095,5491
ENSG00000123096,2086
ENSG00000123104,2002
ENSG00000123106,1662
ENSG00000123119,17
ENSG00000123124,7544
ENSG00000123130,917
ENSG00000123131,4458
ENSG00000123136,2083
ENSG00000123143,11716
ENSG00000123144,4742
ENSG00000123146,1112
ENSG00000123154,443
ENSG00000123159,8149
ENSG00000123165,0
ENSG00000123171,0
ENSG00000123178,734
ENSG00000123179,2155
ENSG00000123191,1903
ENSG00000123200,5986
ENSG00000123201,26
ENSG00000123213,2450
ENSG00000123219,106
ENSG00000123240,2426
ENSG00000123243,372
ENSG00000123268,1233
ENSG00000123297,2200
ENSG00000123307,0
ENSG00000123329,538
ENSG00000123338,2615
ENSG00000123342,442
ENSG00000123349,11810
ENSG00000123352,1739
ENSG00000123353,1747
ENSG00000123358,846
ENSG00000123360,301
ENSG00000123364,1
ENSG00000123374,1439
ENSG00000123384,26864
ENSG00000123388,1
ENSG00000123395,1672
ENSG00000123405,8
ENSG00000123407,0
ENSG00000123411,618
ENSG00000123415,1546
ENSG00000123416,13464
ENSG00000123427,856
ENSG00000123444,922
ENSG00000123447,0
ENSG00000123453,1321
ENSG00000123454,23
ENSG00000123472,4025
ENSG00000123473,506
ENSG00000123485,379
ENSG00000123496,6
ENSG00000123500,14122
ENSG00000123505,2611
ENSG00000123545,628
ENSG00000123552,529
ENSG00000123560,6
ENSG00000123561,0
ENSG00000123562,12312
ENSG00000123569,0
ENSG00000123570,32
ENSG00000123572,315
ENSG00000123575,3651
ENSG00000123576,0
ENSG00000123584,0
ENSG00000123594,0
ENSG00000123595,1103
ENSG00000123600,1199
ENSG00000123607,922
ENSG00000123609,1250
ENSG00000123610,490
ENSG00000123612,27
ENSG00000123636,1749
ENSG00000123643,1378
ENSG00000123684,6714
ENSG00000123685,62
ENSG00000123689,369
ENSG00000123700,185
ENSG00000123728,1561
ENSG00000123737,851
ENSG00000123739,4251
ENSG00000123810,517
ENSG00000123815,2607
ENSG00000123836,4220
ENSG00000123838,5
ENSG00000123843,6
ENSG00000123870,103
ENSG00000123892,743
ENSG00000123901,6
ENSG00000123908,2216
ENSG00000123933,11763
ENSG00000123965,36
ENSG00000123975,1861
ENSG00000123977,2
ENSG00000123983,9199
ENSG00000123989,11851
ENSG00000123992,5589
ENSG00000123999,20
ENSG00000124003,0
ENSG00000124006,2448
ENSG00000124019,80
ENSG00000124067,2046
ENSG00000124074,719
ENSG00000124089,0
ENSG00000124091,12
ENSG00000124092,1
ENSG00000124097,9
ENSG00000124098,7602
ENSG00000124102,3
ENSG00000124103,2
ENSG00000124104,1116
ENSG00000124107,623
ENSG00000124116,29
ENSG00000124120,1483
ENSG00000124126,33372
ENSG00000124134,9
ENSG00000124140,36
ENSG00000124143,25
ENSG00000124145,21804
ENSG00000124151,2570
ENSG00000124155,23511
ENSG00000124157,0
ENSG00000124159,0
ENSG00000124160,3615
ENSG00000124164,4991
ENSG00000124171,1488
ENSG00000124172,12175
ENSG00000124177,4884
ENSG00000124181,2670
ENSG00000124191,71
ENSG00000124193,11325
ENSG00000124194,2
ENSG00000124196,1
ENSG00000124198,7318
ENSG00000124201,5386
ENSG00000124203,38
ENSG00000124205,2
ENSG00000124207,6336
ENSG00000124208,0
ENSG00000124209,2942
ENSG00000124212,1539
ENSG00000124214,9820
ENSG00000124215,10
ENSG00000124216,121
ENSG00000124217,845
ENSG00000124222,2695
ENSG00000124224,116
ENSG00000124225,17798
ENSG00000124226,4324
ENSG00000124227,0
ENSG00000124228,2932
ENSG00000124232,0
ENSG00000124233,0
ENSG00000124237,2
ENSG00000124243,1594
ENSG00000124249,2942
ENSG00000124251,85
ENSG00000124253,51
ENSG00000124256,92
ENSG00000124257,22
ENSG00000124260,0
ENSG00000124275,1521
ENSG00000124279,391
ENSG00000124299,4183
ENSG00000124302,1877
ENSG00000124313,1711
ENSG00000124333,2778
ENSG00000124334,24
ENSG00000124343,175
ENSG00000124356,2691
ENSG00000124357,3349
ENSG00000124370,480
ENSG00000124374,534
ENSG00000124380,1311
ENSG00000124383,1597
ENSG00000124391,0
ENSG00000124399,2
ENSG00000124406,1759
ENSG00000124422,19120
ENSG00000124429,17
ENSG00000124440,4
ENSG00000124444,993
ENSG00000124449,0
ENSG00000124459,859
ENSG00000124466,5242
ENSG00000124467,0
ENSG00000124469,0
ENSG00000124479,173
ENSG00000124486,10109
ENSG00000124490,2
ENSG00000124491,1823
ENSG00000124493,31
ENSG00000124496,1259
ENSG00000124507,273
ENSG00000124508,668
ENSG00000124523,816
ENSG00000124532,1777
ENSG00000124535,3444
ENSG00000124541,1793
ENSG00000124549,69
ENSG00000124557,1
ENSG00000124562,3743
ENSG00000124564,0
ENSG00000124568,0
ENSG00000124570,7908
ENSG00000124571,3228
ENSG00000124574,1449
ENSG00000124575,36
ENSG00000124587,3100
ENSG00000124588,1680
ENSG00000124593,559
ENSG00000124596,1961
ENSG00000124602,158
ENSG00000124608,1293
ENSG00000124610,0
ENSG00000124613,58
ENSG00000124614,8551
ENSG00000124615,522
ENSG00000124635,256
ENSG00000124641,1507
ENSG00000124657,34
ENSG00000124659,1673
ENSG00000124664,15400
ENSG00000124678,2
ENSG00000124688,1438
ENSG00000124701,5
ENSG00000124702,5719
ENSG00000124713,1152
ENSG00000124721,6
ENSG00000124731,158
ENSG00000124733,3615
ENSG00000124743,52
ENSG00000124749,48
ENSG00000124762,2598
ENSG00000124766,9213
ENSG00000124767,7612
ENSG00000124772,172
ENSG00000124780,7
ENSG00000124782,5420
ENSG00000124783,10566
ENSG00000124784,911
ENSG00000124785,250
ENSG00000124786,1701
ENSG00000124787,520
ENSG00000124788,2987
ENSG00000124789,3305
ENSG00000124795,2877
ENSG00000124802,384
ENSG00000124812,0
ENSG00000124813,956
ENSG00000124818,1
ENSG00000124827,0
ENSG00000124831,8746
ENSG00000124835,0
ENSG00000124839,2050
ENSG00000124875,0
ENSG00000124882,8
ENSG00000124900,0
ENSG00000124915,1
ENSG00000124920,241
ENSG00000124935,4
ENSG00000124939,7
ENSG00000124942,70668
ENSG00000125037,4475
ENSG00000125046,21
ENSG00000125084,1
ENSG00000125089,1395
ENSG00000125107,6997
ENSG00000125122,160
ENSG00000125124,1849
ENSG00000125144,66
ENSG00000125148,1900
ENSG00000125149,1471
ENSG00000125166,10293
ENSG00000125170,694
ENSG00000125207,5
ENSG00000125245,12
ENSG00000125246,495
ENSG00000125247,1777
ENSG00000125249,2162
ENSG00000125255,0
ENSG00000125257,362
ENSG00000125266,631
ENSG00000125285,5
ENSG00000125304,19395
ENSG00000125319,178
ENSG00000125337,21
ENSG00000125347,3067
ENSG00000125351,434
ENSG00000125352,757
ENSG00000125354,2508
ENSG00000125355,110
ENSG00000125356,4229
ENSG00000125363,0
ENSG00000125375,1282
ENSG00000125378,1473
ENSG00000125384,57
ENSG00000125385,2
ENSG00000125386,2406
ENSG00000125388,320
ENSG00000125398,2771
ENSG00000125409,92
ENSG00000125414,6
ENSG00000125430,340
ENSG00000125434,1028
ENSG00000125445,3461
ENSG00000125447,2076
ENSG00000125449,1428
ENSG00000125450,1787
ENSG00000125454,541
ENSG00000125457,1950
ENSG00000125458,1061
ENSG00000125459,1115
ENSG00000125462,9
ENSG00000125482,665
ENSG00000125484,3644
ENSG00000125485,1247
ENSG00000125492,1
ENSG00000125498,1
ENSG00000125503,3059
ENSG00000125505,12399
ENSG00000125508,458
ENSG00000125510,412
ENSG00000125514,0
ENSG00000125520,4721
ENSG00000125522,0
ENSG00000125531,70
ENSG00000125533,0
ENSG00000125534,21261
ENSG00000125538,449
ENSG00000125551,0
ENSG00000125571,0
ENSG00000125611,3070
ENSG00000125618,137
ENSG00000125629,1129
ENSG00000125630,2150
ENSG00000125631,2
ENSG00000125633,1893
ENSG00000125637,7292
ENSG00000125648,3442
ENSG00000125650,291
ENSG00000125651,7268
ENSG00000125652,3199
ENSG00000125656,3441
ENSG00000125657,23
ENSG00000125675,48
ENSG00000125676,3450
ENSG00000125686,2866
ENSG00000125691,35874
ENSG00000125695,0
ENSG00000125703,582
ENSG00000125726,26
ENSG00000125730,33245
ENSG00000125731,889
ENSG00000125733,1650
ENSG00000125734,3992
ENSG00000125735,58
ENSG00000125740,424
ENSG00000125741,1898
ENSG00000125743,7538
ENSG00000125744,2302
ENSG00000125746,4596
ENSG00000125753,5883
ENSG00000125755,5751
ENSG00000125772,1206
ENSG00000125775,168
ENSG00000125779,1584
ENSG00000125780,90
ENSG00000125787,2
ENSG00000125788,0
ENSG00000125798,10
ENSG00000125804,5
ENSG00000125810,4566
ENSG00000125812,1374
ENSG00000125813,54
ENSG00000125814,632
ENSG00000125815,2
ENSG00000125816,0
ENSG00000125817,7386
ENSG00000125818,8177
ENSG00000125820,0
ENSG00000125821,688
ENSG00000125823,6
ENSG00000125826,5779
ENSG00000125827,4113
ENSG00000125831,6
ENSG00000125834,2946
ENSG00000125835,8399
ENSG00000125841,3902
ENSG00000125843,1097
ENSG00000125844,16639
ENSG00000125845,15
ENSG00000125846,757
ENSG00000125848,4857
ENSG00000125850,1281
ENSG00000125851,0
ENSG00000125861,0
ENSG00000125863,2275
ENSG00000125864,116
ENSG00000125868,19644
ENSG00000125869,784
ENSG00000125870,1994
ENSG00000125871,1531
ENSG00000125872,1
ENSG00000125875,3087
ENSG00000125877,3140
ENSG00000125878,10
ENSG00000125879,3
ENSG00000125885,526
ENSG00000125888,0
ENSG00000125895,43
ENSG00000125898,2291
ENSG00000125899,0
ENSG00000125900,5
ENSG00000125901,3469
ENSG00000125903,0
ENSG00000125910,67
ENSG00000125912,5188
ENSG00000125931,26
ENSG00000125944,10070
ENSG00000125945,2444
ENSG00000125952,4200
ENSG00000125954,4
ENSG00000125962,750
ENSG00000125965,72
ENSG00000125966,193
ENSG00000125967,2997
ENSG00000125968,679
ENSG00000125970,8776
ENSG00000125971,5605
ENSG00000125975,0
ENSG00000125977,3458
ENSG00000125991,16740
ENSG00000125995,2640
ENSG00000125997,2
ENSG00000125998,1
ENSG00000125999,1888
ENSG00000126001,2321
ENSG00000126003,1141
ENSG00000126005,4019
ENSG00000126010,1665
ENSG00000126012,9993
ENSG00000126016,3113
ENSG00000126062,4837
ENSG00000126067,5643
ENSG00000126070,1472
ENSG00000126088,3568
ENSG00000126091,497
ENSG00000126106,1068
ENSG00000126107,3471
ENSG00000126214,1878
ENSG00000126215,598
ENSG00000126216,1298
ENSG00000126217,3340
ENSG00000126218,93
ENSG00000126226,1880
ENSG00000126231,2
ENSG00000126233,1
ENSG00000126243,1435
ENSG00000126246,82
ENSG00000126247,22170
ENSG00000126249,369
ENSG00000126251,0
ENSG00000126254,4457
ENSG00000126259,7
ENSG00000126261,4684
ENSG00000126262,353
ENSG00000126264,170
ENSG00000126266,6
ENSG00000126267,8166
ENSG00000126337,3
ENSG00000126351,2180
ENSG00000126353,112
ENSG00000126368,318
ENSG00000126391,3363
ENSG00000126432,9615
ENSG00000126453,1043
ENSG00000126456,1704
ENSG00000126457,5691
ENSG00000126458,2147
ENSG00000126460,1373
ENSG00000126461,7122
ENSG00000126464,5537
ENSG00000126467,12
ENSG00000126500,25
ENSG00000126522,1703
ENSG00000126524,2983
ENSG00000126545,0
ENSG00000126549,0
ENSG00000126550,0
ENSG00000126561,5218
ENSG00000126562,1596
ENSG00000126581,4811
ENSG00000126583,4
ENSG00000126602,6014
ENSG00000126603,2212
ENSG00000126653,1861
ENSG00000126698,4440
ENSG00000126705,3199
ENSG00000126709,8256
ENSG00000126733,0
ENSG00000126746,1280
ENSG00000126749,1084
ENSG00000126752,0
ENSG00000126756,2575
ENSG00000126759,50
ENSG00000126767,2449
ENSG00000126768,2067
ENSG00000126773,2972
ENSG00000126775,1548
ENSG00000126777,11435
ENSG00000126778,34
ENSG00000126785,311
ENSG00000126787,441
ENSG00000126790,284
ENSG00000126803,5934
ENSG00000126804,1637
ENSG00000126814,1144
ENSG00000126821,2945
ENSG00000126822,3496
ENSG00000126838,2
ENSG00000126856,6
ENSG00000126858,2628
ENSG00000126860,437
ENSG00000126861,10
ENSG00000126870,1516
ENSG00000126878,839
ENSG00000126882,772
ENSG00000126883,5325
ENSG00000126890,0
ENSG00000126895,17
ENSG00000126903,1851
ENSG00000126934,7279
ENSG00000126945,10561
ENSG00000126947,1830
ENSG00000126950,34
ENSG00000126952,6
ENSG00000126953,314
ENSG00000126970,342
ENSG00000127022,44590
ENSG00000127054,5624
ENSG00000127074,2
ENSG00000127080,601
ENSG00000127081,283
ENSG00000127083,898
ENSG00000127084,5996
ENSG00000127124,2173
ENSG00000127125,4192
ENSG00000127129,71
ENSG00000127152,153
ENSG00000127184,13391
ENSG00000127191,2024
ENSG00000127220,1434
ENSG00000127241,40
ENSG00000127249,493
ENSG00000127252,162
ENSG00000127311,341
ENSG00000127314,2007
ENSG00000127318,0
ENSG00000127324,44
ENSG00000127325,27
ENSG00000127328,1893
ENSG00000127329,658
ENSG00000127334,1542
ENSG00000127337,953
ENSG00000127362,3
ENSG00000127364,26
ENSG00000127366,15
ENSG00000127377,43
ENSG00000127399,1055
ENSG00000127412,74
ENSG00000127415,1434
ENSG00000127418,1580
ENSG00000127419,1837
ENSG00000127423,100
ENSG00000127445,2571
ENSG00000127452,823
ENSG00000127463,5063
ENSG00000127472,40
ENSG00000127481,12325
ENSG00000127483,7702
ENSG00000127507,326
ENSG00000127511,3716
ENSG00000127515,0
ENSG00000127526,7143
ENSG00000127527,4015
ENSG00000127528,1613
ENSG00000127529,0
ENSG00000127530,5
ENSG00000127533,185
ENSG00000127540,3877
ENSG00000127554,1951
ENSG00000127561,220
ENSG00000127564,821
ENSG00000127578,29
ENSG00000127580,1855
ENSG00000127585,4282
ENSG00000127586,994
ENSG00000127588,46
ENSG00000127589,60
ENSG00000127603,14667
ENSG00000127616,12866
ENSG00000127663,22813
ENSG00000127666,2366
ENSG00000127720,339
ENSG00000127743,6
ENSG00000127774,269
ENSG00000127780,0
ENSG00000127804,2436
ENSG00000127824,1966
ENSG00000127831,13
ENSG00000127837,9975
ENSG00000127838,2745
ENSG00000127863,2944
ENSG00000127870,2688
ENSG00000127884,13105
ENSG00000127903,90
ENSG00000127914,6407
ENSG00000127920,843
ENSG00000127922,3900
ENSG00000127928,1
ENSG00000127946,5637
ENSG00000127947,3811
ENSG00000127948,4616
ENSG00000127951,2583
ENSG00000127952,2033
ENSG00000127954,16646
ENSG00000127955,271
ENSG00000127957,93
ENSG00000127980,1864
ENSG00000127989,512
ENSG00000127990,351
ENSG00000127993,604
ENSG00000127995,5096
ENSG00000128000,570
ENSG00000128011,459
ENSG00000128016,2684
ENSG00000128039,2743
ENSG00000128040,4
ENSG00000128045,384
ENSG00000128050,8367
ENSG00000128052,1632
ENSG00000128059,1316
ENSG00000128159,2260
ENSG00000128165,1232
ENSG00000128185,2624
ENSG00000128191,2304
ENSG00000128203,319
ENSG00000128218,7
ENSG00000128228,2088
ENSG00000128242,3
ENSG00000128245,12759
ENSG00000128250,0
ENSG00000128253,2
ENSG00000128254,11
ENSG00000128262,15
ENSG00000128266,1029
ENSG00000128268,108
ENSG00000128271,19
ENSG00000128272,10614
ENSG00000128274,541
ENSG00000128276,0
ENSG00000128283,5473
ENSG00000128284,1949
ENSG00000128285,145
ENSG00000128294,2881
ENSG00000128298,51
ENSG00000128309,2459
ENSG00000128310,0
ENSG00000128311,2631
ENSG00000128313,0
ENSG00000128322,2
ENSG00000128335,2821
ENSG00000128340,2523
ENSG00000128342,102
ENSG00000128346,50
ENSG00000128383,19
ENSG00000128394,168
ENSG00000128408,135
ENSG00000128422,63
ENSG00000128438,0
ENSG00000128463,4047
ENSG00000128482,6
ENSG00000128487,628
ENSG00000128510,127
ENSG00000128512,2529
ENSG00000128513,2235
ENSG00000128519,0
ENSG00000128524,5327
ENSG00000128534,1321
ENSG00000128536,1329
ENSG00000128563,1504
ENSG00000128564,10
ENSG00000128567,4528
ENSG00000128573,62
ENSG00000128578,188
ENSG00000128581,2132
ENSG00000128585,2628
ENSG00000128590,1797
ENSG00000128591,553
ENSG00000128594,242
ENSG00000128595,10533
ENSG00000128596,77
ENSG00000128602,1556
ENSG00000128604,685
ENSG00000128606,1848
ENSG00000128607,4051
ENSG00000128609,4123
ENSG00000128610,1
ENSG00000128617,72
ENSG00000128626,2314
ENSG00000128641,4272
ENSG00000128645,5
ENSG00000128652,10
ENSG00000128654,2051
ENSG00000128655,85
ENSG00000128656,449
ENSG00000128683,5
ENSG00000128692,16
ENSG00000128694,533
ENSG00000128699,1458
ENSG00000128708,4061
ENSG00000128709,251
ENSG00000128710,22
ENSG00000128713,3
ENSG00000128714,3
ENSG00000128731,4998
ENSG00000128739,2232
ENSG00000128789,2538
ENSG00000128791,3587
ENSG00000128805,344
ENSG00000128815,941
ENSG00000128829,4753
ENSG00000128833,5411
ENSG00000128849,7057
ENSG00000128872,388
ENSG00000128881,853
ENSG00000128886,95
ENSG00000128891,939
ENSG00000128908,2608
ENSG00000128915,2557
ENSG00000128917,592
ENSG00000128918,105
ENSG00000128923,1430
ENSG00000128928,8854
ENSG00000128944,557
ENSG00000128951,2262
ENSG00000128965,17
ENSG00000128973,4147
ENSG00000128989,11625
ENSG00000129003,4771
ENSG00000129007,523
ENSG00000129009,16941
ENSG00000129028,166
ENSG00000129038,4131
ENSG00000129048,59
ENSG00000129055,3714
ENSG00000129071,2169
ENSG00000129083,5421
ENSG00000129084,1743
ENSG00000129103,11232
ENSG00000129116,13131
ENSG00000129128,5846
ENSG00000129151,1
ENSG00000129152,0
ENSG00000129158,1556
ENSG00000129159,6
ENSG00000129167,64
ENSG00000129170,0
ENSG00000129173,115
ENSG00000129187,5576
ENSG00000129194,120
ENSG00000129195,320
ENSG00000129197,1219
ENSG00000129204,23
ENSG00000129214,14
ENSG00000129219,2944
ENSG00000129221,0
ENSG00000129226,66
ENSG00000129235,2694
ENSG00000129244,44
ENSG00000129245,3564
ENSG00000129250,9814
ENSG00000129255,6003
ENSG00000129292,1812
ENSG00000129295,420
ENSG00000129315,2577
ENSG00000129317,1471
ENSG00000129347,2111
ENSG00000129351,17885
ENSG00000129353,13836
ENSG00000129354,10359
ENSG00000129355,382
ENSG00000129422,3837
ENSG00000129437,3
ENSG00000129450,142
ENSG00000129451,7
ENSG00000129455,0
ENSG00000129460,1357
ENSG00000129465,1118
ENSG00000129467,648
ENSG00000129472,1040
ENSG00000129473,2522
ENSG00000129474,1508
ENSG00000129480,1083
ENSG00000129484,1025
ENSG00000129493,1407
ENSG00000129514,33597
ENSG00000129515,3192
ENSG00000129518,2577
ENSG00000129521,1749
ENSG00000129534,966
ENSG00000129535,125
ENSG00000129538,4189
ENSG00000129559,3599
ENSG00000129562,8574
ENSG00000129566,2301
ENSG00000129595,863
ENSG00000129596,65
ENSG00000129625,11123
ENSG00000129636,2313
ENSG00000129646,158
ENSG00000129654,52
ENSG00000129657,2995
ENSG00000129667,1762
ENSG00000129673,3
ENSG00000129675,1536
ENSG00000129680,178
ENSG00000129682,780
ENSG00000129691,3478
ENSG00000129696,722
ENSG00000129744,2
ENSG00000129749,13
ENSG00000129757,372
ENSG00000129810,121
ENSG00000129816,0
ENSG00000129824,14
ENSG00000129845,0
ENSG00000129862,0
ENSG00000129864,0
ENSG00000129873,0
ENSG00000129910,42
ENSG00000129911,2081
ENSG00000129925,6362
ENSG00000129932,1190
ENSG00000129933,3545
ENSG00000129946,3325
ENSG00000129951,1484
ENSG00000129965,0
ENSG00000129968,2054
ENSG00000129988,30
ENSG00000129990,84
ENSG00000129991,609
ENSG00000129993,1830
ENSG00000130005,3306
ENSG00000130021,929
ENSG00000130023,1376
ENSG00000130024,4038
ENSG00000130032,13
ENSG00000130035,30
ENSG00000130037,7
ENSG00000130038,745
ENSG00000130045,404
ENSG00000130052,503
ENSG00000130054,153
ENSG00000130055,63
ENSG00000130066,9523
ENSG00000130119,771
ENSG00000130147,8244
ENSG00000130150,1096
ENSG00000130158,1773
ENSG00000130159,1915
ENSG00000130164,2093
ENSG00000130165,3129
ENSG00000130167,1
ENSG00000130173,4
ENSG00000130175,19343
ENSG00000130176,393
ENSG00000130177,3661
ENSG00000130182,1
ENSG00000130193,2624
ENSG00000130201,210
ENSG00000130202,17661
ENSG00000130203,25398
ENSG00000130204,3608
ENSG00000130208,3004
ENSG00000130222,828
ENSG00000130224,76
ENSG00000130226,10
ENSG00000130227,5871
ENSG00000130234,4
ENSG00000130244,984
ENSG00000130254,3312
ENSG00000130255,30002
ENSG00000130270,171
ENSG00000130283,0
ENSG00000130287,0
ENSG00000130294,69
ENSG00000130299,1257
ENSG00000130300,4858
ENSG00000130303,17827
ENSG00000130304,3613
ENSG00000130305,1432
ENSG00000130307,70
ENSG00000130309,7407
ENSG00000130311,1934
ENSG00000130312,3203
ENSG00000130313,3686
ENSG00000130332,2023
ENSG00000130338,3744
ENSG00000130340,5574
ENSG00000130347,538
ENSG00000130348,1187
ENSG00000130349,656
ENSG00000130363,1927
ENSG00000130368,2
ENSG00000130377,9
ENSG00000130382,5538
ENSG00000130383,2
ENSG00000130385,1
ENSG00000130396,9274
ENSG00000130402,23325
ENSG00000130413,5
ENSG00000130414,9024
ENSG00000130427,7
ENSG00000130429,10718
ENSG00000130433,0
ENSG00000130449,1205
ENSG00000130475,776
ENSG00000130477,43
ENSG00000130479,3994
ENSG00000130487,489
ENSG00000130489,1331
ENSG00000130508,11550
ENSG00000130511,3067
ENSG00000130513,797
ENSG00000130517,3755
ENSG00000130518,148
ENSG00000130520,5398
ENSG00000130522,10690
ENSG00000130528,24
ENSG00000130529,8218
