Gene stable ID,bf53da30-6b9a-41cc-ada0-3a2c7c0547be
ENSG00000147509,12
ENSG00000147526,4493
ENSG00000147533,2120
ENSG00000147535,2239
ENSG00000147536,233
ENSG00000147548,3503
ENSG00000147570,25
ENSG00000147571,0
ENSG00000147573,6195
ENSG00000147576,985
ENSG00000147586,955
ENSG00000147588,0
ENSG00000147592,1603
ENSG00000147596,0
ENSG00000147601,2212
ENSG00000147604,41625
ENSG00000147606,134
ENSG00000147613,0
ENSG00000147614,120
ENSG00000147642,1601
ENSG00000147647,24
ENSG00000147649,15607
ENSG00000147650,639
ENSG00000147654,13087
ENSG00000147655,1
ENSG00000147669,6116
ENSG00000147676,18565
ENSG00000147677,30453
ENSG00000147679,3423
ENSG00000147684,150553
ENSG00000147687,22909
ENSG00000147689,2385
ENSG00000147697,33
ENSG00000147724,49
ENSG00000147753,0
ENSG00000147761,0
ENSG00000147789,1947
ENSG00000147799,823
ENSG00000147804,878
ENSG00000147813,3069
ENSG00000147852,1815
ENSG00000147853,5211
ENSG00000147854,3633
ENSG00000147862,10666
ENSG00000147869,1
ENSG00000147872,2908
ENSG00000147873,1
ENSG00000147874,1888
ENSG00000147883,1030
ENSG00000147885,0
ENSG00000147889,715
ENSG00000147894,748
ENSG00000147896,0
ENSG00000147905,2600
ENSG00000147912,371
ENSG00000147955,8418
ENSG00000147996,832
ENSG00000148019,1175
ENSG00000148053,1814
ENSG00000148057,231
ENSG00000148082,78
ENSG00000148090,605
ENSG00000148110,4461
ENSG00000148120,1133
ENSG00000148123,24
ENSG00000148136,0
ENSG00000148143,416
ENSG00000148153,2021
ENSG00000148154,13203
ENSG00000148156,2
ENSG00000148158,2027
ENSG00000148175,32755
ENSG00000148180,27392
ENSG00000148187,3630
ENSG00000148200,842
ENSG00000148204,20
ENSG00000148215,2
ENSG00000148218,6632
ENSG00000148219,595
ENSG00000148225,348
ENSG00000148229,4626
ENSG00000148248,15613
ENSG00000148288,371
ENSG00000148290,3253
ENSG00000148291,1717
ENSG00000148296,2909
ENSG00000148297,1670
ENSG00000148300,1731
ENSG00000148303,94721
ENSG00000148308,3654
ENSG00000148331,2390
ENSG00000148334,2923
ENSG00000148335,1158
ENSG00000148337,6950
ENSG00000148339,1226
ENSG00000148341,11666
ENSG00000148343,2065
ENSG00000148344,20961
ENSG00000148346,912
ENSG00000148356,2957
ENSG00000148357,62
ENSG00000148358,6838
ENSG00000148362,3511
ENSG00000148377,2
ENSG00000148384,849
ENSG00000148386,2
ENSG00000148396,9022
ENSG00000148399,3357
ENSG00000148400,2088
ENSG00000148408,20
ENSG00000148411,1771
ENSG00000148426,607
ENSG00000148429,2116
ENSG00000148444,2371
ENSG00000148450,2936
ENSG00000148459,546
ENSG00000148468,634
ENSG00000148481,1521
ENSG00000148482,0
ENSG00000148483,12
ENSG00000148484,4861
ENSG00000148488,177
ENSG00000148498,1981
ENSG00000148513,6722
ENSG00000148516,2063
ENSG00000148541,129
ENSG00000148572,1492
ENSG00000148584,2
ENSG00000148600,40
ENSG00000148602,0
ENSG00000148604,0
ENSG00000148606,2396
ENSG00000148634,4916
ENSG00000148655,407
ENSG00000148660,3359
ENSG00000148671,0
ENSG00000148672,11850
ENSG00000148677,3
ENSG00000148680,53
ENSG00000148688,2077
ENSG00000148690,1869
ENSG00000148700,1589
ENSG00000148702,2
ENSG00000148704,0
ENSG00000148719,4904
ENSG00000148730,9737
ENSG00000148734,9
ENSG00000148735,9971
ENSG00000148737,2668
ENSG00000148773,7916
ENSG00000148795,35
ENSG00000148798,9
ENSG00000148803,181
ENSG00000148814,1080
ENSG00000148824,1598
ENSG00000148826,0
ENSG00000148832,511
ENSG00000148834,6719
ENSG00000148835,432
ENSG00000148840,3530
ENSG00000148841,2486
ENSG00000148842,615
ENSG00000148843,3553
ENSG00000148848,3311
ENSG00000148908,5744
ENSG00000148925,2091
ENSG00000148926,238
ENSG00000148935,32
ENSG00000148942,1
ENSG00000148943,3098
ENSG00000148948,52
ENSG00000148950,862
ENSG00000148965,11
ENSG00000148985,4636
ENSG00000149016,1112
ENSG00000149021,1
ENSG00000149043,232
ENSG00000149050,28
ENSG00000149054,31
ENSG00000149084,4611
ENSG00000149089,2305
ENSG00000149090,301
ENSG00000149091,5734
ENSG00000149100,11679
ENSG00000149115,10172
ENSG00000149124,124
ENSG00000149131,16005
ENSG00000149133,0
ENSG00000149136,10447
ENSG00000149150,381
ENSG00000149177,3012
ENSG00000149179,1409
ENSG00000149182,6727
ENSG00000149187,10329
ENSG00000149196,1553
ENSG00000149201,40
ENSG00000149212,6345
ENSG00000149218,7102
ENSG00000149231,562
ENSG00000149243,629
ENSG00000149256,278
ENSG00000149257,9938
ENSG00000149260,246
ENSG00000149262,1246
ENSG00000149269,2771
ENSG00000149273,69110
ENSG00000149289,173
ENSG00000149292,1573
ENSG00000149294,70
ENSG00000149295,40
ENSG00000149300,20
ENSG00000149305,0
ENSG00000149308,1317
ENSG00000149311,3988
ENSG00000149313,4277
ENSG00000149328,1824
ENSG00000149346,1726
ENSG00000149357,6511
ENSG00000149380,327
ENSG00000149403,47
ENSG00000149418,13349
ENSG00000149428,12509
ENSG00000149435,4
ENSG00000149443,0
ENSG00000149451,199
ENSG00000149452,0
ENSG00000149474,1679
ENSG00000149476,3629
ENSG00000149480,11875
ENSG00000149483,2721
ENSG00000149485,4007
ENSG00000149488,19
ENSG00000149489,534
ENSG00000149499,3739
ENSG00000149503,1396
ENSG00000149506,122
ENSG00000149507,0
ENSG00000149516,1
ENSG00000149527,737
ENSG00000149531,319
ENSG00000149532,7232
ENSG00000149534,323
ENSG00000149541,4556
ENSG00000149547,14205
ENSG00000149548,468
ENSG00000149554,994
ENSG00000149557,121
ENSG00000149564,2200
ENSG00000149571,8
ENSG00000149573,2758
ENSG00000149575,27
ENSG00000149577,5590
ENSG00000149582,10241
ENSG00000149591,10685
ENSG00000149596,113
ENSG00000149599,100
ENSG00000149600,5635
ENSG00000149609,53
ENSG00000149633,308
ENSG00000149634,28
ENSG00000149635,1
ENSG00000149636,1576
ENSG00000149639,11778
ENSG00000149646,23
ENSG00000149651,0
ENSG00000149654,3
ENSG00000149656,8
ENSG00000149657,6126
ENSG00000149658,5788
ENSG00000149679,1183
ENSG00000149716,1479
ENSG00000149735,8
ENSG00000149742,2
ENSG00000149743,3405
ENSG00000149761,1182
ENSG00000149781,2064
ENSG00000149782,4497
ENSG00000149792,5094
ENSG00000149798,671
ENSG00000149806,26992
ENSG00000149809,7701
ENSG00000149823,2803
ENSG00000149922,220
ENSG00000149923,11649
ENSG00000149925,141481
ENSG00000149926,120
ENSG00000149927,382
ENSG00000149929,2107
ENSG00000149930,5014
ENSG00000149932,8083
ENSG00000149948,10
ENSG00000149968,542
ENSG00000149970,29
ENSG00000149972,0
ENSG00000150045,34
ENSG00000150048,267
ENSG00000150051,6372
ENSG00000150054,2620
ENSG00000150076,269
ENSG00000150093,11438
ENSG00000150175,29
ENSG00000150201,2
ENSG00000150244,0
ENSG00000150261,0
ENSG00000150269,0
ENSG00000150275,0
ENSG00000150276,3
ENSG00000150281,91
ENSG00000150316,6311
ENSG00000150337,753
ENSG00000150347,3326
ENSG00000150361,0
ENSG00000150394,31
ENSG00000150401,1506
ENSG00000150403,2089
ENSG00000150433,1213
ENSG00000150455,874
ENSG00000150456,898
ENSG00000150457,2386
ENSG00000150459,15912
ENSG00000150471,27
ENSG00000150477,500
ENSG00000150510,160
ENSG00000150526,0
ENSG00000150527,302
ENSG00000150540,2857
ENSG00000150551,59
ENSG00000150556,1102
ENSG00000150593,60483
ENSG00000150594,1935
ENSG00000150625,4
ENSG00000150627,23
ENSG00000150628,1
ENSG00000150630,746
ENSG00000150636,361
ENSG00000150637,257
ENSG00000150656,5
ENSG00000150667,359
ENSG00000150672,428
ENSG00000150676,46
ENSG00000150681,116
ENSG00000150687,5485
ENSG00000150712,2689
ENSG00000150722,11
ENSG00000150732,0
ENSG00000150750,10
ENSG00000150753,12651
ENSG00000150756,1558
ENSG00000150760,7895
ENSG00000150764,1149
ENSG00000150768,4509
ENSG00000150773,79
ENSG00000150776,3032
ENSG00000150779,2844
ENSG00000150782,762
ENSG00000150783,11
ENSG00000150787,1866
ENSG00000150867,2430
ENSG00000150873,209
ENSG00000150893,1173
ENSG00000150907,1352
ENSG00000150938,4007
ENSG00000150961,4683
ENSG00000150967,4873
ENSG00000150977,1753
ENSG00000150990,1284
ENSG00000150991,50699
ENSG00000150995,2750
ENSG00000151005,2
ENSG00000151006,80
ENSG00000151012,60
ENSG00000151014,714
ENSG00000151023,9
ENSG00000151025,178
ENSG00000151033,202
ENSG00000151062,643
ENSG00000151065,1606
ENSG00000151067,1269
ENSG00000151079,0
ENSG00000151090,1399
ENSG00000151092,2330
ENSG00000151093,1080
ENSG00000151116,2401
ENSG00000151117,2084
ENSG00000151131,764
ENSG00000151135,4753
ENSG00000151136,803
ENSG00000151148,4264
ENSG00000151150,5628
ENSG00000151151,2174
ENSG00000151164,59
ENSG00000151176,16119
ENSG00000151208,5111
ENSG00000151224,40
ENSG00000151229,645
ENSG00000151233,1792
ENSG00000151239,5726
ENSG00000151240,1973
ENSG00000151247,2924
ENSG00000151276,4585
ENSG00000151287,1058
ENSG00000151292,2436
ENSG00000151303,18
ENSG00000151304,743
ENSG00000151320,197
ENSG00000151322,137
ENSG00000151327,5100
ENSG00000151332,1176
ENSG00000151338,775
ENSG00000151348,5838
ENSG00000151353,2963
ENSG00000151360,0
ENSG00000151364,103
ENSG00000151365,1737
ENSG00000151366,4562
ENSG00000151376,702
ENSG00000151379,2
ENSG00000151388,1144
ENSG00000151413,773
ENSG00000151414,5965
ENSG00000151418,0
ENSG00000151422,781
ENSG00000151445,1567
ENSG00000151458,2429
ENSG00000151461,3777
ENSG00000151465,4453
ENSG00000151466,970
ENSG00000151468,883
ENSG00000151470,638
ENSG00000151474,1441
ENSG00000151475,2
ENSG00000151490,287
ENSG00000151491,2237
ENSG00000151498,2426
ENSG00000151500,2072
ENSG00000151502,5798
ENSG00000151503,3055
ENSG00000151532,1499
ENSG00000151552,2572
ENSG00000151553,3082
ENSG00000151572,39
ENSG00000151575,464
ENSG00000151576,1763
ENSG00000151577,0
ENSG00000151611,877
ENSG00000151612,1524
ENSG00000151615,0
ENSG00000151617,1194
ENSG00000151623,713
ENSG00000151631,1
ENSG00000151632,415
ENSG00000151640,36
ENSG00000151650,62
ENSG00000151651,2517
ENSG00000151655,31
ENSG00000151657,1257
ENSG00000151665,619
ENSG00000151687,188
ENSG00000151689,1008
ENSG00000151690,5476
ENSG00000151692,714
ENSG00000151693,698
ENSG00000151694,1747
ENSG00000151702,1856
ENSG00000151704,8
ENSG00000151715,676
ENSG00000151718,2028
ENSG00000151725,2861
ENSG00000151726,6452
ENSG00000151729,3253
ENSG00000151743,439
ENSG00000151746,1030
ENSG00000151748,2551
ENSG00000151773,403
ENSG00000151778,437
ENSG00000151779,2183
ENSG00000151789,186
ENSG00000151790,374
ENSG00000151806,2533
ENSG00000151812,90
ENSG00000151834,9
ENSG00000151835,2141
ENSG00000151838,45
ENSG00000151846,273
ENSG00000151849,757
ENSG00000151876,1006
ENSG00000151881,1451
ENSG00000151882,27302
ENSG00000151883,932
ENSG00000151892,17950
ENSG00000151893,5705
ENSG00000151914,13981
ENSG00000151917,59
ENSG00000151923,8849
ENSG00000151929,4379
ENSG00000151948,14
ENSG00000151952,2
ENSG00000151962,0
ENSG00000151963,7
ENSG00000151967,81
ENSG00000152034,1
ENSG00000152049,9080
ENSG00000152056,538
ENSG00000152061,3018
ENSG00000152076,140
ENSG00000152078,233
ENSG00000152082,2189
ENSG00000152086,16
ENSG00000152092,15
ENSG00000152093,0
ENSG00000152102,4690
ENSG00000152104,3040
ENSG00000152117,4056
ENSG00000152127,1843
ENSG00000152128,80
ENSG00000152133,625
ENSG00000152137,11632
ENSG00000152147,1680
ENSG00000152154,114
ENSG00000152192,3
ENSG00000152193,743
ENSG00000152207,76
ENSG00000152208,0
ENSG00000152213,612
ENSG00000152214,3
ENSG00000152217,1418
ENSG00000152219,1951
ENSG00000152223,2876
ENSG00000152229,3851
ENSG00000152234,38553
ENSG00000152240,3646
ENSG00000152242,3344
ENSG00000152253,736
ENSG00000152254,0
ENSG00000152256,826
ENSG00000152266,0
ENSG00000152270,572
ENSG00000152284,1423
ENSG00000152291,11531
ENSG00000152292,29
ENSG00000152315,838
ENSG00000152332,15595
ENSG00000152348,668
ENSG00000152359,1156
ENSG00000152377,1621
ENSG00000152380,252
ENSG00000152382,1798
ENSG00000152402,479
ENSG00000152404,944
ENSG00000152409,2539
ENSG00000152413,945
ENSG00000152422,401
ENSG00000152430,5
ENSG00000152433,324
ENSG00000152439,645
ENSG00000152443,2226
ENSG00000152454,623
ENSG00000152455,541
ENSG00000152457,912
ENSG00000152463,2
ENSG00000152464,1529
ENSG00000152465,869
ENSG00000152467,119
ENSG00000152475,101
ENSG00000152484,2235
ENSG00000152492,5263
ENSG00000152495,251
ENSG00000152503,467
ENSG00000152518,15918
ENSG00000152520,7633
ENSG00000152527,304
ENSG00000152556,1919
ENSG00000152558,14080
ENSG00000152578,32
ENSG00000152580,208
ENSG00000152582,987
ENSG00000152583,16441
ENSG00000152591,4
ENSG00000152592,10
ENSG00000152595,6
ENSG00000152601,9152
ENSG00000152611,0
ENSG00000152620,2117
ENSG00000152642,7004
ENSG00000152661,3030
ENSG00000152669,219
ENSG00000152670,3
ENSG00000152672,143
ENSG00000152683,2218
ENSG00000152684,1174
ENSG00000152689,1150
ENSG00000152700,9415
ENSG00000152705,74
ENSG00000152749,1273
ENSG00000152760,81
ENSG00000152763,215
ENSG00000152766,204
ENSG00000152767,5775
ENSG00000152778,3598
ENSG00000152779,19
ENSG00000152782,61
ENSG00000152784,80
ENSG00000152785,4
ENSG00000152795,20953
ENSG00000152804,494
ENSG00000152818,6324
ENSG00000152822,3
ENSG00000152894,2035
ENSG00000152904,7148
ENSG00000152910,1
ENSG00000152926,4168
ENSG00000152931,49
ENSG00000152932,61
ENSG00000152936,0
ENSG00000152939,3054
ENSG00000152942,2344
ENSG00000152944,1669
ENSG00000152952,4002
ENSG00000152953,51
ENSG00000152954,0
ENSG00000152969,111
ENSG00000152977,5
ENSG00000152990,2495
ENSG00000153002,17
ENSG00000153006,2823
ENSG00000153012,171
ENSG00000153015,1965
ENSG00000153029,1368
ENSG00000153037,3446
ENSG00000153044,879
ENSG00000153046,3195
ENSG00000153048,3318
ENSG00000153060,30
ENSG00000153064,75
ENSG00000153066,3736
ENSG00000153071,4097
ENSG00000153086,26
ENSG00000153093,16
ENSG00000153094,1937
ENSG00000153107,1001
ENSG00000153113,14794
ENSG00000153130,7856
ENSG00000153132,425
ENSG00000153140,1703
ENSG00000153147,9152
ENSG00000153157,111
ENSG00000153162,214
ENSG00000153165,10
ENSG00000153179,3976
ENSG00000153187,50420
ENSG00000153201,7570
ENSG00000153207,9997
ENSG00000153208,1079
ENSG00000153214,7015
ENSG00000153230,2
ENSG00000153233,20
ENSG00000153234,4204
ENSG00000153237,165
ENSG00000153246,562
ENSG00000153250,3017
ENSG00000153253,32
ENSG00000153266,0
ENSG00000153283,867
ENSG00000153291,151
ENSG00000153292,78
ENSG00000153294,64
ENSG00000153303,77
ENSG00000153310,18666
ENSG00000153317,7664
ENSG00000153339,3122
ENSG00000153347,1
ENSG00000153363,1051
ENSG00000153391,1678
ENSG00000153395,7844
ENSG00000153404,81
ENSG00000153406,4645
ENSG00000153443,1095
ENSG00000153446,105
ENSG00000153485,922
ENSG00000153487,2196
ENSG00000153495,21
ENSG00000153498,0
ENSG00000153531,407
ENSG00000153551,1266
ENSG00000153558,698
ENSG00000153560,11615
ENSG00000153561,6521
ENSG00000153563,1718
ENSG00000153574,1619
ENSG00000153684,0
ENSG00000153707,123
ENSG00000153714,4227
ENSG00000153721,894
ENSG00000153767,6113
ENSG00000153774,4055
ENSG00000153779,0
ENSG00000153786,5304
ENSG00000153789,8
ENSG00000153790,173
ENSG00000153802,5
ENSG00000153814,920
ENSG00000153815,4035
ENSG00000153820,6
ENSG00000153822,10
ENSG00000153823,157
ENSG00000153827,7781
ENSG00000153832,224
ENSG00000153879,4756
ENSG00000153885,2932
ENSG00000153896,481
ENSG00000153898,522
ENSG00000153902,173
ENSG00000153904,3098
ENSG00000153914,15540
ENSG00000153922,5421
ENSG00000153923,1
ENSG00000153930,4
ENSG00000153933,2042
ENSG00000153936,2436
ENSG00000153944,7647
ENSG00000153956,324
ENSG00000153975,1074
ENSG00000153976,75
ENSG00000153982,137
ENSG00000153989,1948
ENSG00000153993,102
ENSG00000154001,4442
ENSG00000154007,0
ENSG00000154016,50
ENSG00000154025,13
ENSG00000154027,161
ENSG00000154040,1299
ENSG00000154059,2566
ENSG00000154065,284
ENSG00000154079,807
ENSG00000154080,78
ENSG00000154096,5820
ENSG00000154099,1188
ENSG00000154102,2105
ENSG00000154114,1999
ENSG00000154118,31
ENSG00000154122,3724
ENSG00000154124,1474
ENSG00000154127,378
ENSG00000154133,1549
ENSG00000154134,203
ENSG00000154143,0
ENSG00000154144,2109
ENSG00000154146,256
ENSG00000154153,3051
ENSG00000154162,0
ENSG00000154165,18
ENSG00000154174,6927
ENSG00000154175,753
ENSG00000154188,207
ENSG00000154198,1107
ENSG00000154217,3214
ENSG00000154222,3953
ENSG00000154227,5
ENSG00000154229,257
ENSG00000154237,1736
ENSG00000154240,351
ENSG00000154252,53
ENSG00000154258,615
ENSG00000154262,400
ENSG00000154263,525
ENSG00000154265,3830
ENSG00000154269,53
ENSG00000154274,196
ENSG00000154277,222
ENSG00000154305,8336
ENSG00000154309,664
ENSG00000154310,424
ENSG00000154316,11
ENSG00000154319,58
ENSG00000154328,1271
ENSG00000154330,370
ENSG00000154342,66
ENSG00000154358,584
ENSG00000154359,1248
ENSG00000154370,1736
ENSG00000154380,4343
ENSG00000154415,0
ENSG00000154429,790
ENSG00000154438,0
ENSG00000154447,1914
ENSG00000154451,1944
ENSG00000154473,13678
ENSG00000154478,3
ENSG00000154479,32
ENSG00000154485,10
ENSG00000154493,22
ENSG00000154511,1200
ENSG00000154518,12671
ENSG00000154529,38
ENSG00000154537,8
ENSG00000154545,1
ENSG00000154548,12
ENSG00000154553,4923
ENSG00000154556,6145
ENSG00000154582,4945
ENSG00000154589,547
ENSG00000154608,9
ENSG00000154611,0
ENSG00000154620,0
ENSG00000154639,228
ENSG00000154640,820
ENSG00000154642,1587
ENSG00000154645,21
ENSG00000154646,0
ENSG00000154654,1599
ENSG00000154655,168
ENSG00000154678,153
ENSG00000154710,212
ENSG00000154719,2214
ENSG00000154721,1186
ENSG00000154723,6714
ENSG00000154727,2245
ENSG00000154734,4645
ENSG00000154736,573
ENSG00000154743,1012
ENSG00000154760,976
ENSG00000154764,3
ENSG00000154767,2582
ENSG00000154781,2085
ENSG00000154783,1767
ENSG00000154803,1597
ENSG00000154813,1426
ENSG00000154814,810
ENSG00000154822,468
ENSG00000154832,2723
ENSG00000154839,782
ENSG00000154845,4201
ENSG00000154856,1018
ENSG00000154864,284
ENSG00000154874,121
ENSG00000154889,906
ENSG00000154898,9
ENSG00000154914,713
ENSG00000154917,205
ENSG00000154920,329
ENSG00000154928,126
ENSG00000154930,6316
ENSG00000154945,2610
ENSG00000154957,534
ENSG00000154975,0
ENSG00000154978,2545
ENSG00000154997,1
ENSG00000155008,2223
ENSG00000155011,127
ENSG00000155016,567
ENSG00000155026,17
ENSG00000155034,437
ENSG00000155052,1
ENSG00000155066,9490
ENSG00000155070,1
ENSG00000155085,809
ENSG00000155087,0
ENSG00000155090,5572
ENSG00000155093,684
ENSG00000155096,59262
ENSG00000155097,27418
ENSG00000155099,2031
ENSG00000155100,2281
ENSG00000155111,2337
ENSG00000155115,4283
ENSG00000155158,5617
ENSG00000155189,5020
ENSG00000155229,4743
ENSG00000155249,0
ENSG00000155252,2688
ENSG00000155254,4429
ENSG00000155256,2526
ENSG00000155265,818
ENSG00000155269,23
ENSG00000155275,954
ENSG00000155287,2818
ENSG00000155304,1530
ENSG00000155307,1207
ENSG00000155313,2948
ENSG00000155324,1297
ENSG00000155329,1331
ENSG00000155330,793
ENSG00000155363,11198
ENSG00000155366,24993
ENSG00000155367,899
ENSG00000155368,11280
ENSG00000155380,723
ENSG00000155393,3692
ENSG00000155428,3
ENSG00000155438,3650
ENSG00000155463,10956
ENSG00000155465,1946
ENSG00000155495,2
ENSG00000155506,23145
ENSG00000155508,3500
ENSG00000155511,20
ENSG00000155530,90
ENSG00000155542,764
ENSG00000155545,2259
ENSG00000155561,3957
ENSG00000155592,550
ENSG00000155621,375
ENSG00000155622,0
ENSG00000155629,1955
ENSG00000155636,1112
ENSG00000155640,315
ENSG00000155657,1219
ENSG00000155659,1729
ENSG00000155660,16735
ENSG00000155666,482
ENSG00000155714,5
ENSG00000155719,16
ENSG00000155729,1272
ENSG00000155744,1548
ENSG00000155749,31
ENSG00000155754,56
ENSG00000155755,1209
ENSG00000155760,1020
ENSG00000155761,6
ENSG00000155792,2445
ENSG00000155816,20
ENSG00000155827,2391
ENSG00000155833,0
ENSG00000155846,379
ENSG00000155849,2013
ENSG00000155850,2139
ENSG00000155858,346
ENSG00000155868,849
ENSG00000155875,14
ENSG00000155876,6219
ENSG00000155886,178
ENSG00000155890,0
ENSG00000155893,1613
ENSG00000155897,4
ENSG00000155903,2221
ENSG00000155906,8923
ENSG00000155918,2
ENSG00000155926,1983
ENSG00000155957,5150
ENSG00000155959,3415
ENSG00000155961,101
ENSG00000155962,1078
ENSG00000155966,20
ENSG00000155970,92
ENSG00000155974,370
ENSG00000155975,2536
ENSG00000155980,30
ENSG00000156006,91
ENSG00000156009,3
ENSG00000156011,3012
ENSG00000156017,1066
ENSG00000156026,2210
ENSG00000156030,6701
ENSG00000156042,848
ENSG00000156049,275
ENSG00000156050,650
ENSG00000156052,4573
ENSG00000156076,12
ENSG00000156096,3
ENSG00000156097,23
ENSG00000156103,643
ENSG00000156110,2672
ENSG00000156113,645
ENSG00000156127,1232
ENSG00000156136,1573
ENSG00000156140,68
ENSG00000156150,0
ENSG00000156162,3369
ENSG00000156170,3056
ENSG00000156171,4749
ENSG00000156172,511
ENSG00000156194,9
ENSG00000156206,9
ENSG00000156218,205
ENSG00000156219,6
ENSG00000156222,113
ENSG00000156232,1663
ENSG00000156234,337
ENSG00000156239,1356
ENSG00000156253,1547
ENSG00000156256,4573
ENSG00000156261,17535
ENSG00000156265,408
ENSG00000156269,0
ENSG00000156273,1407
ENSG00000156282,0
ENSG00000156284,109
ENSG00000156298,623
ENSG00000156299,677
ENSG00000156304,4169
ENSG00000156313,986
ENSG00000156345,559
ENSG00000156374,757
ENSG00000156381,1258
ENSG00000156384,399
ENSG00000156395,1
ENSG00000156398,2031
ENSG00000156411,6004
ENSG00000156413,47
ENSG00000156414,23
ENSG00000156427,103
ENSG00000156453,1545
ENSG00000156463,53
ENSG00000156466,19
ENSG00000156467,25692
ENSG00000156469,3458
ENSG00000156471,8684
ENSG00000156475,67
ENSG00000156482,67427
ENSG00000156486,11
ENSG00000156500,118
ENSG00000156502,1981
ENSG00000156504,2987
ENSG00000156508,254467
ENSG00000156509,112
ENSG00000156510,2
ENSG00000156515,8598
ENSG00000156521,3475
ENSG00000156531,2196
ENSG00000156535,1014
ENSG00000156564,35
ENSG00000156574,11
ENSG00000156575,0
ENSG00000156587,8790
ENSG00000156599,10424
ENSG00000156603,1273
ENSG00000156639,5442
ENSG00000156642,6903
ENSG00000156650,4820
ENSG00000156671,2456
ENSG00000156675,2836
ENSG00000156687,1
ENSG00000156689,66
ENSG00000156697,2002
ENSG00000156709,5138
ENSG00000156711,7089
ENSG00000156735,1141
ENSG00000156738,149
ENSG00000156755,2
ENSG00000156787,1936
ENSG00000156795,6584
ENSG00000156802,16540
ENSG00000156804,8325
ENSG00000156831,13878
ENSG00000156853,948
ENSG00000156858,3412
ENSG00000156860,10655
ENSG00000156869,151
ENSG00000156873,3733
ENSG00000156875,3433
ENSG00000156876,664
ENSG00000156885,0
ENSG00000156886,27
ENSG00000156920,2
ENSG00000156925,0
ENSG00000156928,1039
ENSG00000156931,3320
ENSG00000156958,1284
ENSG00000156959,6
ENSG00000156966,171
ENSG00000156968,4998
ENSG00000156970,1251
ENSG00000156973,888
ENSG00000156976,29345
ENSG00000156983,1856
ENSG00000156990,2213
ENSG00000157005,0
ENSG00000157014,2984
ENSG00000157017,54
ENSG00000157020,8516
ENSG00000157021,47
ENSG00000157036,436
ENSG00000157045,2133
ENSG00000157060,1
ENSG00000157064,117
ENSG00000157077,1725
ENSG00000157087,6
ENSG00000157093,2
ENSG00000157103,132
ENSG00000157106,8129
ENSG00000157107,3436
ENSG00000157110,2685
ENSG00000157111,10
ENSG00000157119,1
ENSG00000157131,0
ENSG00000157150,276
ENSG00000157152,93
ENSG00000157168,80
ENSG00000157181,3766
ENSG00000157184,1588
ENSG00000157191,3500
ENSG00000157193,1455
ENSG00000157211,4
ENSG00000157212,1978
ENSG00000157214,535
ENSG00000157216,5537
ENSG00000157219,0
ENSG00000157224,1955
ENSG00000157227,18676
ENSG00000157240,1789
ENSG00000157259,3258
ENSG00000157303,5779
ENSG00000157306,187
ENSG00000157315,45
ENSG00000157322,5
ENSG00000157326,385
ENSG00000157330,1
ENSG00000157335,2
ENSG00000157343,11
ENSG00000157349,1333
ENSG00000157350,1062
ENSG00000157353,2390
ENSG00000157368,138
ENSG00000157379,1522
ENSG00000157388,2746
ENSG00000157399,46
ENSG00000157404,1275
ENSG00000157423,34
ENSG00000157426,1037
ENSG00000157429,404
ENSG00000157445,172
ENSG00000157450,1914
ENSG00000157456,2032
ENSG00000157470,93
ENSG00000157483,2186
ENSG00000157500,5440
ENSG00000157502,50
ENSG00000157510,818
ENSG00000157514,10498
ENSG00000157538,2314
ENSG00000157540,8533
ENSG00000157542,2
ENSG00000157551,106
ENSG00000157554,1074
ENSG00000157557,5081
ENSG00000157570,1220
ENSG00000157578,278
ENSG00000157593,4658
ENSG00000157600,2693
ENSG00000157601,25950
ENSG00000157613,6239
ENSG00000157617,2107
ENSG00000157625,2854
ENSG00000157637,7828
ENSG00000157653,59
ENSG00000157654,18
ENSG00000157657,2299
ENSG00000157680,108
ENSG00000157693,5303
ENSG00000157703,160
ENSG00000157734,911
ENSG00000157741,3764
ENSG00000157764,2028
ENSG00000157765,191
ENSG00000157766,228
ENSG00000157778,2623
ENSG00000157782,81
ENSG00000157796,2259
ENSG00000157800,4131
ENSG00000157823,1981
ENSG00000157827,2944
ENSG00000157833,138
ENSG00000157837,5148
ENSG00000157851,47
ENSG00000157856,17
ENSG00000157869,1058
ENSG00000157870,8817
ENSG00000157873,6629
ENSG00000157881,1598
ENSG00000157884,6
ENSG00000157890,34
ENSG00000157895,875
ENSG00000157911,2380
ENSG00000157916,18957
ENSG00000157927,112
ENSG00000157933,9568
ENSG00000157954,5980
ENSG00000157965,0
ENSG00000157978,3338
ENSG00000157985,1492
ENSG00000157992,1902
ENSG00000157999,78
ENSG00000158006,1568
ENSG00000158008,182
ENSG00000158014,56
ENSG00000158019,2267
ENSG00000158022,105
ENSG00000158023,452
ENSG00000158042,4412
ENSG00000158050,1600
ENSG00000158055,794
ENSG00000158062,1496
ENSG00000158077,0
ENSG00000158079,511
ENSG00000158089,89
ENSG00000158092,1725
ENSG00000158104,19
ENSG00000158106,3897
ENSG00000158109,5644
ENSG00000158113,54
ENSG00000158122,1029
ENSG00000158125,165
ENSG00000158156,767
ENSG00000158158,5569
ENSG00000158161,1676
ENSG00000158163,161
ENSG00000158164,38
ENSG00000158169,409
ENSG00000158186,1300
ENSG00000158195,6243
ENSG00000158201,2665
ENSG00000158220,380
ENSG00000158234,1729
