Gene stable ID,56babe63-bf30-4737-bc73-1000976821e8
ENSG00000156076,2
ENSG00000156096,6
ENSG00000156097,6
ENSG00000156103,807
ENSG00000156110,2440
ENSG00000156113,1201
ENSG00000156127,792
ENSG00000156136,974
ENSG00000156140,91
ENSG00000156150,1
ENSG00000156162,2365
ENSG00000156170,1741
ENSG00000156171,3818
ENSG00000156172,371
ENSG00000156194,3
ENSG00000156206,9
ENSG00000156218,957
ENSG00000156219,6
ENSG00000156222,25
ENSG00000156232,966
ENSG00000156234,60
ENSG00000156239,759
ENSG00000156253,1212
ENSG00000156256,3043
ENSG00000156261,12673
ENSG00000156265,339
ENSG00000156269,0
ENSG00000156273,2897
ENSG00000156282,0
ENSG00000156284,79
ENSG00000156298,462
ENSG00000156299,1475
ENSG00000156304,2798
ENSG00000156313,577
ENSG00000156345,1073
ENSG00000156374,337
ENSG00000156381,1151
ENSG00000156384,354
ENSG00000156395,5
ENSG00000156398,3934
ENSG00000156411,3320
ENSG00000156413,97
ENSG00000156414,54
ENSG00000156427,109
ENSG00000156453,6955
ENSG00000156463,378
ENSG00000156466,104
ENSG00000156467,15282
ENSG00000156469,1550
ENSG00000156471,8395
ENSG00000156475,15
ENSG00000156482,54421
ENSG00000156486,29
ENSG00000156500,69
ENSG00000156502,1875
ENSG00000156504,1708
ENSG00000156508,356103
ENSG00000156509,18
ENSG00000156510,4
ENSG00000156515,22537
ENSG00000156521,2006
ENSG00000156531,1359
ENSG00000156535,3530
ENSG00000156564,26
ENSG00000156574,5
ENSG00000156575,0
ENSG00000156587,5763
ENSG00000156599,10380
ENSG00000156603,1431
ENSG00000156639,8479
ENSG00000156642,5919
ENSG00000156650,5515
ENSG00000156671,2395
ENSG00000156675,34641
ENSG00000156687,1
ENSG00000156689,5
ENSG00000156697,1644
ENSG00000156709,3776
ENSG00000156711,6619
ENSG00000156735,2785
ENSG00000156738,125
ENSG00000156755,0
ENSG00000156787,284
ENSG00000156795,1063
ENSG00000156802,2722
ENSG00000156804,8578
ENSG00000156831,1828
ENSG00000156853,2129
ENSG00000156858,3886
ENSG00000156860,11274
ENSG00000156869,446
ENSG00000156873,4558
ENSG00000156875,3864
ENSG00000156876,411
ENSG00000156885,0
ENSG00000156886,37
ENSG00000156920,5
ENSG00000156925,1
ENSG00000156928,779
ENSG00000156931,2990
ENSG00000156958,1193
ENSG00000156959,3
ENSG00000156966,287
ENSG00000156968,3236
ENSG00000156970,380
ENSG00000156973,890
ENSG00000156976,16072
ENSG00000156983,2054
ENSG00000156990,1304
ENSG00000157005,0
ENSG00000157014,1763
ENSG00000157017,27
ENSG00000157020,7995
ENSG00000157021,13
ENSG00000157036,298
ENSG00000157045,2014
ENSG00000157060,0
ENSG00000157064,90
ENSG00000157077,1711
ENSG00000157087,18
ENSG00000157093,2
ENSG00000157103,237
ENSG00000157106,12295
ENSG00000157107,2130
ENSG00000157110,4432
ENSG00000157111,12
ENSG00000157119,0
ENSG00000157131,0
ENSG00000157150,462
ENSG00000157152,62
ENSG00000157168,262
ENSG00000157181,1937
ENSG00000157184,1898
ENSG00000157191,4937
ENSG00000157193,381
ENSG00000157211,2
ENSG00000157212,1225
ENSG00000157214,660
ENSG00000157216,3495
ENSG00000157219,0
ENSG00000157224,2344
ENSG00000157227,52885
ENSG00000157240,4595
ENSG00000157259,2975
ENSG00000157303,8159
ENSG00000157306,63
ENSG00000157315,22
ENSG00000157322,5
ENSG00000157326,1065
ENSG00000157330,2
ENSG00000157335,1
ENSG00000157343,20
ENSG00000157349,779
ENSG00000157350,1661
ENSG00000157353,1175
ENSG00000157368,316
ENSG00000157379,2782
ENSG00000157388,5601
ENSG00000157399,250
ENSG00000157404,1346
ENSG00000157423,22
ENSG00000157426,1045
ENSG00000157429,286
ENSG00000157445,11
ENSG00000157450,2342
ENSG00000157456,430
ENSG00000157470,57
ENSG00000157483,5910
ENSG00000157500,4357
ENSG00000157502,1579
ENSG00000157510,1049
ENSG00000157514,14761
ENSG00000157538,3989
ENSG00000157540,5147
ENSG00000157542,96
ENSG00000157551,276
ENSG00000157554,1809
ENSG00000157557,2302
ENSG00000157570,1959
ENSG00000157578,167
ENSG00000157593,5407
ENSG00000157600,4163
ENSG00000157601,1948
ENSG00000157613,2710
ENSG00000157617,2330
ENSG00000157625,3269
ENSG00000157637,8567
ENSG00000157653,25
ENSG00000157654,42
ENSG00000157657,2372
ENSG00000157680,422
ENSG00000157693,3009
ENSG00000157703,100
ENSG00000157734,164
ENSG00000157741,2973
ENSG00000157764,2193
ENSG00000157765,215
ENSG00000157766,381
ENSG00000157778,1536
ENSG00000157782,25
ENSG00000157796,2030
ENSG00000157800,2813
ENSG00000157823,2835
ENSG00000157827,1479
ENSG00000157833,458
ENSG00000157837,5706
ENSG00000157851,0
ENSG00000157856,36
ENSG00000157869,781
ENSG00000157870,6305
ENSG00000157873,2367
ENSG00000157881,1022
ENSG00000157884,3
ENSG00000157890,7
ENSG00000157895,1198
ENSG00000157911,1371
ENSG00000157916,8081
ENSG00000157927,63
ENSG00000157933,6558
ENSG00000157954,5522
ENSG00000157965,0
ENSG00000157978,2734
ENSG00000157985,6676
ENSG00000157992,1070
ENSG00000157999,63
ENSG00000158006,1324
ENSG00000158008,104
ENSG00000158014,275
ENSG00000158019,2793
ENSG00000158022,40
ENSG00000158023,99
ENSG00000158042,3985
ENSG00000158050,122
ENSG00000158055,1224
ENSG00000158062,1387
ENSG00000158077,0
ENSG00000158079,682
ENSG00000158089,28
ENSG00000158092,1778
ENSG00000158104,29
ENSG00000158106,3961
ENSG00000158109,6153
ENSG00000158113,17
ENSG00000158122,1146
ENSG00000158125,8
ENSG00000158156,660
ENSG00000158158,3324
ENSG00000158161,3463
ENSG00000158163,180
ENSG00000158164,23
ENSG00000158169,911
ENSG00000158186,1838
ENSG00000158195,18141
ENSG00000158201,678
ENSG00000158220,77
ENSG00000158234,725
ENSG00000158246,3385
ENSG00000158258,13573
ENSG00000158270,2352
ENSG00000158286,797
ENSG00000158290,5230
ENSG00000158292,1117
ENSG00000158296,162
ENSG00000158301,777
ENSG00000158315,225
ENSG00000158321,2534
ENSG00000158352,1098
ENSG00000158373,2103
ENSG00000158402,64
ENSG00000158406,183
ENSG00000158411,699
ENSG00000158417,11563
ENSG00000158423,206
ENSG00000158427,2
ENSG00000158428,49
ENSG00000158435,3555
ENSG00000158445,75
ENSG00000158457,866
ENSG00000158458,26
ENSG00000158467,2056
ENSG00000158470,3888
ENSG00000158473,53
ENSG00000158477,19
ENSG00000158480,1304
ENSG00000158481,53
ENSG00000158482,0
ENSG00000158483,481
ENSG00000158485,12
ENSG00000158486,14
ENSG00000158488,13
ENSG00000158497,2
ENSG00000158516,1
ENSG00000158517,112
ENSG00000158525,4
ENSG00000158526,4353
ENSG00000158528,719
ENSG00000158545,1815
ENSG00000158552,1423
ENSG00000158553,0
ENSG00000158555,706
ENSG00000158560,72
ENSG00000158571,67
ENSG00000158578,2
ENSG00000158604,7215
ENSG00000158615,5298
ENSG00000158623,4067
ENSG00000158636,1492
ENSG00000158639,0
ENSG00000158669,12112
ENSG00000158683,60
ENSG00000158691,283
ENSG00000158710,30761
ENSG00000158711,3195
ENSG00000158714,781
ENSG00000158715,273
ENSG00000158716,1294
ENSG00000158717,576
ENSG00000158731,0
ENSG00000158747,5979
ENSG00000158748,1
ENSG00000158764,0
ENSG00000158769,7883
ENSG00000158773,2378
ENSG00000158786,1
ENSG00000158792,425
ENSG00000158793,1416
ENSG00000158796,2381
ENSG00000158805,506
ENSG00000158806,6
ENSG00000158813,192
ENSG00000158815,2
ENSG00000158816,12
ENSG00000158825,85
ENSG00000158828,2726
ENSG00000158850,2322
ENSG00000158856,595
ENSG00000158859,1373
ENSG00000158863,3482
ENSG00000158864,8039
ENSG00000158865,16
ENSG00000158869,2509
ENSG00000158874,0
ENSG00000158882,1109
ENSG00000158887,25
ENSG00000158901,1
ENSG00000158941,4574
ENSG00000158955,7
ENSG00000158966,410
ENSG00000158985,2824
ENSG00000158987,367
ENSG00000159023,3915
ENSG00000159055,636
ENSG00000159063,2830
ENSG00000159069,5410
ENSG00000159079,1323
ENSG00000159082,837
ENSG00000159086,1276
ENSG00000159110,842
ENSG00000159111,3665
ENSG00000159128,5371
ENSG00000159131,3932
ENSG00000159140,23938
ENSG00000159147,386
ENSG00000159164,84
ENSG00000159166,1516
ENSG00000159167,3972
ENSG00000159173,19
ENSG00000159176,26629
ENSG00000159182,0
ENSG00000159184,0
ENSG00000159186,0
ENSG00000159189,5757
ENSG00000159197,31
ENSG00000159199,2889
ENSG00000159200,2253
ENSG00000159202,10544
ENSG00000159208,712
ENSG00000159210,3050
ENSG00000159212,12703
ENSG00000159214,1427
ENSG00000159216,14836
ENSG00000159217,39
ENSG00000159224,1
ENSG00000159228,1152
ENSG00000159231,397
ENSG00000159239,512
ENSG00000159247,224
ENSG00000159248,0
ENSG00000159251,129
ENSG00000159256,2359
ENSG00000159259,662
ENSG00000159261,80
ENSG00000159263,7012
ENSG00000159267,2246
ENSG00000159289,0
ENSG00000159307,63
ENSG00000159314,1061
ENSG00000159322,3039
ENSG00000159335,22815
ENSG00000159337,6
ENSG00000159339,6
ENSG00000159346,9161
ENSG00000159348,9630
ENSG00000159352,8659
ENSG00000159363,6642
ENSG00000159374,50
ENSG00000159377,9542
ENSG00000159387,60
ENSG00000159388,5316
ENSG00000159398,0
ENSG00000159399,5422
ENSG00000159403,19376
ENSG00000159409,4
ENSG00000159423,2159
ENSG00000159433,787
ENSG00000159445,1405
ENSG00000159450,69
ENSG00000159455,0
ENSG00000159459,2977
ENSG00000159461,17805
ENSG00000159479,2769
ENSG00000159495,0
ENSG00000159496,37
ENSG00000159516,0
ENSG00000159527,0
ENSG00000159556,1
ENSG00000159579,2274
ENSG00000159588,46
ENSG00000159592,8911
ENSG00000159593,1588
ENSG00000159596,1947
ENSG00000159618,53
ENSG00000159625,2
ENSG00000159640,1256
ENSG00000159648,5
ENSG00000159650,0
ENSG00000159658,12181
ENSG00000159674,4172
ENSG00000159685,598
ENSG00000159692,6880
ENSG00000159708,32
ENSG00000159712,4
ENSG00000159713,3933
ENSG00000159714,870
ENSG00000159720,7407
ENSG00000159723,4
ENSG00000159733,992
ENSG00000159753,226
ENSG00000159761,91
ENSG00000159763,3395
ENSG00000159784,145
ENSG00000159788,1917
ENSG00000159792,2421
ENSG00000159840,13796
ENSG00000159842,8207
ENSG00000159860,10
ENSG00000159871,147
ENSG00000159873,353
ENSG00000159882,279
ENSG00000159884,254
ENSG00000159885,146
ENSG00000159899,704
ENSG00000159904,1
ENSG00000159905,42
ENSG00000159915,165
ENSG00000159917,214
ENSG00000159921,1215
ENSG00000159958,53
ENSG00000159961,1
ENSG00000160007,20757
ENSG00000160013,430
ENSG00000160014,13645
ENSG00000160049,2494
ENSG00000160050,287
ENSG00000160051,293
ENSG00000160055,803
ENSG00000160058,7912
ENSG00000160062,789
ENSG00000160072,656
ENSG00000160075,8707
ENSG00000160087,3533
ENSG00000160094,2840
ENSG00000160097,144
ENSG00000160111,1746
ENSG00000160113,4694
ENSG00000160117,32
ENSG00000160124,541
ENSG00000160131,2494
ENSG00000160145,508
ENSG00000160161,2812
ENSG00000160172,380
ENSG00000160179,4396
ENSG00000160180,8602
ENSG00000160181,6
ENSG00000160182,4480
ENSG00000160183,2989
ENSG00000160185,49
ENSG00000160188,576
ENSG00000160190,1545
ENSG00000160191,165
ENSG00000160193,411
ENSG00000160194,2552
ENSG00000160199,1449
ENSG00000160200,13
ENSG00000160201,98
ENSG00000160202,1
ENSG00000160207,102
ENSG00000160208,2863
ENSG00000160209,10143
ENSG00000160211,3595
ENSG00000160213,7220
ENSG00000160214,1503
ENSG00000160216,5092
ENSG00000160218,2191
ENSG00000160219,233
ENSG00000160221,144
ENSG00000160223,29
ENSG00000160224,3
ENSG00000160226,999
ENSG00000160229,263
ENSG00000160233,566
ENSG00000160255,7796
ENSG00000160256,488
ENSG00000160271,4887
ENSG00000160282,8
ENSG00000160284,445
ENSG00000160285,3149
ENSG00000160293,10029
ENSG00000160294,7405
ENSG00000160298,281
ENSG00000160299,2504
ENSG00000160305,2374
ENSG00000160307,179
ENSG00000160310,4918
ENSG00000160318,12
ENSG00000160321,227
ENSG00000160323,283
ENSG00000160325,4153
ENSG00000160326,297
ENSG00000160336,1310
ENSG00000160339,93
ENSG00000160345,834
ENSG00000160349,10
ENSG00000160352,567
ENSG00000160360,795
ENSG00000160392,1819
ENSG00000160396,31
ENSG00000160401,319
ENSG00000160404,658
ENSG00000160408,4461
ENSG00000160410,2675
ENSG00000160439,1049
ENSG00000160445,7142
ENSG00000160446,1483
ENSG00000160447,388
ENSG00000160460,438
ENSG00000160469,164
ENSG00000160471,42
ENSG00000160472,12
ENSG00000160505,11
ENSG00000160539,212
ENSG00000160551,8054
ENSG00000160563,1142
ENSG00000160570,1673
ENSG00000160584,5230
ENSG00000160588,1512
ENSG00000160593,268
ENSG00000160602,457
ENSG00000160606,780
ENSG00000160613,2522
ENSG00000160633,5764
ENSG00000160654,76
ENSG00000160678,958
ENSG00000160679,5230
ENSG00000160683,1
ENSG00000160685,6961
ENSG00000160688,2435
ENSG00000160691,10057
ENSG00000160695,5978
ENSG00000160703,1510
ENSG00000160710,25323
ENSG00000160712,788
ENSG00000160714,5307
ENSG00000160716,22
ENSG00000160741,3156
ENSG00000160746,3546
ENSG00000160752,4168
ENSG00000160753,2356
ENSG00000160766,99
ENSG00000160767,1764
ENSG00000160781,381
ENSG00000160783,1237
ENSG00000160785,3523
ENSG00000160789,53422
ENSG00000160791,449
ENSG00000160796,5314
ENSG00000160799,2389
ENSG00000160801,204
ENSG00000160803,3302
ENSG00000160808,57
ENSG00000160813,683
ENSG00000160818,2600
ENSG00000160838,7
ENSG00000160856,25
ENSG00000160862,71357
ENSG00000160867,248
ENSG00000160868,1
ENSG00000160870,17
ENSG00000160877,5209
ENSG00000160882,0
ENSG00000160883,169
ENSG00000160886,867
ENSG00000160888,3054
ENSG00000160908,1194
ENSG00000160917,1180
ENSG00000160932,17541
ENSG00000160948,12499
ENSG00000160949,920
ENSG00000160951,5
ENSG00000160953,3241
ENSG00000160957,1177
ENSG00000160959,3812
ENSG00000160961,730
ENSG00000160963,1
ENSG00000160972,1819
ENSG00000160973,24
ENSG00000160991,2806
ENSG00000160993,550
ENSG00000160994,0
ENSG00000160999,122
ENSG00000161010,1065
ENSG00000161011,21165
ENSG00000161013,5809
ENSG00000161016,97171
ENSG00000161021,3815
ENSG00000161031,622
ENSG00000161036,731
ENSG00000161040,52
ENSG00000161048,770
ENSG00000161055,69
ENSG00000161057,5665
ENSG00000161082,67
ENSG00000161091,2878
ENSG00000161103,1
ENSG00000161132,8
ENSG00000161133,28
ENSG00000161149,5
ENSG00000161179,640
ENSG00000161180,2
ENSG00000161202,8099
ENSG00000161203,21019
ENSG00000161204,4667
ENSG00000161217,7631
ENSG00000161243,682
ENSG00000161249,1244
ENSG00000161265,487
ENSG00000161267,1381
ENSG00000161270,0
ENSG00000161277,400
ENSG00000161281,686
ENSG00000161298,168
ENSG00000161328,847
ENSG00000161381,3675
ENSG00000161395,4241
ENSG00000161405,312
ENSG00000161509,71
ENSG00000161513,1258
ENSG00000161526,3307
ENSG00000161533,4225
ENSG00000161542,2700
ENSG00000161544,1284
ENSG00000161547,6037
ENSG00000161551,904
ENSG00000161558,294
ENSG00000161594,5
ENSG00000161609,9
ENSG00000161610,0
ENSG00000161618,1981
ENSG00000161634,2
ENSG00000161638,10602
ENSG00000161640,6
ENSG00000161642,4688
ENSG00000161643,11
ENSG00000161647,460
ENSG00000161649,126
ENSG00000161652,0
ENSG00000161653,560
ENSG00000161654,608
ENSG00000161664,179
ENSG00000161671,9039
ENSG00000161677,743
ENSG00000161681,74
ENSG00000161682,96
ENSG00000161692,297
ENSG00000161714,5807
ENSG00000161791,4916
ENSG00000161798,8
ENSG00000161800,1359
ENSG00000161807,0
ENSG00000161813,3653
ENSG00000161835,323
ENSG00000161847,1301
ENSG00000161849,0
ENSG00000161850,0
ENSG00000161860,58
ENSG00000161888,137
ENSG00000161896,28
ENSG00000161904,4079
ENSG00000161905,91
ENSG00000161911,41
ENSG00000161912,132
ENSG00000161914,252
ENSG00000161920,733
ENSG00000161921,4810
ENSG00000161929,199
ENSG00000161939,17
ENSG00000161940,1469
ENSG00000161944,16
ENSG00000161955,1193
ENSG00000161956,1448
ENSG00000161958,36
ENSG00000161960,315
ENSG00000161970,22240
ENSG00000161973,3
ENSG00000161980,2373
ENSG00000161981,2797
ENSG00000161992,1
ENSG00000161996,3291
ENSG00000161999,7822
ENSG00000162004,655
ENSG00000162006,25
ENSG00000162009,0
ENSG00000162032,214
ENSG00000162039,1
ENSG00000162040,2
ENSG00000162062,354
ENSG00000162063,1838
ENSG00000162065,2736
ENSG00000162066,2333
ENSG00000162068,7
ENSG00000162069,3574
ENSG00000162073,1424
ENSG00000162076,2603
ENSG00000162078,11117
ENSG00000162086,2987
ENSG00000162104,8197
ENSG00000162105,3503
ENSG00000162129,957
ENSG00000162139,971
ENSG00000162144,2144
ENSG00000162148,167
ENSG00000162174,103
ENSG00000162188,26
ENSG00000162191,5926
ENSG00000162194,162
ENSG00000162222,1490
ENSG00000162227,737
ENSG00000162231,4070
ENSG00000162236,5933
ENSG00000162241,847
ENSG00000162244,28847
ENSG00000162267,68
ENSG00000162298,10010
ENSG00000162300,637
ENSG00000162302,2170
ENSG00000162337,5442
ENSG00000162341,920
ENSG00000162344,0
ENSG00000162365,5
ENSG00000162366,1571
ENSG00000162367,174
ENSG00000162368,7133
ENSG00000162373,100
ENSG00000162374,16
ENSG00000162377,1304
ENSG00000162378,2472
ENSG00000162383,245
ENSG00000162384,2077
ENSG00000162385,1401
ENSG00000162390,231
ENSG00000162391,10
ENSG00000162396,772
ENSG00000162398,3
ENSG00000162399,4
ENSG00000162402,5648
ENSG00000162407,3082
ENSG00000162408,1879
ENSG00000162409,28
ENSG00000162413,5784
ENSG00000162415,262
ENSG00000162419,1696
ENSG00000162426,123
ENSG00000162430,11498
ENSG00000162433,3094
ENSG00000162434,24283
ENSG00000162437,467
ENSG00000162438,2
ENSG00000162441,2020
ENSG00000162444,2051
ENSG00000162456,1
ENSG00000162458,5470
ENSG00000162460,1
ENSG00000162461,48
ENSG00000162482,3379
ENSG00000162490,72
ENSG00000162493,2679
ENSG00000162494,0
ENSG00000162496,3286
ENSG00000162510,11
ENSG00000162511,16544
ENSG00000162512,4867
ENSG00000162517,7160
ENSG00000162520,607
ENSG00000162521,14652
ENSG00000162522,17815
ENSG00000162526,22
ENSG00000162542,1733
ENSG00000162543,2709
ENSG00000162545,7326
ENSG00000162551,417
ENSG00000162552,687
ENSG00000162571,28
ENSG00000162572,194
ENSG00000162576,15452
ENSG00000162585,2159
ENSG00000162591,1863
ENSG00000162592,1
ENSG00000162594,2
ENSG00000162595,25
ENSG00000162598,0
ENSG00000162599,5651
ENSG00000162600,1228
ENSG00000162601,1725
ENSG00000162604,2165
ENSG00000162607,3297
ENSG00000162613,6292
ENSG00000162614,1221
ENSG00000162616,772
ENSG00000162618,1969
ENSG00000162620,94
ENSG00000162621,1
ENSG00000162623,1791
ENSG00000162624,12
ENSG00000162627,1669
ENSG00000162630,11
ENSG00000162631,11
ENSG00000162636,4851
ENSG00000162639,650
ENSG00000162641,8
ENSG00000162642,834
ENSG00000162643,30
ENSG00000162645,5743
ENSG00000162650,180
ENSG00000162654,1135
ENSG00000162664,1696
ENSG00000162669,4
ENSG00000162670,1
ENSG00000162676,47
ENSG00000162685,0
ENSG00000162687,41
ENSG00000162688,2353
ENSG00000162692,2104
ENSG00000162694,849
ENSG00000162695,2779
ENSG00000162699,0
ENSG00000162702,1668
ENSG00000162704,8468
ENSG00000162706,97
ENSG00000162711,249
ENSG00000162714,2420
ENSG00000162722,70
ENSG00000162723,11
ENSG00000162727,0
ENSG00000162728,2
ENSG00000162729,4103
ENSG00000162733,5485
ENSG00000162734,20036
ENSG00000162735,6246
ENSG00000162736,9200
ENSG00000162738,278
ENSG00000162739,129
ENSG00000162745,9435
ENSG00000162746,59
ENSG00000162747,19
ENSG00000162753,3
ENSG00000162755,495
ENSG00000162757,367
ENSG00000162761,9
ENSG00000162763,0
ENSG00000162769,568
ENSG00000162771,0
ENSG00000162772,1152
ENSG00000162775,727
ENSG00000162777,5360
ENSG00000162779,19
ENSG00000162782,1431
ENSG00000162783,1228
ENSG00000162804,4547
ENSG00000162813,1834
ENSG00000162814,247
ENSG00000162817,2500
ENSG00000162819,3591
ENSG00000162825,97
ENSG00000162836,1138
ENSG00000162840,8
ENSG00000162843,10
ENSG00000162849,4060
ENSG00000162851,1274
ENSG00000162852,2650
ENSG00000162869,1625
ENSG00000162873,128
ENSG00000162877,26
ENSG00000162878,402
ENSG00000162881,26
ENSG00000162882,232
ENSG00000162885,706
ENSG00000162888,6
ENSG00000162889,19074
ENSG00000162891,45
ENSG00000162892,129
ENSG00000162894,621
ENSG00000162896,12
ENSG00000162897,0
ENSG00000162909,18848
ENSG00000162910,1777
ENSG00000162913,38
ENSG00000162923,10911
ENSG00000162924,851
ENSG00000162927,449
ENSG00000162928,2422
ENSG00000162929,339
ENSG00000162931,109
ENSG00000162944,285
ENSG00000162946,263
ENSG00000162947,0
ENSG00000162949,1326
ENSG00000162951,2
ENSG00000162959,80
ENSG00000162961,2082
ENSG00000162971,620
ENSG00000162972,919
ENSG00000162975,252
ENSG00000162976,21796
ENSG00000162980,2271
ENSG00000162981,2187
ENSG00000162989,13
ENSG00000162992,0
ENSG00000162994,161
ENSG00000162997,77
ENSG00000162998,1862
ENSG00000162999,98
ENSG00000163001,2898
ENSG00000163002,850
ENSG00000163006,184
ENSG00000163009,20
ENSG00000163012,1
ENSG00000163013,1092
ENSG00000163016,21
ENSG00000163017,2191
ENSG00000163026,662
ENSG00000163029,1846
ENSG00000163032,164
ENSG00000163040,535
ENSG00000163041,1628
ENSG00000163046,0
ENSG00000163050,2382
ENSG00000163053,882
ENSG00000163060,13
ENSG00000163064,239
ENSG00000163069,3283
ENSG00000163071,1927
ENSG00000163072,1444
ENSG00000163075,113
ENSG00000163081,1
ENSG00000163082,23
ENSG00000163083,7420
ENSG00000163092,0
ENSG00000163093,506
ENSG00000163098,0
ENSG00000163104,2540
ENSG00000163106,286
ENSG00000163110,17983
ENSG00000163114,0
ENSG00000163116,6
ENSG00000163121,11
ENSG00000163125,4757
ENSG00000163126,53
ENSG00000163131,3780
ENSG00000163132,297
ENSG00000163138,701
ENSG00000163141,1391
ENSG00000163145,617
ENSG00000163154,230
ENSG00000163155,718
ENSG00000163156,1493
ENSG00000163157,0
ENSG00000163159,2891
ENSG00000163161,2675
ENSG00000163162,3853
ENSG00000163166,3662
ENSG00000163170,592
ENSG00000163171,1255
ENSG00000163191,22348
ENSG00000163202,0
ENSG00000163206,0
ENSG00000163207,0
ENSG00000163209,0
ENSG00000163214,2016
ENSG00000163216,0
ENSG00000163217,0
ENSG00000163218,0
ENSG00000163219,612
ENSG00000163220,482
ENSG00000163221,6
ENSG00000163235,835
ENSG00000163239,53
ENSG00000163249,1255
ENSG00000163251,625
ENSG00000163254,0
ENSG00000163257,3559
ENSG00000163263,9
ENSG00000163273,26
ENSG00000163281,839
ENSG00000163283,1
ENSG00000163285,0
ENSG00000163286,0
ENSG00000163288,0
ENSG00000163291,417
ENSG00000163293,86
ENSG00000163295,0
ENSG00000163297,3164
ENSG00000163312,698
ENSG00000163319,826
ENSG00000163320,6004
ENSG00000163322,666
ENSG00000163328,405
ENSG00000163331,1
ENSG00000163344,4445
ENSG00000163346,8214
ENSG00000163347,1243
ENSG00000163348,4607
ENSG00000163349,8992
ENSG00000163352,3
ENSG00000163354,71
ENSG00000163357,63
ENSG00000163359,205624
ENSG00000163362,126
ENSG00000163364,398
ENSG00000163374,3989
ENSG00000163376,68
ENSG00000163377,0
ENSG00000163378,1019
ENSG00000163380,5
ENSG00000163382,8542
ENSG00000163389,1178
ENSG00000163393,348
ENSG00000163394,2
ENSG00000163395,25
ENSG00000163399,34943
ENSG00000163406,63
ENSG00000163412,2804
ENSG00000163421,2
ENSG00000163424,1
ENSG00000163428,2871
ENSG00000163430,44806
ENSG00000163431,2734
ENSG00000163435,11931
ENSG00000163440,0
ENSG00000163444,2398
ENSG00000163449,83
ENSG00000163453,21632
ENSG00000163462,95
ENSG00000163463,1101
ENSG00000163464,9
ENSG00000163466,19373
ENSG00000163467,22
ENSG00000163468,18292
ENSG00000163472,1604
ENSG00000163479,17521
ENSG00000163481,1475
ENSG00000163482,3094
ENSG00000163485,1957
ENSG00000163491,80
ENSG00000163492,12
ENSG00000163497,0
ENSG00000163499,0
ENSG00000163501,1
ENSG00000163507,252
ENSG00000163508,51
ENSG00000163510,1738
ENSG00000163512,1588
ENSG00000163513,9156
ENSG00000163515,0
ENSG00000163516,1890
ENSG00000163517,5650
ENSG00000163518,9
ENSG00000163519,23
ENSG00000163520,17300
ENSG00000163521,1272
ENSG00000163527,13982
ENSG00000163528,877
ENSG00000163530,0
ENSG00000163531,380
ENSG00000163534,11
ENSG00000163535,284
ENSG00000163536,750
ENSG00000163539,3447
ENSG00000163541,4342
ENSG00000163545,484
ENSG00000163554,27
ENSG00000163558,2247
ENSG00000163563,825
ENSG00000163564,58
ENSG00000163565,5848
ENSG00000163568,31
ENSG00000163576,20
ENSG00000163577,342
ENSG00000163581,0
ENSG00000163584,939
ENSG00000163586,2
ENSG00000163590,1001
ENSG00000163596,173
ENSG00000163597,1662
ENSG00000163599,44
ENSG00000163600,24
ENSG00000163602,4870
ENSG00000163605,3710
ENSG00000163606,42
ENSG00000163607,351
ENSG00000163608,2816
ENSG00000163611,1541
ENSG00000163612,3
ENSG00000163617,808
ENSG00000163618,47
ENSG00000163623,38
ENSG00000163624,2987
ENSG00000163625,4985
ENSG00000163626,1103
ENSG00000163629,3999
ENSG00000163630,0
ENSG00000163631,6
ENSG00000163632,10
ENSG00000163633,382
ENSG00000163634,2394
ENSG00000163635,1960
ENSG00000163636,4359
ENSG00000163637,2386
ENSG00000163638,849
ENSG00000163644,918
ENSG00000163645,8
ENSG00000163646,2
ENSG00000163655,5706
ENSG00000163659,3278
ENSG00000163660,2815
ENSG00000163661,74
ENSG00000163666,45
ENSG00000163673,88
ENSG00000163681,4895
ENSG00000163682,38467
ENSG00000163683,13840
ENSG00000163684,1329
ENSG00000163686,348
ENSG00000163687,28
ENSG00000163689,152
ENSG00000163694,9718
ENSG00000163697,15568
ENSG00000163701,1288
ENSG00000163702,3425
ENSG00000163703,1823
ENSG00000163704,1010
ENSG00000163705,4
ENSG00000163710,496
ENSG00000163714,4476
ENSG00000163719,2695
ENSG00000163728,2141
ENSG00000163734,7
ENSG00000163735,7
ENSG00000163736,1
ENSG00000163737,1
ENSG00000163738,350
ENSG00000163739,1
ENSG00000163743,1340
ENSG00000163746,5
ENSG00000163749,84
ENSG00000163751,3026
ENSG00000163754,3515
ENSG00000163755,1987
ENSG00000163762,424
ENSG00000163781,2592
ENSG00000163785,3673
ENSG00000163788,2860
ENSG00000163792,24
ENSG00000163793,1
ENSG00000163794,72
ENSG00000163795,890
ENSG00000163798,2261
ENSG00000163803,149
ENSG00000163806,20
ENSG00000163807,2389
ENSG00000163808,215
ENSG00000163810,3
ENSG00000163811,3580
ENSG00000163812,4892
ENSG00000163814,3892
ENSG00000163815,411
ENSG00000163817,36
ENSG00000163818,3764
ENSG00000163820,6878
ENSG00000163823,929
ENSG00000163825,0
ENSG00000163827,44
ENSG00000163832,1588
ENSG00000163833,1
ENSG00000163840,3481
ENSG00000163848,3668
ENSG00000163864,712
ENSG00000163866,2872
ENSG00000163867,916
ENSG00000163870,2304
