Gene stable ID,d86f17a9-0ee2-4bd1-993d-f23ba7fe3a26
ENSG00000106258,63
ENSG00000106261,11905
ENSG00000106263,18589
ENSG00000106266,2036
ENSG00000106268,697
ENSG00000106278,86
ENSG00000106290,2259
ENSG00000106299,19104
ENSG00000106302,13
ENSG00000106304,1
ENSG00000106305,1633
ENSG00000106327,96
ENSG00000106328,20
ENSG00000106330,1458
ENSG00000106331,0
ENSG00000106333,1874
ENSG00000106336,26
ENSG00000106341,0
ENSG00000106344,8542
ENSG00000106346,1583
ENSG00000106348,17079
ENSG00000106351,326
ENSG00000106355,3193
ENSG00000106366,2683
ENSG00000106367,3724
ENSG00000106384,0
ENSG00000106392,3868
ENSG00000106397,11009
ENSG00000106399,1115
ENSG00000106400,3695
ENSG00000106404,533
ENSG00000106410,0
ENSG00000106415,557
ENSG00000106436,2
ENSG00000106443,4512
ENSG00000106459,1615
ENSG00000106460,2868
ENSG00000106462,2414
ENSG00000106477,1994
ENSG00000106479,539
ENSG00000106483,1176
ENSG00000106484,4547
ENSG00000106511,146
ENSG00000106524,709
ENSG00000106526,124
ENSG00000106536,0
ENSG00000106537,3588
ENSG00000106538,723
ENSG00000106540,0
ENSG00000106541,31
ENSG00000106546,8590
ENSG00000106554,11093
ENSG00000106560,250
ENSG00000106565,1703
ENSG00000106571,943
ENSG00000106588,1024
ENSG00000106591,1854
ENSG00000106603,2068
ENSG00000106605,965
ENSG00000106608,2086
ENSG00000106609,10137
ENSG00000106610,182
ENSG00000106615,6462
ENSG00000106617,1641
ENSG00000106624,10642
ENSG00000106628,6278
ENSG00000106631,0
ENSG00000106633,4
ENSG00000106635,3174
ENSG00000106636,6168
ENSG00000106638,3488
ENSG00000106648,1
ENSG00000106665,2087
ENSG00000106682,18829
ENSG00000106683,3738
ENSG00000106686,17
ENSG00000106688,299
ENSG00000106689,4
ENSG00000106692,4796
ENSG00000106701,1148
ENSG00000106714,282
ENSG00000106723,15329
ENSG00000106733,1023
ENSG00000106771,8401
ENSG00000106772,241
ENSG00000106780,3497
ENSG00000106785,5614
ENSG00000106789,3838
ENSG00000106799,11959
ENSG00000106803,7301
ENSG00000106804,176
ENSG00000106809,84
ENSG00000106819,1251
ENSG00000106823,418
ENSG00000106829,3700
ENSG00000106852,1417
ENSG00000106853,2567
ENSG00000106868,884
ENSG00000106927,32
ENSG00000106948,2277
ENSG00000106952,218
ENSG00000106976,590
ENSG00000106991,6767
ENSG00000106992,448
ENSG00000106993,1800
ENSG00000107014,27
ENSG00000107018,6
ENSG00000107020,1563
ENSG00000107021,1763
ENSG00000107036,4393
ENSG00000107077,1989
ENSG00000107099,2486
ENSG00000107104,10859
ENSG00000107105,1857
ENSG00000107130,2589
ENSG00000107140,3948
ENSG00000107147,11
ENSG00000107159,214
ENSG00000107164,3900
ENSG00000107165,2113
ENSG00000107175,3186
ENSG00000107185,5511
ENSG00000107186,4368
ENSG00000107187,1
ENSG00000107201,5316
ENSG00000107223,3940
ENSG00000107242,542
ENSG00000107249,2625
ENSG00000107262,11290
ENSG00000107263,6530
ENSG00000107281,2104
ENSG00000107282,793
ENSG00000107290,7576
ENSG00000107295,1
ENSG00000107317,50
ENSG00000107331,1897
ENSG00000107338,1072
ENSG00000107341,16181
ENSG00000107362,1638
ENSG00000107371,2589
ENSG00000107372,18000
ENSG00000107404,1560
ENSG00000107438,9831
ENSG00000107443,2008
ENSG00000107447,2
ENSG00000107485,7442
ENSG00000107518,125
ENSG00000107521,4273
ENSG00000107537,3287
ENSG00000107551,8041
ENSG00000107554,1243
ENSG00000107560,1278
ENSG00000107562,1649
ENSG00000107566,5452
ENSG00000107581,25333
ENSG00000107593,24
ENSG00000107611,156
ENSG00000107614,959
ENSG00000107625,3251
ENSG00000107643,3392
ENSG00000107651,5751
ENSG00000107669,2383
ENSG00000107672,1646
ENSG00000107679,4703
ENSG00000107719,842
ENSG00000107731,3427
ENSG00000107736,300
ENSG00000107738,3055
ENSG00000107742,2630
ENSG00000107745,4971
ENSG00000107758,3612
ENSG00000107771,11826
ENSG00000107779,2381
ENSG00000107789,1095
ENSG00000107796,5765
ENSG00000107798,5393
ENSG00000107807,4
ENSG00000107815,3072
ENSG00000107816,4588
ENSG00000107819,4222
ENSG00000107821,195
ENSG00000107829,1893
ENSG00000107831,4
ENSG00000107833,3048
ENSG00000107854,6869
ENSG00000107859,4
ENSG00000107862,9232
ENSG00000107863,14771
ENSG00000107864,472
ENSG00000107872,353
ENSG00000107874,2534
ENSG00000107882,2001
ENSG00000107890,1015
ENSG00000107897,3529
ENSG00000107902,1276
ENSG00000107929,12290
ENSG00000107937,15440
ENSG00000107938,2636
ENSG00000107949,6736
ENSG00000107951,6809
ENSG00000107954,1172
ENSG00000107957,8963
ENSG00000107959,14715
ENSG00000107960,1452
ENSG00000107968,1370
ENSG00000107984,9
ENSG00000108001,64
ENSG00000108010,9631
ENSG00000108018,4
ENSG00000108021,28986
ENSG00000108039,5823
ENSG00000108055,11327
ENSG00000108061,5311
ENSG00000108064,4059
ENSG00000108091,5452
ENSG00000108094,9005
ENSG00000108100,9350
ENSG00000108106,2290
ENSG00000108107,45640
ENSG00000108175,16115
ENSG00000108176,57
ENSG00000108179,14374
ENSG00000108187,148
ENSG00000108219,11137
ENSG00000108231,0
ENSG00000108239,1287
ENSG00000108242,6
ENSG00000108244,2380
ENSG00000108255,1
ENSG00000108256,9729
ENSG00000108262,6357
ENSG00000108298,49297
ENSG00000108306,1536
ENSG00000108309,22
ENSG00000108312,6056
ENSG00000108342,0
ENSG00000108344,7913
ENSG00000108349,9471
ENSG00000108352,801
ENSG00000108370,263
ENSG00000108375,420
ENSG00000108379,300
ENSG00000108381,30
ENSG00000108384,69
ENSG00000108387,332
ENSG00000108389,5648
ENSG00000108395,4971
ENSG00000108405,5
ENSG00000108406,6119
ENSG00000108417,1
ENSG00000108423,1378
ENSG00000108424,47803
ENSG00000108433,872
ENSG00000108439,3625
ENSG00000108442,0
ENSG00000108443,4430
ENSG00000108448,361
ENSG00000108452,0
ENSG00000108465,4045
ENSG00000108468,18036
ENSG00000108469,2901
ENSG00000108474,492
ENSG00000108479,1443
ENSG00000108506,2131
ENSG00000108509,2011
ENSG00000108510,12219
ENSG00000108511,37
ENSG00000108515,96
ENSG00000108516,0
ENSG00000108518,29634
ENSG00000108523,4035
ENSG00000108528,1871
ENSG00000108551,133
ENSG00000108556,22
ENSG00000108557,2294
ENSG00000108559,4720
ENSG00000108561,10087
ENSG00000108576,13
ENSG00000108578,4059
ENSG00000108582,10223
ENSG00000108587,3942
ENSG00000108588,13460
ENSG00000108590,445
ENSG00000108591,1202
ENSG00000108592,3432
ENSG00000108599,1676
ENSG00000108602,5
ENSG00000108604,9066
ENSG00000108622,277
ENSG00000108639,10157
ENSG00000108641,206
ENSG00000108651,6141
ENSG00000108654,59983
ENSG00000108666,921
ENSG00000108669,2708
ENSG00000108671,10211
ENSG00000108679,28450
ENSG00000108684,0
ENSG00000108688,24
ENSG00000108691,976
ENSG00000108700,123
ENSG00000108702,0
ENSG00000108733,416
ENSG00000108759,2
ENSG00000108771,477
ENSG00000108773,2263
ENSG00000108774,4006
ENSG00000108784,1040
ENSG00000108785,9
ENSG00000108786,99
ENSG00000108788,3211
ENSG00000108797,245
ENSG00000108798,450
ENSG00000108799,1166
ENSG00000108813,236
ENSG00000108819,2227
ENSG00000108821,134682
ENSG00000108823,8
ENSG00000108825,13
ENSG00000108826,1620
ENSG00000108828,9838
ENSG00000108829,24187
ENSG00000108830,46
ENSG00000108839,909
ENSG00000108840,3275
ENSG00000108846,281
ENSG00000108848,8003
ENSG00000108849,0
ENSG00000108852,130
ENSG00000108854,3836
ENSG00000108861,5519
ENSG00000108878,1
ENSG00000108883,7737
ENSG00000108924,335
ENSG00000108932,181
ENSG00000108946,16520
ENSG00000108947,44
ENSG00000108950,2253
ENSG00000108953,39613
ENSG00000108958,38
ENSG00000108960,1222
ENSG00000108961,224
ENSG00000108963,1066
ENSG00000108984,435
ENSG00000109016,993
ENSG00000109046,3282
ENSG00000109047,0
ENSG00000109061,5
ENSG00000109062,4317
ENSG00000109063,77
ENSG00000109065,1733
ENSG00000109066,2093
ENSG00000109072,2
ENSG00000109079,3875
ENSG00000109083,1226
ENSG00000109084,2329
ENSG00000109089,4562
ENSG00000109099,6996
ENSG00000109101,21
ENSG00000109103,1814
ENSG00000109107,579
ENSG00000109111,7599
ENSG00000109113,2012
ENSG00000109118,2329
ENSG00000109132,0
ENSG00000109133,6169
ENSG00000109158,0
ENSG00000109163,9
ENSG00000109171,4720
ENSG00000109180,6063
ENSG00000109181,0
ENSG00000109182,241
ENSG00000109184,3908
ENSG00000109189,1917
ENSG00000109193,15
ENSG00000109205,9
ENSG00000109208,0
ENSG00000109220,642
ENSG00000109255,51
ENSG00000109265,34
ENSG00000109270,4446
ENSG00000109272,2
ENSG00000109320,8464
ENSG00000109321,2215
ENSG00000109323,4025
ENSG00000109332,31553
ENSG00000109339,1419
ENSG00000109381,3170
ENSG00000109390,3169
ENSG00000109424,2
ENSG00000109436,3535
ENSG00000109445,2559
ENSG00000109452,287
ENSG00000109458,2910
ENSG00000109466,522
ENSG00000109471,0
ENSG00000109472,583
ENSG00000109475,30583
ENSG00000109501,1485
ENSG00000109511,0
ENSG00000109519,3062
ENSG00000109534,2614
ENSG00000109536,902
ENSG00000109572,3170
ENSG00000109576,192
ENSG00000109586,1934
ENSG00000109606,12129
ENSG00000109610,136
ENSG00000109618,636
ENSG00000109625,10
ENSG00000109654,10603
ENSG00000109667,588
ENSG00000109670,2128
ENSG00000109674,270
ENSG00000109680,334
ENSG00000109684,16
ENSG00000109685,9207
ENSG00000109686,3395
ENSG00000109689,1224
ENSG00000109705,20
ENSG00000109736,4673
ENSG00000109738,107
ENSG00000109743,307
ENSG00000109756,2248
ENSG00000109758,22
ENSG00000109762,493
ENSG00000109771,45
ENSG00000109775,815
ENSG00000109787,4777
ENSG00000109790,3818
ENSG00000109794,207
ENSG00000109805,3975
ENSG00000109814,2694
ENSG00000109819,8
ENSG00000109832,13
ENSG00000109846,16489
ENSG00000109851,29
ENSG00000109854,4676
ENSG00000109861,9661
ENSG00000109881,1772
ENSG00000109906,3
ENSG00000109911,853
ENSG00000109917,2660
ENSG00000109919,11955
ENSG00000109920,6602
ENSG00000109927,63
ENSG00000109929,1322
ENSG00000109943,32
ENSG00000109944,76
ENSG00000109956,18
ENSG00000109971,91794
ENSG00000109991,0
ENSG00000110002,1074
ENSG00000110011,1034
ENSG00000110013,2249
ENSG00000110025,28
ENSG00000110031,1265
ENSG00000110042,3705
ENSG00000110046,1604
ENSG00000110047,4394
ENSG00000110048,8919
ENSG00000110057,3282
ENSG00000110060,945
ENSG00000110063,2287
ENSG00000110066,4993
ENSG00000110074,2485
ENSG00000110075,9745
ENSG00000110076,54
ENSG00000110077,1468
ENSG00000110079,343
ENSG00000110080,14507
ENSG00000110090,6624
ENSG00000110092,10706
ENSG00000110104,3473
ENSG00000110107,12736
ENSG00000110108,15634
ENSG00000110148,4
ENSG00000110169,32
ENSG00000110171,558
ENSG00000110172,2806
ENSG00000110195,1205
ENSG00000110200,726
ENSG00000110203,0
ENSG00000110218,2225
ENSG00000110237,2226
ENSG00000110243,0
ENSG00000110244,0
ENSG00000110245,0
ENSG00000110274,1258
ENSG00000110315,2980
ENSG00000110318,358
ENSG00000110321,83576
ENSG00000110324,1213
ENSG00000110328,2093
ENSG00000110330,7886
ENSG00000110344,3596
ENSG00000110367,12926
ENSG00000110375,6
ENSG00000110395,4644
ENSG00000110400,5516
ENSG00000110422,15735
ENSG00000110427,2205
ENSG00000110429,5901
ENSG00000110435,5732
ENSG00000110436,231
ENSG00000110442,2658
ENSG00000110446,2068
ENSG00000110448,184
ENSG00000110455,562
ENSG00000110484,23
ENSG00000110492,1728
ENSG00000110497,3328
ENSG00000110514,3661
ENSG00000110536,1284
ENSG00000110583,1659
ENSG00000110619,2574
ENSG00000110628,214
ENSG00000110651,21801
ENSG00000110660,1034
ENSG00000110665,8
ENSG00000110675,7
ENSG00000110680,2
ENSG00000110693,2753
ENSG00000110696,14383
ENSG00000110697,1600
ENSG00000110700,34052
ENSG00000110711,1670
ENSG00000110713,19608
ENSG00000110717,3020
ENSG00000110719,2365
ENSG00000110721,9164
ENSG00000110723,1811
ENSG00000110756,3069
ENSG00000110768,4657
ENSG00000110777,18
ENSG00000110786,5
ENSG00000110799,5531
ENSG00000110801,1104
ENSG00000110811,729
ENSG00000110841,4499
ENSG00000110844,266
ENSG00000110848,133
ENSG00000110851,3816
ENSG00000110852,365
ENSG00000110871,1222
ENSG00000110876,1050
ENSG00000110880,14099
ENSG00000110881,651
ENSG00000110887,0
ENSG00000110888,571
ENSG00000110900,95
ENSG00000110906,6536
ENSG00000110911,8218
ENSG00000110917,17624
ENSG00000110921,569
ENSG00000110925,2996
ENSG00000110931,7235
ENSG00000110934,493
ENSG00000110944,73
ENSG00000110955,61021
ENSG00000110958,26679
ENSG00000110975,0
ENSG00000110987,1648
ENSG00000111011,5047
ENSG00000111012,2216
ENSG00000111046,0
ENSG00000111049,0
ENSG00000111052,55
ENSG00000111057,11420
ENSG00000111058,453
ENSG00000111077,1257
ENSG00000111087,3
ENSG00000111110,11227
ENSG00000111142,5819
ENSG00000111144,5621
ENSG00000111145,3559
ENSG00000111181,54
ENSG00000111186,184
ENSG00000111196,2615
ENSG00000111199,780
ENSG00000111203,828
ENSG00000111206,10924
ENSG00000111215,56
ENSG00000111218,0
ENSG00000111224,173
ENSG00000111229,14541
ENSG00000111231,1804
ENSG00000111237,4003
ENSG00000111241,0
ENSG00000111245,0
ENSG00000111247,1922
ENSG00000111249,12
ENSG00000111252,3425
ENSG00000111254,51
ENSG00000111261,2515
ENSG00000111262,8
ENSG00000111266,3394
ENSG00000111269,1887
ENSG00000111271,1690
ENSG00000111275,1254
ENSG00000111276,2914
ENSG00000111291,6
ENSG00000111300,5319
ENSG00000111305,0
ENSG00000111319,1098
ENSG00000111321,7780
ENSG00000111325,79
ENSG00000111328,34190
ENSG00000111331,6385
ENSG00000111335,4784
ENSG00000111339,2
ENSG00000111341,151918
ENSG00000111344,3078
ENSG00000111348,11809
ENSG00000111358,6357
ENSG00000111361,8568
ENSG00000111364,3418
ENSG00000111371,36124
ENSG00000111404,2
ENSG00000111405,148
ENSG00000111412,5154
ENSG00000111424,4785
ENSG00000111432,35
ENSG00000111445,2296
ENSG00000111450,817
ENSG00000111452,23
ENSG00000111481,11700
ENSG00000111490,775
ENSG00000111530,14161
ENSG00000111536,0
ENSG00000111537,3
ENSG00000111540,9409
ENSG00000111554,828
ENSG00000111581,5537
ENSG00000111596,4360
ENSG00000111602,3567
ENSG00000111605,8450
ENSG00000111615,3411
ENSG00000111639,5125
ENSG00000111640,185561
ENSG00000111641,4016
ENSG00000111642,28500
ENSG00000111644,90
ENSG00000111647,2695
ENSG00000111652,3316
ENSG00000111653,2314
ENSG00000111664,151
ENSG00000111665,1575
ENSG00000111666,5726
ENSG00000111667,5893
ENSG00000111669,30215
ENSG00000111670,8703
ENSG00000111671,137
ENSG00000111674,1529
ENSG00000111676,16208
ENSG00000111678,1505
ENSG00000111679,1650
ENSG00000111684,1197
ENSG00000111696,553
ENSG00000111700,0
ENSG00000111701,1
ENSG00000111704,1
ENSG00000111707,8983
ENSG00000111711,3554
ENSG00000111713,22
ENSG00000111716,36880
ENSG00000111725,1843
ENSG00000111726,2645
ENSG00000111727,434
ENSG00000111728,1633
ENSG00000111729,183
ENSG00000111731,3465
ENSG00000111732,3
ENSG00000111737,4106
ENSG00000111752,475
ENSG00000111775,9644
ENSG00000111780,3
ENSG00000111783,7
ENSG00000111785,1634
ENSG00000111786,4701
ENSG00000111788,214
ENSG00000111790,1494
ENSG00000111796,33
ENSG00000111799,27071
ENSG00000111801,897
ENSG00000111802,2177
ENSG00000111816,1023
ENSG00000111817,2505
ENSG00000111832,2581
ENSG00000111834,15
ENSG00000111837,23
ENSG00000111843,2764
ENSG00000111845,1240
ENSG00000111846,2394
ENSG00000111850,724
ENSG00000111859,1884
ENSG00000111860,302
ENSG00000111863,49
ENSG00000111875,1822
ENSG00000111877,1643
ENSG00000111879,520
ENSG00000111880,2765
ENSG00000111885,6029
ENSG00000111886,21
ENSG00000111897,8916
ENSG00000111906,1468
ENSG00000111907,5520
ENSG00000111911,3671
ENSG00000111912,5186
ENSG00000111913,105
ENSG00000111961,3795
ENSG00000111962,180
ENSG00000111981,699
ENSG00000112029,1157
ENSG00000112031,630
ENSG00000112033,3273
ENSG00000112038,0
ENSG00000112039,696
ENSG00000112041,3
ENSG00000112053,41
ENSG00000112062,5033
ENSG00000112077,2
ENSG00000112078,8241
ENSG00000112079,9566
ENSG00000112081,27131
ENSG00000112096,43504
ENSG00000112110,2481
ENSG00000112115,0
ENSG00000112116,2
ENSG00000112118,10574
ENSG00000112130,1902
ENSG00000112137,281
ENSG00000112139,213
ENSG00000112144,5983
ENSG00000112146,3648
ENSG00000112149,1830
ENSG00000112159,8573
ENSG00000112164,18
ENSG00000112167,1682
ENSG00000112175,33
ENSG00000112182,94
ENSG00000112183,44
ENSG00000112186,620
ENSG00000112195,3
ENSG00000112200,3729
ENSG00000112208,1982
ENSG00000112210,1161
ENSG00000112212,3
ENSG00000112214,32
ENSG00000112218,1136
ENSG00000112232,1
ENSG00000112234,2485
ENSG00000112237,9759
ENSG00000112238,11
ENSG00000112242,3725
ENSG00000112245,15230
ENSG00000112246,142
ENSG00000112249,10790
ENSG00000112273,0
ENSG00000112276,290
ENSG00000112280,0
ENSG00000112282,2272
ENSG00000112290,612
ENSG00000112293,33
ENSG00000112294,755
ENSG00000112297,19530
ENSG00000112299,52
ENSG00000112303,22
ENSG00000112304,1232
ENSG00000112305,1394
ENSG00000112306,41114
ENSG00000112308,9313
ENSG00000112309,42
ENSG00000112312,1181
ENSG00000112319,16
ENSG00000112320,625
ENSG00000112333,82
ENSG00000112335,15242
ENSG00000112337,0
ENSG00000112339,4335
ENSG00000112343,1978
ENSG00000112357,451
ENSG00000112365,2824
ENSG00000112367,1546
ENSG00000112378,17150
ENSG00000112379,1286
ENSG00000112394,599
ENSG00000112406,5888
ENSG00000112414,2169
ENSG00000112419,2597
ENSG00000112425,321
ENSG00000112462,0
ENSG00000112473,8733
ENSG00000112486,18
ENSG00000112494,67
ENSG00000112499,1
ENSG00000112511,1160
ENSG00000112514,7794
ENSG00000112530,4
ENSG00000112531,9914
ENSG00000112539,0
ENSG00000112541,167
ENSG00000112559,1076
ENSG00000112561,793
ENSG00000112562,518
ENSG00000112576,2531
ENSG00000112578,2844
ENSG00000112584,3265
ENSG00000112592,1574
ENSG00000112599,31
ENSG00000112619,16
ENSG00000112624,3199
ENSG00000112640,8708
ENSG00000112651,1744
ENSG00000112655,6626
ENSG00000112658,5450
ENSG00000112659,1746
ENSG00000112667,826
ENSG00000112679,1546
ENSG00000112685,2700
ENSG00000112695,8482
ENSG00000112697,14128
ENSG00000112699,1873
ENSG00000112701,9605
ENSG00000112706,37
ENSG00000112715,5873
ENSG00000112739,3879
ENSG00000112742,6656
ENSG00000112759,6107
ENSG00000112761,11
ENSG00000112763,1677
ENSG00000112769,4950
ENSG00000112773,2654
ENSG00000112782,97
ENSG00000112787,5095
ENSG00000112796,1318
ENSG00000112799,386
ENSG00000112812,2796
ENSG00000112818,1
ENSG00000112837,133
ENSG00000112851,7629
ENSG00000112852,1442
ENSG00000112855,4526
ENSG00000112874,848
ENSG00000112877,562
ENSG00000112893,4215
ENSG00000112902,892
ENSG00000112936,32
ENSG00000112941,4375
ENSG00000112964,1470
ENSG00000112972,9209
ENSG00000112977,12414
ENSG00000112981,70
ENSG00000112983,6110
ENSG00000112984,7008
ENSG00000112992,11121
ENSG00000112996,4915
ENSG00000113013,52096
ENSG00000113048,6726
ENSG00000113068,4379
ENSG00000113070,611
ENSG00000113073,4
ENSG00000113083,9091
ENSG00000113088,58
ENSG00000113100,0
ENSG00000113108,495
ENSG00000113119,1116
ENSG00000113140,92651
ENSG00000113141,6588
ENSG00000113161,3681
ENSG00000113163,2775
ENSG00000113194,8912
ENSG00000113196,0
ENSG00000113205,445
ENSG00000113209,33
ENSG00000113211,22
ENSG00000113212,530
ENSG00000113231,590
ENSG00000113240,739
ENSG00000113248,82
ENSG00000113249,2
ENSG00000113262,43
ENSG00000113263,162
ENSG00000113269,6771
ENSG00000113272,901
ENSG00000113273,1352
ENSG00000113282,8493
ENSG00000113296,569
ENSG00000113300,15063
ENSG00000113302,4
ENSG00000113303,8
ENSG00000113312,3732
ENSG00000113318,1744
ENSG00000113319,555
ENSG00000113327,198
ENSG00000113328,6252
ENSG00000113356,1535
ENSG00000113360,6674
ENSG00000113361,248
ENSG00000113368,9945
ENSG00000113369,16642
ENSG00000113384,13376
ENSG00000113387,14614
ENSG00000113389,962
ENSG00000113391,1529
ENSG00000113396,766
ENSG00000113407,9592
ENSG00000113430,2
ENSG00000113441,3584
ENSG00000113448,323
ENSG00000113456,2982
ENSG00000113460,4254
ENSG00000113492,6
ENSG00000113494,5794
ENSG00000113504,12538
ENSG00000113520,1
ENSG00000113522,6488
ENSG00000113525,2
ENSG00000113532,900
ENSG00000113552,5584
ENSG00000113555,800
ENSG00000113558,18114
ENSG00000113569,8366
ENSG00000113575,10854
ENSG00000113578,2051
ENSG00000113580,6242
ENSG00000113583,4297
ENSG00000113593,1534
ENSG00000113594,205
ENSG00000113595,946
ENSG00000113597,1663
ENSG00000113600,0
ENSG00000113615,5660
ENSG00000113621,2636
ENSG00000113638,675
ENSG00000113643,6953
ENSG00000113645,6954
ENSG00000113648,16508
ENSG00000113649,7755
ENSG00000113657,16982
ENSG00000113658,5303
ENSG00000113712,14295
ENSG00000113716,3761
ENSG00000113719,13740
ENSG00000113721,6338
ENSG00000113722,14
ENSG00000113732,6829
ENSG00000113734,753
ENSG00000113739,5497
ENSG00000113742,1812
ENSG00000113749,49
ENSG00000113758,11745
ENSG00000113761,1099
ENSG00000113763,161
ENSG00000113790,1499
ENSG00000113805,95
ENSG00000113810,16654
ENSG00000113811,1784
ENSG00000113812,2009
ENSG00000113838,878
ENSG00000113845,5492
ENSG00000113851,2447
ENSG00000113889,2
ENSG00000113905,0
ENSG00000113916,2140
ENSG00000113924,36
ENSG00000113946,81
ENSG00000113966,665
ENSG00000113971,339
ENSG00000114013,1119
ENSG00000114019,6402
ENSG00000114021,4805
ENSG00000114023,4793
ENSG00000114026,1070
ENSG00000114030,6743
ENSG00000114054,4978
ENSG00000114062,8409
ENSG00000114098,4595
ENSG00000114107,3790
ENSG00000114113,16
ENSG00000114115,2860
ENSG00000114120,5902
ENSG00000114124,3
ENSG00000114125,4723
ENSG00000114126,6063
ENSG00000114127,5382
ENSG00000114166,658
ENSG00000114200,120
ENSG00000114204,8
ENSG00000114209,6082
ENSG00000114248,8
ENSG00000114251,2200
ENSG00000114268,429
ENSG00000114270,242
ENSG00000114279,1978
ENSG00000114302,6397
ENSG00000114315,5536
ENSG00000114316,4035
ENSG00000114331,5584
ENSG00000114346,13700
ENSG00000114349,39
ENSG00000114353,16109
ENSG00000114354,15346
ENSG00000114374,1
ENSG00000114378,694
ENSG00000114383,930
ENSG00000114388,879
ENSG00000114391,46494
ENSG00000114395,454
ENSG00000114405,1452
ENSG00000114416,15571
ENSG00000114423,2971
ENSG00000114439,11446
ENSG00000114446,2990
ENSG00000114450,7173
ENSG00000114455,3
ENSG00000114473,7970
ENSG00000114480,3633
ENSG00000114487,0
ENSG00000114491,5420
ENSG00000114503,12257
ENSG00000114520,3874
ENSG00000114529,367
ENSG00000114541,1430
ENSG00000114544,4894
ENSG00000114547,3841
ENSG00000114554,10525
ENSG00000114573,17001
ENSG00000114626,655
ENSG00000114631,4631
ENSG00000114638,174
ENSG00000114646,51
ENSG00000114648,1606
ENSG00000114650,5249
ENSG00000114654,20
ENSG00000114656,69
ENSG00000114670,1007
ENSG00000114686,13683
ENSG00000114698,750
ENSG00000114735,862
ENSG00000114737,2554
ENSG00000114738,4187
ENSG00000114739,1439
ENSG00000114742,13730
ENSG00000114744,8720
ENSG00000114745,6282
ENSG00000114757,33
ENSG00000114767,783
ENSG00000114770,6453
ENSG00000114771,5
ENSG00000114779,2955
ENSG00000114784,1547
ENSG00000114786,4
ENSG00000114790,634
ENSG00000114796,10775
ENSG00000114805,1321
ENSG00000114812,504
ENSG00000114841,542
ENSG00000114850,18911
ENSG00000114853,463
ENSG00000114854,8
ENSG00000114857,4317
ENSG00000114859,1393
ENSG00000114861,3409
ENSG00000114867,37769
ENSG00000114902,5309
ENSG00000114904,1868
ENSG00000114923,1173
ENSG00000114933,2831
ENSG00000114942,31204
ENSG00000114948,56
ENSG00000114956,3654
ENSG00000114978,16803
ENSG00000114982,5062
ENSG00000114988,2042
ENSG00000114993,5749
ENSG00000114999,3955
ENSG00000115008,56
ENSG00000115009,121
ENSG00000115020,4655
ENSG00000115041,155
ENSG00000115042,2001
ENSG00000115053,94888
ENSG00000115073,2383
ENSG00000115084,3972
ENSG00000115085,63
ENSG00000115091,24914
ENSG00000115107,9974
ENSG00000115109,2749
ENSG00000115112,26154
ENSG00000115128,7316
ENSG00000115129,709
ENSG00000115137,800
ENSG00000115138,3
ENSG00000115145,2178
ENSG00000115155,40
ENSG00000115159,7444
ENSG00000115163,2601
ENSG00000115165,524
ENSG00000115170,3526
ENSG00000115183,3579
ENSG00000115194,6
ENSG00000115204,3248
ENSG00000115207,15512
ENSG00000115211,4370
ENSG00000115216,9387
ENSG00000115221,860
ENSG00000115226,501
ENSG00000115232,1009
ENSG00000115233,8333
ENSG00000115234,7262
ENSG00000115239,157
ENSG00000115241,21914
ENSG00000115252,115
ENSG00000115255,62
ENSG00000115257,7
ENSG00000115263,0
ENSG00000115266,66
ENSG00000115267,7048
ENSG00000115268,10724
ENSG00000115271,3189
ENSG00000115274,147
ENSG00000115275,4441
ENSG00000115282,644
ENSG00000115286,1531
ENSG00000115289,1334
ENSG00000115290,746
ENSG00000115295,1581
ENSG00000115297,1
ENSG00000115306,27277
ENSG00000115307,8585
ENSG00000115310,18852
ENSG00000115317,1640
ENSG00000115318,285
ENSG00000115325,289
ENSG00000115339,6909
ENSG00000115350,2641
ENSG00000115353,1252
ENSG00000115355,6062
ENSG00000115361,44
ENSG00000115363,324
ENSG00000115364,5268
ENSG00000115365,9438
ENSG00000115368,16963
ENSG00000115380,38232
ENSG00000115386,0
ENSG00000115392,2264
ENSG00000115414,229012
ENSG00000115415,64920
ENSG00000115419,46805
ENSG00000115421,2771
ENSG00000115423,59
ENSG00000115425,1057
ENSG00000115446,2106
ENSG00000115457,5042
ENSG00000115459,966
ENSG00000115461,18911
ENSG00000115464,18448
ENSG00000115468,39518
ENSG00000115474,11
ENSG00000115484,21836
ENSG00000115486,3131
ENSG00000115488,0
ENSG00000115504,7361
ENSG00000115507,394
ENSG00000115514,2581
ENSG00000115520,3654
ENSG00000115523,73
ENSG00000115524,47342
ENSG00000115525,269
ENSG00000115526,898
ENSG00000115539,2399
ENSG00000115540,3222
ENSG00000115541,17552
ENSG00000115548,6862
ENSG00000115556,585
ENSG00000115561,9408
ENSG00000115568,3697
ENSG00000115590,308
ENSG00000115592,42
ENSG00000115593,2499
ENSG00000115594,2791
ENSG00000115596,438
ENSG00000115598,433
ENSG00000115602,11
ENSG00000115604,520
ENSG00000115607,16
ENSG00000115616,243
ENSG00000115641,4010
ENSG00000115648,272
ENSG00000115649,4586
ENSG00000115652,2949
ENSG00000115657,426
ENSG00000115661,2010
ENSG00000115665,0
ENSG00000115677,84816
ENSG00000115685,5640
ENSG00000115687,1180
ENSG00000115694,8038
ENSG00000115705,6
ENSG00000115718,39
ENSG00000115738,4351
