Gene stable ID,6b3c3b8b-3158-4475-ad04-9001ffb1e775
ENSG00000131626,7557
ENSG00000131634,1528
ENSG00000131650,59
ENSG00000131652,1828
ENSG00000131653,8286
ENSG00000131668,2
ENSG00000131669,10556
ENSG00000131686,0
ENSG00000131697,1019
ENSG00000131711,2545
ENSG00000131721,0
ENSG00000131724,12944
ENSG00000131725,1596
ENSG00000131730,118
ENSG00000131732,978
ENSG00000131737,2
ENSG00000131738,0
ENSG00000131746,87
ENSG00000131747,14788
ENSG00000131748,4060
ENSG00000131759,19745
ENSG00000131771,129
ENSG00000131773,415
ENSG00000131778,2402
ENSG00000131779,4312
ENSG00000131781,2372
ENSG00000131788,5465
ENSG00000131791,1517
ENSG00000131797,1217
ENSG00000131808,0
ENSG00000131828,3546
ENSG00000131831,891
ENSG00000131844,48494
ENSG00000131845,1947
ENSG00000131848,255
ENSG00000131849,357
ENSG00000131864,0
ENSG00000131871,3730
ENSG00000131873,5318
ENSG00000131876,1598
ENSG00000131885,1
ENSG00000131899,4139
ENSG00000131910,0
ENSG00000131914,1
ENSG00000131931,895
ENSG00000131941,2371
ENSG00000131943,1068
ENSG00000131944,440
ENSG00000131951,4
ENSG00000131966,4072
ENSG00000131969,26
ENSG00000131979,965
ENSG00000131981,6610
ENSG00000131982,0
ENSG00000132000,623
ENSG00000132002,9307
ENSG00000132003,1367
ENSG00000132004,1007
ENSG00000132005,1959
ENSG00000132010,89
ENSG00000132016,263
ENSG00000132017,1104
ENSG00000132024,3672
ENSG00000132026,348
ENSG00000132031,1236
ENSG00000132109,1943
ENSG00000132122,2626
ENSG00000132128,8678
ENSG00000132141,393
ENSG00000132153,7283
ENSG00000132155,7918
ENSG00000132164,12
ENSG00000132170,1339
ENSG00000132182,13584
ENSG00000132185,33
ENSG00000132196,5536
ENSG00000132199,3563
ENSG00000132204,3
ENSG00000132205,1168
ENSG00000132207,1
ENSG00000132254,7529
ENSG00000132256,2018
ENSG00000132259,18
ENSG00000132274,5065
ENSG00000132275,1281
ENSG00000132286,2538
ENSG00000132294,11364
ENSG00000132297,0
ENSG00000132300,5357
ENSG00000132305,10018
ENSG00000132313,3968
ENSG00000132321,190
ENSG00000132323,1663
ENSG00000132326,3989
ENSG00000132329,264
ENSG00000132330,174
ENSG00000132334,1332
ENSG00000132341,13093
ENSG00000132356,1501
ENSG00000132357,553
ENSG00000132359,392
ENSG00000132361,8760
ENSG00000132376,1743
ENSG00000132382,5484
ENSG00000132383,5973
ENSG00000132386,10180
ENSG00000132388,7874
ENSG00000132394,1327
ENSG00000132405,2327
ENSG00000132406,2252
ENSG00000132423,553
ENSG00000132424,7779
ENSG00000132429,14
ENSG00000132432,2273
ENSG00000132434,1608
ENSG00000132436,870
ENSG00000132437,0
ENSG00000132446,0
ENSG00000132463,9046
ENSG00000132464,2
ENSG00000132465,1375
ENSG00000132466,12408
ENSG00000132467,2385
ENSG00000132470,3747
ENSG00000132471,17300
ENSG00000132475,99703
ENSG00000132478,3931
ENSG00000132481,2068
ENSG00000132485,5232
ENSG00000132507,13100
ENSG00000132510,3083
ENSG00000132514,144
ENSG00000132517,87
ENSG00000132518,7
ENSG00000132522,130
ENSG00000132530,2478
ENSG00000132535,1701
ENSG00000132541,873
ENSG00000132549,5161
ENSG00000132554,3634
ENSG00000132561,378
ENSG00000132563,110
ENSG00000132570,1837
ENSG00000132581,4866
ENSG00000132589,8286
ENSG00000132591,5226
ENSG00000132600,1629
ENSG00000132603,1121
ENSG00000132604,1985
ENSG00000132612,2448
ENSG00000132613,795
ENSG00000132622,540
ENSG00000132623,2139
ENSG00000132631,0
ENSG00000132635,1829
ENSG00000132639,10
ENSG00000132640,1649
ENSG00000132646,5544
ENSG00000132661,1034
ENSG00000132664,891
ENSG00000132669,8170
ENSG00000132670,7667
ENSG00000132671,2
ENSG00000132676,10819
ENSG00000132677,21
ENSG00000132680,4132
ENSG00000132681,868
ENSG00000132688,3838
ENSG00000132692,256
ENSG00000132693,1
ENSG00000132694,8024
ENSG00000132698,7587
ENSG00000132702,19
ENSG00000132703,0
ENSG00000132704,7
ENSG00000132716,8455
ENSG00000132718,1377
ENSG00000132740,1898
ENSG00000132744,14
ENSG00000132746,548
ENSG00000132749,3210
ENSG00000132763,1277
ENSG00000132768,1660
ENSG00000132773,1257
ENSG00000132780,5940
ENSG00000132781,606
ENSG00000132792,3153
ENSG00000132793,743
ENSG00000132801,424
ENSG00000132819,928
ENSG00000132821,9
ENSG00000132823,3107
ENSG00000132824,18752
ENSG00000132825,1540
ENSG00000132832,31
ENSG00000132837,73
ENSG00000132840,330
ENSG00000132842,6442
ENSG00000132846,1217
ENSG00000132849,12827
ENSG00000132854,165
ENSG00000132855,0
ENSG00000132872,0
ENSG00000132874,31
ENSG00000132879,1438
ENSG00000132881,270
ENSG00000132906,1756
ENSG00000132911,1
ENSG00000132912,11945
ENSG00000132915,11
ENSG00000132932,55
ENSG00000132938,6
ENSG00000132950,1300
ENSG00000132952,1257
ENSG00000132953,2969
ENSG00000132958,10
ENSG00000132963,5295
ENSG00000132964,655
ENSG00000132965,1994
ENSG00000132967,795
ENSG00000132970,225
ENSG00000132972,1
ENSG00000132975,1
ENSG00000133019,82
ENSG00000133020,6
ENSG00000133026,4920
ENSG00000133027,2066
ENSG00000133028,1832
ENSG00000133030,13683
ENSG00000133048,1228
ENSG00000133055,20
ENSG00000133056,3085
ENSG00000133059,3874
ENSG00000133063,481
ENSG00000133065,2127
ENSG00000133067,37
ENSG00000133069,79
ENSG00000133083,12685
ENSG00000133101,50
ENSG00000133103,2513
ENSG00000133104,5189
ENSG00000133105,0
ENSG00000133106,1931
ENSG00000133107,91
ENSG00000133110,80169
ENSG00000133111,290
ENSG00000133112,140045
ENSG00000133114,2422
ENSG00000133115,0
ENSG00000133116,82
ENSG00000133119,1372
ENSG00000133121,2543
ENSG00000133124,0
ENSG00000133131,3188
ENSG00000133134,252
ENSG00000133135,304
ENSG00000133136,4
ENSG00000133138,1036
ENSG00000133142,8892
ENSG00000133169,9827
ENSG00000133193,2252
ENSG00000133195,9209
ENSG00000133216,699
ENSG00000133226,7627
ENSG00000133243,6111
ENSG00000133246,224
ENSG00000133247,740
ENSG00000133250,748
ENSG00000133256,448
ENSG00000133265,2117
ENSG00000133275,3908
ENSG00000133302,819
ENSG00000133313,13573
ENSG00000133315,1152
ENSG00000133316,1403
ENSG00000133317,166
ENSG00000133318,24341
ENSG00000133321,11540
ENSG00000133328,352
ENSG00000133392,3946
ENSG00000133393,4189
ENSG00000133398,1007
ENSG00000133401,1399
ENSG00000133422,4656
ENSG00000133424,5436
ENSG00000133433,476
ENSG00000133454,297
ENSG00000133460,959
ENSG00000133466,3336
ENSG00000133475,5
ENSG00000133477,2256
ENSG00000133488,4
ENSG00000133519,22
ENSG00000133561,1476
ENSG00000133574,1931
ENSG00000133597,2844
ENSG00000133606,12166
ENSG00000133612,3995
ENSG00000133619,561
ENSG00000133624,675
ENSG00000133627,476
ENSG00000133636,996
ENSG00000133639,10087
ENSG00000133640,19
ENSG00000133641,1199
ENSG00000133657,5526
ENSG00000133661,28
ENSG00000133665,32
ENSG00000133678,6307
ENSG00000133687,1506
ENSG00000133703,5365
ENSG00000133704,4069
ENSG00000133706,10260
ENSG00000133710,7
ENSG00000133731,924
ENSG00000133739,2007
ENSG00000133740,652
ENSG00000133742,2
ENSG00000133773,1189
ENSG00000133789,7945
ENSG00000133794,1439
ENSG00000133800,212
ENSG00000133805,1850
ENSG00000133808,226
ENSG00000133812,5926
ENSG00000133816,8389
ENSG00000133818,417
ENSG00000133835,11586
ENSG00000133858,2798
ENSG00000133863,0
ENSG00000133872,36033
ENSG00000133874,376
ENSG00000133878,3
ENSG00000133884,4927
ENSG00000133895,4276
ENSG00000133935,3080
ENSG00000133937,224
ENSG00000133943,5178
ENSG00000133958,29
ENSG00000133961,6746
ENSG00000133962,224
ENSG00000133980,0
ENSG00000133983,1821
ENSG00000133985,1824
ENSG00000133997,1182
ENSG00000134001,6103
ENSG00000134007,12
ENSG00000134013,4048
ENSG00000134014,4018
ENSG00000134020,90
ENSG00000134028,423
ENSG00000134030,1925
ENSG00000134042,150
ENSG00000134046,6197
ENSG00000134049,4576
ENSG00000134056,1128
ENSG00000134057,2430
ENSG00000134058,1858
ENSG00000134061,465
ENSG00000134070,214
ENSG00000134072,308
ENSG00000134077,3816
ENSG00000134086,4444
ENSG00000134107,92126
ENSG00000134108,15732
ENSG00000134109,17427
ENSG00000134115,4
ENSG00000134121,215
ENSG00000134138,314
ENSG00000134146,453
ENSG00000134152,1215
ENSG00000134153,4014
ENSG00000134160,4
ENSG00000134183,0
ENSG00000134184,8
ENSG00000134186,3924
ENSG00000134193,5
ENSG00000134198,302
ENSG00000134200,1
ENSG00000134201,140
ENSG00000134202,14659
ENSG00000134207,45
ENSG00000134215,13194
ENSG00000134216,2
ENSG00000134222,441
ENSG00000134240,377
ENSG00000134242,325
ENSG00000134243,15588
ENSG00000134245,189
ENSG00000134247,13747
ENSG00000134248,4089
ENSG00000134249,0
ENSG00000134250,29406
ENSG00000134253,1404
ENSG00000134255,3708
ENSG00000134256,163
ENSG00000134258,3063
ENSG00000134259,62
ENSG00000134262,797
ENSG00000134265,2648
ENSG00000134278,1950
ENSG00000134283,4059
ENSG00000134285,860
ENSG00000134287,21490
ENSG00000134291,4135
ENSG00000134294,5438
ENSG00000134297,233
ENSG00000134308,14190
ENSG00000134313,9439
ENSG00000134317,1137
ENSG00000134318,4657
ENSG00000134321,4412
ENSG00000134323,32
ENSG00000134324,1049
ENSG00000134326,2471
ENSG00000134330,2803
ENSG00000134333,34328
ENSG00000134339,633
ENSG00000134343,9
ENSG00000134352,66580
ENSG00000134363,429
ENSG00000134365,0
ENSG00000134369,7773
ENSG00000134371,6015
ENSG00000134375,5148
ENSG00000134376,44
ENSG00000134389,2
ENSG00000134398,1
ENSG00000134419,28047
ENSG00000134438,3
ENSG00000134440,14035
ENSG00000134443,263
ENSG00000134444,3050
ENSG00000134452,5242
ENSG00000134453,5285
ENSG00000134460,177
ENSG00000134461,471
ENSG00000134463,1330
ENSG00000134470,676
ENSG00000134480,2035
ENSG00000134489,13
ENSG00000134490,1896
ENSG00000134504,1857
ENSG00000134508,2373
ENSG00000134516,1894
ENSG00000134531,7367
ENSG00000134532,1286
ENSG00000134533,9328
ENSG00000134538,0
ENSG00000134539,85
ENSG00000134545,14
ENSG00000134548,4
ENSG00000134551,6
ENSG00000134569,201
ENSG00000134571,13
ENSG00000134574,2143
ENSG00000134575,7106
ENSG00000134588,1
ENSG00000134590,1985
ENSG00000134594,37
ENSG00000134595,0
ENSG00000134597,1273
ENSG00000134602,450
ENSG00000134612,24
ENSG00000134627,71
ENSG00000134640,0
ENSG00000134644,11516
ENSG00000134668,412
ENSG00000134684,6461
ENSG00000134686,7862
ENSG00000134690,939
ENSG00000134697,4845
ENSG00000134698,2163
ENSG00000134709,5664
ENSG00000134716,832
ENSG00000134717,4393
ENSG00000134744,651
ENSG00000134748,3588
ENSG00000134755,460
ENSG00000134757,57
ENSG00000134758,2097
ENSG00000134759,28867
ENSG00000134760,2
ENSG00000134762,60
ENSG00000134765,2
ENSG00000134769,181
ENSG00000134775,433
ENSG00000134779,4047
ENSG00000134780,874
ENSG00000134802,2173
ENSG00000134809,1383
ENSG00000134812,0
ENSG00000134815,2073
ENSG00000134817,3110
ENSG00000134824,2635
ENSG00000134825,3495
ENSG00000134827,21
ENSG00000134830,2710
ENSG00000134851,5827
ENSG00000134852,6712
ENSG00000134853,2328
ENSG00000134864,98
ENSG00000134871,39010
ENSG00000134873,1
ENSG00000134874,417
ENSG00000134882,5943
ENSG00000134884,2797
ENSG00000134897,726
ENSG00000134899,1797
ENSG00000134900,4614
ENSG00000134901,474
ENSG00000134905,3133
ENSG00000134909,6067
ENSG00000134910,8664
ENSG00000134917,33
ENSG00000134940,9
ENSG00000134954,6631
ENSG00000134955,1378
ENSG00000134962,109
ENSG00000134970,9120
ENSG00000134982,3487
ENSG00000134986,4376
ENSG00000134987,2948
ENSG00000134996,2580
ENSG00000135002,2208
ENSG00000135018,18267
ENSG00000135040,2688
ENSG00000135045,182
ENSG00000135046,5913
ENSG00000135047,6437
ENSG00000135048,3693
ENSG00000135049,1142
ENSG00000135052,24351
ENSG00000135063,738
ENSG00000135069,91
ENSG00000135070,3118
ENSG00000135074,1256
ENSG00000135077,1617
ENSG00000135083,375
ENSG00000135090,3595
ENSG00000135093,2307
ENSG00000135094,1375
ENSG00000135097,132
ENSG00000135100,3
ENSG00000135108,4806
ENSG00000135111,380
ENSG00000135114,4039
ENSG00000135116,8
ENSG00000135119,328
ENSG00000135124,3579
ENSG00000135127,1483
ENSG00000135144,184
ENSG00000135148,8202
ENSG00000135164,3782
ENSG00000135175,0
ENSG00000135185,566
ENSG00000135205,1031
ENSG00000135211,1033
ENSG00000135218,7285
ENSG00000135220,0
ENSG00000135222,0
ENSG00000135226,11
ENSG00000135241,3300
ENSG00000135245,1317
ENSG00000135248,8
ENSG00000135249,1351
ENSG00000135250,7275
ENSG00000135253,49
ENSG00000135269,1222
ENSG00000135272,1496
ENSG00000135297,1771
ENSG00000135298,13
ENSG00000135299,513
ENSG00000135312,5
ENSG00000135314,33
ENSG00000135315,883
ENSG00000135316,14659
ENSG00000135317,7273
ENSG00000135318,1378
ENSG00000135324,6
ENSG00000135333,28
ENSG00000135334,2571
ENSG00000135336,2683
ENSG00000135338,660
ENSG00000135341,4295
ENSG00000135346,63
ENSG00000135355,0
ENSG00000135362,606
ENSG00000135363,791
ENSG00000135365,4062
ENSG00000135372,6001
ENSG00000135373,7308
ENSG00000135374,108
ENSG00000135378,3263
ENSG00000135387,42987
ENSG00000135390,16598
ENSG00000135392,2589
ENSG00000135404,29588
ENSG00000135406,15
ENSG00000135407,363
ENSG00000135409,18
ENSG00000135413,0
ENSG00000135414,527
ENSG00000135423,86
ENSG00000135424,1322
ENSG00000135426,299
ENSG00000135436,46
ENSG00000135437,76
ENSG00000135439,237
ENSG00000135441,1161
ENSG00000135443,0
ENSG00000135446,4507
ENSG00000135447,298
ENSG00000135451,571
ENSG00000135452,3527
ENSG00000135454,369
ENSG00000135457,4139
ENSG00000135469,472
ENSG00000135472,58
ENSG00000135473,3886
ENSG00000135476,1084
ENSG00000135477,6
ENSG00000135480,1039
ENSG00000135482,1130
ENSG00000135486,38185
ENSG00000135502,18
ENSG00000135503,5262
ENSG00000135506,20714
ENSG00000135517,18
ENSG00000135519,10
ENSG00000135521,1451
ENSG00000135525,7851
ENSG00000135535,36359
ENSG00000135537,459
ENSG00000135540,644
ENSG00000135541,2570
ENSG00000135547,390
ENSG00000135549,8286
ENSG00000135569,0
ENSG00000135577,7
ENSG00000135587,892
ENSG00000135596,2476
ENSG00000135597,2977
ENSG00000135604,262
ENSG00000135605,77
ENSG00000135617,697
ENSG00000135622,1190
ENSG00000135624,16214
ENSG00000135625,6
ENSG00000135631,6100
ENSG00000135632,2305
ENSG00000135636,2431
ENSG00000135637,507
ENSG00000135638,40
ENSG00000135643,130
ENSG00000135655,3247
ENSG00000135677,28441
ENSG00000135678,1804
ENSG00000135679,10849
ENSG00000135686,1637
ENSG00000135697,2
ENSG00000135698,403
ENSG00000135702,1
ENSG00000135709,1097
ENSG00000135720,5875
ENSG00000135722,284
ENSG00000135723,2470
ENSG00000135736,335
ENSG00000135740,207
ENSG00000135744,1312
ENSG00000135747,13
ENSG00000135749,1310
ENSG00000135750,266
ENSG00000135763,1576
ENSG00000135766,2793
ENSG00000135773,700
ENSG00000135775,5482
ENSG00000135776,1709
ENSG00000135778,3536
ENSG00000135801,2029
ENSG00000135821,227377
ENSG00000135823,5312
ENSG00000135824,28
ENSG00000135828,1847
ENSG00000135829,20091
ENSG00000135835,183
ENSG00000135837,9764
ENSG00000135838,1307
ENSG00000135842,4505
ENSG00000135845,2751
ENSG00000135862,23647
ENSG00000135870,3958
ENSG00000135898,21
ENSG00000135899,1685
ENSG00000135900,2460
ENSG00000135902,1
ENSG00000135903,12
ENSG00000135905,3586
ENSG00000135912,712
ENSG00000135913,1910
ENSG00000135914,293
ENSG00000135916,2090
ENSG00000135917,388
ENSG00000135919,2134
ENSG00000135924,6615
ENSG00000135925,29
ENSG00000135926,7744
ENSG00000135929,1356
ENSG00000135930,3786
ENSG00000135931,2390
ENSG00000135932,6348
ENSG00000135940,6663
ENSG00000135945,2916
ENSG00000135951,579
ENSG00000135953,626
ENSG00000135956,15016
ENSG00000135960,0
ENSG00000135966,3532
ENSG00000135968,5675
ENSG00000135972,1842
ENSG00000135973,0
ENSG00000135974,1914
ENSG00000135976,421
ENSG00000135999,2702
ENSG00000136002,100
ENSG00000136003,5975
ENSG00000136010,1151
ENSG00000136011,36
ENSG00000136014,19
ENSG00000136021,4511
ENSG00000136026,7079
ENSG00000136040,3813
ENSG00000136044,4146
ENSG00000136045,3571
ENSG00000136048,1470
ENSG00000136051,4051
ENSG00000136052,447
ENSG00000136059,295
ENSG00000136068,119287
ENSG00000136098,451
ENSG00000136099,3
ENSG00000136100,3509
ENSG00000136104,1735
ENSG00000136108,2115
ENSG00000136110,1
ENSG00000136111,5655
ENSG00000136114,431
ENSG00000136122,321
ENSG00000136141,1793
ENSG00000136143,3121
ENSG00000136144,3946
ENSG00000136146,3106
ENSG00000136147,3251
ENSG00000136149,107
ENSG00000136152,3154
ENSG00000136153,2176
ENSG00000136155,5
ENSG00000136156,38902
ENSG00000136158,381
ENSG00000136159,1173
ENSG00000136160,1331
ENSG00000136161,801
ENSG00000136167,10435
ENSG00000136169,1738
ENSG00000136193,5174
ENSG00000136197,69
ENSG00000136205,10864
ENSG00000136206,22
ENSG00000136213,971
ENSG00000136231,5
ENSG00000136235,15180
ENSG00000136237,2991
ENSG00000136238,19772
ENSG00000136240,12655
ENSG00000136243,1501
ENSG00000136244,78
ENSG00000136247,2743
ENSG00000136250,306
ENSG00000136261,5695
ENSG00000136267,21
ENSG00000136270,3247
ENSG00000136271,5075
ENSG00000136273,783
ENSG00000136274,50
ENSG00000136275,1
ENSG00000136279,6835
ENSG00000136280,2158
ENSG00000136286,678
ENSG00000136295,4988
ENSG00000136297,0
ENSG00000136305,28
ENSG00000136315,1
ENSG00000136319,1359
ENSG00000136327,63
ENSG00000136352,1
ENSG00000136367,817
ENSG00000136371,259
ENSG00000136378,920
ENSG00000136379,853
ENSG00000136381,5096
ENSG00000136383,645
ENSG00000136404,299
ENSG00000136425,112
ENSG00000136436,21602
ENSG00000136444,3330
ENSG00000136448,14473
ENSG00000136449,397
ENSG00000136450,14356
ENSG00000136451,12016
ENSG00000136457,5573
ENSG00000136463,2338
ENSG00000136478,11838
ENSG00000136485,15098
ENSG00000136487,0
ENSG00000136488,0
ENSG00000136490,650
ENSG00000136492,1251
ENSG00000136504,6868
ENSG00000136514,636
ENSG00000136518,4018
ENSG00000136521,4807
ENSG00000136522,2099
ENSG00000136527,8456
ENSG00000136531,47
ENSG00000136535,0
ENSG00000136536,8983
ENSG00000136541,64
ENSG00000136542,3838
ENSG00000136546,94
ENSG00000136560,3380
ENSG00000136573,7
ENSG00000136574,7
ENSG00000136603,5120
ENSG00000136628,16670
ENSG00000136630,497
ENSG00000136631,5487
ENSG00000136634,61
ENSG00000136636,51500
ENSG00000136643,3671
ENSG00000136682,1156
ENSG00000136688,0
ENSG00000136689,1405
ENSG00000136694,0
ENSG00000136695,4
ENSG00000136696,1
ENSG00000136697,0
ENSG00000136698,0
ENSG00000136699,5830
ENSG00000136709,5847
ENSG00000136710,3457
ENSG00000136715,3036
ENSG00000136717,610
ENSG00000136718,2845
ENSG00000136720,3701
ENSG00000136731,10573
ENSG00000136732,876
ENSG00000136738,2138
ENSG00000136750,2
ENSG00000136754,4767
ENSG00000136758,16597
ENSG00000136770,27806
ENSG00000136783,1791
ENSG00000136802,3515
ENSG00000136807,4420
ENSG00000136810,8172
ENSG00000136811,3982
ENSG00000136813,19299
ENSG00000136816,1812
ENSG00000136819,4338
ENSG00000136824,4001
ENSG00000136826,884
ENSG00000136827,4058
ENSG00000136828,1442
ENSG00000136830,13467
ENSG00000136834,6
ENSG00000136839,0
ENSG00000136840,975
ENSG00000136842,48
ENSG00000136848,6288
ENSG00000136854,1764
ENSG00000136856,1131
ENSG00000136859,5195
ENSG00000136861,6433
ENSG00000136866,62
ENSG00000136867,148
ENSG00000136868,4598
ENSG00000136869,1209
ENSG00000136870,2560
ENSG00000136872,8
ENSG00000136874,1622
ENSG00000136875,2708
ENSG00000136877,4893
ENSG00000136878,2529
ENSG00000136881,4
ENSG00000136883,7674
ENSG00000136888,13228
ENSG00000136891,1542
ENSG00000136895,656
ENSG00000136897,2010
ENSG00000136908,2704
ENSG00000136918,0
ENSG00000136925,1455
ENSG00000136928,0
ENSG00000136929,1
ENSG00000136930,7367
ENSG00000136931,0
ENSG00000136932,909
ENSG00000136933,2103
ENSG00000136935,4756
ENSG00000136936,1113
ENSG00000136937,4232
ENSG00000136938,7992
ENSG00000136939,0
ENSG00000136940,1767
ENSG00000136942,15889
ENSG00000136943,297
ENSG00000136944,9045
ENSG00000136950,2874
ENSG00000136960,1873
ENSG00000136982,335
ENSG00000136986,7503
ENSG00000136997,3819
ENSG00000136999,234
ENSG00000137033,426
ENSG00000137038,2046
ENSG00000137040,3009
ENSG00000137054,1572
ENSG00000137055,3788
ENSG00000137070,494
ENSG00000137073,3893
ENSG00000137074,2981
ENSG00000137075,4316
ENSG00000137076,33599
ENSG00000137077,223
ENSG00000137078,90
ENSG00000137080,12
ENSG00000137090,0
ENSG00000137094,569
ENSG00000137098,69
ENSG00000137100,3189
ENSG00000137101,154
ENSG00000137103,3228
ENSG00000137106,5485
ENSG00000137124,2976
ENSG00000137133,2584
ENSG00000137135,252
ENSG00000137142,6
ENSG00000137145,7537
ENSG00000137154,71211
ENSG00000137161,4277
ENSG00000137166,6643
ENSG00000137168,2155
ENSG00000137171,2051
ENSG00000137177,15458
ENSG00000137185,959
ENSG00000137193,1509
ENSG00000137198,1153
ENSG00000137200,5859
ENSG00000137203,9728
ENSG00000137204,1
ENSG00000137207,9008
ENSG00000137210,3324
ENSG00000137216,8068
ENSG00000137218,429
ENSG00000137221,2149
ENSG00000137225,28
ENSG00000137251,0
ENSG00000137252,2
ENSG00000137261,126
ENSG00000137265,182
ENSG00000137266,1861
ENSG00000137267,334
ENSG00000137269,2831
ENSG00000137270,82
ENSG00000137273,197
ENSG00000137274,1358
ENSG00000137275,3847
ENSG00000137285,37
ENSG00000137288,2970
ENSG00000137309,4929
ENSG00000137310,1418
ENSG00000137312,15806
ENSG00000137331,18775
ENSG00000137337,4894
ENSG00000137338,414
ENSG00000137343,1345
ENSG00000137364,2520
ENSG00000137392,9
ENSG00000137393,2156
ENSG00000137404,1040
ENSG00000137409,9365
ENSG00000137411,2718
ENSG00000137413,2132
ENSG00000137414,6466
ENSG00000137434,95
ENSG00000137440,0
ENSG00000137441,25
ENSG00000137449,4618
ENSG00000137460,4456
ENSG00000137462,847
ENSG00000137463,8
ENSG00000137473,3
ENSG00000137474,195
ENSG00000137478,1698
ENSG00000137486,1687
ENSG00000137491,3927
ENSG00000137492,1781
ENSG00000137494,1483
ENSG00000137496,698
ENSG00000137497,39872
ENSG00000137500,1276
ENSG00000137501,6567
ENSG00000137502,17277
ENSG00000137504,2457
ENSG00000137507,4644
ENSG00000137509,10032
ENSG00000137513,845
ENSG00000137522,1919
ENSG00000137547,1557
ENSG00000137558,747
ENSG00000137561,16
ENSG00000137563,1422
ENSG00000137571,26
ENSG00000137573,32499
ENSG00000137574,1717
ENSG00000137575,8543
ENSG00000137601,2811
ENSG00000137628,11686
ENSG00000137634,1
ENSG00000137642,2990
ENSG00000137648,9440
ENSG00000137656,954
ENSG00000137672,317
ENSG00000137673,701
ENSG00000137674,0
ENSG00000137675,3
ENSG00000137691,58
ENSG00000137692,864
ENSG00000137693,5442
ENSG00000137699,83
ENSG00000137700,1047
ENSG00000137707,1
ENSG00000137709,516
ENSG00000137710,3131
ENSG00000137713,1843
ENSG00000137714,985
ENSG00000137720,962
ENSG00000137726,589
ENSG00000137727,164
ENSG00000137731,8
ENSG00000137745,563
ENSG00000137747,1466
ENSG00000137752,1717
ENSG00000137757,12
ENSG00000137760,2037
ENSG00000137764,1375
ENSG00000137766,2
ENSG00000137767,4541
ENSG00000137770,3314
ENSG00000137776,9663
ENSG00000137801,49521
ENSG00000137802,1966
ENSG00000137804,2887
ENSG00000137806,1487
ENSG00000137807,1359
ENSG00000137808,0
ENSG00000137809,11285
ENSG00000137812,1061
ENSG00000137814,1794
ENSG00000137815,9429
ENSG00000137817,3238
ENSG00000137818,75595
ENSG00000137819,612
ENSG00000137821,404
ENSG00000137822,1485
ENSG00000137824,5105
ENSG00000137825,13
ENSG00000137831,6297
ENSG00000137834,374
ENSG00000137841,852
ENSG00000137842,3323
ENSG00000137843,31
ENSG00000137845,12433
ENSG00000137857,846
ENSG00000137860,20
ENSG00000137868,678
ENSG00000137869,69
ENSG00000137871,3825
ENSG00000137872,1228
ENSG00000137875,1
ENSG00000137876,6104
ENSG00000137877,143
ENSG00000137878,43
ENSG00000137880,401
ENSG00000137936,3781
ENSG00000137941,126
ENSG00000137942,12000
ENSG00000137944,2540
ENSG00000137947,2091
ENSG00000137948,79
ENSG00000137955,3890
ENSG00000137959,7559
ENSG00000137960,59
ENSG00000137962,10802
ENSG00000137965,4398
ENSG00000137968,68
ENSG00000137970,131
ENSG00000137975,77
ENSG00000137976,21
ENSG00000137992,3562
ENSG00000137996,2188
ENSG00000138002,3230
ENSG00000138018,6576
ENSG00000138028,507
ENSG00000138029,15324
ENSG00000138030,268
ENSG00000138031,1813
ENSG00000138032,5002
ENSG00000138035,3971
ENSG00000138036,2556
ENSG00000138039,6
ENSG00000138050,821
ENSG00000138061,5639
ENSG00000138068,0
ENSG00000138069,12225
ENSG00000138071,22178
ENSG00000138073,4075
ENSG00000138074,4300
ENSG00000138075,28
ENSG00000138078,7809
ENSG00000138079,15
ENSG00000138080,3604
ENSG00000138081,3787
ENSG00000138083,20
ENSG00000138085,7301
ENSG00000138092,809
ENSG00000138095,16554
ENSG00000138100,4
ENSG00000138101,2305
ENSG00000138107,9810
ENSG00000138109,3
ENSG00000138111,367
ENSG00000138115,13
ENSG00000138119,27255
ENSG00000138131,182
ENSG00000138134,266
ENSG00000138135,62
ENSG00000138136,0
ENSG00000138138,6522
ENSG00000138152,0
ENSG00000138160,2982
ENSG00000138161,37
ENSG00000138162,2211
ENSG00000138166,3194
ENSG00000138172,1522
ENSG00000138175,5864
ENSG00000138180,1260
ENSG00000138182,1657
ENSG00000138185,4954
ENSG00000138190,3974
ENSG00000138193,610
ENSG00000138207,491
ENSG00000138231,1441
ENSG00000138246,6773
ENSG00000138271,109
ENSG00000138279,14054
ENSG00000138286,2514
ENSG00000138303,1736
ENSG00000138308,0
ENSG00000138311,213
ENSG00000138315,7
ENSG00000138316,437
ENSG00000138326,44255
ENSG00000138336,141
ENSG00000138346,571
ENSG00000138347,3
ENSG00000138356,891
ENSG00000138363,9580
ENSG00000138375,3076
ENSG00000138376,1341
ENSG00000138378,155
ENSG00000138379,22
ENSG00000138380,1159
ENSG00000138381,3242
ENSG00000138382,1661
ENSG00000138385,6485
ENSG00000138386,4386
ENSG00000138395,124
ENSG00000138398,7386
ENSG00000138399,1272
ENSG00000138400,215
ENSG00000138411,1747
ENSG00000138413,8395
ENSG00000138430,7905
ENSG00000138433,3378
ENSG00000138434,135422
ENSG00000138435,53
ENSG00000138439,1759
ENSG00000138442,2394
ENSG00000138443,6912
ENSG00000138448,14499
ENSG00000138449,20896
ENSG00000138459,2528
ENSG00000138463,1662
ENSG00000138468,1842
