Gene stable ID,c1762c7e-cebc-4380-a207-eec4dc44aa63
ENSG00000140682,1111
ENSG00000140688,1977
ENSG00000140691,591
ENSG00000140694,2332
ENSG00000140718,1200
ENSG00000140740,7663
ENSG00000140743,1689
ENSG00000140749,137
ENSG00000140750,1455
ENSG00000140795,4
ENSG00000140798,134
ENSG00000140807,605
ENSG00000140829,2992
ENSG00000140830,650
ENSG00000140832,2700
ENSG00000140835,3
ENSG00000140836,889
ENSG00000140839,2
ENSG00000140848,698
ENSG00000140853,1151
ENSG00000140854,979
ENSG00000140859,377
ENSG00000140873,1
ENSG00000140876,130
ENSG00000140905,284
ENSG00000140931,445
ENSG00000140932,0
ENSG00000140937,302
ENSG00000140939,2147
ENSG00000140941,2771
ENSG00000140943,13205
ENSG00000140945,474
ENSG00000140948,1614
ENSG00000140950,614
ENSG00000140955,0
ENSG00000140961,605
ENSG00000140968,109
ENSG00000140983,3376
ENSG00000140986,9
ENSG00000140987,70
ENSG00000140988,26283
ENSG00000140990,3388
ENSG00000140992,1062
ENSG00000140993,15
ENSG00000140995,2191
ENSG00000141002,7204
ENSG00000141012,651
ENSG00000141013,1881
ENSG00000141026,1474
ENSG00000141027,5607
ENSG00000141028,19
ENSG00000141030,3448
ENSG00000141034,716
ENSG00000141040,141
ENSG00000141052,9
ENSG00000141068,84
ENSG00000141076,2294
ENSG00000141084,1549
ENSG00000141086,4
ENSG00000141096,0
ENSG00000141098,1518
ENSG00000141101,1898
ENSG00000141127,2866
ENSG00000141161,2
ENSG00000141179,1213
ENSG00000141194,0
ENSG00000141198,2907
ENSG00000141200,0
ENSG00000141219,1253
ENSG00000141232,8415
ENSG00000141252,2613
ENSG00000141255,0
ENSG00000141258,4228
ENSG00000141279,3870
ENSG00000141293,460
ENSG00000141294,214
ENSG00000141295,1071
ENSG00000141298,647
ENSG00000141314,2
ENSG00000141316,3
ENSG00000141337,751
ENSG00000141338,0
ENSG00000141349,6145
ENSG00000141367,20384
ENSG00000141371,3
ENSG00000141376,1022
ENSG00000141378,2021
ENSG00000141380,5332
ENSG00000141384,186
ENSG00000141385,2824
ENSG00000141391,206
ENSG00000141401,1053
ENSG00000141404,328
ENSG00000141424,32372
ENSG00000141425,2203
ENSG00000141428,525
ENSG00000141429,1831
ENSG00000141431,1
ENSG00000141433,2
ENSG00000141434,1
ENSG00000141437,0
ENSG00000141441,201
ENSG00000141446,871
ENSG00000141447,484
ENSG00000141448,117
ENSG00000141449,14
ENSG00000141452,1185
ENSG00000141456,7488
ENSG00000141458,848
ENSG00000141469,20
ENSG00000141480,2570
ENSG00000141485,0
ENSG00000141497,154
ENSG00000141499,1028
ENSG00000141503,5058
ENSG00000141504,4216
ENSG00000141505,38
ENSG00000141506,185
ENSG00000141510,4897
ENSG00000141519,649
ENSG00000141522,8567
ENSG00000141524,3875
ENSG00000141526,1061
ENSG00000141527,1006
ENSG00000141540,271
ENSG00000141542,1384
ENSG00000141543,8325
ENSG00000141551,9778
ENSG00000141552,3370
ENSG00000141556,3911
ENSG00000141560,2184
ENSG00000141562,2252
ENSG00000141564,1635
ENSG00000141568,3372
ENSG00000141569,1695
ENSG00000141570,469
ENSG00000141574,2062
ENSG00000141576,1139
ENSG00000141577,1104
ENSG00000141579,305
ENSG00000141580,5391
ENSG00000141582,557
ENSG00000141622,45
ENSG00000141627,1699
ENSG00000141639,347
ENSG00000141642,403
ENSG00000141644,2833
ENSG00000141646,3536
ENSG00000141655,137
ENSG00000141664,1219
ENSG00000141665,42
ENSG00000141668,39
ENSG00000141682,84
ENSG00000141696,4605
ENSG00000141698,2381
ENSG00000141699,6240
ENSG00000141736,24007
ENSG00000141738,3758
ENSG00000141741,3847
ENSG00000141744,291
ENSG00000141748,0
ENSG00000141750,7
ENSG00000141753,24361
ENSG00000141756,24767
ENSG00000141759,2560
ENSG00000141837,6
ENSG00000141854,1038
ENSG00000141858,3177
ENSG00000141867,5311
ENSG00000141873,1136
ENSG00000141905,6719
ENSG00000141933,196
ENSG00000141934,150
ENSG00000141946,0
ENSG00000141956,412
ENSG00000141959,13255
ENSG00000141965,62
ENSG00000141968,123
ENSG00000141971,2449
ENSG00000141977,104
ENSG00000141979,0
ENSG00000141985,4043
ENSG00000141994,1141
ENSG00000142002,2978
ENSG00000142025,0
ENSG00000142039,2815
ENSG00000142046,276
ENSG00000142065,462
ENSG00000142082,2119
ENSG00000142089,25422
ENSG00000142102,2497
ENSG00000142149,503
ENSG00000142156,3897
ENSG00000142163,0
ENSG00000142166,1315
ENSG00000142168,9452
ENSG00000142173,5550
ENSG00000142178,5
ENSG00000142182,0
ENSG00000142185,101
ENSG00000142186,3855
ENSG00000142188,2986
ENSG00000142192,17107
ENSG00000142197,3507
ENSG00000142207,1671
ENSG00000142208,6950
ENSG00000142224,0
ENSG00000142227,606
ENSG00000142230,5369
ENSG00000142233,15
ENSG00000142235,538
ENSG00000142252,803
ENSG00000142273,3070
ENSG00000142279,107
ENSG00000142303,127
ENSG00000142319,0
ENSG00000142327,3578
ENSG00000142330,1007
ENSG00000142347,435
ENSG00000142396,561
ENSG00000142405,8
ENSG00000142408,72
ENSG00000142409,1641
ENSG00000142444,915
ENSG00000142449,1
ENSG00000142453,1051
ENSG00000142459,943
ENSG00000142484,69
ENSG00000142494,82
ENSG00000142507,6670
ENSG00000142511,0
ENSG00000142512,57
ENSG00000142513,2
ENSG00000142515,2
ENSG00000142528,444
ENSG00000142530,130
ENSG00000142534,35395
ENSG00000142538,7
ENSG00000142539,0
ENSG00000142541,54049
ENSG00000142544,133
ENSG00000142546,2082
ENSG00000142549,6
ENSG00000142552,325
ENSG00000142556,303
ENSG00000142583,242
ENSG00000142599,5428
ENSG00000142606,18
ENSG00000142609,5
ENSG00000142611,72
ENSG00000142615,0
ENSG00000142619,0
ENSG00000142621,138
ENSG00000142623,3
ENSG00000142627,321
ENSG00000142632,1221
ENSG00000142634,2026
ENSG00000142655,770
ENSG00000142657,3834
ENSG00000142661,55
ENSG00000142669,3999
ENSG00000142675,2511
ENSG00000142676,19550
ENSG00000142677,89
ENSG00000142684,188
ENSG00000142686,978
ENSG00000142687,3151
ENSG00000142694,3234
ENSG00000142698,0
ENSG00000142700,0
ENSG00000142731,506
ENSG00000142733,1090
ENSG00000142748,9
ENSG00000142751,1111
ENSG00000142765,2152
ENSG00000142784,2043
ENSG00000142789,0
ENSG00000142794,211
ENSG00000142798,1479
ENSG00000142856,334
ENSG00000142864,6906
ENSG00000142867,461
ENSG00000142871,1377
ENSG00000142875,72
ENSG00000142892,838
ENSG00000142910,202
ENSG00000142920,66
ENSG00000142937,27931
ENSG00000142945,1012
ENSG00000142949,14591
ENSG00000142959,64
ENSG00000142961,746
ENSG00000142973,38
ENSG00000143001,17
ENSG00000143006,0
ENSG00000143013,622
ENSG00000143028,11
ENSG00000143032,0
ENSG00000143033,464
ENSG00000143036,732
ENSG00000143061,1194
ENSG00000143067,893
ENSG00000143079,319
ENSG00000143093,2497
ENSG00000143105,0
ENSG00000143106,5262
ENSG00000143107,0
ENSG00000143110,154
ENSG00000143119,414
ENSG00000143125,2
ENSG00000143126,5015
ENSG00000143127,261
ENSG00000143147,397
ENSG00000143149,11625
ENSG00000143153,33569
ENSG00000143155,3365
ENSG00000143156,437
ENSG00000143157,4397
ENSG00000143158,11276
ENSG00000143162,9858
ENSG00000143164,10288
ENSG00000143167,162
ENSG00000143171,2
ENSG00000143178,115
ENSG00000143179,4343
ENSG00000143183,10490
ENSG00000143184,9
ENSG00000143185,3
ENSG00000143190,1110
ENSG00000143194,0
ENSG00000143195,8
ENSG00000143196,27
ENSG00000143198,3238
ENSG00000143199,59
ENSG00000143207,1761
ENSG00000143217,4044
ENSG00000143222,9281
ENSG00000143224,1410
ENSG00000143226,403
ENSG00000143228,1076
ENSG00000143248,1751
ENSG00000143252,7095
ENSG00000143256,3047
ENSG00000143257,28
ENSG00000143258,2716
ENSG00000143278,0
ENSG00000143294,4756
ENSG00000143297,0
ENSG00000143303,2760
ENSG00000143314,5304
ENSG00000143315,1939
ENSG00000143318,8
ENSG00000143319,3076
ENSG00000143320,42756
ENSG00000143321,24914
ENSG00000143322,1622
ENSG00000143324,1710
ENSG00000143333,340
ENSG00000143337,2765
ENSG00000143340,8
ENSG00000143341,31
ENSG00000143344,140
ENSG00000143353,1767
ENSG00000143355,4
ENSG00000143363,1929
ENSG00000143365,3254
ENSG00000143367,1819
ENSG00000143368,7491
ENSG00000143369,469
ENSG00000143373,4132
ENSG00000143374,2889
ENSG00000143375,5172
ENSG00000143376,2648
ENSG00000143379,2885
ENSG00000143382,354
ENSG00000143384,9584
ENSG00000143387,665
ENSG00000143390,2508
ENSG00000143393,5603
ENSG00000143398,4355
ENSG00000143401,151
ENSG00000143409,3816
ENSG00000143412,5702
ENSG00000143416,13245
ENSG00000143418,13789
ENSG00000143420,15728
ENSG00000143429,47
ENSG00000143434,286
ENSG00000143436,2760
ENSG00000143437,2857
ENSG00000143442,4109
ENSG00000143443,1429
ENSG00000143450,198
ENSG00000143452,0
ENSG00000143457,4217
ENSG00000143458,1282
ENSG00000143469,2
ENSG00000143473,30
ENSG00000143476,1343
ENSG00000143479,24
ENSG00000143486,3530
ENSG00000143493,2752
ENSG00000143494,153
ENSG00000143498,301
ENSG00000143499,1418
ENSG00000143502,271
ENSG00000143507,340
ENSG00000143512,15
ENSG00000143514,1530
ENSG00000143515,284
ENSG00000143520,0
ENSG00000143536,0
ENSG00000143537,7718
ENSG00000143543,13704
ENSG00000143545,7467
ENSG00000143546,13
ENSG00000143549,17655
ENSG00000143552,5
ENSG00000143553,2647
ENSG00000143554,2648
ENSG00000143556,0
ENSG00000143569,8627
ENSG00000143570,12505
ENSG00000143575,7146
ENSG00000143578,14663
ENSG00000143590,124
ENSG00000143595,0
ENSG00000143603,38
ENSG00000143612,21372
ENSG00000143614,3130
ENSG00000143621,16393
ENSG00000143622,1383
ENSG00000143624,3545
ENSG00000143627,9
ENSG00000143630,366
ENSG00000143631,6
ENSG00000143632,11
ENSG00000143633,1097
ENSG00000143641,710
ENSG00000143643,1189
ENSG00000143653,8338
ENSG00000143669,634
ENSG00000143674,356
ENSG00000143702,347
ENSG00000143727,4368
ENSG00000143740,2926
ENSG00000143742,11064
ENSG00000143748,3135
ENSG00000143751,1266
ENSG00000143753,3578
ENSG00000143756,2987
ENSG00000143761,40267
ENSG00000143768,0
ENSG00000143771,2662
ENSG00000143772,860
ENSG00000143774,11554
ENSG00000143776,4343
ENSG00000143786,90
ENSG00000143793,2011
ENSG00000143797,783
ENSG00000143799,13653
ENSG00000143801,1997
ENSG00000143811,5781
ENSG00000143815,547
ENSG00000143816,507
ENSG00000143819,8274
ENSG00000143839,2
ENSG00000143842,3989
ENSG00000143845,798
ENSG00000143847,62
ENSG00000143850,8109
ENSG00000143851,78
ENSG00000143858,14
ENSG00000143862,3992
ENSG00000143867,181
ENSG00000143869,5
ENSG00000143870,8607
ENSG00000143878,25725
ENSG00000143882,108
ENSG00000143889,1471
ENSG00000143891,1073
ENSG00000143919,363
ENSG00000143921,3
ENSG00000143924,1371
ENSG00000143933,13257
ENSG00000143942,147
ENSG00000143947,18773
ENSG00000143951,138
ENSG00000143952,1694
ENSG00000143954,0
ENSG00000143970,1249
ENSG00000143971,333
ENSG00000143977,1316
ENSG00000143994,356
ENSG00000143995,140
ENSG00000144010,0
ENSG00000144015,0
ENSG00000144021,2925
ENSG00000144026,574
ENSG00000144028,9487
ENSG00000144029,2700
ENSG00000144031,6
ENSG00000144034,702
ENSG00000144035,1
ENSG00000144036,585
ENSG00000144040,698
ENSG00000144043,3229
ENSG00000144045,1173
ENSG00000144048,1010
ENSG00000144057,28
ENSG00000144061,176
ENSG00000144063,5
ENSG00000144115,2384
ENSG00000144118,2037
ENSG00000144119,0
ENSG00000144120,873
ENSG00000144130,4
ENSG00000144134,208
ENSG00000144136,2083
ENSG00000144152,69
ENSG00000144158,0
ENSG00000144161,773
ENSG00000144182,201
ENSG00000144188,0
ENSG00000144191,17
ENSG00000144199,316
ENSG00000144214,37
ENSG00000144218,4766
ENSG00000144224,4416
ENSG00000144227,0
ENSG00000144228,3634
ENSG00000144229,0
ENSG00000144230,3
ENSG00000144231,1800
ENSG00000144233,1192
ENSG00000144278,36
ENSG00000144283,5723
ENSG00000144285,201
ENSG00000144290,358
ENSG00000144306,212
ENSG00000144320,1735
ENSG00000144331,31
ENSG00000144339,1
ENSG00000144354,498
ENSG00000144355,4
ENSG00000144357,1256
ENSG00000144362,270
ENSG00000144366,1043
ENSG00000144369,102
ENSG00000144381,14566
ENSG00000144395,72
ENSG00000144401,621
ENSG00000144406,2
ENSG00000144407,3
ENSG00000144410,2
ENSG00000144426,79
ENSG00000144445,147
ENSG00000144451,1488
ENSG00000144452,23
ENSG00000144455,3159
ENSG00000144460,0
ENSG00000144468,976
ENSG00000144476,182
ENSG00000144481,1
ENSG00000144485,267
ENSG00000144488,4
ENSG00000144504,414
ENSG00000144524,1591
ENSG00000144535,1104
ENSG00000144550,4
ENSG00000144554,886
ENSG00000144559,480
ENSG00000144560,945
ENSG00000144566,2623
ENSG00000144567,6753
ENSG00000144579,7108
ENSG00000144580,2782
ENSG00000144583,18
ENSG00000144589,1341
ENSG00000144591,4892
ENSG00000144596,8
ENSG00000144597,1313
ENSG00000144619,18
ENSG00000144635,2039
ENSG00000144642,44
ENSG00000144644,0
ENSG00000144645,2717
ENSG00000144647,1163
ENSG00000144648,19
ENSG00000144649,586
ENSG00000144655,1179
ENSG00000144659,1852
ENSG00000144668,97
ENSG00000144671,0
ENSG00000144674,4716
ENSG00000144677,1708
ENSG00000144681,1
ENSG00000144711,1470
ENSG00000144712,66
ENSG00000144713,31662
ENSG00000144724,381
ENSG00000144730,79
ENSG00000144736,661
ENSG00000144741,740
ENSG00000144744,2385
ENSG00000144746,3580
ENSG00000144747,2199
ENSG00000144749,5831
ENSG00000144771,1
ENSG00000144785,2
ENSG00000144791,2133
ENSG00000144792,12
ENSG00000144802,178
ENSG00000144810,148
ENSG00000144815,543
ENSG00000144820,0
ENSG00000144821,6
ENSG00000144824,106
ENSG00000144827,1955
ENSG00000144834,0
ENSG00000144837,37
ENSG00000144840,1004
ENSG00000144843,225
ENSG00000144847,3
ENSG00000144848,1907
ENSG00000144852,73
ENSG00000144857,18
ENSG00000144867,9831
ENSG00000144868,210
ENSG00000144891,10
ENSG00000144893,62
ENSG00000144895,4089
ENSG00000144908,5
ENSG00000144909,702
ENSG00000144935,15
ENSG00000144959,1189
ENSG00000144962,0
ENSG00000145002,21
ENSG00000145012,3490
ENSG00000145014,1594
ENSG00000145016,2066
ENSG00000145020,200
ENSG00000145022,1550
ENSG00000145029,420
ENSG00000145040,3
ENSG00000145041,1724
ENSG00000145050,6101
ENSG00000145063,7
ENSG00000145075,73
ENSG00000145087,7
ENSG00000145088,398
ENSG00000145103,1013
ENSG00000145107,26
ENSG00000145113,14
ENSG00000145147,62
ENSG00000145191,3909
ENSG00000145192,0
ENSG00000145194,711
ENSG00000145198,3
ENSG00000145214,896
ENSG00000145216,1745
ENSG00000145217,304
ENSG00000145220,737
ENSG00000145241,736
ENSG00000145242,54
ENSG00000145244,21
ENSG00000145246,782
ENSG00000145247,2021
ENSG00000145248,6
ENSG00000145283,2
ENSG00000145284,135
ENSG00000145287,52
ENSG00000145293,2248
ENSG00000145309,0
ENSG00000145321,0
ENSG00000145331,504
ENSG00000145332,254
ENSG00000145335,9
ENSG00000145337,120
ENSG00000145348,768
ENSG00000145349,1057
ENSG00000145354,2054
ENSG00000145358,302
ENSG00000145362,42
ENSG00000145365,54
ENSG00000145375,311
ENSG00000145384,3
ENSG00000145386,1097
ENSG00000145388,1037
ENSG00000145390,1442
ENSG00000145391,1711
ENSG00000145414,496
ENSG00000145416,205
ENSG00000145423,587
ENSG00000145425,11403
ENSG00000145428,8
ENSG00000145431,85
ENSG00000145439,903
ENSG00000145451,13
ENSG00000145476,687
ENSG00000145491,12
ENSG00000145494,3393
ENSG00000145495,4144
ENSG00000145506,45
ENSG00000145526,0
ENSG00000145536,3
ENSG00000145545,357
ENSG00000145555,366
ENSG00000145569,579
ENSG00000145592,16486
ENSG00000145604,397
ENSG00000145623,2104
ENSG00000145626,0
ENSG00000145632,3905
ENSG00000145642,1
ENSG00000145649,20
ENSG00000145675,329
ENSG00000145681,11
ENSG00000145685,893
ENSG00000145687,130
ENSG00000145692,0
ENSG00000145700,44
ENSG00000145703,77
ENSG00000145708,0
ENSG00000145715,1401
ENSG00000145721,2
ENSG00000145723,412
ENSG00000145725,1236
ENSG00000145730,1255
ENSG00000145734,938
ENSG00000145736,306
ENSG00000145740,3320
ENSG00000145741,21418
ENSG00000145743,446
ENSG00000145757,1
ENSG00000145777,5
ENSG00000145779,262
ENSG00000145780,1180
ENSG00000145781,701
ENSG00000145782,1260
ENSG00000145794,4
ENSG00000145808,1547
ENSG00000145817,995
ENSG00000145819,185
ENSG00000145824,731
ENSG00000145826,0
ENSG00000145832,110
ENSG00000145833,2013
ENSG00000145835,0
ENSG00000145839,0
ENSG00000145850,14
ENSG00000145860,188
ENSG00000145861,4
ENSG00000145863,0
ENSG00000145864,6
ENSG00000145868,669
ENSG00000145879,2
ENSG00000145882,171
ENSG00000145888,0
ENSG00000145901,1703
ENSG00000145907,2066
ENSG00000145908,6
ENSG00000145911,4623
ENSG00000145912,3534
ENSG00000145916,3565
ENSG00000145919,2188
ENSG00000145920,166
ENSG00000145934,44
ENSG00000145936,30
ENSG00000145945,238
ENSG00000145949,8
ENSG00000145975,3
ENSG00000145979,780
ENSG00000145982,756
ENSG00000145990,156
ENSG00000145996,657
ENSG00000146001,0
ENSG00000146005,3
ENSG00000146006,7
ENSG00000146007,1340
ENSG00000146013,3
ENSG00000146021,64
ENSG00000146038,632
ENSG00000146039,2
ENSG00000146047,0
ENSG00000146049,37
ENSG00000146054,163
ENSG00000146063,584
ENSG00000146066,2443
ENSG00000146067,1414
ENSG00000146070,125
ENSG00000146072,936
ENSG00000146083,1569
ENSG00000146085,2713
ENSG00000146090,0
ENSG00000146094,213
ENSG00000146109,1639
ENSG00000146112,1775
ENSG00000146122,163
ENSG00000146143,715
ENSG00000146147,0
ENSG00000146151,816
ENSG00000146166,0
ENSG00000146192,57
ENSG00000146197,755
ENSG00000146205,102
ENSG00000146215,10
ENSG00000146216,7
ENSG00000146221,129
ENSG00000146223,7838
ENSG00000146232,891
ENSG00000146233,29
ENSG00000146242,1845
ENSG00000146243,228
ENSG00000146247,1825
ENSG00000146250,1
ENSG00000146263,394
ENSG00000146267,126
ENSG00000146276,0
ENSG00000146278,1009
ENSG00000146281,124
ENSG00000146282,943
ENSG00000146285,16
ENSG00000146350,179
ENSG00000146352,0
ENSG00000146360,0
ENSG00000146373,79
ENSG00000146374,1
ENSG00000146376,742
ENSG00000146378,0
ENSG00000146383,0
ENSG00000146385,0
ENSG00000146386,376
ENSG00000146399,0
ENSG00000146409,552
ENSG00000146410,105
ENSG00000146411,17
ENSG00000146414,125
ENSG00000146416,643
ENSG00000146425,2608
ENSG00000146426,240
ENSG00000146433,2908
ENSG00000146453,0
ENSG00000146457,2430
ENSG00000146463,2016
ENSG00000146469,7
ENSG00000146476,11586
ENSG00000146477,24
ENSG00000146521,7
ENSG00000146530,333
ENSG00000146535,2382
ENSG00000146540,1859
ENSG00000146555,26
ENSG00000146556,217
ENSG00000146574,310
ENSG00000146576,1298
ENSG00000146587,386
ENSG00000146592,48
ENSG00000146618,0
ENSG00000146648,127
ENSG00000146666,3
ENSG00000146670,1197
ENSG00000146674,1554
ENSG00000146676,2348
ENSG00000146677,34
ENSG00000146678,0
ENSG00000146700,23
ENSG00000146701,8372
ENSG00000146707,530
ENSG00000146722,0
ENSG00000146729,3552
ENSG00000146731,6750
ENSG00000146733,878
ENSG00000146755,1
ENSG00000146757,1115
ENSG00000146776,229
ENSG00000146802,1056
ENSG00000146809,0
ENSG00000146826,663
ENSG00000146828,1576
ENSG00000146830,2246
ENSG00000146833,957
ENSG00000146834,2388
ENSG00000146839,0
ENSG00000146842,1069
ENSG00000146856,78
ENSG00000146857,0
ENSG00000146858,93
ENSG00000146859,398
ENSG00000146872,1730
ENSG00000146904,510
ENSG00000146909,679
ENSG00000146910,0
ENSG00000146918,796
ENSG00000146926,0
ENSG00000146938,67
ENSG00000146950,48
ENSG00000146955,64
ENSG00000146963,1433
ENSG00000146966,54
ENSG00000147003,8
ENSG00000147010,301
ENSG00000147027,100
ENSG00000147036,3
ENSG00000147041,188
ENSG00000147044,692
ENSG00000147050,1077
ENSG00000147059,2
ENSG00000147065,1673
ENSG00000147081,0
ENSG00000147082,65
ENSG00000147099,525
ENSG00000147100,211
ENSG00000147113,216
ENSG00000147117,0
ENSG00000147118,259
ENSG00000147119,73
ENSG00000147121,267
ENSG00000147123,2591
ENSG00000147124,202
ENSG00000147127,5
ENSG00000147130,1409
ENSG00000147133,936
ENSG00000147138,2
ENSG00000147140,8552
ENSG00000147144,580
ENSG00000147145,0
ENSG00000147155,1461
ENSG00000147160,0
ENSG00000147162,3106
ENSG00000147164,2283
ENSG00000147166,10
ENSG00000147168,149
ENSG00000147174,11
ENSG00000147180,162
ENSG00000147183,0
ENSG00000147202,333
ENSG00000147206,7
ENSG00000147223,1
ENSG00000147224,889
ENSG00000147231,12
ENSG00000147234,2
ENSG00000147246,0
ENSG00000147251,64
ENSG00000147255,591
ENSG00000147256,1
ENSG00000147257,3288
ENSG00000147262,0
ENSG00000147274,5189
ENSG00000147316,622
ENSG00000147324,362
ENSG00000147364,795
ENSG00000147378,12
ENSG00000147381,0
ENSG00000147383,1009
ENSG00000147394,761
ENSG00000147400,1861
ENSG00000147403,32506
ENSG00000147408,220
ENSG00000147416,3126
ENSG00000147419,1320
ENSG00000147421,323
ENSG00000147432,0
ENSG00000147434,1
ENSG00000147437,40
ENSG00000147439,419
ENSG00000147443,174
ENSG00000147454,830
ENSG00000147457,2501
ENSG00000147459,1226
ENSG00000147465,19
ENSG00000147471,8698
ENSG00000147475,6823
ENSG00000147481,0
ENSG00000147485,63
ENSG00000147488,9
ENSG00000147509,7
ENSG00000147526,2289
ENSG00000147533,4016
ENSG00000147535,13143
ENSG00000147536,486
ENSG00000147548,9952
ENSG00000147570,20
ENSG00000147571,0
ENSG00000147573,0
ENSG00000147576,270
ENSG00000147586,820
ENSG00000147588,0
ENSG00000147592,618
ENSG00000147596,0
ENSG00000147601,1417
ENSG00000147604,23236
ENSG00000147606,12
ENSG00000147613,0
ENSG00000147614,21
ENSG00000147642,4317
ENSG00000147647,2
ENSG00000147649,5584
ENSG00000147650,93
ENSG00000147654,1452
ENSG00000147655,0
ENSG00000147669,3243
ENSG00000147676,6923
ENSG00000147677,9383
ENSG00000147679,822
ENSG00000147684,8616
ENSG00000147687,1057
ENSG00000147689,3
ENSG00000147697,5
ENSG00000147724,11
ENSG00000147753,0
ENSG00000147761,0
ENSG00000147789,1109
ENSG00000147799,1560
ENSG00000147804,210
ENSG00000147813,3976
ENSG00000147852,343
ENSG00000147853,3524
ENSG00000147854,1474
ENSG00000147862,3026
ENSG00000147869,1
ENSG00000147872,449
ENSG00000147873,0
ENSG00000147874,649
ENSG00000147883,246
ENSG00000147885,0
ENSG00000147889,93
ENSG00000147894,307
ENSG00000147896,0
ENSG00000147905,828
ENSG00000147912,294
ENSG00000147955,2275
ENSG00000147996,765
ENSG00000148019,1369
ENSG00000148053,52
ENSG00000148057,403
ENSG00000148082,22
ENSG00000148090,401
ENSG00000148110,1931
ENSG00000148120,179
ENSG00000148123,93
ENSG00000148136,1
ENSG00000148143,240
ENSG00000148153,815
ENSG00000148154,5937
ENSG00000148156,0
ENSG00000148158,796
ENSG00000148175,5437
ENSG00000148180,4772
ENSG00000148187,1118
ENSG00000148200,29
ENSG00000148204,10
ENSG00000148215,0
ENSG00000148218,1956
ENSG00000148219,413
ENSG00000148225,430
ENSG00000148229,3036
ENSG00000148248,11247
ENSG00000148288,68
ENSG00000148290,1990
ENSG00000148291,829
ENSG00000148296,2859
ENSG00000148297,2092
ENSG00000148300,2012
ENSG00000148303,38068
ENSG00000148308,3348
ENSG00000148331,1213
ENSG00000148334,3245
ENSG00000148335,1077
ENSG00000148337,5275
ENSG00000148339,865
ENSG00000148341,5317
ENSG00000148343,1052
ENSG00000148344,3187
ENSG00000148346,42
ENSG00000148356,1718
ENSG00000148357,23
ENSG00000148358,4439
ENSG00000148362,2239
ENSG00000148377,0
ENSG00000148384,452
ENSG00000148386,0
ENSG00000148396,17183
ENSG00000148399,1323
ENSG00000148400,1329
ENSG00000148408,2
ENSG00000148411,1128
ENSG00000148426,63
ENSG00000148429,407
ENSG00000148444,1609
ENSG00000148450,1717
ENSG00000148459,278
ENSG00000148468,86
ENSG00000148481,1531
ENSG00000148482,0
ENSG00000148483,14
ENSG00000148484,3107
ENSG00000148488,55
ENSG00000148498,3025
ENSG00000148513,4
ENSG00000148516,105
ENSG00000148541,4
ENSG00000148572,915
ENSG00000148584,32
ENSG00000148600,183
ENSG00000148602,0
ENSG00000148604,0
ENSG00000148606,2183
ENSG00000148634,2447
ENSG00000148655,105
ENSG00000148660,1358
ENSG00000148671,0
ENSG00000148672,14175
ENSG00000148677,1
ENSG00000148680,1
ENSG00000148688,1393
ENSG00000148690,1240
ENSG00000148700,277
ENSG00000148702,6
ENSG00000148704,0
ENSG00000148719,3327
ENSG00000148730,3670
ENSG00000148734,17
ENSG00000148735,338
ENSG00000148737,504
ENSG00000148773,1858
ENSG00000148795,13
ENSG00000148798,8
ENSG00000148803,345
ENSG00000148814,319
ENSG00000148824,248
ENSG00000148826,0
ENSG00000148832,254
ENSG00000148834,2005
ENSG00000148835,173
ENSG00000148840,2270
ENSG00000148841,156
ENSG00000148842,622
ENSG00000148843,2331
ENSG00000148848,116
ENSG00000148908,615
ENSG00000148925,1684
ENSG00000148926,127
ENSG00000148935,43
ENSG00000148942,0
ENSG00000148943,2707
ENSG00000148948,2
ENSG00000148950,752
ENSG00000148965,0
ENSG00000148985,2912
ENSG00000149016,550
ENSG00000149021,0
ENSG00000149043,13
ENSG00000149050,193
ENSG00000149054,119
ENSG00000149084,2509
ENSG00000149089,1037
ENSG00000149090,24
ENSG00000149091,2973
ENSG00000149100,7053
ENSG00000149115,7429
ENSG00000149124,0
ENSG00000149131,1820
ENSG00000149133,0
ENSG00000149136,6379
ENSG00000149150,60
ENSG00000149177,5273
ENSG00000149179,818
ENSG00000149182,9784
ENSG00000149187,5063
ENSG00000149196,688
ENSG00000149201,15
ENSG00000149212,81
ENSG00000149218,909
ENSG00000149231,79
ENSG00000149243,28
ENSG00000149256,25
ENSG00000149257,11284
ENSG00000149260,1186
ENSG00000149262,3738
ENSG00000149269,20539
ENSG00000149273,136957
ENSG00000149289,47
ENSG00000149292,1168
ENSG00000149294,159
ENSG00000149295,11
ENSG00000149300,9
ENSG00000149305,0
ENSG00000149308,376
ENSG00000149311,741
ENSG00000149313,1356
ENSG00000149328,214
ENSG00000149346,347
ENSG00000149357,6438
ENSG00000149380,532
ENSG00000149403,56
ENSG00000149418,5667
ENSG00000149428,8821
ENSG00000149435,0
ENSG00000149443,25
ENSG00000149451,1
ENSG00000149452,0
ENSG00000149474,1008
ENSG00000149476,2496
ENSG00000149480,3614
ENSG00000149483,813
ENSG00000149485,745
ENSG00000149488,7
ENSG00000149489,56
ENSG00000149499,1297
ENSG00000149503,609
ENSG00000149506,3
ENSG00000149507,0
ENSG00000149516,0
ENSG00000149527,52
ENSG00000149531,260
ENSG00000149532,2778
ENSG00000149534,7
ENSG00000149541,1331
ENSG00000149547,5389
ENSG00000149548,89
ENSG00000149554,871
ENSG00000149557,19
ENSG00000149564,578
ENSG00000149571,10
