Gene stable ID,19662bc7-e171-4a8e-b88a-4bd95c553b0c
ENSG00000158470,11783
ENSG00000158473,79
ENSG00000158477,6
ENSG00000158480,2779
ENSG00000158481,8
ENSG00000158482,1
ENSG00000158483,972
ENSG00000158485,0
ENSG00000158486,279
ENSG00000158488,4
ENSG00000158497,0
ENSG00000158516,1
ENSG00000158517,124
ENSG00000158525,4
ENSG00000158526,3327
ENSG00000158528,5110
ENSG00000158545,4174
ENSG00000158552,1505
ENSG00000158553,0
ENSG00000158555,1091
ENSG00000158560,387
ENSG00000158571,67
ENSG00000158578,3
ENSG00000158604,12484
ENSG00000158615,23618
ENSG00000158623,4387
ENSG00000158636,7790
ENSG00000158639,0
ENSG00000158669,35525
ENSG00000158683,121
ENSG00000158691,460
ENSG00000158710,92983
ENSG00000158711,19085
ENSG00000158714,548
ENSG00000158715,803
ENSG00000158716,1912
ENSG00000158717,791
ENSG00000158731,0
ENSG00000158747,2944
ENSG00000158748,17
ENSG00000158764,289
ENSG00000158769,28294
ENSG00000158773,7065
ENSG00000158786,5
ENSG00000158792,647
ENSG00000158793,3864
ENSG00000158796,7348
ENSG00000158805,923
ENSG00000158806,19
ENSG00000158813,231
ENSG00000158815,0
ENSG00000158816,0
ENSG00000158825,52
ENSG00000158828,1321
ENSG00000158850,14939
ENSG00000158856,884
ENSG00000158859,5371
ENSG00000158863,1917
ENSG00000158864,19541
ENSG00000158865,151
ENSG00000158869,2265
ENSG00000158874,0
ENSG00000158882,2683
ENSG00000158887,45
ENSG00000158901,3
ENSG00000158941,3590
ENSG00000158955,8
ENSG00000158966,979
ENSG00000158985,5914
ENSG00000158987,952
ENSG00000159023,7905
ENSG00000159055,2386
ENSG00000159063,3464
ENSG00000159069,5005
ENSG00000159079,3008
ENSG00000159082,2915
ENSG00000159086,5846
ENSG00000159110,1146
ENSG00000159111,4128
ENSG00000159128,9551
ENSG00000159131,8672
ENSG00000159140,49748
ENSG00000159147,2579
ENSG00000159164,189
ENSG00000159166,2480
ENSG00000159167,1558
ENSG00000159173,256
ENSG00000159176,10369
ENSG00000159182,0
ENSG00000159184,249
ENSG00000159186,0
ENSG00000159189,6350
ENSG00000159197,24
ENSG00000159199,3120
ENSG00000159200,1935
ENSG00000159202,16012
ENSG00000159208,293
ENSG00000159210,5855
ENSG00000159212,3984
ENSG00000159214,2084
ENSG00000159216,28913
ENSG00000159217,28
ENSG00000159224,0
ENSG00000159228,4303
ENSG00000159231,306
ENSG00000159239,651
ENSG00000159247,885
ENSG00000159248,0
ENSG00000159251,0
ENSG00000159256,5035
ENSG00000159259,2952
ENSG00000159261,25
ENSG00000159263,667
ENSG00000159267,6219
ENSG00000159289,6
ENSG00000159307,12739
ENSG00000159314,1633
ENSG00000159322,5776
ENSG00000159335,13374
ENSG00000159337,51
ENSG00000159339,4
ENSG00000159346,57330
ENSG00000159348,14419
ENSG00000159352,10571
ENSG00000159363,8307
ENSG00000159374,677
ENSG00000159377,10449
ENSG00000159387,8
ENSG00000159388,30905
ENSG00000159398,21
ENSG00000159399,21190
ENSG00000159403,8157
ENSG00000159409,2
ENSG00000159423,840
ENSG00000159433,202
ENSG00000159445,1270
ENSG00000159450,81
ENSG00000159455,0
ENSG00000159459,6330
ENSG00000159461,20331
ENSG00000159479,6452
ENSG00000159495,0
ENSG00000159496,46
ENSG00000159516,0
ENSG00000159527,0
ENSG00000159556,8
ENSG00000159579,4667
ENSG00000159588,129
ENSG00000159592,34574
ENSG00000159593,4774
ENSG00000159596,5219
ENSG00000159618,31
ENSG00000159625,43
ENSG00000159640,920
ENSG00000159648,0
ENSG00000159650,5
ENSG00000159658,13321
ENSG00000159674,1688
ENSG00000159685,624
ENSG00000159692,8259
ENSG00000159708,58
ENSG00000159712,18
ENSG00000159713,3198
ENSG00000159714,717
ENSG00000159720,8342
ENSG00000159723,5
ENSG00000159733,780
ENSG00000159753,80
ENSG00000159761,34
ENSG00000159763,48622
ENSG00000159784,141
ENSG00000159788,3437
ENSG00000159792,2868
ENSG00000159840,7261
ENSG00000159842,8296
ENSG00000159860,4
ENSG00000159871,334
ENSG00000159873,728
ENSG00000159882,1000
ENSG00000159884,186
ENSG00000159885,658
ENSG00000159899,606
ENSG00000159904,0
ENSG00000159905,486
ENSG00000159915,920
ENSG00000159917,572
ENSG00000159921,3216
ENSG00000159958,41
ENSG00000159961,0
ENSG00000160007,26952
ENSG00000160013,142
ENSG00000160014,32837
ENSG00000160049,4386
ENSG00000160050,361
ENSG00000160051,1280
ENSG00000160055,1662
ENSG00000160058,22952
ENSG00000160062,2320
ENSG00000160072,864
ENSG00000160075,8015
ENSG00000160087,3173
ENSG00000160094,3702
ENSG00000160097,220
ENSG00000160111,2073
ENSG00000160113,6583
ENSG00000160117,60
ENSG00000160124,1011
ENSG00000160131,7151
ENSG00000160145,1163
ENSG00000160161,264
ENSG00000160172,312
ENSG00000160179,7507
ENSG00000160180,8463
ENSG00000160181,53
ENSG00000160182,30535
ENSG00000160183,5842
ENSG00000160185,98
ENSG00000160188,1384
ENSG00000160190,5367
ENSG00000160191,143
ENSG00000160193,902
ENSG00000160194,3758
ENSG00000160199,2788
ENSG00000160200,41
ENSG00000160201,106
ENSG00000160202,0
ENSG00000160207,108
ENSG00000160208,6478
ENSG00000160209,8739
ENSG00000160211,5905
ENSG00000160213,8935
ENSG00000160214,2675
ENSG00000160216,14557
ENSG00000160218,4936
ENSG00000160219,217
ENSG00000160221,177
ENSG00000160223,12
ENSG00000160224,0
ENSG00000160226,1107
ENSG00000160229,160
ENSG00000160233,266
ENSG00000160255,3774
ENSG00000160256,670
ENSG00000160271,7141
ENSG00000160282,12
ENSG00000160284,329
ENSG00000160285,2724
ENSG00000160293,7147
ENSG00000160294,11995
ENSG00000160298,711
ENSG00000160299,5113
ENSG00000160305,5776
ENSG00000160307,43
ENSG00000160310,7383
ENSG00000160318,7
ENSG00000160321,1155
ENSG00000160323,157
ENSG00000160325,3779
ENSG00000160326,54
ENSG00000160336,3808
ENSG00000160339,71
ENSG00000160345,686
ENSG00000160349,1
ENSG00000160352,794
ENSG00000160360,1356
ENSG00000160392,1462
ENSG00000160396,11
ENSG00000160401,303
ENSG00000160404,1378
ENSG00000160408,1867
ENSG00000160410,6932
ENSG00000160439,990
ENSG00000160445,6646
ENSG00000160446,2814
ENSG00000160447,696
ENSG00000160460,211
ENSG00000160469,893
ENSG00000160471,12
ENSG00000160472,8
ENSG00000160505,0
ENSG00000160539,63
ENSG00000160551,22416
ENSG00000160563,956
ENSG00000160570,2150
ENSG00000160584,1158
ENSG00000160588,899
ENSG00000160593,181
ENSG00000160602,786
ENSG00000160606,436
ENSG00000160613,1167
ENSG00000160633,8938
ENSG00000160654,147
ENSG00000160678,148
ENSG00000160679,5795
ENSG00000160683,3
ENSG00000160685,6866
ENSG00000160688,3122
ENSG00000160691,9283
ENSG00000160695,9493
ENSG00000160703,2162
ENSG00000160710,80601
ENSG00000160712,700
ENSG00000160714,8634
ENSG00000160716,21
ENSG00000160741,3135
ENSG00000160746,6449
ENSG00000160752,3916
ENSG00000160753,3616
ENSG00000160766,135
ENSG00000160767,2503
ENSG00000160781,196
ENSG00000160783,1404
ENSG00000160785,4894
ENSG00000160789,14999
ENSG00000160791,900
ENSG00000160796,8926
ENSG00000160799,2108
ENSG00000160801,30
ENSG00000160803,5297
ENSG00000160808,5
ENSG00000160813,473
ENSG00000160818,3265
ENSG00000160838,7
ENSG00000160856,51
ENSG00000160862,102003
ENSG00000160867,179
ENSG00000160868,2
ENSG00000160870,23
ENSG00000160877,13788
ENSG00000160882,0
ENSG00000160883,327
ENSG00000160886,7
ENSG00000160888,4800
ENSG00000160908,1412
ENSG00000160917,1471
ENSG00000160932,36679
ENSG00000160948,8572
ENSG00000160949,2531
ENSG00000160951,3
ENSG00000160953,3132
ENSG00000160957,3032
ENSG00000160959,3326
ENSG00000160961,2420
ENSG00000160963,6
ENSG00000160972,1818
ENSG00000160973,17
ENSG00000160991,3816
ENSG00000160993,742
ENSG00000160994,0
ENSG00000160999,1001
ENSG00000161010,1024
ENSG00000161011,16460
ENSG00000161013,6015
ENSG00000161016,73001
ENSG00000161021,7080
ENSG00000161031,498
ENSG00000161036,1309
ENSG00000161040,132
ENSG00000161048,2399
ENSG00000161055,1
ENSG00000161057,8963
ENSG00000161082,6
ENSG00000161091,2855
ENSG00000161103,0
ENSG00000161132,33
ENSG00000161133,37
ENSG00000161149,7
ENSG00000161179,744
ENSG00000161180,11
ENSG00000161202,10157
ENSG00000161203,21777
ENSG00000161204,5549
ENSG00000161217,7763
ENSG00000161243,1239
ENSG00000161249,2353
ENSG00000161265,423
ENSG00000161267,2719
ENSG00000161270,1
ENSG00000161277,502
ENSG00000161281,84
ENSG00000161298,937
ENSG00000161328,482
ENSG00000161381,1479
ENSG00000161395,5439
ENSG00000161405,398
ENSG00000161509,72
ENSG00000161513,909
ENSG00000161526,5122
ENSG00000161533,7945
ENSG00000161542,4745
ENSG00000161544,519
ENSG00000161547,13581
ENSG00000161551,1182
ENSG00000161558,460
ENSG00000161594,9
ENSG00000161609,0
ENSG00000161610,0
ENSG00000161618,2181
ENSG00000161634,47
ENSG00000161638,9479
ENSG00000161640,30
ENSG00000161642,4636
ENSG00000161643,52
ENSG00000161647,1186
ENSG00000161649,17
ENSG00000161652,1
ENSG00000161653,137
ENSG00000161654,1918
ENSG00000161664,128
ENSG00000161671,8700
ENSG00000161677,774
ENSG00000161681,24
ENSG00000161682,322
ENSG00000161692,1233
ENSG00000161714,411
ENSG00000161791,2839
ENSG00000161798,4
ENSG00000161800,7309
ENSG00000161807,0
ENSG00000161813,16643
ENSG00000161835,236
ENSG00000161847,2485
ENSG00000161849,0
ENSG00000161850,0
ENSG00000161860,273
ENSG00000161888,1059
ENSG00000161896,4
ENSG00000161904,2975
ENSG00000161905,495
ENSG00000161911,20
ENSG00000161912,136
ENSG00000161914,390
ENSG00000161920,993
ENSG00000161921,4602
ENSG00000161929,263
ENSG00000161939,26
ENSG00000161940,828
ENSG00000161944,13
ENSG00000161955,1393
ENSG00000161956,1133
ENSG00000161958,16
ENSG00000161960,446
ENSG00000161970,9720
ENSG00000161973,1
ENSG00000161980,1861
ENSG00000161981,3955
ENSG00000161992,1
ENSG00000161996,4188
ENSG00000161999,3973
ENSG00000162004,275
ENSG00000162006,2
ENSG00000162009,1
ENSG00000162032,96
ENSG00000162039,0
ENSG00000162040,0
ENSG00000162062,651
ENSG00000162063,3442
ENSG00000162065,3595
ENSG00000162066,656
ENSG00000162068,1
ENSG00000162069,2368
ENSG00000162073,2140
ENSG00000162076,1094
ENSG00000162078,8128
ENSG00000162086,4004
ENSG00000162104,2518
ENSG00000162105,15569
ENSG00000162129,3777
ENSG00000162139,3215
ENSG00000162144,2756
ENSG00000162148,115
ENSG00000162174,56
ENSG00000162188,22
ENSG00000162191,4071
ENSG00000162194,160
ENSG00000162222,1757
ENSG00000162227,1063
ENSG00000162231,5605
ENSG00000162236,6694
ENSG00000162241,465
ENSG00000162244,15046
ENSG00000162267,51
ENSG00000162298,9955
ENSG00000162300,721
ENSG00000162302,1759
ENSG00000162337,76643
ENSG00000162341,957
ENSG00000162344,103
ENSG00000162365,144
ENSG00000162366,4514
ENSG00000162367,74
ENSG00000162368,17984
ENSG00000162373,295
ENSG00000162374,86
ENSG00000162377,9958
ENSG00000162378,10233
ENSG00000162383,14
ENSG00000162384,4611
ENSG00000162385,4665
ENSG00000162390,636
ENSG00000162391,19
ENSG00000162396,2151
ENSG00000162398,34
ENSG00000162399,5
ENSG00000162402,27084
ENSG00000162407,5219
ENSG00000162408,2435
ENSG00000162409,10790
ENSG00000162413,3125
ENSG00000162415,2471
ENSG00000162419,2112
ENSG00000162426,155
ENSG00000162430,11197
ENSG00000162433,10965
ENSG00000162434,46420
ENSG00000162437,5204
ENSG00000162438,4
ENSG00000162441,3789
ENSG00000162444,395
ENSG00000162456,0
ENSG00000162458,3255
ENSG00000162460,1
ENSG00000162461,96
ENSG00000162482,942
ENSG00000162490,98
ENSG00000162493,427
ENSG00000162494,0
ENSG00000162496,909
ENSG00000162510,6
ENSG00000162511,14925
ENSG00000162512,16757
ENSG00000162517,13655
ENSG00000162520,358
ENSG00000162521,55259
ENSG00000162522,45327
ENSG00000162526,120
ENSG00000162542,2549
ENSG00000162543,8467
ENSG00000162545,21771
ENSG00000162551,1502
ENSG00000162552,2061
ENSG00000162571,18
ENSG00000162572,137
ENSG00000162576,1891
ENSG00000162585,1361
ENSG00000162591,330
ENSG00000162592,3
ENSG00000162594,1
ENSG00000162595,387
ENSG00000162598,6
ENSG00000162599,28185
ENSG00000162600,4016
ENSG00000162601,11609
ENSG00000162604,7324
ENSG00000162607,25261
ENSG00000162613,16560
ENSG00000162614,833
ENSG00000162616,2684
ENSG00000162618,1995
ENSG00000162620,134
ENSG00000162621,0
ENSG00000162623,4302
ENSG00000162624,0
ENSG00000162627,2452
ENSG00000162630,12
ENSG00000162631,663
ENSG00000162636,10899
ENSG00000162639,4484
ENSG00000162641,9
ENSG00000162642,1083
ENSG00000162643,224
ENSG00000162645,7329
ENSG00000162650,569
ENSG00000162654,5080
ENSG00000162664,3670
ENSG00000162669,82
ENSG00000162670,154
ENSG00000162676,75
ENSG00000162685,0
ENSG00000162687,32
ENSG00000162688,17479
ENSG00000162692,2944
ENSG00000162694,2184
ENSG00000162695,11734
ENSG00000162699,0
ENSG00000162702,7288
ENSG00000162704,8943
ENSG00000162706,66
ENSG00000162711,203
ENSG00000162714,5548
ENSG00000162722,987
ENSG00000162723,182
ENSG00000162727,0
ENSG00000162728,2
ENSG00000162729,11225
ENSG00000162733,1955
ENSG00000162734,43341
ENSG00000162735,18180
ENSG00000162736,44287
ENSG00000162738,11832
ENSG00000162739,136
ENSG00000162745,2743
ENSG00000162746,665
ENSG00000162747,8
ENSG00000162753,6
ENSG00000162755,1269
ENSG00000162757,1832
ENSG00000162761,5
ENSG00000162763,0
ENSG00000162769,9724
ENSG00000162771,0
ENSG00000162772,1971
ENSG00000162775,1658
ENSG00000162777,11095
ENSG00000162779,53
ENSG00000162782,3803
ENSG00000162783,1562
ENSG00000162804,1715
ENSG00000162813,9192
ENSG00000162814,1121
ENSG00000162817,6401
ENSG00000162819,12437
ENSG00000162825,492
ENSG00000162836,619
ENSG00000162840,3
ENSG00000162843,6
ENSG00000162849,902
ENSG00000162851,2460
ENSG00000162852,5700
ENSG00000162869,2770
ENSG00000162873,68
ENSG00000162877,10
ENSG00000162878,186
ENSG00000162881,22
ENSG00000162882,75
ENSG00000162885,3343
ENSG00000162888,24
ENSG00000162889,39053
ENSG00000162891,1391
ENSG00000162892,438
ENSG00000162894,1563
ENSG00000162896,108139
ENSG00000162897,12
ENSG00000162909,14191
ENSG00000162910,821
ENSG00000162913,21
ENSG00000162923,25816
ENSG00000162924,3273
ENSG00000162927,1156
ENSG00000162928,5268
ENSG00000162929,1805
ENSG00000162931,11
ENSG00000162944,173
ENSG00000162946,470
ENSG00000162947,0
ENSG00000162949,13836
ENSG00000162951,0
ENSG00000162959,190
ENSG00000162961,3459
ENSG00000162971,1095
ENSG00000162972,1441
ENSG00000162975,40
ENSG00000162976,1625
ENSG00000162980,13731
ENSG00000162981,7034
ENSG00000162989,17960
ENSG00000162992,1
ENSG00000162994,623
ENSG00000162997,144
ENSG00000162998,193
ENSG00000162999,454
ENSG00000163001,4483
ENSG00000163002,972
ENSG00000163006,779
ENSG00000163009,36
ENSG00000163012,0
ENSG00000163013,1628
ENSG00000163016,69
ENSG00000163017,138
ENSG00000163026,1371
ENSG00000163029,3549
ENSG00000163032,75
ENSG00000163040,1850
ENSG00000163041,6473
ENSG00000163046,0
ENSG00000163050,5818
ENSG00000163053,3526
ENSG00000163060,20
ENSG00000163064,45
ENSG00000163069,8332
ENSG00000163071,3146
ENSG00000163072,1604
ENSG00000163075,283
ENSG00000163081,0
ENSG00000163082,365
ENSG00000163083,5071
ENSG00000163092,1
ENSG00000163093,772
ENSG00000163098,0
ENSG00000163104,7314
ENSG00000163106,200
ENSG00000163110,14684
ENSG00000163114,0
ENSG00000163116,11
ENSG00000163121,68
ENSG00000163125,14608
ENSG00000163126,43
ENSG00000163131,5183
ENSG00000163132,205
ENSG00000163138,1336
ENSG00000163141,3279
ENSG00000163145,65
ENSG00000163154,197
ENSG00000163155,850
ENSG00000163156,1492
ENSG00000163157,0
ENSG00000163159,3294
ENSG00000163161,6073
ENSG00000163162,4379
ENSG00000163166,6958
ENSG00000163170,1109
ENSG00000163171,2131
ENSG00000163191,20404
ENSG00000163202,0
ENSG00000163206,0
ENSG00000163207,0
ENSG00000163209,0
ENSG00000163214,3445
ENSG00000163216,0
ENSG00000163217,0
ENSG00000163218,2
ENSG00000163219,986
ENSG00000163220,2209
ENSG00000163221,2
ENSG00000163235,438
ENSG00000163239,32
ENSG00000163249,2029
ENSG00000163251,522
ENSG00000163254,0
ENSG00000163257,9307
ENSG00000163263,8
ENSG00000163273,37
ENSG00000163281,2422
ENSG00000163283,6
ENSG00000163285,2
ENSG00000163286,5
ENSG00000163288,2
ENSG00000163291,1388
ENSG00000163293,634
ENSG00000163295,3
ENSG00000163297,1637
ENSG00000163312,1069
ENSG00000163319,1117
ENSG00000163320,14474
ENSG00000163322,994
ENSG00000163328,619
ENSG00000163331,1
ENSG00000163344,1942
ENSG00000163346,7654
ENSG00000163347,744
ENSG00000163348,7033
ENSG00000163349,21989
ENSG00000163352,2
ENSG00000163354,73
ENSG00000163357,31
ENSG00000163359,73683
ENSG00000163362,960
ENSG00000163364,1101
ENSG00000163374,4825
ENSG00000163376,141
ENSG00000163377,1
ENSG00000163378,1788
ENSG00000163380,5
ENSG00000163382,5231
ENSG00000163389,1657
ENSG00000163393,794
ENSG00000163394,0
ENSG00000163395,641
ENSG00000163399,47135
ENSG00000163406,80
ENSG00000163412,3191
ENSG00000163421,0
ENSG00000163424,0
ENSG00000163428,9678
ENSG00000163430,14037
ENSG00000163431,637
ENSG00000163435,15295
ENSG00000163440,0
ENSG00000163444,16294
ENSG00000163449,79
ENSG00000163453,13426
ENSG00000163462,103
ENSG00000163463,1154
ENSG00000163464,10
ENSG00000163466,18465
ENSG00000163467,38
ENSG00000163468,30286
ENSG00000163472,832
ENSG00000163479,29863
ENSG00000163481,1808
ENSG00000163482,3709
ENSG00000163485,523
ENSG00000163491,12032
ENSG00000163492,30
ENSG00000163497,0
ENSG00000163499,16
ENSG00000163501,1
ENSG00000163507,1567
ENSG00000163508,87
ENSG00000163510,3040
ENSG00000163512,4827
ENSG00000163513,5103
ENSG00000163515,4
ENSG00000163516,2774
ENSG00000163517,4311
ENSG00000163518,3
ENSG00000163519,33
ENSG00000163520,1524
ENSG00000163521,1669
ENSG00000163527,53744
ENSG00000163528,1616
ENSG00000163530,0
ENSG00000163531,6488
ENSG00000163534,1
ENSG00000163535,1834
ENSG00000163536,13690
ENSG00000163539,9501
ENSG00000163541,4376
ENSG00000163545,2417
ENSG00000163554,17
ENSG00000163558,5927
ENSG00000163563,975
ENSG00000163564,67
ENSG00000163565,6331
ENSG00000163568,122
ENSG00000163576,51
ENSG00000163577,872
ENSG00000163581,0
ENSG00000163584,1069
ENSG00000163586,2
ENSG00000163590,1155
ENSG00000163596,1248
ENSG00000163597,2332
ENSG00000163599,60
ENSG00000163600,82
ENSG00000163602,8561
ENSG00000163605,10755
ENSG00000163606,119
ENSG00000163607,651
ENSG00000163608,3837
ENSG00000163611,4909
ENSG00000163612,7
ENSG00000163617,1958
ENSG00000163618,25
ENSG00000163623,43
ENSG00000163624,6603
ENSG00000163625,10465
ENSG00000163626,1677
ENSG00000163629,7430
ENSG00000163630,0
ENSG00000163631,12
ENSG00000163632,17
ENSG00000163633,478
ENSG00000163634,3371
ENSG00000163635,4538
ENSG00000163636,5518
ENSG00000163637,1195
ENSG00000163638,978
ENSG00000163644,5942
ENSG00000163645,15
ENSG00000163646,1
ENSG00000163655,9999
ENSG00000163659,4480
ENSG00000163660,5939
ENSG00000163661,10
ENSG00000163666,198
ENSG00000163673,47
ENSG00000163681,9148
ENSG00000163682,17677
ENSG00000163683,33703
ENSG00000163684,3474
ENSG00000163686,660
ENSG00000163687,17
ENSG00000163689,431
ENSG00000163694,35439
ENSG00000163697,21765
ENSG00000163701,493
ENSG00000163702,2885
ENSG00000163703,3274
ENSG00000163704,1966
ENSG00000163705,6
ENSG00000163710,182
ENSG00000163714,12628
ENSG00000163719,4743
ENSG00000163728,4154
ENSG00000163734,2
ENSG00000163735,76
ENSG00000163736,0
ENSG00000163737,0
ENSG00000163738,1794
ENSG00000163739,7
ENSG00000163743,2471
ENSG00000163746,57
ENSG00000163749,97
ENSG00000163751,15
ENSG00000163754,3049
ENSG00000163755,5169
ENSG00000163762,8677
ENSG00000163781,7361
ENSG00000163785,5379
ENSG00000163788,4743
ENSG00000163792,5
ENSG00000163793,0
ENSG00000163794,36
ENSG00000163795,878
ENSG00000163798,3353
ENSG00000163803,93
ENSG00000163806,49
ENSG00000163807,6073
ENSG00000163808,2720
ENSG00000163810,1
ENSG00000163811,5286
ENSG00000163812,7817
ENSG00000163814,10899
ENSG00000163815,182
ENSG00000163817,167
ENSG00000163818,10482
ENSG00000163820,14214
ENSG00000163823,2286
ENSG00000163825,3
ENSG00000163827,52
ENSG00000163832,2409
ENSG00000163833,0
ENSG00000163840,18896
ENSG00000163848,8736
ENSG00000163864,2063
ENSG00000163866,3129
ENSG00000163867,1820
ENSG00000163870,1975
ENSG00000163872,5165
ENSG00000163873,7623
ENSG00000163874,2320
ENSG00000163875,16355
ENSG00000163877,3919
ENSG00000163879,5960
ENSG00000163882,2836
ENSG00000163884,92
ENSG00000163885,5
ENSG00000163888,93
ENSG00000163898,2111
ENSG00000163900,3172
ENSG00000163902,48883
ENSG00000163904,6789
ENSG00000163909,1436
ENSG00000163913,6254
ENSG00000163914,4
ENSG00000163915,1
ENSG00000163918,2122
ENSG00000163923,1017
ENSG00000163930,5531
ENSG00000163931,5797
ENSG00000163932,6566
ENSG00000163933,1689
ENSG00000163935,2494
ENSG00000163938,9330
ENSG00000163939,8948
ENSG00000163945,1823
ENSG00000163946,8637
ENSG00000163947,4134
ENSG00000163950,5045
ENSG00000163956,10323
ENSG00000163958,2
ENSG00000163959,152
ENSG00000163960,8114
ENSG00000163961,4273
ENSG00000163964,2831
ENSG00000163975,906
ENSG00000163982,0
ENSG00000163993,85
ENSG00000163995,462
ENSG00000164002,1073
ENSG00000164007,1
ENSG00000164008,804
ENSG00000164010,4018
ENSG00000164011,1310
ENSG00000164022,6643
ENSG00000164023,4192
ENSG00000164024,4523
ENSG00000164031,5264
ENSG00000164032,20311
ENSG00000164035,801
ENSG00000164037,64
ENSG00000164038,827
ENSG00000164039,2402
ENSG00000164040,15082
ENSG00000164045,873
ENSG00000164047,18
ENSG00000164048,698
ENSG00000164049,46
ENSG00000164050,6444
ENSG00000164051,1014
ENSG00000164053,10
ENSG00000164054,10587
ENSG00000164056,2002
ENSG00000164061,176
ENSG00000164062,5775
ENSG00000164066,2842
ENSG00000164068,2441
ENSG00000164070,2165
ENSG00000164073,2329
ENSG00000164074,1699
ENSG00000164076,7
ENSG00000164077,463
ENSG00000164078,1847
ENSG00000164080,3314
ENSG00000164081,3655
ENSG00000164082,69
ENSG00000164086,951
ENSG00000164087,688
ENSG00000164088,849
ENSG00000164089,29
ENSG00000164091,11519
ENSG00000164093,6
ENSG00000164096,13049
ENSG00000164099,13
ENSG00000164100,10
ENSG00000164104,17837
ENSG00000164105,1020
ENSG00000164106,21
ENSG00000164107,13
ENSG00000164109,3642
ENSG00000164111,33794
ENSG00000164112,20
ENSG00000164113,0
ENSG00000164114,6239
ENSG00000164116,5688
ENSG00000164117,2110
ENSG00000164118,1816
ENSG00000164120,191
ENSG00000164122,3
ENSG00000164123,0
ENSG00000164124,10862
ENSG00000164125,91996
ENSG00000164128,96
ENSG00000164129,2
ENSG00000164134,7770
ENSG00000164136,412
ENSG00000164142,982
ENSG00000164144,6261
ENSG00000164151,7327
ENSG00000164161,11
ENSG00000164162,991
ENSG00000164163,8280
ENSG00000164164,5668
ENSG00000164167,991
ENSG00000164168,7241
ENSG00000164169,1219
ENSG00000164171,4944
ENSG00000164172,4245
ENSG00000164175,11
ENSG00000164176,4434
ENSG00000164180,1698
ENSG00000164181,1361
ENSG00000164182,696
ENSG00000164185,24
ENSG00000164187,4690
ENSG00000164188,72
ENSG00000164190,15358
ENSG00000164197,900
ENSG00000164199,9506
ENSG00000164209,5107
ENSG00000164211,495
ENSG00000164219,3714
ENSG00000164220,1746
ENSG00000164221,1290
ENSG00000164236,145
ENSG00000164237,8430
ENSG00000164241,442
ENSG00000164244,13700
ENSG00000164251,1435
ENSG00000164252,4752
ENSG00000164253,2164
ENSG00000164256,0
ENSG00000164258,1833
ENSG00000164265,2
ENSG00000164266,31
ENSG00000164270,0
ENSG00000164283,1166
ENSG00000164284,2312
ENSG00000164287,4
ENSG00000164291,573
ENSG00000164292,7639
ENSG00000164294,4382
ENSG00000164296,675
ENSG00000164299,1
ENSG00000164300,3741
ENSG00000164303,28
ENSG00000164304,4
ENSG00000164305,4288
ENSG00000164306,1285
ENSG00000164307,5242
ENSG00000164308,2857
ENSG00000164309,2024
ENSG00000164318,566
ENSG00000164323,5497
ENSG00000164325,0
ENSG00000164326,1
ENSG00000164327,6385
ENSG00000164329,2639
ENSG00000164330,646
ENSG00000164331,1775
ENSG00000164332,1968
ENSG00000164334,2
ENSG00000164338,1824
ENSG00000164342,3639
ENSG00000164344,129
ENSG00000164346,4583
ENSG00000164347,4619
ENSG00000164362,28
ENSG00000164363,1
ENSG00000164366,2182
ENSG00000164379,9
ENSG00000164385,7
ENSG00000164393,8
ENSG00000164398,202
ENSG00000164399,0
ENSG00000164400,0
ENSG00000164402,5478
ENSG00000164403,5530
ENSG00000164404,57
ENSG00000164405,4666
ENSG00000164406,62
ENSG00000164411,3
ENSG00000164414,5135
ENSG00000164418,91
ENSG00000164430,1623
ENSG00000164434,2
ENSG00000164438,0
ENSG00000164440,1445
ENSG00000164442,16573
ENSG00000164451,0
ENSG00000164458,0
ENSG00000164463,2464
ENSG00000164465,1322
ENSG00000164466,5959
ENSG00000164483,59
ENSG00000164484,782
ENSG00000164485,2
ENSG00000164488,2
ENSG00000164494,1974
ENSG00000164500,0
ENSG00000164506,1753
ENSG00000164508,0
ENSG00000164509,2
ENSG00000164512,16
ENSG00000164520,845
ENSG00000164530,70
ENSG00000164532,102
ENSG00000164535,1680
ENSG00000164542,2276
ENSG00000164543,1957
ENSG00000164548,6477
ENSG00000164556,1
ENSG00000164574,8244
ENSG00000164576,4070
ENSG00000164587,19985
ENSG00000164588,12
ENSG00000164591,15
ENSG00000164597,6498
ENSG00000164600,0
ENSG00000164603,1191
ENSG00000164604,47
ENSG00000164609,5688
ENSG00000164610,626
ENSG00000164611,1875
ENSG00000164615,2402
ENSG00000164616,4
ENSG00000164619,54
ENSG00000164620,110
ENSG00000164621,1
ENSG00000164626,135
ENSG00000164627,55
ENSG00000164631,4181
ENSG00000164638,157
ENSG00000164645,1
ENSG00000164647,1360
ENSG00000164649,1861
ENSG00000164651,0
ENSG00000164654,3524
ENSG00000164659,2298
ENSG00000164663,1208
ENSG00000164669,61
ENSG00000164674,556
ENSG00000164675,212
ENSG00000164683,374
ENSG00000164684,10267
ENSG00000164687,347
ENSG00000164690,5
ENSG00000164691,615
ENSG00000164692,176050
ENSG00000164694,1410
ENSG00000164695,4318
ENSG00000164707,79
ENSG00000164708,0
ENSG00000164713,2584
ENSG00000164715,5931
ENSG00000164729,0
ENSG00000164733,43215
ENSG00000164736,54
ENSG00000164740,0
ENSG00000164741,2046
ENSG00000164742,30479
