Gene stable ID,c118b9c9-9a9e-43dc-bdf6-cce1d9f8ff74
ENSG00000214128,11
ENSG00000214132,0
ENSG00000214135,1359
ENSG00000214140,37
ENSG00000214141,0
ENSG00000214142,0
ENSG00000214144,2
ENSG00000214145,29
ENSG00000214146,8
ENSG00000214147,0
ENSG00000214160,2209
ENSG00000214161,0
ENSG00000214174,937
ENSG00000214176,1350
ENSG00000214178,0
ENSG00000214182,230
ENSG00000214184,37
ENSG00000214185,2
ENSG00000214188,9
ENSG00000214189,475
ENSG00000214190,3
ENSG00000214192,9
ENSG00000214193,6503
ENSG00000214194,1663
ENSG00000214195,5
ENSG00000214198,62
ENSG00000214199,121
ENSG00000214200,1
ENSG00000214203,8
ENSG00000214204,1
ENSG00000214207,30
ENSG00000214210,0
ENSG00000214211,0
ENSG00000214212,54
ENSG00000214215,5
ENSG00000214216,0
ENSG00000214222,5
ENSG00000214223,92
ENSG00000214226,84
ENSG00000214237,26
ENSG00000214243,3
ENSG00000214244,2
ENSG00000214245,0
ENSG00000214248,12
ENSG00000214249,1
ENSG00000214252,11
ENSG00000214253,5443
ENSG00000214254,0
ENSG00000214255,3
ENSG00000214259,2
ENSG00000214262,0
ENSG00000214263,140
ENSG00000214264,2
ENSG00000214265,0
ENSG00000214266,0
ENSG00000214268,0
ENSG00000214269,11
ENSG00000214273,13
ENSG00000214274,1179
ENSG00000214278,0
ENSG00000214279,290
ENSG00000214280,18
ENSG00000214281,0
ENSG00000214282,3
ENSG00000214283,0
ENSG00000214285,0
ENSG00000214286,0
ENSG00000214288,0
ENSG00000214289,1
ENSG00000214290,43
ENSG00000214293,1166
ENSG00000214295,0
ENSG00000214297,3
ENSG00000214298,1
ENSG00000214300,689
ENSG00000214301,2
ENSG00000214305,1
ENSG00000214309,122
ENSG00000214313,291
ENSG00000214318,0
ENSG00000214319,42
ENSG00000214321,0
ENSG00000214322,0
ENSG00000214324,0
ENSG00000214326,0
ENSG00000214329,0
ENSG00000214330,0
ENSG00000214331,117
ENSG00000214335,0
ENSG00000214336,0
ENSG00000214338,1
ENSG00000214342,0
ENSG00000214344,0
ENSG00000214347,0
ENSG00000214351,0
ENSG00000214353,19
ENSG00000214354,0
ENSG00000214357,1941
ENSG00000214359,3
ENSG00000214360,0
ENSG00000214362,5
ENSG00000214366,0
ENSG00000214367,1212
ENSG00000214369,1
ENSG00000214374,1
ENSG00000214376,28
ENSG00000214380,0
ENSG00000214381,0
ENSG00000214389,127
ENSG00000214391,29
ENSG00000214401,41
ENSG00000214402,1
ENSG00000214405,0
ENSG00000214407,0
ENSG00000214413,858
ENSG00000214414,0
ENSG00000214415,0
ENSG00000214417,6
ENSG00000214424,0
ENSG00000214425,38
ENSG00000214428,0
ENSG00000214429,0
ENSG00000214432,14
ENSG00000214433,2
ENSG00000214434,0
ENSG00000214435,46
ENSG00000214439,48
ENSG00000214447,0
ENSG00000214455,138
ENSG00000214456,2643
ENSG00000214457,0
ENSG00000214460,16
ENSG00000214465,4
ENSG00000214484,0
ENSG00000214485,120
ENSG00000214487,0
ENSG00000214491,13
ENSG00000214510,6
ENSG00000214511,2
ENSG00000214513,0
ENSG00000214514,3
ENSG00000214517,3482
ENSG00000214518,1
ENSG00000214525,0
ENSG00000214526,0
ENSG00000214530,15188
ENSG00000214533,0
ENSG00000214534,4
ENSG00000214535,78
ENSG00000214541,6
ENSG00000214544,37
ENSG00000214546,14
ENSG00000214548,2392
ENSG00000214549,3
ENSG00000214552,2
ENSG00000214553,9
ENSG00000214558,10
ENSG00000214559,4
ENSG00000214560,0
ENSG00000214561,1
ENSG00000214562,100
ENSG00000214563,1
ENSG00000214575,96
ENSG00000214578,163
ENSG00000214581,0
ENSG00000214584,0
ENSG00000214593,2
ENSG00000214595,53
ENSG00000214602,0
ENSG00000214604,1
ENSG00000214607,0
ENSG00000214612,4
ENSG00000214614,0
ENSG00000214617,0
ENSG00000214626,0
ENSG00000214628,0
ENSG00000214629,2
ENSG00000214641,0
ENSG00000214642,0
ENSG00000214643,0
ENSG00000214646,0
ENSG00000214650,10
ENSG00000214651,0
ENSG00000214652,73
ENSG00000214653,7
ENSG00000214654,148
ENSG00000214655,4872
ENSG00000214657,1
ENSG00000214659,2
ENSG00000214660,0
ENSG00000214668,1
ENSG00000214669,0
ENSG00000214671,0
ENSG00000214676,0
ENSG00000214681,0
ENSG00000214684,0
ENSG00000214686,0
ENSG00000214688,3
ENSG00000214691,0
ENSG00000214694,85
ENSG00000214695,0
ENSG00000214700,4
ENSG00000214702,0
ENSG00000214706,2005
ENSG00000214708,85
ENSG00000214711,2
ENSG00000214717,5444
ENSG00000214719,114
ENSG00000214720,0
ENSG00000214725,43
ENSG00000214727,0
ENSG00000214732,0
ENSG00000214733,116
ENSG00000214736,0
ENSG00000214743,0
ENSG00000214745,1
ENSG00000214748,1
ENSG00000214753,4546
ENSG00000214754,0
ENSG00000214756,337
ENSG00000214759,0
ENSG00000214760,1
ENSG00000214761,1
ENSG00000214765,1205
ENSG00000214770,21
ENSG00000214772,2
ENSG00000214773,2
ENSG00000214776,31
ENSG00000214782,2
ENSG00000214783,355
ENSG00000214784,35
ENSG00000214787,14
ENSG00000214788,1
ENSG00000214794,1
ENSG00000214796,165
ENSG00000214797,6
ENSG00000214803,1
ENSG00000214807,0
ENSG00000214810,0
ENSG00000214812,0
ENSG00000214814,7
ENSG00000214815,0
ENSG00000214819,0
ENSG00000214820,36
ENSG00000214821,2
ENSG00000214822,1
ENSG00000214823,0
ENSG00000214825,0
ENSG00000214826,143
ENSG00000214827,105
ENSG00000214832,15
ENSG00000214835,0
ENSG00000214837,42
ENSG00000214842,8
ENSG00000214843,0
ENSG00000214846,0
ENSG00000214851,9
ENSG00000214853,0
ENSG00000214855,6
ENSG00000214856,0
ENSG00000214857,3
ENSG00000214860,19
ENSG00000214866,0
ENSG00000214867,30
ENSG00000214869,1
ENSG00000214870,59
ENSG00000214872,21
ENSG00000214875,1
ENSG00000214878,0
ENSG00000214880,0
ENSG00000214881,3
ENSG00000214883,0
ENSG00000214886,0
ENSG00000214888,7
ENSG00000214889,0
ENSG00000214890,0
ENSG00000214891,0
ENSG00000214892,4
ENSG00000214894,30
ENSG00000214896,1
ENSG00000214897,0
ENSG00000214900,70
ENSG00000214903,0
ENSG00000214904,0
ENSG00000214908,1
ENSG00000214914,4
ENSG00000214915,0
ENSG00000214917,1
ENSG00000214919,1
ENSG00000214922,80
ENSG00000214925,1
ENSG00000214929,0
ENSG00000214930,0
ENSG00000214940,1
ENSG00000214941,1469
ENSG00000214942,0
ENSG00000214943,1
ENSG00000214944,1870
ENSG00000214946,4
ENSG00000214954,80
ENSG00000214955,6
ENSG00000214960,88
ENSG00000214961,8
ENSG00000214967,0
ENSG00000214970,0
ENSG00000214973,6
ENSG00000214975,32
ENSG00000214976,0
ENSG00000214978,0
ENSG00000214980,0
ENSG00000214988,9
ENSG00000214992,1
ENSG00000214998,0
ENSG00000214999,4
ENSG00000215000,0
ENSG00000215002,0
ENSG00000215003,5
ENSG00000215004,0
ENSG00000215005,0
ENSG00000215006,71
ENSG00000215007,5
ENSG00000215009,5
ENSG00000215012,2332
ENSG00000215014,43
ENSG00000215016,2
ENSG00000215018,233
ENSG00000215021,8987
ENSG00000215022,62
ENSG00000215023,6
ENSG00000215029,0
ENSG00000215030,205
ENSG00000215032,8
ENSG00000215034,0
ENSG00000215035,1
ENSG00000215037,0
ENSG00000215039,1819
ENSG00000215041,2202
ENSG00000215043,1
ENSG00000215045,71
ENSG00000215049,0
ENSG00000215054,0
ENSG00000215057,4
ENSG00000215063,2
ENSG00000215065,0
ENSG00000215067,409
ENSG00000215068,325
ENSG00000215070,0
ENSG00000215085,0
ENSG00000215086,5
ENSG00000215088,2
ENSG00000215089,16
ENSG00000215093,18
ENSG00000215094,0
ENSG00000215096,0
ENSG00000215097,12
ENSG00000215102,2
ENSG00000215105,806
ENSG00000215110,0
ENSG00000215112,0
ENSG00000215113,0
ENSG00000215114,2602
ENSG00000215115,0
ENSG00000215117,0
ENSG00000215120,0
ENSG00000215124,1
ENSG00000215126,321
ENSG00000215127,3
ENSG00000215131,1
ENSG00000215146,70
ENSG00000215148,0
ENSG00000215149,0
ENSG00000215151,0
ENSG00000215154,176
ENSG00000215156,18
ENSG00000215158,148
ENSG00000215159,2
ENSG00000215160,0
ENSG00000215162,0
ENSG00000215165,3
ENSG00000215168,0
ENSG00000215174,3
ENSG00000215177,2
ENSG00000215179,0
ENSG00000215182,4
ENSG00000215183,0
ENSG00000215184,0
ENSG00000215186,0
ENSG00000215187,22
ENSG00000215190,398
ENSG00000215193,2690
ENSG00000215196,5
ENSG00000215197,0
ENSG00000215198,2
ENSG00000215199,6
ENSG00000215203,0
ENSG00000215206,0
ENSG00000215208,0
ENSG00000215210,26
ENSG00000215217,140
ENSG00000215218,216
ENSG00000215221,3
ENSG00000215223,0
ENSG00000215227,0
ENSG00000215231,0
ENSG00000215236,2
ENSG00000215237,22
ENSG00000215241,155
ENSG00000215244,35
ENSG00000215246,14
ENSG00000215251,1232
ENSG00000215252,1047
ENSG00000215256,4190
ENSG00000215262,10
ENSG00000215263,0
ENSG00000215264,0
ENSG00000215267,8
ENSG00000215268,0
ENSG00000215269,0
ENSG00000215270,20
ENSG00000215271,2273
ENSG00000215274,0
ENSG00000215277,40
ENSG00000215278,0
ENSG00000215283,23
ENSG00000215284,3
ENSG00000215286,0
ENSG00000215288,0
ENSG00000215296,0
ENSG00000215297,0
ENSG00000215301,18964
ENSG00000215302,38
ENSG00000215304,0
ENSG00000215305,2985
ENSG00000215310,0
ENSG00000215311,3
ENSG00000215313,1
ENSG00000215317,0
ENSG00000215319,1
ENSG00000215325,1
ENSG00000215326,3
ENSG00000215333,2
ENSG00000215339,0
ENSG00000215343,0
ENSG00000215347,30
ENSG00000215349,2
ENSG00000215351,0
ENSG00000215353,0
ENSG00000215354,0
ENSG00000215356,0
ENSG00000215357,0
ENSG00000215365,0
ENSG00000215367,0
ENSG00000215368,0
ENSG00000215369,0
ENSG00000215371,0
ENSG00000215372,0
ENSG00000215373,0
ENSG00000215374,42
ENSG00000215375,936
ENSG00000215378,0
ENSG00000215380,0
ENSG00000215381,3
ENSG00000215386,268
ENSG00000215388,41
ENSG00000215397,0
ENSG00000215398,0
ENSG00000215399,12
ENSG00000215403,0
ENSG00000215409,1
ENSG00000215414,8
ENSG00000215417,87
ENSG00000215418,0
ENSG00000215421,937
ENSG00000215424,380
ENSG00000215440,1198
ENSG00000215441,0
ENSG00000215444,0
ENSG00000215447,212
ENSG00000215448,0
ENSG00000215450,2
ENSG00000215452,6
ENSG00000215454,0
ENSG00000215455,0
ENSG00000215456,0
ENSG00000215457,0
ENSG00000215458,77
ENSG00000215464,6
ENSG00000215467,1
ENSG00000215472,1
ENSG00000215474,0
ENSG00000215475,6
ENSG00000215477,0
ENSG00000215478,0
ENSG00000215480,1
ENSG00000215481,28
ENSG00000215482,5
ENSG00000215483,8
ENSG00000215486,0
ENSG00000215492,7
ENSG00000215493,76
ENSG00000215498,0
ENSG00000215506,1
ENSG00000215507,0
ENSG00000215512,1
ENSG00000215515,3
ENSG00000215520,0
ENSG00000215529,10
ENSG00000215533,3
ENSG00000215537,0
ENSG00000215540,0
ENSG00000215544,5
ENSG00000215545,0
ENSG00000215546,0
ENSG00000215547,0
ENSG00000215548,11
ENSG00000215553,2
ENSG00000215559,67
ENSG00000215560,0
ENSG00000215562,0
ENSG00000215567,0
ENSG00000215568,0
ENSG00000215571,6
ENSG00000215572,0
ENSG00000215580,0
ENSG00000215583,0
ENSG00000215586,1
ENSG00000215589,0
ENSG00000215595,7
ENSG00000215601,0
ENSG00000215603,0
ENSG00000215604,0
ENSG00000215606,0
ENSG00000215612,0
ENSG00000215630,18
ENSG00000215644,1
ENSG00000215692,0
ENSG00000215695,0
ENSG00000215704,13
ENSG00000215712,1010
ENSG00000215717,4399
ENSG00000215720,1
ENSG00000215734,1
ENSG00000215760,0
ENSG00000215765,0
ENSG00000215769,397
ENSG00000215771,1
ENSG00000215784,27
ENSG00000215785,2
ENSG00000215788,823
ENSG00000215790,243
ENSG00000215795,62
ENSG00000215796,3
ENSG00000215800,0
ENSG00000215802,0
ENSG00000215805,0
ENSG00000215807,2
ENSG00000215808,52
ENSG00000215811,2
ENSG00000215812,4
ENSG00000215817,6
ENSG00000215819,0
ENSG00000215833,0
ENSG00000215834,6
ENSG00000215835,27
ENSG00000215837,0
ENSG00000215838,1
ENSG00000215840,10
ENSG00000215841,18
ENSG00000215845,8037
ENSG00000215846,0
ENSG00000215853,0
ENSG00000215859,71
ENSG00000215861,137
ENSG00000215864,1
ENSG00000215866,2
ENSG00000215867,3
ENSG00000215869,3
ENSG00000215871,0
ENSG00000215873,0
ENSG00000215874,0
ENSG00000215875,0
ENSG00000215878,2
ENSG00000215881,0
ENSG00000215883,334
ENSG00000215887,0
ENSG00000215893,0
ENSG00000215895,8
ENSG00000215899,15
ENSG00000215900,0
ENSG00000215905,0
ENSG00000215906,0
ENSG00000215908,2540
ENSG00000215909,0
ENSG00000215910,53
ENSG00000215912,133
ENSG00000215914,25
ENSG00000215915,1547
ENSG00000215922,0
ENSG00000215923,0
ENSG00000215925,1
ENSG00000215930,1
ENSG00000215934,0
ENSG00000215938,0
ENSG00000215939,0
ENSG00000215943,0
ENSG00000215945,0
ENSG00000215946,0
ENSG00000215948,0
ENSG00000215952,0
ENSG00000215953,0
ENSG00000215954,0
ENSG00000215957,0
ENSG00000215960,0
ENSG00000215961,0
ENSG00000215966,0
ENSG00000215968,0
ENSG00000215972,2
ENSG00000215973,1
ENSG00000215976,1
ENSG00000215983,0
ENSG00000215984,0
ENSG00000215991,0
ENSG00000215993,0
ENSG00000215996,0
ENSG00000215998,0
ENSG00000215999,0
ENSG00000216001,0
ENSG00000216005,0
ENSG00000216009,0
ENSG00000216011,0
ENSG00000216014,0
ENSG00000216015,0
ENSG00000216017,0
ENSG00000216020,0
ENSG00000216022,0
ENSG00000216027,0
ENSG00000216031,3
ENSG00000216035,0
ENSG00000216037,0
ENSG00000216042,0
ENSG00000216045,0
ENSG00000216047,0
ENSG00000216054,0
ENSG00000216055,0
ENSG00000216056,0
ENSG00000216058,0
ENSG00000216060,0
ENSG00000216064,0
ENSG00000216067,0
ENSG00000216069,0
ENSG00000216070,2
ENSG00000216072,0
ENSG00000216073,0
ENSG00000216075,0
ENSG00000216077,0
ENSG00000216081,0
ENSG00000216083,0
ENSG00000216084,0
ENSG00000216085,0
ENSG00000216088,0
ENSG00000216090,0
ENSG00000216097,0
ENSG00000216098,0
ENSG00000216099,0
ENSG00000216100,0
ENSG00000216101,0
ENSG00000216102,0
ENSG00000216105,0
ENSG00000216109,4
ENSG00000216114,0
ENSG00000216116,0
ENSG00000216123,0
ENSG00000216125,0
ENSG00000216131,0
ENSG00000216133,0
ENSG00000216135,0
ENSG00000216136,0
ENSG00000216141,0
ENSG00000216154,0
ENSG00000216157,0
ENSG00000216162,0
ENSG00000216166,0
ENSG00000216168,0
ENSG00000216169,0
ENSG00000216171,0
ENSG00000216179,0
ENSG00000216181,0
ENSG00000216182,2
ENSG00000216184,0
ENSG00000216191,0
ENSG00000216192,1
ENSG00000216195,0
ENSG00000216205,0
ENSG00000216206,0
ENSG00000216265,0
ENSG00000216285,5
ENSG00000216306,1
ENSG00000216307,1
ENSG00000216316,0
ENSG00000216324,2
ENSG00000216331,5
ENSG00000216347,1
ENSG00000216352,0
ENSG00000216359,0
ENSG00000216360,6
ENSG00000216364,0
ENSG00000216365,0
ENSG00000216368,3
ENSG00000216378,0
ENSG00000216412,1
ENSG00000216425,5
ENSG00000216436,0
ENSG00000216439,0
ENSG00000216444,0
ENSG00000216471,0
ENSG00000216475,0
ENSG00000216480,3
ENSG00000216490,77
ENSG00000216516,0
ENSG00000216518,0
ENSG00000216519,0
ENSG00000216523,0
ENSG00000216548,1
ENSG00000216560,0
ENSG00000216588,2
ENSG00000216613,0
ENSG00000216616,0
ENSG00000216621,0
ENSG00000216624,2
ENSG00000216629,0
ENSG00000216636,0
ENSG00000216639,4
ENSG00000216642,0
ENSG00000216649,0
ENSG00000216657,1
ENSG00000216663,0
ENSG00000216671,0
ENSG00000216676,1
ENSG00000216687,2
ENSG00000216708,0
ENSG00000216710,0
ENSG00000216713,0
ENSG00000216718,0
ENSG00000216721,0
ENSG00000216723,0
ENSG00000216740,3
ENSG00000216753,0
ENSG00000216754,0
ENSG00000216762,0
ENSG00000216775,705
ENSG00000216777,0
ENSG00000216781,0
ENSG00000216802,0
ENSG00000216809,2
ENSG00000216811,0
ENSG00000216813,0
ENSG00000216817,0
ENSG00000216819,0
ENSG00000216824,0
ENSG00000216829,0
ENSG00000216835,1
ENSG00000216844,0
ENSG00000216853,0
ENSG00000216854,1
ENSG00000216859,0
ENSG00000216863,3
ENSG00000216866,48
ENSG00000216867,0
ENSG00000216895,130
ENSG00000216901,3
ENSG00000216902,0
ENSG00000216904,0
ENSG00000216906,8
ENSG00000216913,0
ENSG00000216915,0
ENSG00000216917,0
ENSG00000216921,12
ENSG00000216937,127
ENSG00000216938,2
ENSG00000216966,0
ENSG00000216977,7
ENSG00000216990,2
ENSG00000216998,0
ENSG00000217004,2
ENSG00000217026,3
ENSG00000217027,32
ENSG00000217030,1
ENSG00000217041,0
ENSG00000217044,0
ENSG00000217060,0
ENSG00000217067,1
ENSG00000217078,6
ENSG00000217083,1
ENSG00000217085,0
ENSG00000217089,0
ENSG00000217094,12
ENSG00000217120,0
ENSG00000217128,2513
ENSG00000217130,35
ENSG00000217135,0
ENSG00000217139,1
ENSG00000217159,3
ENSG00000217160,0
ENSG00000217165,245
ENSG00000217169,0
ENSG00000217178,1
ENSG00000217179,0
ENSG00000217181,1
ENSG00000217195,0
ENSG00000217227,0
ENSG00000217228,0
ENSG00000217231,0
ENSG00000217236,1
ENSG00000217239,3
ENSG00000217241,6
ENSG00000217258,2
ENSG00000217261,2
ENSG00000217268,1
ENSG00000217272,0
ENSG00000217275,6
ENSG00000217289,12
ENSG00000217314,0
ENSG00000217315,0
ENSG00000217325,4
ENSG00000217327,0
ENSG00000217330,0
ENSG00000217331,0
ENSG00000217334,0
ENSG00000217372,0
ENSG00000217377,0
ENSG00000217379,2
ENSG00000217385,1
ENSG00000217404,1
ENSG00000217408,0
ENSG00000217414,0
ENSG00000217416,2
ENSG00000217442,44
ENSG00000217447,1
ENSG00000217455,8
ENSG00000217477,0
ENSG00000217482,0
ENSG00000217483,0
ENSG00000217488,1
ENSG00000217495,2
ENSG00000217512,0
ENSG00000217514,0
ENSG00000217527,0
ENSG00000217539,0
ENSG00000217555,334
ENSG00000217557,0
ENSG00000217566,0
ENSG00000217576,10
ENSG00000217585,0
ENSG00000217612,0
ENSG00000217624,21
ENSG00000217631,0
ENSG00000217643,6
ENSG00000217644,4
ENSG00000217646,0
ENSG00000217648,47
ENSG00000217653,2
ENSG00000217680,0
ENSG00000217684,0
ENSG00000217686,0
ENSG00000217702,2
ENSG00000217707,0
ENSG00000217716,11
ENSG00000217718,0
ENSG00000217733,0
ENSG00000217746,0
ENSG00000217767,2
ENSG00000217769,0
ENSG00000217770,0
ENSG00000217776,0
ENSG00000217783,4
ENSG00000217786,0
ENSG00000217791,0
ENSG00000217801,656
ENSG00000217805,0
ENSG00000217809,0
ENSG00000217811,0
ENSG00000217824,2
ENSG00000217825,1
ENSG00000217835,6
ENSG00000217862,0
ENSG00000217874,0
ENSG00000217878,0
ENSG00000217889,2
ENSG00000217896,0
ENSG00000217897,0
ENSG00000217929,0
ENSG00000217930,745
ENSG00000217950,5
ENSG00000218014,51
ENSG00000218016,0
ENSG00000218018,7
ENSG00000218020,0
ENSG00000218027,26
ENSG00000218029,0
ENSG00000218048,0
ENSG00000218049,0
ENSG00000218052,14
ENSG00000218069,1
ENSG00000218073,3
ENSG00000218089,0
ENSG00000218107,0
ENSG00000218109,0
ENSG00000218125,0
ENSG00000218143,0
ENSG00000218153,1
ENSG00000218173,0
ENSG00000218175,128
ENSG00000218180,2
ENSG00000218186,2
ENSG00000218187,0
ENSG00000218189,1
ENSG00000218194,0
ENSG00000218198,1
ENSG00000218208,20
ENSG00000218213,0
ENSG00000218226,83
ENSG00000218227,86
ENSG00000218233,1
ENSG00000218261,0
ENSG00000218265,3
ENSG00000218274,0
ENSG00000218281,2
ENSG00000218283,391
ENSG00000218300,0
ENSG00000218305,0
ENSG00000218313,0
ENSG00000218336,3068
ENSG00000218337,0
ENSG00000218347,1
ENSG00000218350,3
ENSG00000218351,0
ENSG00000218357,2
ENSG00000218358,2
ENSG00000218359,0
ENSG00000218363,0
ENSG00000218410,0
ENSG00000218416,627
ENSG00000218418,17
ENSG00000218424,0
ENSG00000218426,135
ENSG00000218428,1
ENSG00000218454,0
ENSG00000218459,0
ENSG00000218472,0
ENSG00000218475,0
ENSG00000218476,0
ENSG00000218483,0
ENSG00000218490,0
ENSG00000218499,0
ENSG00000218502,9
ENSG00000218510,1183
ENSG00000218512,0
ENSG00000218520,0
ENSG00000218521,0
ENSG00000218536,0
ENSG00000218537,6
ENSG00000218549,42
ENSG00000218561,0
ENSG00000218565,2
ENSG00000218574,2
ENSG00000218577,0
ENSG00000218582,7
ENSG00000218586,7
ENSG00000218596,0
ENSG00000218617,1
ENSG00000218631,16
ENSG00000218632,2
ENSG00000218643,0
ENSG00000218672,3
ENSG00000218676,2
ENSG00000218682,0
ENSG00000218689,0
ENSG00000218690,0
ENSG00000218698,0
ENSG00000218713,116
ENSG00000218716,0
ENSG00000218725,0
ENSG00000218728,0
ENSG00000218730,0
ENSG00000218732,0
ENSG00000218739,2445
ENSG00000218748,0
ENSG00000218749,0
ENSG00000218754,0
ENSG00000218757,0
ENSG00000218766,1
ENSG00000218772,1
ENSG00000218776,0
ENSG00000218792,0
ENSG00000218793,1
ENSG00000218803,0
ENSG00000218806,0
ENSG00000218809,0
ENSG00000218813,0
ENSG00000218819,0
ENSG00000218823,1
ENSG00000218834,0
ENSG00000218839,0
ENSG00000218857,0
ENSG00000218868,0
ENSG00000218870,0
ENSG00000218872,0
ENSG00000218890,2
ENSG00000218891,683
ENSG00000218893,0
ENSG00000218896,2
ENSG00000218902,28
ENSG00000218965,0
ENSG00000218976,0
ENSG00000218980,7
ENSG00000218986,0
ENSG00000218991,0
ENSG00000218996,0
ENSG00000219023,11
ENSG00000219027,5
ENSG00000219039,0
ENSG00000219061,0
ENSG00000219073,0
ENSG00000219074,4
ENSG00000219085,7
ENSG00000219087,0
ENSG00000219088,0
ENSG00000219095,0
ENSG00000219102,20
ENSG00000219133,6
ENSG00000219135,2
ENSG00000219139,0
ENSG00000219146,1
ENSG00000219149,2
ENSG00000219150,0
ENSG00000219159,0
ENSG00000219163,7
ENSG00000219186,0
ENSG00000219188,0
ENSG00000219190,0
ENSG00000219200,559
ENSG00000219201,68
ENSG00000219222,0
ENSG00000219240,0
ENSG00000219249,0
ENSG00000219253,0
ENSG00000219257,1
ENSG00000219262,0
ENSG00000219273,0
ENSG00000219274,3
ENSG00000219280,0
ENSG00000219284,0
ENSG00000219294,2
ENSG00000219297,0
ENSG00000219298,0
ENSG00000219302,0
ENSG00000219314,0
ENSG00000219329,2
ENSG00000219355,3
ENSG00000219361,4
ENSG00000219368,0
ENSG00000219375,0
ENSG00000219384,0
ENSG00000219387,0
ENSG00000219391,1
ENSG00000219392,5
ENSG00000219395,22
ENSG00000219404,0
ENSG00000219409,1
ENSG00000219410,18
ENSG00000219430,0
ENSG00000219433,5
ENSG00000219435,1
ENSG00000219438,462
ENSG00000219445,0
ENSG00000219448,2
ENSG00000219451,14
ENSG00000219453,0
ENSG00000219463,0
ENSG00000219470,29
ENSG00000219481,3650
ENSG00000219487,1
ENSG00000219491,0
ENSG00000219492,0
ENSG00000219500,0
ENSG00000219507,93
ENSG00000219529,16
ENSG00000219532,0
ENSG00000219545,1838
ENSG00000219547,0
ENSG00000219549,0
ENSG00000219553,1
ENSG00000219559,0
ENSG00000219565,5
ENSG00000219575,0
ENSG00000219582,0
ENSG00000219592,0
ENSG00000219604,0
ENSG00000219607,141
ENSG00000219608,1
ENSG00000219619,0
ENSG00000219622,0
ENSG00000219626,568
ENSG00000219627,0
ENSG00000219642,4
ENSG00000219653,0
ENSG00000219665,131
ENSG00000219666,0
ENSG00000219669,0
ENSG00000219681,0
ENSG00000219682,40
ENSG00000219693,57
ENSG00000219699,1
ENSG00000219700,0
ENSG00000219702,0
ENSG00000219703,0
ENSG00000219712,0
ENSG00000219722,0
ENSG00000219736,0
ENSG00000219738,0
ENSG00000219747,15
ENSG00000219755,32
ENSG00000219757,0
ENSG00000219758,1
ENSG00000219770,0
ENSG00000219773,4
ENSG00000219776,0
ENSG00000219784,0
ENSG00000219790,0
ENSG00000219797,4
ENSG00000219806,0
ENSG00000219807,0
ENSG00000219814,4
ENSG00000219863,1
ENSG00000219867,0
ENSG00000219870,0
ENSG00000219881,1
ENSG00000219891,58
ENSG00000219902,1
ENSG00000219926,0
ENSG00000219928,69
ENSG00000219930,0
ENSG00000219932,11
ENSG00000219940,0
ENSG00000219941,0
ENSG00000219951,4
ENSG00000219986,5
ENSG00000219992,6
ENSG00000219993,1
ENSG00000220008,4
ENSG00000220030,0
ENSG00000220069,1
ENSG00000220076,0
ENSG00000220091,0
ENSG00000220105,1
ENSG00000220110,1
ENSG00000220113,0
ENSG00000220125,0
ENSG00000220130,0
ENSG00000220131,0
ENSG00000220132,0
ENSG00000220139,0
ENSG00000220154,0
ENSG00000220157,10
ENSG00000220161,38
ENSG00000220181,0
ENSG00000220184,0
ENSG00000220201,113
ENSG00000220204,0
ENSG00000220205,5237
ENSG00000220212,0
ENSG00000220237,3
ENSG00000220240,0
ENSG00000220248,1
ENSG00000220256,0
ENSG00000220267,1
ENSG00000220291,0
ENSG00000220305,8
ENSG00000220311,0
ENSG00000220323,20
ENSG00000220326,0
ENSG00000220340,0
ENSG00000220343,1
ENSG00000220347,0
ENSG00000220349,3
ENSG00000220370,0
ENSG00000220377,0
ENSG00000220378,6
ENSG00000220392,7
ENSG00000220412,3
ENSG00000220418,3
ENSG00000220446,0
ENSG00000220447,0
ENSG00000220472,21
ENSG00000220483,0
ENSG00000220494,1
ENSG00000220505,0
ENSG00000220506,0
ENSG00000220514,0
ENSG00000220515,1
ENSG00000220517,7
ENSG00000220522,0
ENSG00000220537,0
ENSG00000220540,0
ENSG00000220541,0
ENSG00000220548,0
ENSG00000220553,0
ENSG00000220556,0
ENSG00000220557,0
ENSG00000220563,58
ENSG00000220575,0
ENSG00000220581,0
ENSG00000220583,16
ENSG00000220585,0
ENSG00000220586,0
ENSG00000220598,0
ENSG00000220600,0
ENSG00000220614,3
ENSG00000220635,0
ENSG00000220643,0
ENSG00000220660,2
ENSG00000220666,0
ENSG00000220685,4
ENSG00000220694,0
ENSG00000220695,3
ENSG00000220702,0
ENSG00000220721,7
ENSG00000220725,0
ENSG00000220730,0
ENSG00000220733,0
ENSG00000220734,0
ENSG00000220739,0
ENSG00000220744,2
ENSG00000220745,0
ENSG00000220748,0
ENSG00000220749,58
ENSG00000220758,0
ENSG00000220771,1
ENSG00000220773,1
ENSG00000220785,782
ENSG00000220793,19
ENSG00000220804,165
ENSG00000220831,0
ENSG00000220842,93
ENSG00000220848,80
ENSG00000220867,2
ENSG00000220868,0
ENSG00000220871,0
ENSG00000220875,19
ENSG00000220884,2
ENSG00000220891,0
ENSG00000220908,0
ENSG00000220913,0
ENSG00000220918,0
ENSG00000220920,5
ENSG00000220924,0
ENSG00000220925,1
ENSG00000220937,2
ENSG00000220948,0
ENSG00000220949,0
ENSG00000220960,1
ENSG00000220981,0
ENSG00000220982,0
ENSG00000220984,0
