Gene stable ID,b7fda5e6-ac95-4d80-9d5d-653bf871b156
ENSG00000181965,0
ENSG00000181977,0
ENSG00000181982,3573
ENSG00000181984,5
ENSG00000181991,1378
ENSG00000181995,0
ENSG00000181997,29
ENSG00000182000,6
ENSG00000182004,2425
ENSG00000182010,250
ENSG00000182013,1178
ENSG00000182021,4
ENSG00000182022,6130
ENSG00000182035,3
ENSG00000182040,3
ENSG00000182048,11
ENSG00000182050,59
ENSG00000182053,0
ENSG00000182054,4786
ENSG00000182057,42
ENSG00000182070,0
ENSG00000182077,259
ENSG00000182083,0
ENSG00000182087,5214
ENSG00000182093,2740
ENSG00000182095,10753
ENSG00000182103,98
ENSG00000182107,5831
ENSG00000182108,468
ENSG00000182109,352
ENSG00000182111,0
ENSG00000182117,2106
ENSG00000182118,1983
ENSG00000182132,182
ENSG00000182134,1062
ENSG00000182141,1450
ENSG00000182149,14434
ENSG00000182150,2659
ENSG00000182154,885
ENSG00000182156,0
ENSG00000182158,15334
ENSG00000182162,398
ENSG00000182165,938
ENSG00000182168,1249
ENSG00000182170,0
ENSG00000182173,1799
ENSG00000182175,3291
ENSG00000182177,1
ENSG00000182179,4536
ENSG00000182180,4480
ENSG00000182183,27
ENSG00000182185,1222
ENSG00000182187,0
ENSG00000182195,2092
ENSG00000182196,80
ENSG00000182197,4322
ENSG00000182199,2928
ENSG00000182208,2359
ENSG00000182218,422
ENSG00000182220,12590
ENSG00000182223,2
ENSG00000182224,350
ENSG00000182230,9
ENSG00000182240,7443
ENSG00000182247,1950
ENSG00000182253,37282
ENSG00000182255,31
ENSG00000182256,38
ENSG00000182257,48
ENSG00000182261,10
ENSG00000182263,1261
ENSG00000182264,34
ENSG00000182271,0
ENSG00000182272,610
ENSG00000182287,3165
ENSG00000182307,4601
ENSG00000182308,38
ENSG00000182310,352
ENSG00000182315,0
ENSG00000182318,727
ENSG00000182324,245
ENSG00000182325,726
ENSG00000182326,48122
ENSG00000182327,35
ENSG00000182329,18
ENSG00000182330,0
ENSG00000182333,0
ENSG00000182334,2
ENSG00000182346,1
ENSG00000182347,6
ENSG00000182348,24
ENSG00000182351,0
ENSG00000182352,0
ENSG00000182359,878
ENSG00000182362,600
ENSG00000182365,0
ENSG00000182366,21
ENSG00000182372,2101
ENSG00000182376,6
ENSG00000182378,1513
ENSG00000182379,22
ENSG00000182383,0
ENSG00000182389,735
ENSG00000182393,1
ENSG00000182397,90
ENSG00000182400,3610
ENSG00000182405,508
ENSG00000182415,0
ENSG00000182446,8810
ENSG00000182447,0
ENSG00000182450,0
ENSG00000182459,1
ENSG00000182463,8994
ENSG00000182472,154
ENSG00000182473,7350
ENSG00000182477,3
ENSG00000182481,2155
ENSG00000182484,312
ENSG00000182487,31
ENSG00000182489,15
ENSG00000182492,8032
ENSG00000182504,1918
ENSG00000182508,60
ENSG00000182511,2042
ENSG00000182512,2680
ENSG00000182518,992
ENSG00000182521,4
ENSG00000182531,1
ENSG00000182533,28
ENSG00000182534,8787
ENSG00000182541,8625
ENSG00000182544,2211
ENSG00000182545,2
ENSG00000182551,4389
ENSG00000182552,1215
ENSG00000182557,57
ENSG00000182565,0
ENSG00000182566,57
ENSG00000182568,5590
ENSG00000182574,6
ENSG00000182575,1119
ENSG00000182578,6423
ENSG00000182580,5558
ENSG00000182583,0
ENSG00000182584,81
ENSG00000182585,6
ENSG00000182586,1
ENSG00000182591,0
ENSG00000182600,781
ENSG00000182601,332
ENSG00000182606,10072
ENSG00000182612,115
ENSG00000182613,1
ENSG00000182621,3093
ENSG00000182625,0
ENSG00000182628,1873
ENSG00000182631,0
ENSG00000182632,35
ENSG00000182634,0
ENSG00000182636,2937
ENSG00000182645,0
ENSG00000182648,601
ENSG00000182652,0
ENSG00000182667,706
ENSG00000182670,31058
ENSG00000182674,43
ENSG00000182676,4
ENSG00000182685,188
ENSG00000182687,1
ENSG00000182698,0
ENSG00000182700,2844
ENSG00000182704,6898
ENSG00000182707,0
ENSG00000182712,0
ENSG00000182718,42549
ENSG00000182722,23
ENSG00000182732,732
ENSG00000182742,849
ENSG00000182747,1
ENSG00000182749,1271
ENSG00000182752,502
ENSG00000182759,0
ENSG00000182768,4173
ENSG00000182771,721
ENSG00000182774,44995
ENSG00000182776,0
ENSG00000182782,668
ENSG00000182783,0
ENSG00000182791,75
ENSG00000182793,0
ENSG00000182795,2885
ENSG00000182796,2206
ENSG00000182798,38
ENSG00000182809,7787
ENSG00000182810,813
ENSG00000182814,0
ENSG00000182816,0
ENSG00000182824,0
ENSG00000182827,6701
ENSG00000182831,6590
ENSG00000182836,865
ENSG00000182841,721
ENSG00000182853,79
ENSG00000182854,0
ENSG00000182858,1010
ENSG00000182866,453
ENSG00000182870,8
ENSG00000182871,11872
ENSG00000182872,4023
ENSG00000182873,282
ENSG00000182885,516
ENSG00000182888,0
ENSG00000182890,219
ENSG00000182896,1
ENSG00000182898,0
ENSG00000182899,38276
ENSG00000182901,5
ENSG00000182902,268
ENSG00000182903,3455
ENSG00000182912,63
ENSG00000182916,702
ENSG00000182919,4689
ENSG00000182921,0
ENSG00000182923,3397
ENSG00000182931,2
ENSG00000182934,13082
ENSG00000182938,1
ENSG00000182944,17174
ENSG00000182950,71
ENSG00000182952,4833
ENSG00000182957,5437
ENSG00000182963,1818
ENSG00000182965,0
ENSG00000182968,0
ENSG00000182973,2636
ENSG00000182974,0
ENSG00000182979,4080
ENSG00000182983,2163
ENSG00000182985,3174
ENSG00000182986,3303
ENSG00000182993,225
ENSG00000183010,793
ENSG00000183011,1245
ENSG00000183018,3874
ENSG00000183019,3
ENSG00000183020,7512
ENSG00000183022,1
ENSG00000183023,1281
ENSG00000183024,0
ENSG00000183032,78
ENSG00000183034,0
ENSG00000183035,0
ENSG00000183036,23
ENSG00000183044,1830
ENSG00000183048,396
ENSG00000183049,2760
ENSG00000183054,2
ENSG00000183055,17
ENSG00000183060,1319
ENSG00000183066,233
ENSG00000183067,33
ENSG00000183072,2
ENSG00000183077,2238
ENSG00000183087,12731
ENSG00000183090,15
ENSG00000183091,374
ENSG00000183092,289
ENSG00000183098,1428
ENSG00000183111,7547
ENSG00000183114,60
ENSG00000183117,96
ENSG00000183122,2
ENSG00000183128,7
ENSG00000183130,0
ENSG00000183134,69
ENSG00000183137,893
ENSG00000183145,15
ENSG00000183146,0
ENSG00000183148,3
ENSG00000183150,17
ENSG00000183153,0
ENSG00000183154,55
ENSG00000183155,971
ENSG00000183160,3720
ENSG00000183161,1357
ENSG00000183166,306
ENSG00000183169,1
ENSG00000183171,29
ENSG00000183172,2549
ENSG00000183185,3
ENSG00000183186,211
ENSG00000183196,27
ENSG00000183199,41
ENSG00000183206,2
ENSG00000183207,2973
ENSG00000183208,620
ENSG00000183230,183
ENSG00000183239,0
ENSG00000183242,0
ENSG00000183246,1
ENSG00000183248,733
ENSG00000183249,0
ENSG00000183250,183
ENSG00000183251,4
ENSG00000183255,22552
ENSG00000183258,3775
ENSG00000183260,0
ENSG00000183269,0
ENSG00000183273,1
ENSG00000183281,32
ENSG00000183283,26376
ENSG00000183287,718
ENSG00000183291,12878
ENSG00000183292,2
ENSG00000183298,12
ENSG00000183303,3
ENSG00000183304,0
ENSG00000183305,0
ENSG00000183307,68
ENSG00000183308,4
ENSG00000183309,4389
ENSG00000183310,0
ENSG00000183313,0
ENSG00000183317,250
ENSG00000183318,1
ENSG00000183323,2328
ENSG00000183324,4
ENSG00000183336,0
ENSG00000183337,5350
ENSG00000183340,2216
ENSG00000183346,124
ENSG00000183347,38
ENSG00000183354,7021
ENSG00000183378,426
ENSG00000183379,32
ENSG00000183385,0
ENSG00000183386,1405
ENSG00000183389,1
ENSG00000183395,2
ENSG00000183396,1
ENSG00000183397,128
ENSG00000183401,1036
ENSG00000183421,2027
ENSG00000183423,76
ENSG00000183426,666
ENSG00000183431,7653
ENSG00000183432,0
ENSG00000183434,21
ENSG00000183439,12
ENSG00000183444,133
ENSG00000183454,207
ENSG00000183458,394
ENSG00000183463,5
ENSG00000183470,0
ENSG00000183474,307
ENSG00000183475,2673
ENSG00000183476,19
ENSG00000183479,22
ENSG00000183484,228
ENSG00000183486,1714
ENSG00000183495,9001
ENSG00000183496,450
ENSG00000183506,284
ENSG00000183508,3196
ENSG00000183513,2729
ENSG00000183514,0
ENSG00000183520,2235
ENSG00000183527,1143
ENSG00000183530,6499
ENSG00000183535,3
ENSG00000183542,7
ENSG00000183549,903
ENSG00000183559,0
ENSG00000183560,1
ENSG00000183562,12
ENSG00000183566,0
ENSG00000183569,554
ENSG00000183570,114
ENSG00000183571,4
ENSG00000183576,7765
ENSG00000183578,691
ENSG00000183579,33
ENSG00000183580,3223
ENSG00000183586,2
ENSG00000183597,1527
ENSG00000183598,4
ENSG00000183604,144
ENSG00000183605,1220
ENSG00000183607,0
ENSG00000183615,274
ENSG00000183617,1271
ENSG00000183621,1446
ENSG00000183624,4357
ENSG00000183625,1
ENSG00000183628,193
ENSG00000183629,3
ENSG00000183631,0
ENSG00000183632,4
ENSG00000183638,53
ENSG00000183640,1
ENSG00000183643,0
ENSG00000183644,27
ENSG00000183647,434
ENSG00000183648,1674
ENSG00000183654,43
ENSG00000183655,791
ENSG00000183662,5
ENSG00000183663,0
ENSG00000183665,1354
ENSG00000183666,746
ENSG00000183668,1
ENSG00000183671,135
ENSG00000183674,0
ENSG00000183682,30
ENSG00000183684,1654
ENSG00000183688,4010
ENSG00000183690,111
ENSG00000183691,24
ENSG00000183695,26
ENSG00000183696,640
ENSG00000183704,0
ENSG00000183706,0
ENSG00000183709,0
ENSG00000183715,17
ENSG00000183718,1828
ENSG00000183722,16413
ENSG00000183723,6402
ENSG00000183726,11740
ENSG00000183729,0
ENSG00000183733,12
ENSG00000183734,104
ENSG00000183735,3577
ENSG00000183741,8105
ENSG00000183742,2956
ENSG00000183747,35
ENSG00000183751,2349
ENSG00000183753,0
ENSG00000183760,4
ENSG00000183762,0
ENSG00000183763,209
ENSG00000183765,446
ENSG00000183770,9
ENSG00000183773,72
ENSG00000183775,116
ENSG00000183778,2320
ENSG00000183779,5219
ENSG00000183780,578
ENSG00000183783,12
ENSG00000183784,146
ENSG00000183785,16
ENSG00000183791,0
ENSG00000183793,14
ENSG00000183795,0
ENSG00000183798,188
ENSG00000183801,2475
ENSG00000183807,316
ENSG00000183808,2661
ENSG00000183813,65
ENSG00000183814,751
ENSG00000183822,3
ENSG00000183826,2430
ENSG00000183828,750
ENSG00000183831,59
ENSG00000183833,1178
ENSG00000183837,57
ENSG00000183840,286
ENSG00000183844,1683
ENSG00000183850,46
ENSG00000183853,10165
ENSG00000183856,57
ENSG00000183862,0
ENSG00000183864,10726
ENSG00000183873,384
ENSG00000183876,92
ENSG00000183878,0
ENSG00000183888,1053
ENSG00000183889,59
ENSG00000183891,1008
ENSG00000183908,69
ENSG00000183909,0
ENSG00000183911,2
ENSG00000183914,530
ENSG00000183918,169
ENSG00000183921,19
ENSG00000183929,11
ENSG00000183935,910
ENSG00000183938,0
ENSG00000183943,3650
ENSG00000183955,2420
ENSG00000183960,364
ENSG00000183963,5996
ENSG00000183971,4
ENSG00000183977,87
ENSG00000183978,2560
ENSG00000183979,2
ENSG00000183981,0
ENSG00000184005,2009
ENSG00000184007,22921
ENSG00000184009,145461
ENSG00000184012,4003
ENSG00000184014,10681
ENSG00000184022,0
ENSG00000184029,0
ENSG00000184032,0
ENSG00000184033,0
ENSG00000184047,736
ENSG00000184055,1
ENSG00000184056,1284
ENSG00000184058,750
ENSG00000184060,1218
ENSG00000184068,273
ENSG00000184076,2289
ENSG00000184083,1886
ENSG00000184084,4
ENSG00000184100,19
ENSG00000184106,0
ENSG00000184108,0
ENSG00000184110,462
ENSG00000184111,0
ENSG00000184113,5409
ENSG00000184115,0
ENSG00000184117,3302
ENSG00000184139,88
ENSG00000184140,0
ENSG00000184144,33
ENSG00000184148,0
ENSG00000184154,1183
ENSG00000184155,0
ENSG00000184156,519
ENSG00000184160,501
ENSG00000184162,1147
ENSG00000184163,46
ENSG00000184164,1334
ENSG00000184166,0
ENSG00000184178,1477
ENSG00000184182,1509
ENSG00000184185,398
ENSG00000184188,1
ENSG00000184194,307
ENSG00000184203,6109
ENSG00000184205,4852
ENSG00000184206,11
ENSG00000184207,664
ENSG00000184208,2589
ENSG00000184209,1273
ENSG00000184210,3
ENSG00000184216,5633
ENSG00000184220,1303
ENSG00000184221,4
ENSG00000184224,2
ENSG00000184226,724
ENSG00000184227,290
ENSG00000184232,4101
ENSG00000184254,2914
ENSG00000184258,16
ENSG00000184260,18
ENSG00000184261,53
ENSG00000184270,1
ENSG00000184271,2205
ENSG00000184274,7
ENSG00000184276,0
ENSG00000184277,3714
ENSG00000184281,1471
ENSG00000184292,19552
ENSG00000184293,41
ENSG00000184302,0
ENSG00000184303,1
ENSG00000184304,1257
ENSG00000184305,766
ENSG00000184307,987
ENSG00000184313,85
ENSG00000184319,580
ENSG00000184321,0
ENSG00000184330,0
ENSG00000184343,86
ENSG00000184344,12
ENSG00000184345,0
ENSG00000184347,29304
ENSG00000184349,2500
ENSG00000184350,12
ENSG00000184351,0
ENSG00000184357,1
ENSG00000184361,24
ENSG00000184363,1943
ENSG00000184368,56
ENSG00000184371,8880
ENSG00000184374,5
ENSG00000184378,125
ENSG00000184381,1739
ENSG00000184384,9157
ENSG00000184385,4
ENSG00000184388,1
ENSG00000184389,13
ENSG00000184394,0
ENSG00000184402,2557
ENSG00000184408,548
ENSG00000184414,2
ENSG00000184423,0
ENSG00000184428,1527
ENSG00000184432,13554
ENSG00000184434,7
ENSG00000184436,1593
ENSG00000184441,231
ENSG00000184445,1833
ENSG00000184451,66
ENSG00000184454,684
ENSG00000184459,2
ENSG00000184465,2855
ENSG00000184470,1428
ENSG00000184471,0
ENSG00000184478,1
ENSG00000184481,5702
ENSG00000184486,4
ENSG00000184489,1016
ENSG00000184492,2
ENSG00000184497,842
ENSG00000184500,7901
ENSG00000184502,1
ENSG00000184507,13
ENSG00000184508,579
ENSG00000184515,303
ENSG00000184517,1452
ENSG00000184523,12
ENSG00000184524,7
ENSG00000184530,14
ENSG00000184544,6
ENSG00000184545,1383
ENSG00000184557,44130
ENSG00000184560,3
ENSG00000184564,1902
ENSG00000184566,0
ENSG00000184571,0
ENSG00000184574,357
ENSG00000184575,8265
ENSG00000184584,5305
ENSG00000184588,5447
ENSG00000184599,23
ENSG00000184601,566
ENSG00000184602,4860
ENSG00000184608,0
ENSG00000184611,11
ENSG00000184612,15
ENSG00000184613,376
ENSG00000184616,51
ENSG00000184617,11
ENSG00000184619,175
ENSG00000184624,0
ENSG00000184634,9797
ENSG00000184635,460
ENSG00000184640,16663
ENSG00000184647,2
ENSG00000184650,3
ENSG00000184659,4
ENSG00000184661,56
ENSG00000184669,162
ENSG00000184672,14
ENSG00000184675,1144
ENSG00000184677,5734
ENSG00000184678,2444
ENSG00000184682,67
ENSG00000184697,0
ENSG00000184698,0
ENSG00000184702,1255
ENSG00000184708,4129
ENSG00000184709,33
ENSG00000184716,0
ENSG00000184719,747
ENSG00000184724,0
ENSG00000184730,305
ENSG00000184731,1071
ENSG00000184735,0
ENSG00000184741,0
ENSG00000184743,14201
ENSG00000184752,1752
ENSG00000184761,0
ENSG00000184774,11
ENSG00000184785,923
ENSG00000184786,140
ENSG00000184787,9161
ENSG00000184788,2
ENSG00000184789,0
ENSG00000184792,585
ENSG00000184795,0
ENSG00000184809,177
ENSG00000184811,11993
ENSG00000184814,0
ENSG00000184828,2002
ENSG00000184831,493
ENSG00000184838,173
ENSG00000184840,7318
ENSG00000184844,0
ENSG00000184845,42
ENSG00000184856,0
ENSG00000184857,840
ENSG00000184860,1878
ENSG00000184863,6840
ENSG00000184867,4048
ENSG00000184881,0
ENSG00000184887,4094
ENSG00000184895,0
ENSG00000184897,4810
ENSG00000184898,2240
ENSG00000184900,7281
ENSG00000184903,1023
ENSG00000184905,263
ENSG00000184906,5
ENSG00000184908,51
ENSG00000184911,0
ENSG00000184916,4913
ENSG00000184922,1725
ENSG00000184923,50
ENSG00000184924,683
ENSG00000184925,47
ENSG00000184933,0
ENSG00000184937,1
ENSG00000184939,4489
ENSG00000184945,0
ENSG00000184949,417
ENSG00000184954,0
ENSG00000184956,1119
ENSG00000184961,2
ENSG00000184967,764
ENSG00000184979,350
ENSG00000184983,2384
ENSG00000184984,37
ENSG00000184985,464
ENSG00000184986,125
ENSG00000184988,967
ENSG00000184990,2320
ENSG00000184991,0
ENSG00000184992,1446
ENSG00000184995,13
ENSG00000184999,10
ENSG00000185000,2630
ENSG00000185002,531
ENSG00000185008,99
ENSG00000185009,6123
ENSG00000185010,6902
ENSG00000185013,21
ENSG00000185015,527
ENSG00000185019,1653
ENSG00000185022,5531
ENSG00000185024,2445
ENSG00000185028,19
ENSG00000185031,46
ENSG00000185033,6506
ENSG00000185037,0
ENSG00000185038,15
ENSG00000185040,1
ENSG00000185041,0
ENSG00000185043,3788
ENSG00000185046,954
ENSG00000185049,2104
ENSG00000185052,1581
ENSG00000185053,22
ENSG00000185055,58
ENSG00000185056,1
ENSG00000185065,47
ENSG00000185069,1
ENSG00000185070,5062
ENSG00000185074,0
ENSG00000185078,1
ENSG00000185085,2691
ENSG00000185087,1
ENSG00000185088,5056
ENSG00000185090,485
ENSG00000185100,463
ENSG00000185101,618
ENSG00000185104,4886
ENSG00000185105,2
ENSG00000185112,1568
ENSG00000185115,1707
ENSG00000185122,4885
ENSG00000185127,3308
ENSG00000185129,9821
ENSG00000185130,1
ENSG00000185133,3565
ENSG00000185149,911
ENSG00000185155,15
ENSG00000185156,144
ENSG00000185158,949
ENSG00000185163,2481
ENSG00000185164,1064
ENSG00000185168,61
ENSG00000185176,0
ENSG00000185177,0
ENSG00000185182,1
ENSG00000185186,3
ENSG00000185187,1595
ENSG00000185189,5284
ENSG00000185198,1
ENSG00000185201,8854
ENSG00000185203,1
ENSG00000185215,7175
ENSG00000185219,4165
ENSG00000185220,1295
ENSG00000185221,0
ENSG00000185222,3963
ENSG00000185231,0
ENSG00000185236,6241
ENSG00000185238,1353
ENSG00000185245,112
ENSG00000185246,4233
ENSG00000185247,0
ENSG00000185250,443
ENSG00000185252,1201
ENSG00000185261,439
ENSG00000185262,1911
ENSG00000185264,0
ENSG00000185267,313
ENSG00000185269,8
ENSG00000185271,74
ENSG00000185272,128
ENSG00000185274,266
ENSG00000185275,4
ENSG00000185278,3897
ENSG00000185290,36
ENSG00000185291,1784
ENSG00000185294,0
ENSG00000185296,0
ENSG00000185298,955
ENSG00000185303,13
ENSG00000185304,21
ENSG00000185305,4613
ENSG00000185306,2
ENSG00000185313,2
ENSG00000185319,0
ENSG00000185324,2878
ENSG00000185332,51
ENSG00000185338,137
ENSG00000185339,2975
ENSG00000185340,2649
ENSG00000185344,3113
ENSG00000185345,798
ENSG00000185347,359
ENSG00000185352,76
ENSG00000185359,3986
ENSG00000185361,1981
ENSG00000185372,0
ENSG00000185379,1477
ENSG00000185385,0
ENSG00000185386,1615
ENSG00000185390,0
ENSG00000185404,1512
ENSG00000185414,2623
ENSG00000185418,1730
ENSG00000185420,323
ENSG00000185432,22535
ENSG00000185433,0
ENSG00000185436,1198
ENSG00000185437,693
ENSG00000185442,4518
ENSG00000185448,1
ENSG00000185453,592
ENSG00000185467,10
ENSG00000185475,2445
ENSG00000185477,2054
ENSG00000185479,374
ENSG00000185480,198
ENSG00000185482,162
ENSG00000185483,1176
ENSG00000185485,1182
ENSG00000185495,608
ENSG00000185499,6064
ENSG00000185504,2474
ENSG00000185507,826
ENSG00000185513,1229
ENSG00000185515,2360
ENSG00000185518,1150
ENSG00000185519,16
ENSG00000185522,225
ENSG00000185523,10
ENSG00000185527,27
ENSG00000185532,2013
ENSG00000185551,14186
ENSG00000185559,180
ENSG00000185561,2358
ENSG00000185565,286
ENSG00000185567,5787
ENSG00000185585,9634
ENSG00000185591,20707
ENSG00000185594,3
ENSG00000185596,558
ENSG00000185607,6
ENSG00000185608,1553
ENSG00000185610,94
ENSG00000185614,278
ENSG00000185615,23
ENSG00000185619,6912
ENSG00000185621,1414
ENSG00000185624,27114
ENSG00000185627,7016
ENSG00000185630,22386
ENSG00000185631,2
ENSG00000185633,1565
ENSG00000185634,271
ENSG00000185638,2
ENSG00000185640,16
ENSG00000185641,427
ENSG00000185650,88768
ENSG00000185651,6121
ENSG00000185652,193
ENSG00000185658,12398
ENSG00000185662,2
ENSG00000185664,3486
ENSG00000185666,89
ENSG00000185668,37
ENSG00000185669,56
ENSG00000185670,552
ENSG00000185674,6
ENSG00000185681,6
ENSG00000185684,1915
ENSG00000185686,22
ENSG00000185689,83
ENSG00000185697,513
ENSG00000185700,0
ENSG00000185701,0
ENSG00000185710,8
ENSG00000185716,2866
ENSG00000185721,3949
ENSG00000185722,10385
ENSG00000185728,9308
ENSG00000185730,633
ENSG00000185736,144
ENSG00000185737,158
ENSG00000185739,384
ENSG00000185742,24
ENSG00000185745,2431
ENSG00000185753,2909
ENSG00000185758,0
ENSG00000185760,89
ENSG00000185761,162
ENSG00000185774,273
ENSG00000185775,1
ENSG00000185787,20398
ENSG00000185792,20
ENSG00000185798,777
ENSG00000185800,2410
ENSG00000185803,1634
ENSG00000185808,1563
ENSG00000185811,1358
ENSG00000185813,1592
ENSG00000185818,3192
ENSG00000185821,0
ENSG00000185823,4
ENSG00000185825,12619
ENSG00000185829,69
ENSG00000185834,25
ENSG00000185837,17
ENSG00000185838,354
ENSG00000185839,12
ENSG00000185842,487
ENSG00000185847,1
ENSG00000185860,12
ENSG00000185862,1038
ENSG00000185863,14
ENSG00000185864,177
ENSG00000185869,929
ENSG00000185873,0
ENSG00000185875,976
ENSG00000185880,2674
ENSG00000185883,1200
ENSG00000185885,6501
ENSG00000185888,0
ENSG00000185894,0
ENSG00000185896,27935
ENSG00000185897,15
ENSG00000185899,1
ENSG00000185900,327
ENSG00000185903,0
ENSG00000185904,223
ENSG00000185905,448
ENSG00000185909,2881
ENSG00000185915,7
ENSG00000185917,2076
ENSG00000185920,2330
ENSG00000185924,1830
ENSG00000185926,0
ENSG00000185933,0
ENSG00000185940,0
ENSG00000185942,4
ENSG00000185946,3040
ENSG00000185947,1482
ENSG00000185950,7480
ENSG00000185955,12
ENSG00000185958,34
ENSG00000185960,1
ENSG00000185962,2
ENSG00000185963,4706
ENSG00000185966,0
ENSG00000185972,15
ENSG00000185973,1032
ENSG00000185974,4
ENSG00000185982,0
ENSG00000185985,19
ENSG00000185986,367
ENSG00000185988,14
ENSG00000185989,4061
ENSG00000186001,5151
ENSG00000186007,41
ENSG00000186008,0
ENSG00000186009,1
ENSG00000186010,982
ENSG00000186017,1288
ENSG00000186019,14
ENSG00000186020,2343
ENSG00000186026,377
ENSG00000186038,0
ENSG00000186047,63
ENSG00000186049,1
ENSG00000186051,11
ENSG00000186056,172
ENSG00000186063,3325
ENSG00000186073,715
ENSG00000186074,83
ENSG00000186075,0
ENSG00000186076,2
ENSG00000186081,42314
ENSG00000186082,6
ENSG00000186086,40
ENSG00000186088,2679
ENSG00000186090,3
ENSG00000186092,0
ENSG00000186094,68
ENSG00000186103,0
ENSG00000186104,1227
ENSG00000186105,588
ENSG00000186106,2877
ENSG00000186111,4883
ENSG00000186113,0
ENSG00000186115,8
ENSG00000186117,0
ENSG00000186118,11
ENSG00000186119,0
ENSG00000186124,0
ENSG00000186130,1960
ENSG00000186132,668
ENSG00000186136,1
ENSG00000186141,2551
ENSG00000186143,1
ENSG00000186146,0
ENSG00000186148,0
ENSG00000186150,15
ENSG00000186152,0
ENSG00000186153,1288
ENSG00000186160,258
ENSG00000186162,607
ENSG00000186163,0
ENSG00000186166,1434
ENSG00000186174,7681
ENSG00000186184,5419
ENSG00000186185,13
ENSG00000186187,1847
ENSG00000186188,298
ENSG00000186190,1
ENSG00000186191,2
ENSG00000186193,216
ENSG00000186197,1222
ENSG00000186198,83
ENSG00000186204,447
ENSG00000186205,3731
ENSG00000186207,1
ENSG00000186212,311
ENSG00000186222,744
ENSG00000186223,0
ENSG00000186226,0
ENSG00000186230,478
ENSG00000186231,143
ENSG00000186232,0
ENSG00000186234,1
ENSG00000186235,24
ENSG00000186244,0
ENSG00000186260,21848
ENSG00000186265,60
ENSG00000186268,0
ENSG00000186272,1073
ENSG00000186280,140
ENSG00000186281,735
ENSG00000186283,3114
ENSG00000186288,0
ENSG00000186297,0
ENSG00000186298,13407
ENSG00000186300,1260
ENSG00000186301,341
ENSG00000186306,0
ENSG00000186310,449
ENSG00000186312,408
ENSG00000186314,507
ENSG00000186318,5501
ENSG00000186326,19
ENSG00000186328,0
ENSG00000186329,3
ENSG00000186334,2
ENSG00000186335,9
ENSG00000186340,20925
ENSG00000186350,9542
ENSG00000186352,563
ENSG00000186354,142
ENSG00000186364,204
ENSG00000186367,0
ENSG00000186369,5
ENSG00000186376,2566
ENSG00000186377,8349
ENSG00000186393,0
ENSG00000186395,1006
ENSG00000186399,66
ENSG00000186400,0
ENSG00000186407,130
ENSG00000186409,865
ENSG00000186416,1131
ENSG00000186417,2168
ENSG00000186431,7
ENSG00000186432,9979
ENSG00000186439,81
ENSG00000186440,0
ENSG00000186442,1
ENSG00000186446,720
ENSG00000186448,3006
ENSG00000186451,9
ENSG00000186452,13
ENSG00000186453,42
ENSG00000186458,116
ENSG00000186462,764
ENSG00000186466,218
ENSG00000186468,52727
ENSG00000186469,4609
ENSG00000186470,5410
ENSG00000186471,0
ENSG00000186472,2098
ENSG00000186474,2
ENSG00000186479,167
ENSG00000186480,4262
ENSG00000186481,181
ENSG00000186487,8
ENSG00000186493,408
ENSG00000186496,671
ENSG00000186501,2671
ENSG00000186508,0
ENSG00000186509,1
ENSG00000186510,89
ENSG00000186513,0
ENSG00000186517,1916
ENSG00000186522,11403
ENSG00000186523,136
ENSG00000186526,2816
ENSG00000186529,3
ENSG00000186532,2239
ENSG00000186543,1
ENSG00000186562,0
ENSG00000186564,78
ENSG00000186566,9082
ENSG00000186567,395
ENSG00000186572,0
ENSG00000186575,3214
ENSG00000186577,869
ENSG00000186579,0
ENSG00000186583,7
ENSG00000186591,17040
ENSG00000186594,2928
ENSG00000186599,0
ENSG00000186603,31
ENSG00000186615,446
ENSG00000186625,1741
ENSG00000186628,17
ENSG00000186635,8467
ENSG00000186638,337
ENSG00000186642,14323
ENSG00000186645,1
ENSG00000186648,119
ENSG00000186652,15
ENSG00000186654,977
ENSG00000186660,9385
ENSG00000186665,1970
ENSG00000186666,618
ENSG00000186675,41
ENSG00000186676,4
ENSG00000186678,0
ENSG00000186684,131
ENSG00000186687,2957
ENSG00000186704,89
ENSG00000186710,28
ENSG00000186714,28
ENSG00000186715,181
ENSG00000186716,7987
ENSG00000186723,9
ENSG00000186732,51
ENSG00000186743,0
ENSG00000186765,105
ENSG00000186766,86
ENSG00000186767,1410
ENSG00000186777,79
ENSG00000186787,127
ENSG00000186788,0
ENSG00000186790,1
ENSG00000186792,138
ENSG00000186795,0
ENSG00000186803,0
ENSG00000186806,229
ENSG00000186810,90
ENSG00000186812,5276
ENSG00000186814,2927
ENSG00000186815,9041
ENSG00000186818,605
ENSG00000186825,1
ENSG00000186827,134
ENSG00000186831,5
ENSG00000186832,359
ENSG00000186834,5023
ENSG00000186838,4
ENSG00000186842,15
ENSG00000186844,0
ENSG00000186847,29535
ENSG00000186854,311
ENSG00000186860,0
ENSG00000186862,83
ENSG00000186866,2706
ENSG00000186867,3
ENSG00000186868,7358
ENSG00000186871,76
ENSG00000186881,0
ENSG00000186886,0
ENSG00000186889,332
ENSG00000186891,65
ENSG00000186895,0
ENSG00000186897,40
ENSG00000186907,153
ENSG00000186908,6708
ENSG00000186910,467
ENSG00000186912,10
ENSG00000186918,9548
ENSG00000186919,32
ENSG00000186924,0
