Gene stable ID,313fe71e-7a50-43f9-bd28-4c65127aecad
ENSG00000147592,1306
ENSG00000147596,0
ENSG00000147601,3013
ENSG00000147604,65688
ENSG00000147606,0
ENSG00000147613,0
ENSG00000147614,155
ENSG00000147642,2875
ENSG00000147647,4
ENSG00000147649,20736
ENSG00000147650,855
ENSG00000147654,3189
ENSG00000147655,0
ENSG00000147669,7659
ENSG00000147676,23506
ENSG00000147677,29099
ENSG00000147679,2878
ENSG00000147684,26451
ENSG00000147687,2397
ENSG00000147689,1284
ENSG00000147697,65
ENSG00000147724,179
ENSG00000147753,0
ENSG00000147761,0
ENSG00000147789,3461
ENSG00000147799,3968
ENSG00000147804,3240
ENSG00000147813,3335
ENSG00000147852,1702
ENSG00000147853,4432
ENSG00000147854,2787
ENSG00000147862,3055
ENSG00000147869,0
ENSG00000147872,4618
ENSG00000147873,1
ENSG00000147874,1226
ENSG00000147883,1096
ENSG00000147885,0
ENSG00000147889,547
ENSG00000147894,782
ENSG00000147896,1
ENSG00000147905,1630
ENSG00000147912,204
ENSG00000147955,4054
ENSG00000147996,420
ENSG00000148019,2402
ENSG00000148053,289
ENSG00000148057,372
ENSG00000148082,321
ENSG00000148090,1002
ENSG00000148110,6412
ENSG00000148120,1856
ENSG00000148123,0
ENSG00000148136,0
ENSG00000148143,528
ENSG00000148153,2420
ENSG00000148154,8807
ENSG00000148156,0
ENSG00000148158,1653
ENSG00000148175,29499
ENSG00000148180,28705
ENSG00000148187,2435
ENSG00000148200,455
ENSG00000148204,14
ENSG00000148215,0
ENSG00000148218,6724
ENSG00000148219,2953
ENSG00000148225,682
ENSG00000148229,7449
ENSG00000148248,23628
ENSG00000148288,326
ENSG00000148290,4214
ENSG00000148291,586
ENSG00000148296,2140
ENSG00000148297,2976
ENSG00000148300,2174
ENSG00000148303,67925
ENSG00000148308,3624
ENSG00000148331,2504
ENSG00000148334,2579
ENSG00000148335,1147
ENSG00000148337,5174
ENSG00000148339,3228
ENSG00000148341,6825
ENSG00000148343,1068
ENSG00000148344,10452
ENSG00000148346,97
ENSG00000148356,2269
ENSG00000148357,95
ENSG00000148358,14192
ENSG00000148362,1649
ENSG00000148377,4
ENSG00000148384,750
ENSG00000148386,0
ENSG00000148396,18894
ENSG00000148399,1296
ENSG00000148400,2296
ENSG00000148408,4
ENSG00000148411,2660
ENSG00000148426,153
ENSG00000148429,1644
ENSG00000148444,3369
ENSG00000148450,3604
ENSG00000148459,475
ENSG00000148468,696
ENSG00000148481,1851
ENSG00000148482,1
ENSG00000148483,8
ENSG00000148484,5609
ENSG00000148488,454
ENSG00000148498,3671
ENSG00000148513,0
ENSG00000148516,2210
ENSG00000148541,24
ENSG00000148572,1935
ENSG00000148584,1
ENSG00000148600,3
ENSG00000148602,0
ENSG00000148604,0
ENSG00000148606,3320
ENSG00000148634,3168
ENSG00000148655,185
ENSG00000148660,2172
ENSG00000148671,0
ENSG00000148672,22935
ENSG00000148677,452
ENSG00000148680,35
ENSG00000148688,2134
ENSG00000148690,1597
ENSG00000148700,1530
ENSG00000148702,0
ENSG00000148704,0
ENSG00000148719,5120
ENSG00000148730,13531
ENSG00000148734,32
ENSG00000148735,3283
ENSG00000148737,868
ENSG00000148773,5228
ENSG00000148795,21
ENSG00000148798,3
ENSG00000148803,365
ENSG00000148814,537
ENSG00000148824,253
ENSG00000148826,2
ENSG00000148832,310
ENSG00000148834,5577
ENSG00000148835,303
ENSG00000148840,6183
ENSG00000148841,2699
ENSG00000148842,389
ENSG00000148843,2822
ENSG00000148848,6350
ENSG00000148908,1858
ENSG00000148925,2891
ENSG00000148926,1656
ENSG00000148935,24
ENSG00000148942,3
ENSG00000148943,4608
ENSG00000148948,336
ENSG00000148950,1237
ENSG00000148965,8
ENSG00000148985,4210
ENSG00000149016,1441
ENSG00000149021,0
ENSG00000149043,30
ENSG00000149050,128
ENSG00000149054,49
ENSG00000149084,10526
ENSG00000149089,2533
ENSG00000149090,128
ENSG00000149091,4665
ENSG00000149100,14731
ENSG00000149115,7787
ENSG00000149124,1
ENSG00000149131,24467
ENSG00000149133,0
ENSG00000149136,10714
ENSG00000149150,859
ENSG00000149177,6442
ENSG00000149179,3272
ENSG00000149182,18959
ENSG00000149187,15573
ENSG00000149196,1374
ENSG00000149201,25
ENSG00000149212,989
ENSG00000149218,1997
ENSG00000149231,533
ENSG00000149243,174
ENSG00000149256,2093
ENSG00000149257,30402
ENSG00000149260,497
ENSG00000149262,10654
ENSG00000149269,1857
ENSG00000149273,36555
ENSG00000149289,239
ENSG00000149292,1341
ENSG00000149294,258
ENSG00000149295,11
ENSG00000149300,7
ENSG00000149305,0
ENSG00000149308,768
ENSG00000149311,963
ENSG00000149313,2169
ENSG00000149328,22
ENSG00000149346,743
ENSG00000149357,5033
ENSG00000149380,998
ENSG00000149403,24
ENSG00000149418,4818
ENSG00000149428,8034
ENSG00000149435,1
ENSG00000149443,0
ENSG00000149451,284
ENSG00000149452,0
ENSG00000149474,1496
ENSG00000149476,12972
ENSG00000149480,4684
ENSG00000149483,5512
ENSG00000149485,23993
ENSG00000149488,4
ENSG00000149489,68
ENSG00000149499,1667
ENSG00000149503,2750
ENSG00000149506,12
ENSG00000149507,0
ENSG00000149516,0
ENSG00000149527,194
ENSG00000149531,498
ENSG00000149532,17845
ENSG00000149534,227
ENSG00000149541,1344
ENSG00000149547,9391
ENSG00000149548,296
ENSG00000149554,915
ENSG00000149557,466
ENSG00000149564,2208
ENSG00000149571,18
ENSG00000149573,845
ENSG00000149575,23
ENSG00000149577,5072
ENSG00000149582,2475
ENSG00000149591,31907
ENSG00000149596,302
ENSG00000149599,22
ENSG00000149600,9826
ENSG00000149609,15
ENSG00000149633,288
ENSG00000149634,25
ENSG00000149635,2
ENSG00000149636,4133
ENSG00000149639,15516
ENSG00000149646,75
ENSG00000149651,0
ENSG00000149654,10
ENSG00000149656,4
ENSG00000149657,4123
ENSG00000149658,10219
ENSG00000149679,2680
ENSG00000149716,13943
ENSG00000149735,0
ENSG00000149742,2
ENSG00000149743,828
ENSG00000149761,705
ENSG00000149781,1116
ENSG00000149782,1658
ENSG00000149792,3894
ENSG00000149798,738
ENSG00000149806,10903
ENSG00000149809,1704
ENSG00000149823,2405
ENSG00000149922,223
ENSG00000149923,10461
ENSG00000149925,119764
ENSG00000149926,19
ENSG00000149927,74
ENSG00000149929,1359
ENSG00000149930,4092
ENSG00000149932,8022
ENSG00000149948,37
ENSG00000149968,669
ENSG00000149970,20
ENSG00000149972,0
ENSG00000150045,17
ENSG00000150048,120
ENSG00000150051,103
ENSG00000150054,2575
ENSG00000150076,16
ENSG00000150093,20193
ENSG00000150175,2
ENSG00000150201,36
ENSG00000150244,0
ENSG00000150261,0
ENSG00000150269,0
ENSG00000150275,0
ENSG00000150276,0
ENSG00000150281,491
ENSG00000150316,2261
ENSG00000150337,638
ENSG00000150347,3302
ENSG00000150361,169
ENSG00000150394,9
ENSG00000150401,716
ENSG00000150403,3845
ENSG00000150433,1273
ENSG00000150455,382
ENSG00000150456,504
ENSG00000150457,1804
ENSG00000150459,6667
ENSG00000150471,41
ENSG00000150477,467
ENSG00000150510,118
ENSG00000150526,0
ENSG00000150527,364
ENSG00000150540,2553
ENSG00000150551,184
ENSG00000150556,352
ENSG00000150593,8935
ENSG00000150594,1628
ENSG00000150625,13
ENSG00000150627,9
ENSG00000150628,8
ENSG00000150630,1029
ENSG00000150636,143
ENSG00000150637,118
ENSG00000150656,21
ENSG00000150667,304
ENSG00000150672,87
ENSG00000150676,3
ENSG00000150681,38
ENSG00000150687,14837
ENSG00000150712,2861
ENSG00000150722,2
ENSG00000150732,0
ENSG00000150750,34
ENSG00000150753,17872
ENSG00000150756,1361
ENSG00000150760,2234
ENSG00000150764,919
ENSG00000150768,2430
ENSG00000150773,116
ENSG00000150776,2329
ENSG00000150779,1475
ENSG00000150782,557
ENSG00000150783,0
ENSG00000150787,1612
ENSG00000150867,2582
ENSG00000150873,127
ENSG00000150893,507
ENSG00000150907,2199
ENSG00000150938,2052
ENSG00000150961,6417
ENSG00000150967,1242
ENSG00000150977,1893
ENSG00000150990,1662
ENSG00000150991,70919
ENSG00000150995,3629
ENSG00000151005,2
ENSG00000151006,65
ENSG00000151012,278
ENSG00000151014,760
ENSG00000151023,20
ENSG00000151025,438
ENSG00000151033,35
ENSG00000151062,473
ENSG00000151065,1589
ENSG00000151067,539
ENSG00000151079,0
ENSG00000151090,935
ENSG00000151092,2864
ENSG00000151093,1051
ENSG00000151116,3358
ENSG00000151117,1947
ENSG00000151131,539
ENSG00000151135,8531
ENSG00000151136,199
ENSG00000151148,6390
ENSG00000151150,3585
ENSG00000151151,687
ENSG00000151164,116
ENSG00000151176,7953
ENSG00000151208,6172
ENSG00000151224,1638
ENSG00000151229,767
ENSG00000151233,1707
ENSG00000151239,5009
ENSG00000151240,5918
ENSG00000151247,3189
ENSG00000151276,3410
ENSG00000151287,579
ENSG00000151292,2891
ENSG00000151303,27
ENSG00000151304,800
ENSG00000151320,109
ENSG00000151322,77
ENSG00000151327,5066
ENSG00000151332,1366
ENSG00000151338,348
ENSG00000151348,7642
ENSG00000151353,1999
ENSG00000151360,1
ENSG00000151364,4702
ENSG00000151365,160
ENSG00000151366,66983
ENSG00000151376,691
ENSG00000151379,0
ENSG00000151388,3811
ENSG00000151413,1512
ENSG00000151414,4307
ENSG00000151418,0
ENSG00000151422,896
ENSG00000151445,2525
ENSG00000151458,4016
ENSG00000151461,3254
ENSG00000151465,5111
ENSG00000151466,606
ENSG00000151468,2538
ENSG00000151470,318
ENSG00000151474,1302
ENSG00000151475,0
ENSG00000151490,372
ENSG00000151491,4399
ENSG00000151498,1314
ENSG00000151500,1196
ENSG00000151502,3532
ENSG00000151503,1665
ENSG00000151532,994
ENSG00000151552,2169
ENSG00000151553,1350
ENSG00000151572,22
ENSG00000151575,239
ENSG00000151576,1737
ENSG00000151577,0
ENSG00000151611,2089
ENSG00000151612,3141
ENSG00000151615,0
ENSG00000151617,2775
ENSG00000151623,855
ENSG00000151631,3
ENSG00000151632,27
ENSG00000151640,68
ENSG00000151650,158
ENSG00000151651,1913
ENSG00000151655,15
ENSG00000151657,1332
ENSG00000151665,1052
ENSG00000151687,82
ENSG00000151689,862
ENSG00000151690,4596
ENSG00000151692,2682
ENSG00000151693,943
ENSG00000151694,1461
ENSG00000151702,911
ENSG00000151704,5
ENSG00000151715,690
ENSG00000151718,665
ENSG00000151725,6369
ENSG00000151726,11795
ENSG00000151729,4601
ENSG00000151743,572
ENSG00000151746,968
ENSG00000151748,2263
ENSG00000151773,159
ENSG00000151778,349
ENSG00000151779,5540
ENSG00000151789,251
ENSG00000151790,146
ENSG00000151806,2519
ENSG00000151812,2
ENSG00000151834,4
ENSG00000151835,919
ENSG00000151838,0
ENSG00000151846,28
ENSG00000151849,653
ENSG00000151876,1494
ENSG00000151881,779
ENSG00000151882,368
ENSG00000151883,1509
ENSG00000151892,9056
ENSG00000151893,5354
ENSG00000151914,8187
ENSG00000151917,217
ENSG00000151923,4386
ENSG00000151929,7025
ENSG00000151948,7
ENSG00000151952,1
ENSG00000151962,0
ENSG00000151963,2
ENSG00000151967,44
ENSG00000152034,0
ENSG00000152049,10121
ENSG00000152056,182
ENSG00000152061,2837
ENSG00000152076,387
ENSG00000152078,770
ENSG00000152082,2881
ENSG00000152086,18
ENSG00000152092,14
ENSG00000152093,0
ENSG00000152102,9236
ENSG00000152104,2775
ENSG00000152117,1262
ENSG00000152127,5204
ENSG00000152128,214
ENSG00000152133,709
ENSG00000152137,1082
ENSG00000152147,1900
ENSG00000152154,190
ENSG00000152192,0
ENSG00000152193,598
ENSG00000152207,53
ENSG00000152208,1
ENSG00000152213,537
ENSG00000152214,1
ENSG00000152217,695
ENSG00000152219,3227
ENSG00000152223,2443
ENSG00000152229,754
ENSG00000152234,33648
ENSG00000152240,1027
ENSG00000152242,1850
ENSG00000152253,977
ENSG00000152254,10
ENSG00000152256,1793
ENSG00000152266,0
ENSG00000152270,296
ENSG00000152284,661
ENSG00000152291,16272
ENSG00000152292,19
ENSG00000152315,97
ENSG00000152332,14922
ENSG00000152348,947
ENSG00000152359,1446
ENSG00000152377,8775
ENSG00000152380,376
ENSG00000152382,1546
ENSG00000152402,330
ENSG00000152404,1153
ENSG00000152409,2122
ENSG00000152413,564
ENSG00000152422,759
ENSG00000152430,1
ENSG00000152433,201
ENSG00000152439,730
ENSG00000152443,1461
ENSG00000152454,590
ENSG00000152455,922
ENSG00000152457,942
ENSG00000152463,0
ENSG00000152464,1215
ENSG00000152465,851
ENSG00000152467,140
ENSG00000152475,58
ENSG00000152484,2456
ENSG00000152492,3539
ENSG00000152495,192
ENSG00000152503,1221
ENSG00000152518,7595
ENSG00000152520,1915
ENSG00000152527,221
ENSG00000152556,3241
ENSG00000152558,10685
ENSG00000152578,8
ENSG00000152580,196
ENSG00000152582,1019
ENSG00000152583,16362
ENSG00000152591,1
ENSG00000152592,12
ENSG00000152595,2
ENSG00000152601,6624
ENSG00000152611,115
ENSG00000152620,4104
ENSG00000152642,4252
ENSG00000152661,8781
ENSG00000152669,280
ENSG00000152670,0
ENSG00000152672,14
ENSG00000152683,2690
ENSG00000152684,2582
ENSG00000152689,979
ENSG00000152700,8596
ENSG00000152705,12
ENSG00000152749,981
ENSG00000152760,69
ENSG00000152763,178
ENSG00000152766,3117
ENSG00000152767,3156
ENSG00000152778,1982
ENSG00000152779,10
ENSG00000152782,870
ENSG00000152784,64
ENSG00000152785,0
ENSG00000152795,12080
ENSG00000152804,650
ENSG00000152818,3282
ENSG00000152822,10
ENSG00000152894,3076
ENSG00000152904,6840
ENSG00000152910,0
ENSG00000152926,997
ENSG00000152931,1
ENSG00000152932,55
ENSG00000152936,25
ENSG00000152939,2754
ENSG00000152942,3076
ENSG00000152944,2130
ENSG00000152952,6738
ENSG00000152953,3169
ENSG00000152954,1
ENSG00000152969,26
ENSG00000152977,11
ENSG00000152990,2483
ENSG00000153002,268
ENSG00000153006,2468
ENSG00000153012,447
ENSG00000153015,2254
ENSG00000153029,3176
ENSG00000153037,2880
ENSG00000153044,1350
ENSG00000153046,2617
ENSG00000153048,5613
ENSG00000153060,72
ENSG00000153064,304
ENSG00000153066,6410
ENSG00000153071,6061
ENSG00000153086,1
ENSG00000153093,6
ENSG00000153094,2508
ENSG00000153107,1236
ENSG00000153113,18003
ENSG00000153130,6558
ENSG00000153132,2019
ENSG00000153140,1339
ENSG00000153147,15263
ENSG00000153157,10
ENSG00000153162,97
ENSG00000153165,7
ENSG00000153179,2638
ENSG00000153187,39214
ENSG00000153201,7860
ENSG00000153207,4456
ENSG00000153208,681
ENSG00000153214,4764
ENSG00000153230,0
ENSG00000153233,167
ENSG00000153234,683
ENSG00000153237,61
ENSG00000153246,1665
ENSG00000153250,2880
ENSG00000153253,4
ENSG00000153266,0
ENSG00000153283,117
ENSG00000153291,143
ENSG00000153292,1
ENSG00000153294,27
ENSG00000153303,5
ENSG00000153310,4927
ENSG00000153317,4375
ENSG00000153339,2788
ENSG00000153347,24
ENSG00000153363,1865
ENSG00000153391,1148
ENSG00000153395,7296
ENSG00000153404,224
ENSG00000153406,3471
ENSG00000153443,1934
ENSG00000153446,675
ENSG00000153485,1578
ENSG00000153487,1493
ENSG00000153495,39
ENSG00000153498,2
ENSG00000153531,700
ENSG00000153551,759
ENSG00000153558,934
ENSG00000153560,10395
ENSG00000153561,4031
ENSG00000153563,243
ENSG00000153574,1381
ENSG00000153684,0
ENSG00000153707,745
ENSG00000153714,3078
ENSG00000153721,564
ENSG00000153767,2193
ENSG00000153774,4123
ENSG00000153779,0
ENSG00000153786,4884
ENSG00000153789,7
ENSG00000153790,130
ENSG00000153802,0
ENSG00000153814,1055
ENSG00000153815,4332
ENSG00000153820,0
ENSG00000153822,5
ENSG00000153823,297
ENSG00000153827,11020
ENSG00000153832,721
ENSG00000153879,3181
ENSG00000153885,1512
ENSG00000153896,396
ENSG00000153898,261
ENSG00000153902,69
ENSG00000153904,5353
ENSG00000153914,4087
ENSG00000153922,2740
ENSG00000153923,0
ENSG00000153930,20
ENSG00000153933,956
ENSG00000153936,2711
ENSG00000153944,6320
ENSG00000153956,515
ENSG00000153975,556
ENSG00000153976,109
ENSG00000153982,318
ENSG00000153989,2093
ENSG00000153993,145
ENSG00000154001,4987
ENSG00000154007,0
ENSG00000154016,71
ENSG00000154025,43
ENSG00000154027,244
ENSG00000154040,822
ENSG00000154059,2874
ENSG00000154065,161
ENSG00000154079,918
ENSG00000154080,157
ENSG00000154096,17806
ENSG00000154099,318
ENSG00000154102,278
ENSG00000154114,1177
ENSG00000154118,114
ENSG00000154122,11588
ENSG00000154124,2096
ENSG00000154127,416
ENSG00000154133,1581
ENSG00000154134,256
ENSG00000154143,0
ENSG00000154144,1164
ENSG00000154146,137
ENSG00000154153,1444
ENSG00000154162,1
ENSG00000154165,0
ENSG00000154174,8578
ENSG00000154175,620
ENSG00000154188,136
ENSG00000154198,362
ENSG00000154217,1345
ENSG00000154222,3118
ENSG00000154227,1
ENSG00000154229,407
ENSG00000154237,771
ENSG00000154240,623
ENSG00000154252,3
ENSG00000154258,84
ENSG00000154262,172
ENSG00000154263,16
ENSG00000154265,666
ENSG00000154269,104
ENSG00000154274,467
ENSG00000154277,856
ENSG00000154305,11593
ENSG00000154309,689
ENSG00000154310,370
ENSG00000154316,1
ENSG00000154319,356
ENSG00000154328,1605
ENSG00000154330,170
ENSG00000154342,2
ENSG00000154358,2581
ENSG00000154359,1190
ENSG00000154370,2742
ENSG00000154380,24228
ENSG00000154415,0
ENSG00000154429,1111
ENSG00000154438,1
ENSG00000154447,6872
ENSG00000154451,501
ENSG00000154473,11854
ENSG00000154478,47
ENSG00000154479,110
ENSG00000154485,0
ENSG00000154493,12
ENSG00000154511,1065
ENSG00000154518,10942
ENSG00000154529,22
ENSG00000154537,11
ENSG00000154545,0
ENSG00000154548,48
ENSG00000154553,2424
ENSG00000154556,943
ENSG00000154582,6905
ENSG00000154589,462
ENSG00000154608,4
ENSG00000154611,0
ENSG00000154620,3
ENSG00000154639,6560
ENSG00000154640,2839
ENSG00000154642,1471
ENSG00000154645,31
ENSG00000154646,0
ENSG00000154654,7288
ENSG00000154655,82
ENSG00000154678,45
ENSG00000154710,200
ENSG00000154719,2858
ENSG00000154721,1401
ENSG00000154723,9446
ENSG00000154727,2359
ENSG00000154734,1492
ENSG00000154736,595
ENSG00000154743,1194
ENSG00000154760,176
ENSG00000154764,0
ENSG00000154767,4335
ENSG00000154781,2269
ENSG00000154783,1468
ENSG00000154803,2433
ENSG00000154813,2586
ENSG00000154814,819
ENSG00000154822,739
ENSG00000154832,1948
ENSG00000154839,729
ENSG00000154845,9766
ENSG00000154856,2351
ENSG00000154864,5003
ENSG00000154874,54
ENSG00000154889,1417
ENSG00000154898,3
ENSG00000154914,781
ENSG00000154917,340
ENSG00000154920,591
ENSG00000154928,131
ENSG00000154930,3735
ENSG00000154945,4867
ENSG00000154957,1052
ENSG00000154975,0
ENSG00000154978,5096
ENSG00000154997,0
ENSG00000155008,2098
ENSG00000155011,85
ENSG00000155016,517
ENSG00000155026,7
ENSG00000155034,438
ENSG00000155052,1
ENSG00000155066,8959
ENSG00000155070,1
ENSG00000155085,592
ENSG00000155087,1
ENSG00000155090,12858
ENSG00000155093,1441
ENSG00000155096,26025
ENSG00000155097,10075
ENSG00000155099,1653
ENSG00000155100,1380
ENSG00000155111,2050
ENSG00000155115,3160
ENSG00000155158,2157
ENSG00000155189,1265
ENSG00000155229,5691
ENSG00000155249,0
ENSG00000155252,4585
ENSG00000155254,9445
ENSG00000155256,2267
ENSG00000155265,161
ENSG00000155269,11
ENSG00000155275,887
ENSG00000155287,2592
ENSG00000155304,3747
ENSG00000155307,1176
ENSG00000155313,3478
ENSG00000155324,3465
ENSG00000155329,1130
ENSG00000155330,516
ENSG00000155363,3855
ENSG00000155366,21431
ENSG00000155367,528
ENSG00000155368,12676
ENSG00000155380,2904
ENSG00000155393,1966
ENSG00000155428,3
ENSG00000155438,3599
ENSG00000155463,8942
ENSG00000155465,1404
ENSG00000155495,2
ENSG00000155506,16602
ENSG00000155508,4077
ENSG00000155511,5
ENSG00000155530,119
ENSG00000155542,422
ENSG00000155545,2164
ENSG00000155561,5814
ENSG00000155592,788
ENSG00000155621,705
ENSG00000155622,0
ENSG00000155629,1167
ENSG00000155636,875
ENSG00000155640,571
ENSG00000155657,400
ENSG00000155659,1140
ENSG00000155660,12635
ENSG00000155666,487
ENSG00000155714,3
ENSG00000155719,56
ENSG00000155729,1695
ENSG00000155744,1699
ENSG00000155749,7
ENSG00000155754,45
ENSG00000155755,2159
ENSG00000155760,2027
ENSG00000155761,429
ENSG00000155792,2106
ENSG00000155816,95
ENSG00000155827,6257
ENSG00000155833,0
ENSG00000155846,112
ENSG00000155849,1084
ENSG00000155850,1215
ENSG00000155858,779
ENSG00000155868,1017
ENSG00000155875,12
ENSG00000155876,8005
ENSG00000155886,608
ENSG00000155890,0
ENSG00000155893,1616
ENSG00000155897,0
ENSG00000155903,1093
ENSG00000155906,1397
ENSG00000155918,7
ENSG00000155926,2013
ENSG00000155957,5135
ENSG00000155959,3620
ENSG00000155961,797
ENSG00000155962,563
ENSG00000155966,32
ENSG00000155970,66
ENSG00000155974,607
ENSG00000155975,2242
ENSG00000155980,186
ENSG00000156006,8
ENSG00000156009,3
ENSG00000156011,688
ENSG00000156017,1195
ENSG00000156026,2222
ENSG00000156030,4618
ENSG00000156042,175
ENSG00000156049,444
ENSG00000156050,658
ENSG00000156052,9801
ENSG00000156076,34
ENSG00000156096,22
ENSG00000156097,9
ENSG00000156103,500
ENSG00000156110,3333
ENSG00000156113,1640
ENSG00000156127,1142
ENSG00000156136,2133
ENSG00000156140,101
ENSG00000156150,175
ENSG00000156162,2779
ENSG00000156170,2715
ENSG00000156171,3231
ENSG00000156172,384
ENSG00000156194,1
ENSG00000156206,38
ENSG00000156218,3197
ENSG00000156219,5
ENSG00000156222,80
ENSG00000156232,1504
ENSG00000156234,19657
ENSG00000156239,2396
ENSG00000156253,2633
ENSG00000156256,4886
ENSG00000156261,27254
ENSG00000156265,487
ENSG00000156269,0
ENSG00000156273,2580
ENSG00000156282,0
ENSG00000156284,50
ENSG00000156298,301
ENSG00000156299,745
ENSG00000156304,4265
ENSG00000156313,805
ENSG00000156345,1090
ENSG00000156374,559
ENSG00000156381,1186
ENSG00000156384,397
ENSG00000156395,2
ENSG00000156398,2252
ENSG00000156411,6253
ENSG00000156413,0
ENSG00000156414,55
ENSG00000156427,142
ENSG00000156453,4248
ENSG00000156463,542
ENSG00000156466,41
ENSG00000156467,16925
ENSG00000156469,2104
ENSG00000156471,9535
ENSG00000156475,45
ENSG00000156482,68130
ENSG00000156486,16
ENSG00000156500,185
ENSG00000156502,2951
ENSG00000156504,2977
ENSG00000156508,352627
ENSG00000156509,147
ENSG00000156510,2
ENSG00000156515,19752
ENSG00000156521,2737
ENSG00000156531,1764
ENSG00000156535,4086
ENSG00000156564,186
ENSG00000156574,3
ENSG00000156575,0
ENSG00000156587,6476
ENSG00000156599,6014
ENSG00000156603,907
ENSG00000156639,7965
ENSG00000156642,9975
ENSG00000156650,2613
ENSG00000156671,3222
ENSG00000156675,77669
ENSG00000156687,4
ENSG00000156689,57
ENSG00000156697,2026
ENSG00000156709,5059
ENSG00000156711,11097
ENSG00000156735,8226
ENSG00000156738,74
ENSG00000156755,0
ENSG00000156787,802
ENSG00000156795,1793
ENSG00000156802,7947
ENSG00000156804,9109
ENSG00000156831,3300
ENSG00000156853,1539
ENSG00000156858,4550
ENSG00000156860,6243
ENSG00000156869,200
ENSG00000156873,3595
ENSG00000156875,5650
ENSG00000156876,687
ENSG00000156885,0
ENSG00000156886,8
ENSG00000156920,0
ENSG00000156925,0
ENSG00000156928,1003
ENSG00000156931,2940
ENSG00000156958,1761
ENSG00000156959,1
ENSG00000156966,922
ENSG00000156968,3546
ENSG00000156970,1329
ENSG00000156973,643
ENSG00000156976,19916
ENSG00000156983,2354
ENSG00000156990,2849
ENSG00000157005,1
ENSG00000157014,4353
ENSG00000157017,51
ENSG00000157020,14311
ENSG00000157021,9
ENSG00000157036,432
ENSG00000157045,2095
ENSG00000157060,0
ENSG00000157064,21
ENSG00000157077,2324
ENSG00000157087,4
ENSG00000157093,1
ENSG00000157103,172
ENSG00000157106,7629
ENSG00000157107,2240
ENSG00000157110,2684
ENSG00000157111,4
ENSG00000157119,0
ENSG00000157131,0
ENSG00000157150,3
ENSG00000157152,26
ENSG00000157168,250
ENSG00000157181,4768
ENSG00000157184,3276
ENSG00000157191,3533
ENSG00000157193,694
ENSG00000157211,2
ENSG00000157212,1905
ENSG00000157214,2839
ENSG00000157216,4418
ENSG00000157219,0
ENSG00000157224,4071
ENSG00000157227,38774
ENSG00000157240,5203
ENSG00000157259,4283
ENSG00000157303,2930
ENSG00000157306,72
ENSG00000157315,30
ENSG00000157322,5
ENSG00000157326,1400
ENSG00000157330,4
ENSG00000157335,2
ENSG00000157343,75
ENSG00000157349,2100
ENSG00000157350,1881
ENSG00000157353,2524
ENSG00000157368,161
ENSG00000157379,2998
ENSG00000157388,1897
ENSG00000157399,356
ENSG00000157404,529
ENSG00000157423,106
ENSG00000157426,1112
ENSG00000157429,418
ENSG00000157445,32
ENSG00000157450,1879
ENSG00000157456,2325
ENSG00000157470,117
ENSG00000157483,4789
ENSG00000157500,4633
ENSG00000157502,1798
ENSG00000157510,1064
ENSG00000157514,16458
ENSG00000157538,4591
ENSG00000157540,8578
ENSG00000157542,165
ENSG00000157551,514
ENSG00000157554,1285
ENSG00000157557,6212
ENSG00000157570,1803
ENSG00000157578,560
ENSG00000157593,6867
ENSG00000157600,1909
ENSG00000157601,12415
ENSG00000157613,13514
ENSG00000157617,3511
ENSG00000157625,2919
ENSG00000157637,4666
ENSG00000157653,166
ENSG00000157654,8
ENSG00000157657,1333
ENSG00000157680,256
ENSG00000157693,3569
ENSG00000157703,58
ENSG00000157734,1717
ENSG00000157741,2174
ENSG00000157764,2279
ENSG00000157765,98
ENSG00000157766,252
ENSG00000157778,2903
ENSG00000157782,30
ENSG00000157796,1572
ENSG00000157800,2903
ENSG00000157823,2966
ENSG00000157827,1373
ENSG00000157833,733
ENSG00000157837,6833
ENSG00000157851,25
ENSG00000157856,73
ENSG00000157869,1723
ENSG00000157870,2666
ENSG00000157873,1689
ENSG00000157881,802
ENSG00000157884,1
ENSG00000157890,8
ENSG00000157895,1549
ENSG00000157911,872
ENSG00000157916,5318
ENSG00000157927,350
ENSG00000157933,5110
ENSG00000157954,6790
ENSG00000157965,0
ENSG00000157978,2260
ENSG00000157985,5414
ENSG00000157992,2172
ENSG00000157999,29
ENSG00000158006,1703
ENSG00000158008,427
ENSG00000158014,2343
ENSG00000158019,4170
ENSG00000158022,5
ENSG00000158023,392
ENSG00000158042,7740
ENSG00000158050,593
ENSG00000158055,138
ENSG00000158062,968
ENSG00000158077,2
ENSG00000158079,787
ENSG00000158089,2354
ENSG00000158092,1610
ENSG00000158104,17
ENSG00000158106,5383
ENSG00000158109,3562
ENSG00000158113,155
ENSG00000158122,1272
ENSG00000158125,83
ENSG00000158156,771
ENSG00000158158,2833
ENSG00000158161,1579
ENSG00000158163,608
ENSG00000158164,127
ENSG00000158169,877
ENSG00000158186,1555
ENSG00000158195,9348
ENSG00000158201,893
ENSG00000158220,27
ENSG00000158234,1030
ENSG00000158246,893
ENSG00000158258,4439
ENSG00000158270,21206
ENSG00000158286,419
ENSG00000158290,5458
ENSG00000158292,887
ENSG00000158296,361
ENSG00000158301,1114
ENSG00000158315,340
ENSG00000158321,3399
ENSG00000158352,944
ENSG00000158373,4435
ENSG00000158402,746
