Gene stable ID,89039d8c-d631-4898-99b2-6d188ff7f02c
ENSG00000228665,3
ENSG00000228666,7
ENSG00000228667,0
ENSG00000228668,0
ENSG00000228669,0
ENSG00000228670,0
ENSG00000228672,329
ENSG00000228674,1
ENSG00000228675,0
ENSG00000228677,17
ENSG00000228679,1
ENSG00000228680,0
ENSG00000228681,0
ENSG00000228683,0
ENSG00000228685,0
ENSG00000228686,10
ENSG00000228687,0
ENSG00000228688,0
ENSG00000228689,0
ENSG00000228692,1
ENSG00000228694,0
ENSG00000228695,0
ENSG00000228696,32
ENSG00000228697,1
ENSG00000228700,1
ENSG00000228701,4
ENSG00000228702,8
ENSG00000228703,0
ENSG00000228704,0
ENSG00000228705,12
ENSG00000228707,0
ENSG00000228708,0
ENSG00000228709,1
ENSG00000228711,0
ENSG00000228714,1
ENSG00000228716,1237
ENSG00000228717,1
ENSG00000228718,1
ENSG00000228719,8
ENSG00000228721,1
ENSG00000228723,2
ENSG00000228725,0
ENSG00000228727,21
ENSG00000228728,6
ENSG00000228729,0
ENSG00000228730,0
ENSG00000228734,4
ENSG00000228735,0
ENSG00000228737,6
ENSG00000228739,1
ENSG00000228740,0
ENSG00000228741,20
ENSG00000228742,4
ENSG00000228744,0
ENSG00000228748,132
ENSG00000228750,0
ENSG00000228751,0
ENSG00000228753,5
ENSG00000228754,0
ENSG00000228755,0
ENSG00000228757,0
ENSG00000228759,1
ENSG00000228763,12
ENSG00000228764,0
ENSG00000228766,1
ENSG00000228767,5
ENSG00000228768,0
ENSG00000228769,0
ENSG00000228770,0
ENSG00000228771,0
ENSG00000228772,0
ENSG00000228775,357
ENSG00000228776,0
ENSG00000228777,0
ENSG00000228778,0
ENSG00000228779,10
ENSG00000228780,0
ENSG00000228781,0
ENSG00000228782,166
ENSG00000228783,0
ENSG00000228784,42
ENSG00000228786,0
ENSG00000228787,0
ENSG00000228789,12
ENSG00000228790,0
ENSG00000228791,25
ENSG00000228792,12
ENSG00000228793,2
ENSG00000228794,1241
ENSG00000228797,12
ENSG00000228798,23
ENSG00000228799,0
ENSG00000228800,0
ENSG00000228801,742
ENSG00000228802,1
ENSG00000228803,0
ENSG00000228804,31
ENSG00000228806,0
ENSG00000228807,1
ENSG00000228808,12
ENSG00000228809,6
ENSG00000228810,0
ENSG00000228812,11
ENSG00000228814,0
ENSG00000228815,0
ENSG00000228816,3
ENSG00000228817,13
ENSG00000228818,6
ENSG00000228819,0
ENSG00000228820,0
ENSG00000228823,0
ENSG00000228824,4
ENSG00000228825,0
ENSG00000228826,0
ENSG00000228827,0
ENSG00000228828,33
ENSG00000228829,3
ENSG00000228830,0
ENSG00000228833,0
ENSG00000228834,2
ENSG00000228835,0
ENSG00000228836,0
ENSG00000228837,0
ENSG00000228838,1
ENSG00000228839,13
ENSG00000228842,0
ENSG00000228843,0
ENSG00000228844,0
ENSG00000228847,2
ENSG00000228848,0
ENSG00000228850,0
ENSG00000228851,0
ENSG00000228852,64
ENSG00000228853,0
ENSG00000228855,0
ENSG00000228856,0
ENSG00000228857,5
ENSG00000228860,0
ENSG00000228861,1
ENSG00000228862,0
ENSG00000228863,2
ENSG00000228868,0
ENSG00000228869,0
ENSG00000228872,0
ENSG00000228873,0
ENSG00000228874,0
ENSG00000228876,0
ENSG00000228877,2
ENSG00000228878,305
ENSG00000228879,5
ENSG00000228882,1
ENSG00000228884,0
ENSG00000228886,6
ENSG00000228887,162
ENSG00000228888,0
ENSG00000228889,89
ENSG00000228890,0
ENSG00000228897,8
ENSG00000228898,0
ENSG00000228901,0
ENSG00000228902,0
ENSG00000228903,252
ENSG00000228906,52
ENSG00000228909,0
ENSG00000228914,0
ENSG00000228915,22
ENSG00000228917,7
ENSG00000228918,223
ENSG00000228919,0
ENSG00000228922,0
ENSG00000228923,0
ENSG00000228925,26
ENSG00000228927,0
ENSG00000228928,1
ENSG00000228929,40
ENSG00000228930,1
ENSG00000228933,1
ENSG00000228935,7
ENSG00000228937,0
ENSG00000228938,2
ENSG00000228939,2
ENSG00000228940,0
ENSG00000228941,0
ENSG00000228943,0
ENSG00000228944,0
ENSG00000228945,0
ENSG00000228948,0
ENSG00000228949,0
ENSG00000228950,33
ENSG00000228951,17
ENSG00000228952,0
ENSG00000228953,0
ENSG00000228955,4
ENSG00000228956,50
ENSG00000228957,0
ENSG00000228958,0
ENSG00000228959,2
ENSG00000228960,24
ENSG00000228961,0
ENSG00000228962,2
ENSG00000228963,0
ENSG00000228965,0
ENSG00000228966,0
ENSG00000228968,0
ENSG00000228970,1
ENSG00000228971,241
ENSG00000228973,0
ENSG00000228974,6
ENSG00000228976,1
ENSG00000228979,2
ENSG00000228980,0
ENSG00000228981,50
ENSG00000228982,0
ENSG00000228983,4
ENSG00000228984,1
ENSG00000228985,0
ENSG00000228986,1
ENSG00000228988,0
ENSG00000228989,260
ENSG00000228992,0
ENSG00000228995,3
ENSG00000228997,1
ENSG00000228998,0
ENSG00000228999,0
ENSG00000229000,0
ENSG00000229001,1
ENSG00000229002,0
ENSG00000229005,0
ENSG00000229007,7
ENSG00000229009,1
ENSG00000229010,1
ENSG00000229011,0
ENSG00000229012,0
ENSG00000229013,0
ENSG00000229014,0
ENSG00000229015,0
ENSG00000229016,1
ENSG00000229017,14
ENSG00000229018,7
ENSG00000229019,2
ENSG00000229020,1
ENSG00000229021,24
ENSG00000229022,3
ENSG00000229023,5
ENSG00000229025,0
ENSG00000229027,0
ENSG00000229028,14
ENSG00000229029,8
ENSG00000229030,0
ENSG00000229031,0
ENSG00000229032,0
ENSG00000229035,0
ENSG00000229036,175
ENSG00000229037,13
ENSG00000229042,1
ENSG00000229043,677
ENSG00000229044,3
ENSG00000229046,1
ENSG00000229047,0
ENSG00000229048,1
ENSG00000229051,19
ENSG00000229052,2
ENSG00000229054,0
ENSG00000229056,109
ENSG00000229057,4
ENSG00000229060,0
ENSG00000229063,0
ENSG00000229064,3
ENSG00000229065,5
ENSG00000229066,0
ENSG00000229067,1
ENSG00000229068,0
ENSG00000229072,1
ENSG00000229079,0
ENSG00000229080,0
ENSG00000229081,6
ENSG00000229082,0
ENSG00000229083,1
ENSG00000229086,0
ENSG00000229087,0
ENSG00000229088,1
ENSG00000229089,1
ENSG00000229090,0
ENSG00000229091,40
ENSG00000229092,1
ENSG00000229093,0
ENSG00000229097,73
ENSG00000229101,0
ENSG00000229102,2
ENSG00000229104,0
ENSG00000229105,1
ENSG00000229106,2
ENSG00000229107,0
ENSG00000229108,17
ENSG00000229109,29
ENSG00000229110,0
ENSG00000229111,4
ENSG00000229112,1
ENSG00000229115,0
ENSG00000229116,18
ENSG00000229117,15511
ENSG00000229118,1
ENSG00000229119,57
ENSG00000229120,0
ENSG00000229122,28
ENSG00000229124,80
ENSG00000229127,79
ENSG00000229129,1
ENSG00000229131,0
ENSG00000229132,34
ENSG00000229133,22
ENSG00000229138,0
ENSG00000229140,2
ENSG00000229142,0
ENSG00000229143,0
ENSG00000229145,5
ENSG00000229146,0
ENSG00000229147,1
ENSG00000229150,0
ENSG00000229151,2
ENSG00000229152,565
ENSG00000229153,43
ENSG00000229154,0
ENSG00000229155,0
ENSG00000229156,2
ENSG00000229159,0
ENSG00000229160,4
ENSG00000229161,5
ENSG00000229162,27
ENSG00000229163,0
ENSG00000229165,1
ENSG00000229167,6
ENSG00000229168,28
ENSG00000229169,0
ENSG00000229172,0
ENSG00000229173,3
ENSG00000229175,0
ENSG00000229177,0
ENSG00000229178,15
ENSG00000229180,677
ENSG00000229182,0
ENSG00000229183,0
ENSG00000229184,1
ENSG00000229186,0
ENSG00000229188,0
ENSG00000229190,4
ENSG00000229191,5
ENSG00000229192,0
ENSG00000229195,0
ENSG00000229196,9
ENSG00000229197,0
ENSG00000229201,0
ENSG00000229203,4
ENSG00000229204,112
ENSG00000229205,0
ENSG00000229206,1
ENSG00000229207,3
ENSG00000229208,0
ENSG00000229209,0
ENSG00000229211,1
ENSG00000229212,0
ENSG00000229213,0
ENSG00000229214,104
ENSG00000229217,0
ENSG00000229220,1
ENSG00000229221,0
ENSG00000229222,8
ENSG00000229224,1
ENSG00000229225,0
ENSG00000229226,0
ENSG00000229227,1
ENSG00000229228,3
ENSG00000229229,0
ENSG00000229230,10
ENSG00000229231,0
ENSG00000229232,0
ENSG00000229233,0
ENSG00000229234,0
ENSG00000229235,0
ENSG00000229236,0
ENSG00000229237,34
ENSG00000229238,0
ENSG00000229239,0
ENSG00000229240,0
ENSG00000229241,0
ENSG00000229242,0
ENSG00000229243,0
ENSG00000229245,0
ENSG00000229246,0
ENSG00000229247,0
ENSG00000229248,0
ENSG00000229249,0
ENSG00000229250,0
ENSG00000229251,19
ENSG00000229254,0
ENSG00000229255,0
ENSG00000229256,1
ENSG00000229257,1
ENSG00000229258,3
ENSG00000229259,0
ENSG00000229261,0
ENSG00000229262,14
ENSG00000229263,0
ENSG00000229266,0
ENSG00000229267,86
ENSG00000229268,0
ENSG00000229269,0
ENSG00000229271,0
ENSG00000229272,5
ENSG00000229273,11
ENSG00000229274,2
ENSG00000229275,0
ENSG00000229276,3
ENSG00000229278,40
ENSG00000229280,0
ENSG00000229281,0
ENSG00000229282,0
ENSG00000229283,0
ENSG00000229286,0
ENSG00000229287,0
ENSG00000229288,0
ENSG00000229289,0
ENSG00000229291,25
ENSG00000229292,0
ENSG00000229294,0
ENSG00000229297,0
ENSG00000229298,12
ENSG00000229299,0
ENSG00000229301,1
ENSG00000229302,0
ENSG00000229303,0
ENSG00000229305,1
ENSG00000229306,1
ENSG00000229307,0
ENSG00000229308,0
ENSG00000229309,0
ENSG00000229310,0
ENSG00000229311,0
ENSG00000229312,0
ENSG00000229313,0
ENSG00000229314,236
ENSG00000229315,0
ENSG00000229316,0
ENSG00000229320,641
ENSG00000229321,18
ENSG00000229322,0
ENSG00000229323,11
ENSG00000229324,0
ENSG00000229325,28
ENSG00000229326,5
ENSG00000229327,0
ENSG00000229330,1
ENSG00000229331,1
ENSG00000229332,1
ENSG00000229334,28
ENSG00000229335,0
ENSG00000229336,0
ENSG00000229337,1
ENSG00000229338,0
ENSG00000229339,0
ENSG00000229343,0
ENSG00000229344,106
ENSG00000229345,0
ENSG00000229347,0
ENSG00000229348,8
ENSG00000229349,13
ENSG00000229351,0
ENSG00000229352,2
ENSG00000229356,1
ENSG00000229357,0
ENSG00000229358,112
ENSG00000229359,1
ENSG00000229360,0
ENSG00000229361,0
ENSG00000229365,0
ENSG00000229367,1
ENSG00000229368,22
ENSG00000229369,0
ENSG00000229370,0
ENSG00000229372,2
ENSG00000229373,3
ENSG00000229375,0
ENSG00000229376,4
ENSG00000229379,1
ENSG00000229380,0
ENSG00000229382,0
ENSG00000229384,0
ENSG00000229385,0
ENSG00000229386,0
ENSG00000229388,25
ENSG00000229389,0
ENSG00000229390,0
ENSG00000229391,1559
ENSG00000229393,3
ENSG00000229395,0
ENSG00000229398,0
ENSG00000229399,9
ENSG00000229400,5
ENSG00000229401,0
ENSG00000229402,0
ENSG00000229403,0
ENSG00000229404,1
ENSG00000229405,0
ENSG00000229406,0
ENSG00000229407,0
ENSG00000229409,2
ENSG00000229413,66
ENSG00000229414,9
ENSG00000229415,0
ENSG00000229416,0
ENSG00000229417,112
ENSG00000229418,0
ENSG00000229419,257
ENSG00000229421,1
ENSG00000229422,58
ENSG00000229423,0
ENSG00000229424,0
ENSG00000229425,14
ENSG00000229427,10
ENSG00000229431,28
ENSG00000229433,0
ENSG00000229434,0
ENSG00000229435,0
ENSG00000229436,5
ENSG00000229437,0
ENSG00000229440,0
ENSG00000229442,1
ENSG00000229443,0
ENSG00000229444,1
ENSG00000229447,46
ENSG00000229452,0
ENSG00000229453,20
ENSG00000229454,0
ENSG00000229455,1
ENSG00000229456,0
ENSG00000229457,0
ENSG00000229458,1
ENSG00000229459,0
ENSG00000229462,0
ENSG00000229463,3
ENSG00000229465,0
ENSG00000229466,0
ENSG00000229468,4
ENSG00000229473,14
ENSG00000229474,100
ENSG00000229477,0
ENSG00000229478,0
ENSG00000229481,348
ENSG00000229483,0
ENSG00000229484,1
ENSG00000229485,0
ENSG00000229486,0
ENSG00000229487,12
ENSG00000229491,0
ENSG00000229492,3
ENSG00000229494,0
ENSG00000229495,0
ENSG00000229497,0
ENSG00000229498,0
ENSG00000229500,1
ENSG00000229502,1
ENSG00000229503,14
ENSG00000229505,0
ENSG00000229508,0
ENSG00000229509,0
ENSG00000229511,8
ENSG00000229512,230
ENSG00000229515,0
ENSG00000229518,0
ENSG00000229519,7
ENSG00000229520,0
ENSG00000229521,3
ENSG00000229522,0
ENSG00000229525,62
ENSG00000229526,1
ENSG00000229528,0
ENSG00000229530,0
ENSG00000229531,1
ENSG00000229532,0
ENSG00000229533,2
ENSG00000229534,4
ENSG00000229536,16
ENSG00000229537,0
ENSG00000229539,87
ENSG00000229541,0
ENSG00000229542,0
ENSG00000229543,1
ENSG00000229544,5
ENSG00000229546,0
ENSG00000229547,0
ENSG00000229549,0
ENSG00000229550,0
ENSG00000229551,0
ENSG00000229553,0
ENSG00000229554,0
ENSG00000229556,1
ENSG00000229557,1
ENSG00000229558,4
ENSG00000229559,0
ENSG00000229560,0
ENSG00000229562,0
ENSG00000229563,3
ENSG00000229565,0
ENSG00000229567,11
ENSG00000229568,0
ENSG00000229569,2
ENSG00000229570,1
ENSG00000229571,0
ENSG00000229572,0
ENSG00000229578,0
ENSG00000229579,0
ENSG00000229582,4
ENSG00000229585,4
ENSG00000229586,0
ENSG00000229587,9
ENSG00000229588,1
ENSG00000229589,121
ENSG00000229590,5
ENSG00000229591,15
ENSG00000229593,0
ENSG00000229594,0
ENSG00000229595,0
ENSG00000229596,0
ENSG00000229598,22
ENSG00000229599,0
ENSG00000229600,0
ENSG00000229601,6
ENSG00000229603,0
ENSG00000229604,12
ENSG00000229605,6
ENSG00000229606,0
ENSG00000229607,5
ENSG00000229608,0
ENSG00000229609,0
ENSG00000229611,0
ENSG00000229612,2
ENSG00000229613,1
ENSG00000229616,0
ENSG00000229618,1
ENSG00000229619,639
ENSG00000229621,0
ENSG00000229622,0
ENSG00000229623,2
ENSG00000229625,2
ENSG00000229626,0
ENSG00000229627,0
ENSG00000229628,4
ENSG00000229629,2
ENSG00000229630,4
ENSG00000229635,26
ENSG00000229636,1
ENSG00000229637,225
ENSG00000229638,158
ENSG00000229639,0
ENSG00000229641,0
ENSG00000229642,1
ENSG00000229643,0
ENSG00000229644,209
ENSG00000229646,1
ENSG00000229647,16
ENSG00000229648,1
ENSG00000229649,0
ENSG00000229652,2
ENSG00000229654,1
ENSG00000229656,5
ENSG00000229657,0
ENSG00000229658,0
ENSG00000229659,15
ENSG00000229660,29
ENSG00000229661,1
ENSG00000229662,0
ENSG00000229663,0
ENSG00000229664,4
ENSG00000229665,0
ENSG00000229666,38
ENSG00000229667,0
ENSG00000229668,0
ENSG00000229670,1
ENSG00000229671,13
ENSG00000229672,2
ENSG00000229673,0
ENSG00000229674,1
ENSG00000229676,46
ENSG00000229677,14
ENSG00000229679,0
ENSG00000229682,1
ENSG00000229686,0
ENSG00000229687,0
ENSG00000229688,2
ENSG00000229689,247
ENSG00000229690,0
ENSG00000229692,79
ENSG00000229693,0
ENSG00000229694,7
ENSG00000229695,1
ENSG00000229696,0
ENSG00000229697,0
ENSG00000229699,0
ENSG00000229700,12
ENSG00000229701,0
ENSG00000229702,0
ENSG00000229703,0
ENSG00000229704,0
ENSG00000229707,0
ENSG00000229708,0
ENSG00000229709,0
ENSG00000229711,0
ENSG00000229713,0
ENSG00000229715,72
ENSG00000229716,1
ENSG00000229717,0
ENSG00000229719,1
ENSG00000229720,11
ENSG00000229721,0
ENSG00000229722,0
ENSG00000229723,0
ENSG00000229724,0
ENSG00000229725,0
ENSG00000229727,9
ENSG00000229728,9
ENSG00000229729,326
ENSG00000229730,0
ENSG00000229731,0
ENSG00000229732,0
ENSG00000229733,0
ENSG00000229735,0
ENSG00000229738,0
ENSG00000229739,23
ENSG00000229740,0
ENSG00000229742,1
ENSG00000229743,0
ENSG00000229744,0
ENSG00000229745,0
ENSG00000229747,0
ENSG00000229749,0
ENSG00000229750,3
ENSG00000229751,0
ENSG00000229752,0
ENSG00000229753,0
ENSG00000229754,84
ENSG00000229755,0
ENSG00000229756,0
ENSG00000229757,3
ENSG00000229758,1
ENSG00000229759,13
ENSG00000229760,0
ENSG00000229761,0
ENSG00000229762,0
ENSG00000229765,1
ENSG00000229766,3
ENSG00000229769,2
ENSG00000229770,0
ENSG00000229771,7
ENSG00000229774,0
ENSG00000229775,0
ENSG00000229776,0
ENSG00000229779,0
ENSG00000229780,21
ENSG00000229781,22
ENSG00000229782,0
ENSG00000229785,0
ENSG00000229786,0
ENSG00000229788,0
ENSG00000229791,0
ENSG00000229792,0
ENSG00000229794,0
ENSG00000229795,12
ENSG00000229797,0
ENSG00000229798,1
ENSG00000229800,2
ENSG00000229805,0
ENSG00000229806,4
ENSG00000229807,35599
ENSG00000229808,23
ENSG00000229809,858
ENSG00000229814,0
ENSG00000229815,0
ENSG00000229816,15
ENSG00000229817,8
ENSG00000229818,0
ENSG00000229820,0
ENSG00000229821,0
ENSG00000229822,1
ENSG00000229824,0
ENSG00000229825,0
ENSG00000229826,0
ENSG00000229827,3
ENSG00000229828,0
ENSG00000229829,0
ENSG00000229830,0
ENSG00000229831,0
ENSG00000229832,11
ENSG00000229833,1302
ENSG00000229834,0
ENSG00000229835,4
ENSG00000229836,56
ENSG00000229839,24
ENSG00000229840,0
ENSG00000229842,0
ENSG00000229846,0
ENSG00000229847,170
ENSG00000229848,82
ENSG00000229849,0
ENSG00000229851,0
ENSG00000229852,243
ENSG00000229853,3
ENSG00000229854,0
ENSG00000229855,0
ENSG00000229857,1
ENSG00000229858,0
ENSG00000229859,0
ENSG00000229862,4
ENSG00000229863,3
ENSG00000229865,1
ENSG00000229867,19
ENSG00000229869,5
ENSG00000229870,7
ENSG00000229871,1
ENSG00000229873,12
ENSG00000229875,0
ENSG00000229876,0
ENSG00000229877,0
ENSG00000229878,0
ENSG00000229880,1
ENSG00000229881,1
ENSG00000229882,0
ENSG00000229885,0
ENSG00000229886,15
ENSG00000229887,1
ENSG00000229890,1
ENSG00000229891,110
ENSG00000229892,15
ENSG00000229893,7
ENSG00000229894,2
ENSG00000229896,5
ENSG00000229897,2
ENSG00000229899,1
ENSG00000229900,0
ENSG00000229901,20
ENSG00000229905,0
ENSG00000229906,0
ENSG00000229907,0
ENSG00000229909,0
ENSG00000229910,0
ENSG00000229911,1
ENSG00000229912,9
ENSG00000229913,0
ENSG00000229914,7
ENSG00000229915,4
ENSG00000229917,3
ENSG00000229918,0
ENSG00000229919,0
ENSG00000229920,5
ENSG00000229921,3
ENSG00000229922,0
ENSG00000229923,0
ENSG00000229924,5
ENSG00000229925,0
ENSG00000229926,0
ENSG00000229927,6
ENSG00000229928,6
ENSG00000229930,8
ENSG00000229931,76
ENSG00000229932,56
ENSG00000229935,0
ENSG00000229937,0
ENSG00000229938,0
ENSG00000229939,100
ENSG00000229940,0
ENSG00000229941,0
ENSG00000229943,0
ENSG00000229944,27
ENSG00000229946,0
ENSG00000229947,0
ENSG00000229948,1
ENSG00000229949,0
ENSG00000229950,83
ENSG00000229951,66
ENSG00000229953,695
ENSG00000229954,0
ENSG00000229955,2
ENSG00000229956,84
ENSG00000229957,0
ENSG00000229960,10
ENSG00000229961,7
ENSG00000229962,0
ENSG00000229964,0
ENSG00000229965,3
ENSG00000229967,0
ENSG00000229968,0
ENSG00000229969,0
ENSG00000229970,2
ENSG00000229971,0
ENSG00000229972,0
ENSG00000229975,0
ENSG00000229976,1
ENSG00000229977,0
ENSG00000229978,0
ENSG00000229979,2
ENSG00000229980,101
ENSG00000229981,0
ENSG00000229982,4
ENSG00000229983,0
ENSG00000229985,0
ENSG00000229986,0
ENSG00000229988,0
ENSG00000229989,7
ENSG00000229990,6
ENSG00000229991,4
ENSG00000229992,0
ENSG00000229994,27
ENSG00000229996,4
ENSG00000229999,2
ENSG00000230000,0
ENSG00000230001,0
ENSG00000230002,51
ENSG00000230003,3
ENSG00000230005,5
ENSG00000230006,115
ENSG00000230009,0
ENSG00000230010,1
ENSG00000230011,0
ENSG00000230013,2
ENSG00000230014,0
ENSG00000230015,0
ENSG00000230018,28
ENSG00000230019,0
ENSG00000230020,0
ENSG00000230021,0
ENSG00000230022,2
ENSG00000230023,0
ENSG00000230024,12
ENSG00000230025,0
ENSG00000230026,6
ENSG00000230027,3
ENSG00000230029,0
ENSG00000230030,0
ENSG00000230031,0
ENSG00000230033,0
ENSG00000230035,0
ENSG00000230037,7
ENSG00000230039,0
ENSG00000230040,0
ENSG00000230042,5
ENSG00000230043,0
ENSG00000230044,0
ENSG00000230045,0
ENSG00000230046,0
ENSG00000230047,0
ENSG00000230051,0
ENSG00000230052,0
ENSG00000230053,0
ENSG00000230054,9
ENSG00000230056,0
ENSG00000230058,5
ENSG00000230061,750
ENSG00000230062,0
ENSG00000230063,1
ENSG00000230064,0
ENSG00000230065,1
ENSG00000230066,0
ENSG00000230067,16
ENSG00000230068,1
ENSG00000230069,147
ENSG00000230071,14
ENSG00000230073,0
ENSG00000230074,222
ENSG00000230076,98
ENSG00000230077,0
ENSG00000230079,12
ENSG00000230080,15
ENSG00000230081,0
ENSG00000230082,136
ENSG00000230083,0
ENSG00000230084,23
ENSG00000230086,1
ENSG00000230087,0
ENSG00000230088,1
ENSG00000230090,0
ENSG00000230091,344
ENSG00000230092,13
ENSG00000230096,0
ENSG00000230097,0
ENSG00000230098,4
ENSG00000230099,13
ENSG00000230100,0
ENSG00000230101,0
ENSG00000230102,32
ENSG00000230104,0
ENSG00000230105,0
ENSG00000230106,0
ENSG00000230107,36
ENSG00000230109,0
ENSG00000230111,2
ENSG00000230112,0
ENSG00000230113,7
ENSG00000230114,0
ENSG00000230115,27
ENSG00000230116,1
ENSG00000230118,4
ENSG00000230119,0
ENSG00000230120,0
ENSG00000230121,0
ENSG00000230122,1
ENSG00000230123,0
ENSG00000230124,3967
ENSG00000230125,0
ENSG00000230126,0
ENSG00000230130,0
ENSG00000230131,3
ENSG00000230132,0
ENSG00000230133,0
ENSG00000230137,0
ENSG00000230138,9
ENSG00000230140,2
ENSG00000230142,0
ENSG00000230146,0
ENSG00000230147,1
ENSG00000230148,277
ENSG00000230149,28
ENSG00000230153,0
ENSG00000230154,3
ENSG00000230155,17
ENSG00000230156,0
ENSG00000230157,0
ENSG00000230158,0
ENSG00000230159,0
ENSG00000230160,4
ENSG00000230161,0
ENSG00000230162,1
ENSG00000230163,102
ENSG00000230164,1
ENSG00000230165,3
ENSG00000230166,1
ENSG00000230169,0
ENSG00000230170,2
ENSG00000230171,0
ENSG00000230172,2
ENSG00000230173,0
ENSG00000230174,1
ENSG00000230175,3
ENSG00000230176,0
ENSG00000230177,43
ENSG00000230178,0
ENSG00000230180,2
ENSG00000230182,0
ENSG00000230183,24
ENSG00000230184,1
ENSG00000230185,29
ENSG00000230186,1
ENSG00000230187,0
ENSG00000230188,3
ENSG00000230189,249
ENSG00000230190,0
ENSG00000230191,3
ENSG00000230192,0
ENSG00000230194,1
ENSG00000230196,1
ENSG00000230197,1
ENSG00000230198,0
ENSG00000230199,8
ENSG00000230201,3
ENSG00000230202,161
ENSG00000230203,1
ENSG00000230204,109
ENSG00000230205,0
ENSG00000230207,43
ENSG00000230208,0
ENSG00000230212,10
ENSG00000230213,0
ENSG00000230214,0
ENSG00000230215,0
ENSG00000230216,24
ENSG00000230219,0
ENSG00000230221,6
ENSG00000230223,23
ENSG00000230224,32
ENSG00000230225,0
ENSG00000230226,2
ENSG00000230227,0
ENSG00000230228,2
ENSG00000230229,0
ENSG00000230231,1
ENSG00000230233,0
ENSG00000230234,0
ENSG00000230237,0
ENSG00000230239,0
ENSG00000230240,0
ENSG00000230241,0
ENSG00000230243,0
ENSG00000230244,0
ENSG00000230245,0
ENSG00000230246,1
ENSG00000230247,0
ENSG00000230248,0
ENSG00000230249,1
ENSG00000230250,0
ENSG00000230251,1
ENSG00000230252,0
ENSG00000230256,0
ENSG00000230257,3
ENSG00000230258,0
ENSG00000230260,0
ENSG00000230261,0
ENSG00000230262,5
ENSG00000230265,0
ENSG00000230266,5
ENSG00000230267,59
ENSG00000230268,0
ENSG00000230269,0
ENSG00000230271,0
ENSG00000230273,0
ENSG00000230274,4
ENSG00000230275,0
ENSG00000230276,0
ENSG00000230280,40
ENSG00000230282,0
ENSG00000230283,0
ENSG00000230284,5
ENSG00000230285,4
ENSG00000230286,1
ENSG00000230287,0
ENSG00000230289,4
ENSG00000230290,7
ENSG00000230291,2
ENSG00000230292,2
ENSG00000230294,0
ENSG00000230295,129
ENSG00000230298,0
ENSG00000230299,10
ENSG00000230300,2
ENSG00000230301,0
ENSG00000230302,0
ENSG00000230303,9
ENSG00000230304,0
ENSG00000230305,5
ENSG00000230306,6
ENSG00000230307,0
ENSG00000230309,0
ENSG00000230310,16
ENSG00000230311,12
ENSG00000230312,0
ENSG00000230313,1
ENSG00000230314,30
ENSG00000230316,8
ENSG00000230317,0
ENSG00000230318,0
ENSG00000230319,13
ENSG00000230320,2
ENSG00000230321,2
ENSG00000230322,0
ENSG00000230323,1
ENSG00000230324,0
ENSG00000230325,35
ENSG00000230326,0
ENSG00000230327,1
ENSG00000230328,0
ENSG00000230330,27
ENSG00000230331,0
ENSG00000230333,93
ENSG00000230335,0
ENSG00000230337,33
ENSG00000230338,0
ENSG00000230339,0
ENSG00000230342,1
ENSG00000230343,0
ENSG00000230345,6
ENSG00000230347,0
ENSG00000230350,0
ENSG00000230352,0
ENSG00000230353,0
ENSG00000230355,0
ENSG00000230356,0
ENSG00000230358,42
ENSG00000230359,56
ENSG00000230360,2
ENSG00000230361,0
ENSG00000230362,18
ENSG00000230364,3
ENSG00000230365,0
ENSG00000230366,16
ENSG00000230368,2
ENSG00000230370,0
ENSG00000230371,7
ENSG00000230372,1
ENSG00000230373,17
ENSG00000230375,0
ENSG00000230376,0
ENSG00000230377,0
ENSG00000230379,0
ENSG00000230381,0
ENSG00000230383,22
ENSG00000230384,0
ENSG00000230385,0
ENSG00000230386,0
ENSG00000230387,36
ENSG00000230390,8
ENSG00000230391,0
ENSG00000230392,7
ENSG00000230393,40
ENSG00000230394,1
ENSG00000230395,0
ENSG00000230397,0
ENSG00000230398,0
ENSG00000230399,0
ENSG00000230400,6
ENSG00000230401,2
ENSG00000230402,0
ENSG00000230403,0
ENSG00000230404,0
ENSG00000230405,0
ENSG00000230406,0
ENSG00000230407,0
ENSG00000230408,1
ENSG00000230409,230
ENSG00000230411,4
ENSG00000230412,0
ENSG00000230415,67
ENSG00000230416,0
ENSG00000230417,0
ENSG00000230418,0
ENSG00000230423,1
ENSG00000230424,23
ENSG00000230425,0
ENSG00000230426,1
ENSG00000230427,1
ENSG00000230428,0
ENSG00000230430,0
ENSG00000230432,0
ENSG00000230433,0
ENSG00000230434,1
ENSG00000230435,4
ENSG00000230437,0
ENSG00000230438,318
ENSG00000230439,73
ENSG00000230440,0
ENSG00000230442,1
ENSG00000230444,4
ENSG00000230445,108
ENSG00000230447,0
ENSG00000230448,5
ENSG00000230449,2
ENSG00000230450,0
ENSG00000230451,0
ENSG00000230452,0
ENSG00000230453,2
ENSG00000230454,217
ENSG00000230457,17
ENSG00000230458,0
ENSG00000230459,0
ENSG00000230461,2
ENSG00000230465,0
ENSG00000230468,0
ENSG00000230469,0
ENSG00000230470,7
ENSG00000230471,0
ENSG00000230472,0
ENSG00000230474,0
ENSG00000230476,0
ENSG00000230477,0
ENSG00000230478,1
ENSG00000230479,121
ENSG00000230480,1
ENSG00000230481,1
ENSG00000230482,3
ENSG00000230483,0
ENSG00000230484,0
ENSG00000230485,0
