Gene stable ID,002c7ead-0e16-4a3f-ae29-5ffcfdcd2e3a
ENSG00000135476,2769
ENSG00000135477,32
ENSG00000135480,41863
ENSG00000135482,623
ENSG00000135486,76015
ENSG00000135502,17
ENSG00000135503,1798
ENSG00000135506,10422
ENSG00000135517,7
ENSG00000135519,264
ENSG00000135521,3650
ENSG00000135525,7137
ENSG00000135535,15559
ENSG00000135537,607
ENSG00000135540,2285
ENSG00000135541,1754
ENSG00000135547,595
ENSG00000135549,439
ENSG00000135569,0
ENSG00000135577,1
ENSG00000135587,1529
ENSG00000135596,2485
ENSG00000135597,5178
ENSG00000135604,287
ENSG00000135605,327
ENSG00000135617,887
ENSG00000135622,2456
ENSG00000135624,33815
ENSG00000135625,98
ENSG00000135631,3641
ENSG00000135632,4612
ENSG00000135636,1486
ENSG00000135637,534
ENSG00000135638,9
ENSG00000135643,285
ENSG00000135655,2646
ENSG00000135677,9492
ENSG00000135678,1602
ENSG00000135679,3560
ENSG00000135686,4438
ENSG00000135697,3
ENSG00000135698,2583
ENSG00000135702,7
ENSG00000135709,608
ENSG00000135720,9367
ENSG00000135722,143
ENSG00000135723,1903
ENSG00000135736,1477
ENSG00000135740,176
ENSG00000135744,31
ENSG00000135747,64
ENSG00000135749,2664
ENSG00000135750,2795
ENSG00000135763,2656
ENSG00000135766,8907
ENSG00000135773,5
ENSG00000135775,963
ENSG00000135776,1956
ENSG00000135778,4789
ENSG00000135801,2293
ENSG00000135821,23602
ENSG00000135823,6881
ENSG00000135824,32
ENSG00000135828,851
ENSG00000135829,30596
ENSG00000135835,547
ENSG00000135837,6999
ENSG00000135838,1371
ENSG00000135842,8288
ENSG00000135845,2304
ENSG00000135862,38983
ENSG00000135870,3320
ENSG00000135898,59
ENSG00000135899,289
ENSG00000135900,2998
ENSG00000135902,0
ENSG00000135903,6
ENSG00000135905,713
ENSG00000135912,7270
ENSG00000135913,1692
ENSG00000135914,8
ENSG00000135916,5792
ENSG00000135917,83
ENSG00000135919,25424
ENSG00000135924,12609
ENSG00000135925,1187
ENSG00000135926,14673
ENSG00000135929,9321
ENSG00000135930,8236
ENSG00000135931,1469
ENSG00000135932,6478
ENSG00000135940,7518
ENSG00000135945,2262
ENSG00000135951,556
ENSG00000135953,1286
ENSG00000135956,9219
ENSG00000135960,44
ENSG00000135966,4790
ENSG00000135968,3600
ENSG00000135972,3785
ENSG00000135973,5
ENSG00000135974,2346
ENSG00000135976,337
ENSG00000135999,1554
ENSG00000136002,961
ENSG00000136003,2187
ENSG00000136010,2476
ENSG00000136011,21
ENSG00000136014,450
ENSG00000136021,10114
ENSG00000136026,13878
ENSG00000136040,1164
ENSG00000136044,2854
ENSG00000136045,9361
ENSG00000136048,3714
ENSG00000136051,3939
ENSG00000136052,1898
ENSG00000136059,832
ENSG00000136068,45170
ENSG00000136098,806
ENSG00000136099,10
ENSG00000136100,2970
ENSG00000136104,2364
ENSG00000136108,4703
ENSG00000136110,0
ENSG00000136111,3830
ENSG00000136114,125
ENSG00000136122,758
ENSG00000136141,1372
ENSG00000136143,2160
ENSG00000136144,826
ENSG00000136146,2274
ENSG00000136147,1254
ENSG00000136149,773
ENSG00000136152,1498
ENSG00000136153,2558
ENSG00000136155,113
ENSG00000136156,12887
ENSG00000136158,944
ENSG00000136159,2541
ENSG00000136160,105
ENSG00000136161,600
ENSG00000136167,26242
ENSG00000136169,721
ENSG00000136193,11549
ENSG00000136197,111
ENSG00000136205,9125
ENSG00000136206,16
ENSG00000136213,1089
ENSG00000136231,204
ENSG00000136235,8243
ENSG00000136237,1836
ENSG00000136238,25333
ENSG00000136240,25607
ENSG00000136243,1882
ENSG00000136244,106
ENSG00000136247,4902
ENSG00000136250,531
ENSG00000136261,13008
ENSG00000136267,1
ENSG00000136270,9455
ENSG00000136271,8779
ENSG00000136273,1660
ENSG00000136274,413
ENSG00000136275,0
ENSG00000136279,10638
ENSG00000136280,4141
ENSG00000136286,549
ENSG00000136295,7615
ENSG00000136297,0
ENSG00000136305,41
ENSG00000136315,0
ENSG00000136319,1877
ENSG00000136327,18
ENSG00000136352,1
ENSG00000136367,656
ENSG00000136371,399
ENSG00000136378,343
ENSG00000136379,2068
ENSG00000136381,6844
ENSG00000136383,389
ENSG00000136404,108
ENSG00000136425,1001
ENSG00000136436,6394
ENSG00000136444,2070
ENSG00000136448,8896
ENSG00000136449,44
ENSG00000136450,24412
ENSG00000136451,5289
ENSG00000136457,106
ENSG00000136463,2642
ENSG00000136478,3909
ENSG00000136485,17226
ENSG00000136487,1
ENSG00000136488,0
ENSG00000136490,1527
ENSG00000136492,1998
ENSG00000136504,6840
ENSG00000136514,269
ENSG00000136518,10450
ENSG00000136521,7129
ENSG00000136522,4682
ENSG00000136527,17240
ENSG00000136531,323
ENSG00000136535,171
ENSG00000136536,3650
ENSG00000136541,74
ENSG00000136542,144
ENSG00000136546,1
ENSG00000136560,3421
ENSG00000136573,60
ENSG00000136574,4
ENSG00000136603,7346
ENSG00000136628,21048
ENSG00000136630,218
ENSG00000136631,3131
ENSG00000136634,26
ENSG00000136636,4731
ENSG00000136643,1516
ENSG00000136682,1797
ENSG00000136688,48
ENSG00000136689,544
ENSG00000136694,0
ENSG00000136695,27
ENSG00000136696,0
ENSG00000136697,0
ENSG00000136698,0
ENSG00000136699,7969
ENSG00000136709,6933
ENSG00000136710,3603
ENSG00000136715,4374
ENSG00000136717,1263
ENSG00000136718,7556
ENSG00000136720,3786
ENSG00000136731,12093
ENSG00000136732,1309
ENSG00000136738,2455
ENSG00000136750,0
ENSG00000136754,4831
ENSG00000136758,14005
ENSG00000136770,1724
ENSG00000136783,2427
ENSG00000136802,4351
ENSG00000136807,3153
ENSG00000136810,20208
ENSG00000136811,4229
ENSG00000136813,23360
ENSG00000136816,1521
ENSG00000136819,4255
ENSG00000136824,8781
ENSG00000136826,1436
ENSG00000136827,2684
ENSG00000136828,771
ENSG00000136830,13401
ENSG00000136834,0
ENSG00000136839,0
ENSG00000136840,925
ENSG00000136842,1049
ENSG00000136848,8141
ENSG00000136854,609
ENSG00000136856,525
ENSG00000136859,3243
ENSG00000136861,9265
ENSG00000136866,307
ENSG00000136867,94
ENSG00000136868,12654
ENSG00000136869,543
ENSG00000136870,2092
ENSG00000136872,6
ENSG00000136874,2001
ENSG00000136875,11339
ENSG00000136877,3102
ENSG00000136878,1660
ENSG00000136881,7
ENSG00000136883,356
ENSG00000136888,13724
ENSG00000136891,6431
ENSG00000136895,525
ENSG00000136897,2598
ENSG00000136908,2733
ENSG00000136918,17
ENSG00000136925,1259
ENSG00000136928,102
ENSG00000136929,3
ENSG00000136930,20336
ENSG00000136931,3
ENSG00000136932,1128
ENSG00000136933,4204
ENSG00000136935,3430
ENSG00000136936,903
ENSG00000136937,8380
ENSG00000136938,28658
ENSG00000136939,0
ENSG00000136940,2454
ENSG00000136942,45675
ENSG00000136943,9820
ENSG00000136944,1020
ENSG00000136950,5097
ENSG00000136960,1177
ENSG00000136982,2016
ENSG00000136986,8516
ENSG00000136997,22896
ENSG00000136999,327
ENSG00000137033,173
ENSG00000137038,3221
ENSG00000137040,1716
ENSG00000137054,1787
ENSG00000137055,327
ENSG00000137070,398
ENSG00000137073,3974
ENSG00000137074,1904
ENSG00000137075,2692
ENSG00000137076,19727
ENSG00000137077,101
ENSG00000137078,217
ENSG00000137080,1
ENSG00000137090,38
ENSG00000137094,256
ENSG00000137098,19
ENSG00000137100,1680
ENSG00000137101,179
ENSG00000137103,807
ENSG00000137106,6042
ENSG00000137124,2987
ENSG00000137133,1050
ENSG00000137135,540
ENSG00000137142,19
ENSG00000137145,2664
ENSG00000137154,135817
ENSG00000137161,5991
ENSG00000137166,14265
ENSG00000137168,10234
ENSG00000137171,2079
ENSG00000137177,5840
ENSG00000137185,922
ENSG00000137193,4317
ENSG00000137198,761
ENSG00000137200,9453
ENSG00000137203,5095
ENSG00000137204,0
ENSG00000137207,10375
ENSG00000137210,11812
ENSG00000137216,5133
ENSG00000137218,469
ENSG00000137221,2222
ENSG00000137225,16
ENSG00000137251,0
ENSG00000137252,3
ENSG00000137261,1049
ENSG00000137265,562
ENSG00000137266,2058
ENSG00000137267,3722
ENSG00000137269,2069
ENSG00000137270,4
ENSG00000137273,45
ENSG00000137274,2531
ENSG00000137275,5626
ENSG00000137285,1348
ENSG00000137288,5858
ENSG00000137309,52917
ENSG00000137310,4228
ENSG00000137312,15243
ENSG00000137331,9267
ENSG00000137337,9598
ENSG00000137338,979
ENSG00000137343,1843
ENSG00000137364,3684
ENSG00000137392,18
ENSG00000137393,1921
ENSG00000137404,3602
ENSG00000137409,50938
ENSG00000137411,8572
ENSG00000137413,3264
ENSG00000137414,4926
ENSG00000137434,341
ENSG00000137440,513
ENSG00000137441,345
ENSG00000137449,970
ENSG00000137460,2015
ENSG00000137462,2567
ENSG00000137463,7
ENSG00000137473,2
ENSG00000137474,1093
ENSG00000137478,3626
ENSG00000137486,1688
ENSG00000137491,1912
ENSG00000137492,5880
ENSG00000137494,916
ENSG00000137496,801
ENSG00000137497,16592
ENSG00000137500,3497
ENSG00000137501,459
ENSG00000137502,725
ENSG00000137504,5331
ENSG00000137507,798
ENSG00000137509,11289
ENSG00000137513,2700
ENSG00000137522,2396
ENSG00000137547,8129
ENSG00000137558,1464
ENSG00000137561,60
ENSG00000137563,5387
ENSG00000137571,140
ENSG00000137573,14735
ENSG00000137574,3265
ENSG00000137575,13298
ENSG00000137601,1242
ENSG00000137628,784
ENSG00000137634,3
ENSG00000137642,5477
ENSG00000137648,6
ENSG00000137656,1576
ENSG00000137672,195
ENSG00000137673,10985
ENSG00000137674,4
ENSG00000137675,0
ENSG00000137691,191
ENSG00000137692,2236
ENSG00000137693,5321
ENSG00000137699,7275
ENSG00000137700,1695
ENSG00000137707,3
ENSG00000137709,245
ENSG00000137710,4915
ENSG00000137713,2849
ENSG00000137714,1011
ENSG00000137720,1128
ENSG00000137726,990
ENSG00000137727,14
ENSG00000137731,11
ENSG00000137745,431
ENSG00000137747,722
ENSG00000137752,697
ENSG00000137757,20
ENSG00000137760,801
ENSG00000137764,2096
ENSG00000137766,3
ENSG00000137767,2000
ENSG00000137770,2973
ENSG00000137776,9111
ENSG00000137801,35612
ENSG00000137802,1102
ENSG00000137804,7097
ENSG00000137806,730
ENSG00000137807,8368
ENSG00000137808,0
ENSG00000137809,744
ENSG00000137812,1999
ENSG00000137814,2521
ENSG00000137815,4817
ENSG00000137817,6904
ENSG00000137818,134526
ENSG00000137819,1648
ENSG00000137821,1132
ENSG00000137822,1644
ENSG00000137824,2485
ENSG00000137825,68
ENSG00000137831,5241
ENSG00000137834,636
ENSG00000137841,946
ENSG00000137842,1341
ENSG00000137843,34
ENSG00000137845,4878
ENSG00000137857,366
ENSG00000137860,1
ENSG00000137868,306
ENSG00000137869,2
ENSG00000137871,2356
ENSG00000137872,57
ENSG00000137875,115
ENSG00000137876,8091
ENSG00000137877,481
ENSG00000137878,16
ENSG00000137880,131
ENSG00000137936,1790
ENSG00000137941,334
ENSG00000137942,7030
ENSG00000137944,2060
ENSG00000137947,1505
ENSG00000137948,1
ENSG00000137955,4129
ENSG00000137959,510
ENSG00000137960,776
ENSG00000137962,2353
ENSG00000137965,1015
ENSG00000137968,28
ENSG00000137970,932
ENSG00000137975,6
ENSG00000137976,1
ENSG00000137992,2090
ENSG00000137996,3314
ENSG00000138002,2878
ENSG00000138018,8040
ENSG00000138028,1913
ENSG00000138029,8060
ENSG00000138030,1117
ENSG00000138031,4865
ENSG00000138032,6072
ENSG00000138035,6726
ENSG00000138036,1793
ENSG00000138039,2
ENSG00000138050,920
ENSG00000138061,1635
ENSG00000138068,1
ENSG00000138069,15919
ENSG00000138071,37385
ENSG00000138073,5445
ENSG00000138074,6604
ENSG00000138075,18
ENSG00000138078,4873
ENSG00000138079,7
ENSG00000138080,2534
ENSG00000138081,2971
ENSG00000138083,15
ENSG00000138085,9943
ENSG00000138092,2977
ENSG00000138095,64264
ENSG00000138100,22
ENSG00000138101,3484
ENSG00000138107,7335
ENSG00000138109,0
ENSG00000138111,269
ENSG00000138115,82
ENSG00000138119,4715
ENSG00000138131,14851
ENSG00000138134,114
ENSG00000138135,74
ENSG00000138136,0
ENSG00000138138,305
ENSG00000138152,3
ENSG00000138160,5167
ENSG00000138161,100
ENSG00000138162,1457
ENSG00000138166,1720
ENSG00000138172,1135
ENSG00000138175,1684
ENSG00000138180,3878
ENSG00000138182,2044
ENSG00000138185,2431
ENSG00000138190,1072
ENSG00000138193,656
ENSG00000138207,77
ENSG00000138231,1144
ENSG00000138246,3230
ENSG00000138271,3
ENSG00000138279,8555
ENSG00000138286,1580
ENSG00000138303,2692
ENSG00000138308,1
ENSG00000138311,87
ENSG00000138315,19
ENSG00000138316,284
ENSG00000138326,57464
ENSG00000138336,638
ENSG00000138346,1112
ENSG00000138347,1
ENSG00000138356,528
ENSG00000138363,15733
ENSG00000138375,3926
ENSG00000138376,2423
ENSG00000138378,166
ENSG00000138379,10
ENSG00000138380,452
ENSG00000138381,9886
ENSG00000138382,4596
ENSG00000138385,17073
ENSG00000138386,9951
ENSG00000138395,6
ENSG00000138398,8542
ENSG00000138399,3223
ENSG00000138400,387
ENSG00000138411,846
ENSG00000138413,7104
ENSG00000138430,16778
ENSG00000138433,3584
ENSG00000138434,7043
ENSG00000138435,14
ENSG00000138439,4543
ENSG00000138442,7806
ENSG00000138443,13615
ENSG00000138448,12236
ENSG00000138449,1825
ENSG00000138459,2072
ENSG00000138463,2117
ENSG00000138468,551
ENSG00000138472,0
ENSG00000138483,2
ENSG00000138495,1418
ENSG00000138496,3659
ENSG00000138587,633
ENSG00000138592,3400
ENSG00000138593,3186
ENSG00000138594,4845
ENSG00000138600,3622
ENSG00000138604,2831
ENSG00000138606,373
ENSG00000138613,1513
ENSG00000138614,6061
ENSG00000138615,472
ENSG00000138617,2256
ENSG00000138621,1111
ENSG00000138622,2
ENSG00000138623,2775
ENSG00000138629,6362
ENSG00000138639,303
ENSG00000138640,1945
ENSG00000138641,1221
ENSG00000138642,1956
ENSG00000138646,2774
ENSG00000138650,73
ENSG00000138653,2
ENSG00000138658,664
ENSG00000138660,1637
ENSG00000138663,4477
ENSG00000138668,33224
ENSG00000138669,222
ENSG00000138670,1854
ENSG00000138674,22846
ENSG00000138675,14
ENSG00000138678,791
ENSG00000138684,6
ENSG00000138685,1902
ENSG00000138686,1921
ENSG00000138688,6252
ENSG00000138696,905
ENSG00000138698,10415
ENSG00000138709,2916
ENSG00000138722,11
ENSG00000138735,1483
ENSG00000138738,266
ENSG00000138741,74
ENSG00000138744,895
ENSG00000138750,5221
ENSG00000138755,4212
ENSG00000138756,1184
ENSG00000138757,16191
ENSG00000138758,9578
ENSG00000138759,268
ENSG00000138760,13289
ENSG00000138764,5138
ENSG00000138767,3747
ENSG00000138768,14482
ENSG00000138769,863
ENSG00000138771,6698
ENSG00000138772,3689
ENSG00000138777,6459
ENSG00000138778,6751
ENSG00000138780,1820
ENSG00000138785,2123
ENSG00000138792,444
ENSG00000138794,1045
ENSG00000138795,1305
ENSG00000138796,8043
ENSG00000138798,26
ENSG00000138801,23560
ENSG00000138802,2645
ENSG00000138813,0
ENSG00000138814,9232
ENSG00000138821,5226
ENSG00000138823,39
ENSG00000138829,349
ENSG00000138834,2928
ENSG00000138835,5556
ENSG00000138867,8127
ENSG00000138892,0
ENSG00000138942,2823
ENSG00000138944,87
ENSG00000138964,578
ENSG00000139044,3541
ENSG00000139053,2
ENSG00000139055,977
ENSG00000139083,9333
ENSG00000139112,3368
ENSG00000139116,3760
ENSG00000139117,650
ENSG00000139131,3220
ENSG00000139132,1809
ENSG00000139133,467
ENSG00000139144,51
ENSG00000139146,7252
ENSG00000139151,1
ENSG00000139154,3043
ENSG00000139155,2
ENSG00000139160,175
ENSG00000139163,6073
ENSG00000139168,5318
ENSG00000139173,776
ENSG00000139174,1706
ENSG00000139178,3231
ENSG00000139180,4580
ENSG00000139182,5431
ENSG00000139187,99
ENSG00000139190,395
ENSG00000139192,1280
ENSG00000139193,252
ENSG00000139194,196
ENSG00000139197,5165
ENSG00000139200,30
ENSG00000139209,11
ENSG00000139211,1237
ENSG00000139218,11955
ENSG00000139219,11899
ENSG00000139220,15
ENSG00000139223,5
ENSG00000139233,1458
ENSG00000139239,762
ENSG00000139263,1332
ENSG00000139266,843
ENSG00000139269,18
ENSG00000139278,1011
ENSG00000139287,0
ENSG00000139289,5805
ENSG00000139291,1861
ENSG00000139292,8800
ENSG00000139304,6
ENSG00000139318,3282
ENSG00000139323,1880
ENSG00000139324,3707
ENSG00000139329,14838
ENSG00000139330,2
ENSG00000139343,7294
ENSG00000139344,1185
ENSG00000139350,3661
ENSG00000139351,25
ENSG00000139352,8
ENSG00000139354,2239
ENSG00000139364,6
ENSG00000139370,3491
ENSG00000139372,3633
ENSG00000139405,1240
ENSG00000139410,425
ENSG00000139428,1610
ENSG00000139433,2109
ENSG00000139436,1275
ENSG00000139437,1446
ENSG00000139438,243
ENSG00000139445,5
ENSG00000139496,8182
ENSG00000139505,2892
ENSG00000139508,669
ENSG00000139514,14600
ENSG00000139515,1
ENSG00000139517,2218
ENSG00000139531,1127
ENSG00000139537,79
ENSG00000139540,9
ENSG00000139546,1277
ENSG00000139547,22
ENSG00000139549,14
ENSG00000139567,1162
ENSG00000139572,266
ENSG00000139574,0
ENSG00000139579,2752
ENSG00000139597,935
ENSG00000139610,2
ENSG00000139613,4629
ENSG00000139618,4598
ENSG00000139620,2182
ENSG00000139624,2107
ENSG00000139625,223
ENSG00000139626,200
ENSG00000139629,1081
ENSG00000139631,385
ENSG00000139636,725
ENSG00000139637,2018
ENSG00000139641,7439
ENSG00000139644,31781
ENSG00000139645,4741
ENSG00000139648,1
ENSG00000139651,3017
ENSG00000139656,2
ENSG00000139668,991
ENSG00000139675,228
ENSG00000139679,438
ENSG00000139684,5387
ENSG00000139687,3336
ENSG00000139697,5100
ENSG00000139714,184
ENSG00000139718,2342
ENSG00000139719,1131
ENSG00000139722,2138
ENSG00000139725,87
ENSG00000139726,7445
ENSG00000139734,1785
ENSG00000139737,1294
ENSG00000139746,4784
ENSG00000139767,0
ENSG00000139780,0
ENSG00000139793,2036
ENSG00000139797,0
ENSG00000139800,6
ENSG00000139826,1149
ENSG00000139832,653
ENSG00000139835,633
ENSG00000139842,8060
ENSG00000139865,20
ENSG00000139874,2
ENSG00000139880,475
ENSG00000139890,58
ENSG00000139899,475
ENSG00000139908,55
ENSG00000139910,111
ENSG00000139914,10
ENSG00000139915,75
ENSG00000139921,6059
ENSG00000139926,3614
ENSG00000139946,111
ENSG00000139970,243
ENSG00000139971,171
ENSG00000139973,12
ENSG00000139974,402
ENSG00000139977,1959
ENSG00000139985,43
ENSG00000139988,15
ENSG00000139990,5107
ENSG00000139998,2802
ENSG00000140006,892
ENSG00000140009,23
ENSG00000140015,3
ENSG00000140022,289
ENSG00000140025,497
ENSG00000140030,319
ENSG00000140043,849
ENSG00000140044,1668
ENSG00000140057,321
ENSG00000140067,2
ENSG00000140090,22
ENSG00000140092,4441
ENSG00000140093,29
ENSG00000140104,1415
ENSG00000140105,14444
ENSG00000140107,1
ENSG00000140153,1908
ENSG00000140157,2939
ENSG00000140199,1676
ENSG00000140254,309
ENSG00000140259,2832
ENSG00000140262,4241
ENSG00000140263,2598
ENSG00000140264,22666
ENSG00000140265,1506
ENSG00000140274,2
ENSG00000140279,70
ENSG00000140280,707
ENSG00000140284,232
ENSG00000140285,151
ENSG00000140287,7
ENSG00000140297,18
ENSG00000140299,7090
ENSG00000140307,4550
ENSG00000140319,11046
ENSG00000140320,2713
ENSG00000140323,198
ENSG00000140326,1133
ENSG00000140332,3474
ENSG00000140350,14045
ENSG00000140365,4626
ENSG00000140367,5083
ENSG00000140368,348
ENSG00000140374,6346
ENSG00000140379,455
ENSG00000140382,2826
ENSG00000140386,1044
ENSG00000140391,10113
ENSG00000140395,5472
ENSG00000140396,3409
ENSG00000140398,593
ENSG00000140400,2812
ENSG00000140403,7971
ENSG00000140406,2053
ENSG00000140416,47888
ENSG00000140443,14938
ENSG00000140450,1692
ENSG00000140451,976
ENSG00000140455,3395
ENSG00000140459,50
ENSG00000140463,1210
ENSG00000140464,5308
ENSG00000140465,7
ENSG00000140470,447
ENSG00000140471,1767
ENSG00000140474,4948
ENSG00000140478,1
ENSG00000140479,2533
ENSG00000140481,2
ENSG00000140488,0
ENSG00000140497,12190
ENSG00000140505,0
ENSG00000140506,0
ENSG00000140511,7495
ENSG00000140519,355
ENSG00000140521,12673
ENSG00000140522,71
ENSG00000140525,17107
ENSG00000140526,10614
ENSG00000140527,120
ENSG00000140534,4736
ENSG00000140538,297
ENSG00000140543,1026
ENSG00000140545,63549
ENSG00000140548,1645
ENSG00000140553,18631
ENSG00000140557,15
ENSG00000140563,823
ENSG00000140564,20941
ENSG00000140575,74665
ENSG00000140577,6938
ENSG00000140598,4830
ENSG00000140600,158
ENSG00000140612,15101
ENSG00000140623,4
ENSG00000140632,8290
ENSG00000140650,2080
ENSG00000140675,9
ENSG00000140678,1154
ENSG00000140682,958
ENSG00000140688,4195
ENSG00000140691,1190
ENSG00000140694,8715
ENSG00000140718,5494
ENSG00000140740,8843
ENSG00000140743,1857
ENSG00000140749,815
ENSG00000140750,4890
ENSG00000140795,58
ENSG00000140798,1
ENSG00000140807,467
ENSG00000140829,6871
ENSG00000140830,1834
ENSG00000140832,2084
ENSG00000140835,6
ENSG00000140836,1088
ENSG00000140839,11
ENSG00000140848,3848
ENSG00000140853,2138
ENSG00000140854,2264
ENSG00000140859,1719
ENSG00000140873,4
ENSG00000140876,17
ENSG00000140905,725
ENSG00000140931,3574
ENSG00000140932,12
ENSG00000140937,2382
ENSG00000140939,811
ENSG00000140941,7173
ENSG00000140943,13193
ENSG00000140945,858
ENSG00000140948,3690
ENSG00000140950,4865
ENSG00000140955,1
ENSG00000140961,433
ENSG00000140968,695
ENSG00000140983,5496
ENSG00000140986,4
ENSG00000140987,183
ENSG00000140988,112683
ENSG00000140990,6456
ENSG00000140992,2546
ENSG00000140993,282
ENSG00000140995,2802
ENSG00000141002,10122
ENSG00000141012,5552
ENSG00000141013,3102
ENSG00000141026,1363
ENSG00000141027,6368
ENSG00000141028,7
ENSG00000141030,4753
ENSG00000141034,1566
ENSG00000141040,270
ENSG00000141052,36
ENSG00000141068,431
ENSG00000141076,10718
ENSG00000141084,2806
ENSG00000141086,5
ENSG00000141096,48
ENSG00000141098,3553
ENSG00000141101,7994
ENSG00000141127,1533
ENSG00000141161,0
ENSG00000141179,3845
ENSG00000141194,0
ENSG00000141198,3430
ENSG00000141200,0
ENSG00000141219,3046
ENSG00000141232,3435
ENSG00000141252,2224
ENSG00000141255,4
ENSG00000141258,2929
ENSG00000141279,12935
ENSG00000141293,217
ENSG00000141294,154
ENSG00000141295,666
ENSG00000141298,2090
ENSG00000141314,13
ENSG00000141316,2
ENSG00000141337,1339
ENSG00000141338,26
ENSG00000141349,5227
ENSG00000141367,59155
ENSG00000141371,21
ENSG00000141376,352
ENSG00000141378,2507
ENSG00000141380,9952
ENSG00000141384,2637
ENSG00000141385,19337
ENSG00000141391,1218
ENSG00000141401,8308
ENSG00000141404,139
ENSG00000141424,19640
ENSG00000141425,7383
ENSG00000141428,2101
ENSG00000141429,18107
ENSG00000141431,450
ENSG00000141433,8
ENSG00000141434,15
ENSG00000141437,1
ENSG00000141441,1593
ENSG00000141446,3595
ENSG00000141447,5650
ENSG00000141448,277
ENSG00000141449,313
ENSG00000141452,1976
ENSG00000141456,6467
ENSG00000141458,5533
ENSG00000141469,26
ENSG00000141480,2757
ENSG00000141485,23
ENSG00000141497,209
ENSG00000141499,893
ENSG00000141503,4397
ENSG00000141504,1164
ENSG00000141505,60
ENSG00000141506,424
ENSG00000141510,1828
ENSG00000141519,261
ENSG00000141522,17554
ENSG00000141524,2262
ENSG00000141526,10577
ENSG00000141527,195
ENSG00000141540,496
ENSG00000141542,1566
ENSG00000141543,14916
ENSG00000141551,10751
ENSG00000141552,5066
ENSG00000141556,9041
ENSG00000141560,5596
ENSG00000141562,4789
ENSG00000141564,3611
ENSG00000141568,7273
ENSG00000141569,4485
ENSG00000141570,927
ENSG00000141574,446
ENSG00000141576,56
ENSG00000141577,2059
ENSG00000141579,931
ENSG00000141580,9845
ENSG00000141582,1926
ENSG00000141622,429
ENSG00000141627,6736
ENSG00000141639,642
ENSG00000141642,957
ENSG00000141644,5137
ENSG00000141646,6963
ENSG00000141655,1045
ENSG00000141664,2478
ENSG00000141665,199
ENSG00000141668,33
ENSG00000141682,1116
ENSG00000141696,3741
ENSG00000141698,5193
ENSG00000141699,6204
ENSG00000141736,7268
ENSG00000141738,2760
ENSG00000141741,1566
ENSG00000141744,14
ENSG00000141748,0
ENSG00000141750,1895
ENSG00000141753,5713
ENSG00000141756,18180
ENSG00000141759,6971
ENSG00000141837,113
ENSG00000141854,71
ENSG00000141858,3265
ENSG00000141867,11629
ENSG00000141873,1418
ENSG00000141905,9703
ENSG00000141933,68
ENSG00000141934,10775
ENSG00000141946,0
ENSG00000141956,1291
ENSG00000141959,31249
ENSG00000141965,170
ENSG00000141968,523
ENSG00000141971,1615
ENSG00000141977,1
ENSG00000141979,0
ENSG00000141985,8433
ENSG00000141994,1533
ENSG00000142002,5226
ENSG00000142025,1
ENSG00000142039,2513
ENSG00000142046,62
ENSG00000142065,822
ENSG00000142082,1974
ENSG00000142089,7489
ENSG00000142102,1810
ENSG00000142149,1012
ENSG00000142156,21002
ENSG00000142163,0
ENSG00000142166,5999
ENSG00000142168,35023
ENSG00000142173,23830
ENSG00000142178,0
ENSG00000142182,1
ENSG00000142185,1075
ENSG00000142186,8951
ENSG00000142188,3476
ENSG00000142192,178196
ENSG00000142197,3203
ENSG00000142207,5823
ENSG00000142208,15267
ENSG00000142224,1
ENSG00000142227,2030
ENSG00000142230,5939
ENSG00000142233,6
ENSG00000142235,312
ENSG00000142252,579
ENSG00000142273,492
ENSG00000142279,1807
ENSG00000142303,188
ENSG00000142319,1
ENSG00000142327,3498
ENSG00000142330,889
ENSG00000142347,1159
ENSG00000142396,1123
ENSG00000142405,25
ENSG00000142408,20
ENSG00000142409,2238
ENSG00000142444,1547
ENSG00000142449,1397
ENSG00000142453,10508
ENSG00000142459,1374
ENSG00000142484,0
ENSG00000142494,78
ENSG00000142507,5968
ENSG00000142511,1
ENSG00000142512,952
ENSG00000142513,3
ENSG00000142515,0
ENSG00000142528,2531
ENSG00000142530,295
ENSG00000142534,105151
ENSG00000142538,0
ENSG00000142539,0
ENSG00000142541,183822
ENSG00000142544,331
ENSG00000142546,3580
ENSG00000142549,29
ENSG00000142552,2420
ENSG00000142556,1488
ENSG00000142583,1451
ENSG00000142599,4635
ENSG00000142606,4
ENSG00000142609,2
ENSG00000142611,15
ENSG00000142615,0
ENSG00000142619,7
ENSG00000142621,59
ENSG00000142623,14
ENSG00000142627,1957
ENSG00000142632,1421
ENSG00000142634,3183
ENSG00000142655,1255
ENSG00000142657,13395
ENSG00000142661,25
ENSG00000142669,13577
ENSG00000142675,2802
ENSG00000142676,100255
ENSG00000142677,49
ENSG00000142684,264
ENSG00000142686,2832
ENSG00000142687,7559
ENSG00000142694,342
ENSG00000142698,0
ENSG00000142700,3
ENSG00000142731,4048
ENSG00000142733,3626
ENSG00000142748,89
ENSG00000142751,2812
ENSG00000142765,961
ENSG00000142784,6195
ENSG00000142789,0
ENSG00000142794,1173
ENSG00000142798,13608
ENSG00000142856,931
ENSG00000142864,22743
ENSG00000142867,1629
ENSG00000142871,5416
ENSG00000142875,2747
ENSG00000142892,2167
ENSG00000142910,5143
ENSG00000142920,626
ENSG00000142937,122126
ENSG00000142945,8652
