Gene stable ID,bd031420-47b0-430e-acab-b7d411089b98
ENSG00000120471,27
ENSG00000120498,18
ENSG00000120500,20
ENSG00000120509,2767
ENSG00000120519,568
ENSG00000120526,3603
ENSG00000120533,6218
ENSG00000120539,1034
ENSG00000120549,10380
ENSG00000120555,7
ENSG00000120563,0
ENSG00000120594,5821
ENSG00000120616,1588
ENSG00000120645,86
ENSG00000120647,1114
ENSG00000120656,1555
ENSG00000120658,105
ENSG00000120659,41
ENSG00000120662,603
ENSG00000120664,3
ENSG00000120669,4
ENSG00000120675,1609
ENSG00000120685,6846
ENSG00000120686,8753
ENSG00000120688,801
ENSG00000120690,7981
ENSG00000120693,171
ENSG00000120694,17311
ENSG00000120696,1507
ENSG00000120697,1934
ENSG00000120699,1840
ENSG00000120705,12855
ENSG00000120708,10307
ENSG00000120709,3877
ENSG00000120725,2272
ENSG00000120727,6971
ENSG00000120729,7
ENSG00000120733,7624
ENSG00000120738,9855
ENSG00000120742,8200
ENSG00000120756,2782
ENSG00000120784,1371
ENSG00000120798,988
ENSG00000120800,3631
ENSG00000120802,7161
ENSG00000120805,6544
ENSG00000120820,871
ENSG00000120832,984
ENSG00000120833,240
ENSG00000120837,3489
ENSG00000120860,952
ENSG00000120868,1480
ENSG00000120875,12947
ENSG00000120885,22399
ENSG00000120889,1859
ENSG00000120896,2329
ENSG00000120899,1180
ENSG00000120903,2
ENSG00000120907,4
ENSG00000120910,637
ENSG00000120913,852
ENSG00000120915,2450
ENSG00000120925,1346
ENSG00000120937,0
ENSG00000120942,1911
ENSG00000120948,9829
ENSG00000120949,79
ENSG00000120952,0
ENSG00000120963,25262
ENSG00000120992,3548
ENSG00000121005,184
ENSG00000121022,2700
ENSG00000121039,796
ENSG00000121053,13
ENSG00000121057,5704
ENSG00000121058,2075
ENSG00000121060,4202
ENSG00000121064,11063
ENSG00000121067,2362
ENSG00000121068,380
ENSG00000121073,2003
ENSG00000121075,2
ENSG00000121089,136
ENSG00000121101,94
ENSG00000121104,614
ENSG00000121152,2307
ENSG00000121207,411
ENSG00000121210,3224
ENSG00000121211,466
ENSG00000121236,478
ENSG00000121270,25243
ENSG00000121274,2003
ENSG00000121281,297
ENSG00000121289,1528
ENSG00000121297,770
ENSG00000121310,2167
ENSG00000121314,0
ENSG00000121316,2474
ENSG00000121318,8
ENSG00000121335,0
ENSG00000121350,914
ENSG00000121351,0
ENSG00000121361,655
ENSG00000121377,0
ENSG00000121380,37
ENSG00000121381,0
ENSG00000121388,0
ENSG00000121390,3207
ENSG00000121406,1099
ENSG00000121410,18
ENSG00000121413,1547
ENSG00000121417,874
ENSG00000121440,1451
ENSG00000121446,1
ENSG00000121454,111
ENSG00000121481,1801
ENSG00000121486,1577
ENSG00000121542,929
ENSG00000121552,2716
ENSG00000121570,6
ENSG00000121577,164
ENSG00000121578,1834
ENSG00000121579,15317
ENSG00000121594,101
ENSG00000121621,575
ENSG00000121634,0
ENSG00000121644,9008
ENSG00000121653,208
ENSG00000121671,1337
ENSG00000121680,1092
ENSG00000121690,58
ENSG00000121691,2971
ENSG00000121716,182
ENSG00000121741,7762
ENSG00000121742,6
ENSG00000121743,3
ENSG00000121749,3077
ENSG00000121753,759
ENSG00000121764,4
ENSG00000121766,2472
ENSG00000121769,544
ENSG00000121774,14272
ENSG00000121775,462
ENSG00000121797,238
ENSG00000121807,437
ENSG00000121851,1838
ENSG00000121853,0
ENSG00000121858,23133
ENSG00000121864,4650
ENSG00000121871,0
ENSG00000121879,5410
ENSG00000121892,16305
ENSG00000121895,105
ENSG00000121897,653
ENSG00000121898,885
ENSG00000121900,1611
ENSG00000121903,197
ENSG00000121904,216
ENSG00000121905,10
ENSG00000121931,1449
ENSG00000121933,531
ENSG00000121940,1338
ENSG00000121957,2196
ENSG00000121964,1290
ENSG00000121966,23491
ENSG00000121988,841
ENSG00000121989,1039
ENSG00000122008,1215
ENSG00000122012,105
ENSG00000122025,83
ENSG00000122026,19764
ENSG00000122033,3046
ENSG00000122034,12125
ENSG00000122035,405
ENSG00000122042,11074
ENSG00000122043,1
ENSG00000122068,26127
ENSG00000122085,1454
ENSG00000122121,48
ENSG00000122122,1054
ENSG00000122126,4196
ENSG00000122133,16
ENSG00000122136,6
ENSG00000122140,2374
ENSG00000122145,4
ENSG00000122176,4976
ENSG00000122180,0
ENSG00000122188,268
ENSG00000122194,0
ENSG00000122203,6999
ENSG00000122218,55654
ENSG00000122223,34
ENSG00000122224,140
ENSG00000122254,60
ENSG00000122257,4505
ENSG00000122299,2849
ENSG00000122304,0
ENSG00000122335,2304
ENSG00000122359,7422
ENSG00000122367,47
ENSG00000122375,0
ENSG00000122376,2459
ENSG00000122378,6651
ENSG00000122386,281
ENSG00000122390,924
ENSG00000122406,50166
ENSG00000122417,4657
ENSG00000122420,42
ENSG00000122432,24
ENSG00000122435,711
ENSG00000122477,89
ENSG00000122481,241
ENSG00000122482,2429
ENSG00000122483,377
ENSG00000122484,1306
ENSG00000122490,911
ENSG00000122507,549
ENSG00000122512,903
ENSG00000122515,4149
ENSG00000122543,8
ENSG00000122545,10395
ENSG00000122547,280
ENSG00000122548,8
ENSG00000122550,2277
ENSG00000122557,1516
ENSG00000122565,16969
ENSG00000122566,50370
ENSG00000122574,144
ENSG00000122584,3189
ENSG00000122585,0
ENSG00000122591,872
ENSG00000122592,14
ENSG00000122641,5077
ENSG00000122642,4274
ENSG00000122643,2138
ENSG00000122644,1563
ENSG00000122674,858
ENSG00000122678,971
ENSG00000122679,299
ENSG00000122687,1854
ENSG00000122691,1318
ENSG00000122692,6051
ENSG00000122694,2146
ENSG00000122696,1214
ENSG00000122705,6543
ENSG00000122707,646
ENSG00000122711,1
ENSG00000122718,0
ENSG00000122728,1
ENSG00000122729,4431
ENSG00000122733,13
ENSG00000122735,64
ENSG00000122741,4880
ENSG00000122756,145
ENSG00000122778,1485
ENSG00000122779,2695
ENSG00000122783,1378
ENSG00000122786,17941
ENSG00000122787,12
ENSG00000122824,35
ENSG00000122852,0
ENSG00000122859,1
ENSG00000122861,6180
ENSG00000122862,4985
ENSG00000122863,1017
ENSG00000122870,1136
ENSG00000122872,1
ENSG00000122873,1528
ENSG00000122877,1449
ENSG00000122882,3060
ENSG00000122884,7186
ENSG00000122912,2382
ENSG00000122952,5961
ENSG00000122958,5487
ENSG00000122965,1251
ENSG00000122966,1368
ENSG00000122970,698
ENSG00000122971,285
ENSG00000122986,338
ENSG00000123009,15
ENSG00000123064,3224
ENSG00000123066,5853
ENSG00000123080,576
ENSG00000123091,7928
ENSG00000123094,639
ENSG00000123095,1844
ENSG00000123096,936
ENSG00000123104,8609
ENSG00000123106,2351
ENSG00000123119,128
ENSG00000123124,13896
ENSG00000123130,1160
ENSG00000123131,2658
ENSG00000123136,4674
ENSG00000123143,3888
ENSG00000123144,3650
ENSG00000123146,1684
ENSG00000123154,219
ENSG00000123159,3041
ENSG00000123165,0
ENSG00000123171,0
ENSG00000123178,806
ENSG00000123179,1760
ENSG00000123191,277
ENSG00000123200,7480
ENSG00000123201,111
ENSG00000123213,2995
ENSG00000123219,480
ENSG00000123240,3435
ENSG00000123243,1259
ENSG00000123268,1306
ENSG00000123297,1716
ENSG00000123307,0
ENSG00000123329,462
ENSG00000123338,2310
ENSG00000123342,742
ENSG00000123349,13561
ENSG00000123352,3011
ENSG00000123353,1644
ENSG00000123358,1970
ENSG00000123360,479
ENSG00000123364,916
ENSG00000123374,3315
ENSG00000123384,14413
ENSG00000123388,2005
ENSG00000123395,1501
ENSG00000123405,5
ENSG00000123407,18
ENSG00000123411,699
ENSG00000123415,1853
ENSG00000123416,19028
ENSG00000123427,514
ENSG00000123444,426
ENSG00000123447,0
ENSG00000123453,895
ENSG00000123454,33
ENSG00000123472,2828
ENSG00000123473,1056
ENSG00000123485,2523
ENSG00000123496,20
ENSG00000123500,8458
ENSG00000123505,4642
ENSG00000123545,671
ENSG00000123552,530
ENSG00000123560,17
ENSG00000123561,0
ENSG00000123562,25153
ENSG00000123569,0
ENSG00000123570,142
ENSG00000123572,374
ENSG00000123575,6615
ENSG00000123576,0
ENSG00000123584,0
ENSG00000123594,0
ENSG00000123595,1488
ENSG00000123600,1260
ENSG00000123607,1751
ENSG00000123609,1112
ENSG00000123610,502
ENSG00000123612,146
ENSG00000123636,2696
ENSG00000123643,1640
ENSG00000123684,6048
ENSG00000123685,61
ENSG00000123689,1114
ENSG00000123700,513
ENSG00000123728,9340
ENSG00000123737,1180
ENSG00000123739,2041
ENSG00000123810,270
ENSG00000123815,1681
ENSG00000123836,4156
ENSG00000123838,6
ENSG00000123843,128
ENSG00000123870,211
ENSG00000123892,1162
ENSG00000123901,26
ENSG00000123908,2013
ENSG00000123933,2038
ENSG00000123965,51
ENSG00000123975,4942
ENSG00000123977,3
ENSG00000123983,58651
ENSG00000123989,8727
ENSG00000123992,7670
ENSG00000123999,66
ENSG00000124003,9
ENSG00000124006,7864
ENSG00000124019,87
ENSG00000124067,1024
ENSG00000124074,490
ENSG00000124089,0
ENSG00000124091,12
ENSG00000124092,1
ENSG00000124097,40
ENSG00000124098,8726
ENSG00000124102,29
ENSG00000124103,8
ENSG00000124104,521
ENSG00000124107,1461
ENSG00000124116,29
ENSG00000124120,1343
ENSG00000124126,4241
ENSG00000124134,18
ENSG00000124140,120
ENSG00000124143,122
ENSG00000124145,6168
ENSG00000124151,5542
ENSG00000124155,9001
ENSG00000124157,15
ENSG00000124159,9
ENSG00000124160,3555
ENSG00000124164,6014
ENSG00000124171,1412
ENSG00000124172,12292
ENSG00000124177,4277
ENSG00000124181,5087
ENSG00000124191,114
ENSG00000124193,13454
ENSG00000124194,0
ENSG00000124196,5
ENSG00000124198,6329
ENSG00000124201,5314
ENSG00000124203,160
ENSG00000124205,5
ENSG00000124207,12216
ENSG00000124208,1
ENSG00000124209,6212
ENSG00000124212,1276
ENSG00000124214,10087
ENSG00000124215,52
ENSG00000124216,839
ENSG00000124217,810
ENSG00000124222,3452
ENSG00000124224,251
ENSG00000124225,17128
ENSG00000124226,9649
ENSG00000124227,0
ENSG00000124228,4219
ENSG00000124232,0
ENSG00000124233,0
ENSG00000124237,0
ENSG00000124243,252
ENSG00000124249,47
ENSG00000124251,14
ENSG00000124253,209
ENSG00000124256,167
ENSG00000124257,8
ENSG00000124260,10
ENSG00000124275,4095
ENSG00000124279,1313
ENSG00000124299,5871
ENSG00000124302,520
ENSG00000124313,1541
ENSG00000124333,3606
ENSG00000124334,33
ENSG00000124343,1872
ENSG00000124356,4577
ENSG00000124357,6919
ENSG00000124370,808
ENSG00000124374,1607
ENSG00000124380,3209
ENSG00000124383,4762
ENSG00000124391,1
ENSG00000124399,4
ENSG00000124406,1690
ENSG00000124422,12522
ENSG00000124429,4511
ENSG00000124440,8
ENSG00000124444,820
ENSG00000124449,0
ENSG00000124459,1387
ENSG00000124466,1307
ENSG00000124467,0
ENSG00000124469,0
ENSG00000124479,326
ENSG00000124486,19668
ENSG00000124490,0
ENSG00000124491,1312
ENSG00000124493,57
ENSG00000124496,619
ENSG00000124507,273
ENSG00000124508,930
ENSG00000124523,700
ENSG00000124532,3681
ENSG00000124535,4802
ENSG00000124541,2199
ENSG00000124549,124
ENSG00000124557,7
ENSG00000124562,4758
ENSG00000124564,1
ENSG00000124568,0
ENSG00000124570,5799
ENSG00000124571,3435
ENSG00000124574,730
ENSG00000124575,115
ENSG00000124587,1403
ENSG00000124588,2968
ENSG00000124593,144
ENSG00000124596,1213
ENSG00000124602,64
ENSG00000124608,1241
ENSG00000124610,0
ENSG00000124613,305
ENSG00000124614,12538
ENSG00000124615,433
ENSG00000124635,811
ENSG00000124641,1043
ENSG00000124657,251
ENSG00000124659,1108
ENSG00000124664,12663
ENSG00000124678,3
ENSG00000124688,752
ENSG00000124701,2
ENSG00000124702,4720
ENSG00000124713,103
ENSG00000124721,18
ENSG00000124731,399
ENSG00000124733,2248
ENSG00000124743,91
ENSG00000124749,90
ENSG00000124762,2982
ENSG00000124766,41267
ENSG00000124767,9384
ENSG00000124772,388
ENSG00000124780,15
ENSG00000124782,5565
ENSG00000124783,15314
ENSG00000124784,2087
ENSG00000124785,398
ENSG00000124786,2648
ENSG00000124787,694
ENSG00000124788,5005
ENSG00000124789,5627
ENSG00000124795,7466
ENSG00000124802,1049
ENSG00000124812,5
ENSG00000124813,948
ENSG00000124818,0
ENSG00000124827,0
ENSG00000124831,17688
ENSG00000124835,3
ENSG00000124839,1053
ENSG00000124875,4
ENSG00000124882,14
ENSG00000124900,0
ENSG00000124915,0
ENSG00000124920,126
ENSG00000124935,27
ENSG00000124939,7
ENSG00000124942,40492
ENSG00000125037,6162
ENSG00000125046,23
ENSG00000125084,3
ENSG00000125089,538
ENSG00000125107,12031
ENSG00000125122,97
ENSG00000125124,2115
ENSG00000125144,404
ENSG00000125148,5006
ENSG00000125149,1561
ENSG00000125166,7629
ENSG00000125170,935
ENSG00000125207,5
ENSG00000125245,56
ENSG00000125246,471
ENSG00000125247,3455
ENSG00000125249,3324
ENSG00000125255,0
ENSG00000125257,2207
ENSG00000125266,2522
ENSG00000125285,2
ENSG00000125304,18647
ENSG00000125319,321
ENSG00000125337,17
ENSG00000125347,3054
ENSG00000125351,1489
ENSG00000125352,749
ENSG00000125354,3626
ENSG00000125355,81
ENSG00000125356,4512
ENSG00000125363,0
ENSG00000125375,1653
ENSG00000125378,830
ENSG00000125384,113
ENSG00000125385,2
ENSG00000125386,1069
ENSG00000125388,108
ENSG00000125398,7481
ENSG00000125409,68
ENSG00000125414,7
ENSG00000125430,285
ENSG00000125434,641
ENSG00000125445,4095
ENSG00000125447,1547
ENSG00000125449,903
ENSG00000125450,3067
ENSG00000125454,499
ENSG00000125457,1288
ENSG00000125458,664
ENSG00000125459,684
ENSG00000125462,8
ENSG00000125482,1635
ENSG00000125484,5786
ENSG00000125485,1318
ENSG00000125492,1
ENSG00000125498,7
ENSG00000125503,2210
ENSG00000125505,7470
ENSG00000125508,81
ENSG00000125510,79
ENSG00000125514,0
ENSG00000125520,3182
ENSG00000125522,0
ENSG00000125531,40
ENSG00000125533,0
ENSG00000125534,8691
ENSG00000125538,357
ENSG00000125551,3
ENSG00000125571,2
ENSG00000125611,988
ENSG00000125618,40
ENSG00000125629,11146
ENSG00000125630,2747
ENSG00000125631,11
ENSG00000125633,3430
ENSG00000125637,4022
ENSG00000125648,1866
ENSG00000125650,117
ENSG00000125651,3532
ENSG00000125652,780
ENSG00000125656,1379
ENSG00000125657,51
ENSG00000125675,83
ENSG00000125676,6427
ENSG00000125686,2799
ENSG00000125691,36137
ENSG00000125695,0
ENSG00000125703,727
ENSG00000125726,44
ENSG00000125730,18812
ENSG00000125731,394
ENSG00000125733,1440
ENSG00000125734,1676
ENSG00000125735,124
ENSG00000125740,1594
ENSG00000125741,1960
ENSG00000125743,13030
ENSG00000125744,768
ENSG00000125746,1356
ENSG00000125753,8606
ENSG00000125755,6439
ENSG00000125772,29688
ENSG00000125775,91
ENSG00000125779,1477
ENSG00000125780,2
ENSG00000125787,6
ENSG00000125788,0
ENSG00000125798,7
ENSG00000125804,10
ENSG00000125810,4441
ENSG00000125812,1974
ENSG00000125813,66
ENSG00000125814,743
ENSG00000125815,0
ENSG00000125816,0
ENSG00000125817,3750
ENSG00000125818,7932
ENSG00000125820,4
ENSG00000125821,2056
ENSG00000125823,2
ENSG00000125826,4375
ENSG00000125827,17347
ENSG00000125831,1
ENSG00000125834,4781
ENSG00000125835,9437
ENSG00000125841,1763
ENSG00000125843,572
ENSG00000125844,16538
ENSG00000125845,69
ENSG00000125846,790
ENSG00000125848,397
ENSG00000125850,636
ENSG00000125851,23
ENSG00000125861,0
ENSG00000125863,6836
ENSG00000125864,314
ENSG00000125868,37117
ENSG00000125869,244
ENSG00000125870,4172
ENSG00000125871,1602
ENSG00000125872,14
ENSG00000125875,4733
ENSG00000125877,1437
ENSG00000125878,7
ENSG00000125879,48
ENSG00000125885,7149
ENSG00000125888,0
ENSG00000125895,38
ENSG00000125898,1467
ENSG00000125899,0
ENSG00000125900,3
ENSG00000125901,1156
ENSG00000125903,0
ENSG00000125910,89
ENSG00000125912,3856
ENSG00000125931,9
ENSG00000125944,11644
ENSG00000125945,3442
ENSG00000125952,3820
ENSG00000125954,3
ENSG00000125962,732
ENSG00000125965,3
ENSG00000125966,53
ENSG00000125967,896
ENSG00000125968,345
ENSG00000125970,9803
ENSG00000125971,5410
ENSG00000125975,0
ENSG00000125977,7224
ENSG00000125991,12025
ENSG00000125995,1441
ENSG00000125997,4
ENSG00000125998,1
ENSG00000125999,76
ENSG00000126001,2656
ENSG00000126003,1724
ENSG00000126005,825
ENSG00000126010,10
ENSG00000126012,15170
ENSG00000126016,3860
ENSG00000126062,3399
ENSG00000126067,5391
ENSG00000126070,1347
ENSG00000126088,1772
ENSG00000126091,263
ENSG00000126106,317
ENSG00000126107,2903
ENSG00000126214,1485
ENSG00000126215,650
ENSG00000126216,2715
ENSG00000126217,3660
ENSG00000126218,59
ENSG00000126226,3435
ENSG00000126231,30
ENSG00000126233,95
ENSG00000126243,722
ENSG00000126246,85
ENSG00000126247,28544
ENSG00000126249,447
ENSG00000126251,0
ENSG00000126254,2713
ENSG00000126259,11
ENSG00000126261,8037
ENSG00000126262,60
ENSG00000126264,146
ENSG00000126266,0
ENSG00000126267,9762
ENSG00000126337,2
ENSG00000126351,1814
ENSG00000126353,505
ENSG00000126368,666
ENSG00000126391,3775
ENSG00000126432,11135
ENSG00000126453,1335
ENSG00000126456,3160
ENSG00000126457,6940
ENSG00000126458,1640
ENSG00000126460,496
ENSG00000126461,3516
ENSG00000126464,2858
ENSG00000126467,11
ENSG00000126500,34
ENSG00000126522,886
ENSG00000126524,7224
ENSG00000126545,0
ENSG00000126549,1
ENSG00000126550,0
ENSG00000126561,1367
ENSG00000126562,35
ENSG00000126581,3776
ENSG00000126583,2
ENSG00000126602,2720
ENSG00000126603,1258
ENSG00000126653,4630
ENSG00000126698,7523
ENSG00000126705,2360
ENSG00000126709,5477
ENSG00000126733,5
ENSG00000126746,1956
ENSG00000126749,1306
ENSG00000126752,0
ENSG00000126756,4635
ENSG00000126759,91
ENSG00000126767,4667
ENSG00000126768,3129
ENSG00000126773,2920
ENSG00000126775,1773
ENSG00000126777,57456
ENSG00000126778,317
ENSG00000126785,622
ENSG00000126787,1830
ENSG00000126790,412
ENSG00000126803,2860
ENSG00000126804,2524
ENSG00000126814,1133
ENSG00000126821,546
ENSG00000126822,2111
ENSG00000126838,7
ENSG00000126856,0
ENSG00000126858,5924
ENSG00000126860,550
ENSG00000126861,10
ENSG00000126870,1095
ENSG00000126878,6846
ENSG00000126882,628
ENSG00000126883,5270
ENSG00000126890,0
ENSG00000126895,25
ENSG00000126903,878
ENSG00000126934,6575
ENSG00000126945,10101
ENSG00000126947,1377
ENSG00000126950,11
ENSG00000126952,2
ENSG00000126953,791
ENSG00000126970,717
ENSG00000127022,59046
ENSG00000127054,4307
ENSG00000127074,23
ENSG00000127080,530
ENSG00000127081,594
ENSG00000127083,214
ENSG00000127084,646
ENSG00000127124,780
ENSG00000127125,3571
ENSG00000127129,210
ENSG00000127152,945
ENSG00000127184,11340
ENSG00000127191,857
ENSG00000127220,790
ENSG00000127241,7
ENSG00000127249,1034
ENSG00000127252,1086
ENSG00000127311,433
ENSG00000127314,2451
ENSG00000127318,0
ENSG00000127324,1487
ENSG00000127325,10
ENSG00000127328,1161
ENSG00000127329,1430
ENSG00000127334,2303
ENSG00000127337,1159
ENSG00000127362,2
ENSG00000127364,18
ENSG00000127366,16
ENSG00000127377,28
ENSG00000127399,477
ENSG00000127412,6
ENSG00000127415,357
ENSG00000127418,724
ENSG00000127419,695
ENSG00000127423,572
ENSG00000127445,992
ENSG00000127452,593
ENSG00000127463,5128
ENSG00000127472,16
ENSG00000127481,9231
ENSG00000127483,11772
ENSG00000127507,267
ENSG00000127511,2425
ENSG00000127515,0
ENSG00000127526,4643
ENSG00000127527,1425
ENSG00000127528,823
ENSG00000127529,0
ENSG00000127530,2
ENSG00000127533,368
ENSG00000127540,3582
ENSG00000127554,575
ENSG00000127561,44
ENSG00000127564,725
ENSG00000127578,9
ENSG00000127580,389
ENSG00000127585,1327
ENSG00000127586,558
ENSG00000127588,5
ENSG00000127589,107
ENSG00000127603,9515
ENSG00000127616,8625
ENSG00000127663,5367
ENSG00000127666,1160
ENSG00000127720,238
ENSG00000127743,8
ENSG00000127774,64
ENSG00000127780,0
ENSG00000127804,1835
ENSG00000127824,4730
ENSG00000127831,1
ENSG00000127837,10464
ENSG00000127838,2173
ENSG00000127863,873
ENSG00000127870,4109
ENSG00000127884,10048
ENSG00000127903,25
ENSG00000127914,3836
ENSG00000127920,1065
ENSG00000127922,4041
ENSG00000127928,0
ENSG00000127946,4985
ENSG00000127947,7346
ENSG00000127948,10609
ENSG00000127951,1897
ENSG00000127952,1635
ENSG00000127954,862
ENSG00000127955,444
ENSG00000127957,122
ENSG00000127980,1710
ENSG00000127989,620
ENSG00000127990,593
ENSG00000127993,522
ENSG00000127995,1565
ENSG00000128000,1167
ENSG00000128011,384
ENSG00000128016,8032
ENSG00000128039,4610
ENSG00000128040,1
ENSG00000128045,576
ENSG00000128050,18558
ENSG00000128052,2026
ENSG00000128059,2269
ENSG00000128159,2386
ENSG00000128165,2554
ENSG00000128185,1835
ENSG00000128191,2214
ENSG00000128203,394
ENSG00000128218,19
ENSG00000128228,1269
ENSG00000128242,10
ENSG00000128245,17400
ENSG00000128250,0
ENSG00000128253,15
ENSG00000128254,5
ENSG00000128262,39
ENSG00000128266,957
ENSG00000128268,197
ENSG00000128271,11
ENSG00000128272,30909
ENSG00000128274,369
ENSG00000128276,1
ENSG00000128283,6657
ENSG00000128284,1847
ENSG00000128285,21
ENSG00000128294,3002
ENSG00000128298,122
ENSG00000128309,3502
ENSG00000128310,1
ENSG00000128311,4892
ENSG00000128313,3
ENSG00000128322,12
ENSG00000128335,3878
ENSG00000128340,3078
ENSG00000128342,161
ENSG00000128346,95
ENSG00000128383,77
ENSG00000128394,855
ENSG00000128408,289
ENSG00000128422,2275
ENSG00000128438,17
ENSG00000128463,3668
ENSG00000128482,9
ENSG00000128487,3573
ENSG00000128510,127
ENSG00000128512,738
ENSG00000128513,841
ENSG00000128519,0
ENSG00000128524,4729
ENSG00000128534,1933
ENSG00000128536,39
ENSG00000128563,1162
ENSG00000128564,35
ENSG00000128567,5167
ENSG00000128573,79
ENSG00000128578,106
ENSG00000128581,2327
ENSG00000128585,3272
ENSG00000128590,2680
ENSG00000128591,365
ENSG00000128594,88
ENSG00000128595,14894
ENSG00000128596,236
ENSG00000128602,1412
ENSG00000128604,702
ENSG00000128606,195
ENSG00000128607,4255
ENSG00000128609,6729
ENSG00000128610,3
ENSG00000128617,110
ENSG00000128626,1866
ENSG00000128641,9088
ENSG00000128645,9
ENSG00000128652,11
ENSG00000128654,3398
ENSG00000128655,98
ENSG00000128656,2451
ENSG00000128683,14
ENSG00000128692,19
ENSG00000128694,492
ENSG00000128699,4297
ENSG00000128708,6163
ENSG00000128709,185
ENSG00000128710,68
ENSG00000128713,0
ENSG00000128714,6
ENSG00000128731,3009
ENSG00000128739,524
ENSG00000128789,3222
ENSG00000128791,3143
ENSG00000128805,224
ENSG00000128815,811
ENSG00000128829,3805
ENSG00000128833,2329
ENSG00000128849,1174
ENSG00000128872,418
ENSG00000128881,620
ENSG00000128886,91
ENSG00000128891,568
ENSG00000128908,1936
ENSG00000128915,2528
ENSG00000128917,794
ENSG00000128918,70
ENSG00000128923,1861
ENSG00000128928,2678
ENSG00000128944,1711
ENSG00000128951,2013
ENSG00000128965,98
ENSG00000128973,2813
ENSG00000128989,7593
ENSG00000129003,5023
ENSG00000129007,76
ENSG00000129009,6150
ENSG00000129028,269
ENSG00000129038,2231
ENSG00000129048,116
ENSG00000129055,3478
ENSG00000129071,2583
ENSG00000129083,10701
ENSG00000129084,3875
ENSG00000129103,6766
ENSG00000129116,20011
ENSG00000129128,7475
ENSG00000129151,174
ENSG00000129152,0
ENSG00000129158,307
ENSG00000129159,6
ENSG00000129167,14
ENSG00000129170,1
ENSG00000129173,665
ENSG00000129187,4392
ENSG00000129194,9
ENSG00000129195,542
ENSG00000129197,1484
ENSG00000129204,61
ENSG00000129214,18
ENSG00000129219,1340
ENSG00000129221,0
ENSG00000129226,67
ENSG00000129235,2428
ENSG00000129244,67
ENSG00000129245,2385
ENSG00000129250,5389
ENSG00000129255,2974
ENSG00000129292,1899
ENSG00000129295,85
ENSG00000129315,3340
ENSG00000129317,2846
ENSG00000129347,780
ENSG00000129351,9380
ENSG00000129353,7200
ENSG00000129354,3941
ENSG00000129355,284
ENSG00000129422,13533
ENSG00000129437,33
ENSG00000129450,196
ENSG00000129451,26
ENSG00000129455,1
ENSG00000129460,1705
ENSG00000129465,188
ENSG00000129467,312
ENSG00000129472,1427
ENSG00000129473,2442
ENSG00000129474,1639
ENSG00000129480,1224
ENSG00000129484,1975
ENSG00000129493,2638
ENSG00000129514,23520
ENSG00000129515,4965
ENSG00000129518,2753
ENSG00000129521,4880
ENSG00000129534,1896
ENSG00000129535,67
ENSG00000129538,9171
ENSG00000129559,3562
ENSG00000129562,7021
ENSG00000129566,2054
ENSG00000129595,2473
ENSG00000129596,107
ENSG00000129625,24331
ENSG00000129636,5896
ENSG00000129646,119
ENSG00000129654,4
ENSG00000129657,5622
ENSG00000129667,1489
ENSG00000129673,3
ENSG00000129675,12763
ENSG00000129680,362
ENSG00000129682,646
ENSG00000129691,32620
ENSG00000129696,617
ENSG00000129744,0
ENSG00000129749,32
ENSG00000129757,792
ENSG00000129810,1215
ENSG00000129816,0
ENSG00000129824,0
ENSG00000129845,0
ENSG00000129862,0
ENSG00000129864,0
ENSG00000129873,0
ENSG00000129910,31
ENSG00000129911,830
ENSG00000129925,5163
ENSG00000129932,413
ENSG00000129933,3876
ENSG00000129946,1596
ENSG00000129951,269
ENSG00000129965,0
ENSG00000129968,1320
ENSG00000129988,977
ENSG00000129990,21
ENSG00000129991,1
ENSG00000129993,1094
ENSG00000130005,1593
ENSG00000130021,881
ENSG00000130023,1143
ENSG00000130024,5173
ENSG00000130032,16
ENSG00000130035,19
ENSG00000130037,9
ENSG00000130038,750
ENSG00000130045,5
ENSG00000130052,590
ENSG00000130054,531
ENSG00000130055,12
ENSG00000130066,9659
ENSG00000130119,949
ENSG00000130147,17229
ENSG00000130150,926
ENSG00000130158,1495
ENSG00000130159,794
ENSG00000130164,2539
ENSG00000130165,2208
ENSG00000130167,5
ENSG00000130173,3
ENSG00000130175,9896
ENSG00000130176,779
ENSG00000130177,6870
ENSG00000130182,0
ENSG00000130193,980
ENSG00000130201,211
ENSG00000130202,12099
ENSG00000130203,12336
ENSG00000130204,5343
ENSG00000130208,5633
ENSG00000130222,188
ENSG00000130224,106
ENSG00000130226,4
ENSG00000130227,4168
ENSG00000130234,94
ENSG00000130244,559
ENSG00000130254,2243
ENSG00000130255,19658
ENSG00000130270,402
ENSG00000130283,0
ENSG00000130287,3
ENSG00000130294,2494
ENSG00000130299,1009
ENSG00000130300,5183
ENSG00000130303,2253
ENSG00000130304,1261
ENSG00000130305,1567
ENSG00000130307,75
ENSG00000130309,6904
ENSG00000130311,2346
ENSG00000130312,1522
ENSG00000130313,4260
ENSG00000130332,1314
ENSG00000130338,7490
ENSG00000130340,15618
ENSG00000130347,439
ENSG00000130348,1009
ENSG00000130349,3842
ENSG00000130363,2426
ENSG00000130368,0
ENSG00000130377,15
ENSG00000130382,3063
ENSG00000130383,0
ENSG00000130385,0
ENSG00000130396,5702
ENSG00000130402,32099
ENSG00000130413,2
ENSG00000130414,8741
ENSG00000130427,290
ENSG00000130429,5063
ENSG00000130433,63
