UniProtKB Gene Name ID,node_id,Gene stable ID
Q13217,2733,ENSG00000102580
P63252,2734,ENSG00000123700
P01570,2735,ENSG00000228083
P09086,2736,ENSG00000028277
O43508,2737,ENSG00000239697
Q9Y2H8,2739,ENSG00000081386
O95980,2740,ENSG00000122707
P08246,2743,ENSG00000197561
O95343,2746,ENSG00000138083
P27482,2747,ENSG00000178363
P01591,2748,ENSG00000132465
P19235,2749,ENSG00000187266
P62330,2750,ENSG00000165527
O75154,2751,ENSG00000090565
O14732,2752,ENSG00000141401
Q12929,2756,ENSG00000151491
P09237,2757,ENSG00000137673
P13385,2758,ENSG00000241186
Q08117,2760,ENSG00000104964
O14905,2762,ENSG00000158955
O60921,2763,ENSG00000136273
P13765,2765,ENSG00000241106
Q9H2C1,2766,ENSG00000089116
P10912,2767,ENSG00000112964
P25815,2768,ENSG00000163993
O00213,2771,ENSG00000166313
P15036,2772,ENSG00000157557
Q9UJ99,2773,ENSG00000149654
P36941,2774,ENSG00000111321
O60353,2776,ENSG00000164930
P29466,2777,ENSG00000137752
Q15139,2778,ENSG00000184304
Q9UJN7,2779,ENSG00000124613
O14777,2781,ENSG00000080986
P78552,2784,ENSG00000131724
P43405,2786,ENSG00000165025
P04275,2788,ENSG00000110799
P49840,2789,ENSG00000105723
Q14CB8,2790,ENSG00000213390
P49458,2791,ENSG00000143742
P51959,2793,ENSG00000113328
Q9NYG5,2794,ENSG00000141552
P02768,2795,ENSG00000163631
P31943,2796,ENSG00000169045
Q9UC06,2797,ENSG00000187792
P13805,2799,ENSG00000105048
Q86X55,2800,ENSG00000142453
P50406,2803,ENSG00000158748
P43628,2805,ENSG00000243772
P31040,2806,ENSG00000073578
O60583,2807,ENSG00000082258
Q3ZCM7,2809,ENSG00000261456
Q9HCZ1,2810,ENSG00000198185
P57678,2811,ENSG00000179409
P13533,2812,ENSG00000197616
Q07687,2813,ENSG00000115844
P13010,2814,ENSG00000079246
Q12840,2815,ENSG00000155980
P23528,2816,ENSG00000172757
P10276,2817,ENSG00000131759
P01569,2818,ENSG00000147873
Q7L576,2819,ENSG00000273749
P40424,2820,ENSG00000185630
P51805,2821,ENSG00000130827
P10643,2822,ENSG00000112936
P09622,2823,ENSG00000091140
Q16760,2824,ENSG00000077044
O60260,2825,ENSG00000185345
Q8N474,2826,ENSG00000104332
P23759,2827,ENSG00000009709
O75935,2828,ENSG00000137100
Q8N3R9,2829,ENSG00000072415
Q8WXA9,2830,ENSG00000153914
P14138,2831,ENSG00000124205
P48552,2832,ENSG00000180530
Q92956,2833,ENSG00000157873
Q96JK9,2835,ENSG00000196782
Q8IXI1,2836,ENSG00000140983
P46094,2838,ENSG00000173578
Q14627,2839,ENSG00000123496
P08237,2840,ENSG00000152556
Q15306,2841,ENSG00000137265
O95886,2842,ENSG00000116544
O43719,2843,ENSG00000102241
P02686,2844,ENSG00000197971
P55036,2845,ENSG00000159352
Q9BY43,2847,ENSG00000254505
Q99942,2848,ENSG00000204308
P35638,2849,ENSG00000175197
P55317,2850,ENSG00000129514
P35398,2852,ENSG00000069667
O76100,2853,ENSG00000127515
P50591,2855,ENSG00000121858
Q92985,2856,ENSG00000185507
O00453,2857,ENSG00000204482
P28340,2858,ENSG00000062822
P15408,2859,ENSG00000075426
A6NND4,2861,ENSG00000171561
P16949,2862,ENSG00000117632
O60711,2865,ENSG00000110031
O75319,2866,ENSG00000144048
Q8NB91,2867,ENSG00000181544
P49642,2869,ENSG00000198056
Q9H461,2871,ENSG00000177283
P03928,2872,ENSG00000228253
Q14145,2873,ENSG00000079999
Q7Z460,2874,ENSG00000074054
P56545,2875,ENSG00000175029
O15031,2876,ENSG00000196576
Q8N726,2877,ENSG00000147889
Q92621,2878,ENSG00000155561
P12259,2879,ENSG00000198734
O60759,2880,ENSG00000115165
Q92600,2882,ENSG00000144580
Q05215,2883,ENSG00000135625
O76075,2884,ENSG00000169598
P06213,2885,ENSG00000171105
Q8N4N8,2886,ENSG00000141200
P62263,2888,ENSG00000164587
P13196,2889,ENSG00000023330
O96020,2890,ENSG00000175305
P35579,2891,ENSG00000100345
P17535,2893,ENSG00000130522
Q6P1K2,2894,ENSG00000160783
A7KAX9,2895,ENSG00000134909
P00740,2896,ENSG00000101981
P50991,2897,ENSG00000115484
Q9Y5F6,2899,ENSG00000240764
Q05195,2900,ENSG00000059728
P61024,2901,ENSG00000173207
O95684,2903,ENSG00000213066
P14625,2905,ENSG00000166598
P27539,2906,ENSG00000130283
P60568,2909,ENSG00000109471
O95478,2910,ENSG00000164346
Q02363,2911,ENSG00000115738
O00187,2912,ENSG00000009724
P17542,2914,ENSG00000162367
Q9BSJ2,2915,ENSG00000130640
O60678,2917,ENSG00000185238
O43524,2918,ENSG00000118689
P04080,2919,ENSG00000160213
Q9NQC7,2920,ENSG00000083799
P56915,2922,ENSG00000133937
P33241,2923,ENSG00000130592
Q99741,2924,ENSG00000094804
P32745,2925,ENSG00000278195
Q13772,2926,ENSG00000266412
P09884,2927,ENSG00000101868
P62841,2928,ENSG00000115268
P11233,2929,ENSG00000006451
Q9H9S4,2930,ENSG00000102547
Q92966,2931,ENSG00000164975
Q9UIA9,2932,ENSG00000130227
P28223,2933,ENSG00000102468
P30291,2934,ENSG00000166483
O14512,2935,ENSG00000274211
P05198,2936,ENSG00000134001
Q9NZC9,2937,ENSG00000138375
Q92538,2938,ENSG00000107862
Q96MG7,2939,ENSG00000185115
O00305,2940,ENSG00000182389
P51571,2941,ENSG00000180879
P60983,2942,ENSG00000197045
Q9UJL9,2943,ENSG00000187801
Q15699,2944,ENSG00000180318
Q9NXR1,2945,ENSG00000072864
Q06124,2947,ENSG00000179295
P21815,2948,ENSG00000029559
O15409,2949,ENSG00000128573
O60669,2952,ENSG00000118596
P19105,2954,ENSG00000101608
P54619,2955,ENSG00000181929
P00403,2956,ENSG00000198712
P49588,2957,ENSG00000090861
Q96QV6,2959,ENSG00000164508
O00501,2960,ENSG00000184113
Q13156,2962,ENSG00000204086
O60218,2963,ENSG00000198074
O14757,2964,ENSG00000149554
P05387,2965,ENSG00000177600
O60240,2966,ENSG00000166819
O75306,2969,ENSG00000158864
O14798,2970,ENSG00000173535
Q16718,2972,ENSG00000128609
P49756,2973,ENSG00000119707
P54646,2974,ENSG00000162409
Q9NQX6,2975,ENSG00000130844
O15455,2976,ENSG00000164342
O60258,2977,ENSG00000158815
P10911,2979,ENSG00000101977
P62072,2980,ENSG00000134809
Q15047,2981,ENSG00000143379
Q01362,2982,ENSG00000149534
P16389,2983,ENSG00000177301
Q14240,2985,ENSG00000156976
Q9NR97,2986,ENSG00000101916
Q13002,2987,ENSG00000164418
Q13753,2988,ENSG00000058085
Q13133,2989,ENSG00000025434
Q86T65,2990,ENSG00000146122
P02461,2991,ENSG00000168542
Q08334,2993,ENSG00000243646
O43513,2995,ENSG00000155868
O95257,3000,ENSG00000130222
Q15008,3002,ENSG00000163636
O95168,3003,ENSG00000065518
P12034,3004,ENSG00000138675
O14910,3005,ENSG00000111052
O14578,3006,ENSG00000122966
P98160,3007,ENSG00000142798
P09874,3008,ENSG00000143799
P78536,3009,ENSG00000151694
Q92769,3010,ENSG00000196591
Q9ULW2,3011,ENSG00000111432
O95007,3012,ENSG00000221813
P07919,3014,ENSG00000173660
Q9NZI2,3015,ENSG00000182132
P42701,3016,ENSG00000096996
O95613,3021,ENSG00000160299
P42704,3022,ENSG00000138095
P22670,3023,ENSG00000132005
Q04725,3024,ENSG00000065717
P36888,3026,ENSG00000122025
P30411,3027,ENSG00000168398
P01903,3028,ENSG00000204287
Q9NZV7,3029,ENSG00000269699
P29350,3030,ENSG00000111679
P47914,3032,ENSG00000162244
Q96CW1,3033,ENSG00000161203
P46821,3034,ENSG00000131711
Q12846,3036,ENSG00000103496
Q92973,3037,ENSG00000083312
P15121,3038,ENSG00000085662
P78527,3039,ENSG00000253729
O15084,3040,ENSG00000206560
O94907,3041,ENSG00000107984
P40227,3042,ENSG00000146731
Q8NER5,3043,ENSG00000123612
P32004,3044,ENSG00000198910
Q00722,3046,ENSG00000137841
P00451,3047,ENSG00000185010
P48426,3048,ENSG00000150867
O94832,3049,ENSG00000176658
Q02108,3050,ENSG00000164116
P04732,3051,ENSG00000169715
O75309,3052,ENSG00000166589
O15372,3053,ENSG00000147677
O95817,3056,ENSG00000151929
Q16690,3057,ENSG00000138166
P41159,3059,ENSG00000174697
O14813,3060,ENSG00000165462
P32942,3061,ENSG00000076662
P25116,3062,ENSG00000181104
Q96BD8,3063,ENSG00000154839
Q9H1A4,3064,ENSG00000153107
Q8NDV3,3065,ENSG00000077935
P02763,3066,ENSG00000229314
Q13972,3067,ENSG00000058335
P63173,3068,ENSG00000172809
Q9H2X6,3071,ENSG00000064393
P80098,3072,ENSG00000108688
P06858,3073,ENSG00000175445
P50553,3074,ENSG00000139352
Q86SQ7,3075,ENSG00000054282
P30518,3076,ENSG00000126895
O43610,3077,ENSG00000168939
Q9ULB5,3079,ENSG00000081138
P11511,3080,ENSG00000137869
O95049,3081,ENSG00000105289
Q16254,3082,ENSG00000205250
Q13588,3083,ENSG00000154016
Q00403,3087,ENSG00000137947
P25791,3088,ENSG00000135363
P19404,3089,ENSG00000178127
Q9Y376,3092,ENSG00000135932
O60500,3094,ENSG00000161270
P20338,3095,ENSG00000168118
P15509,3096,ENSG00000198223
O15259,3098,ENSG00000144061
P15502,3100,ENSG00000049540
Q8TDF6,3101,ENSG00000171777
Q9H204,3102,ENSG00000118579
P13535,3103,ENSG00000133020
P02655,3104,ENSG00000234906
A8MT69,3105,ENSG00000169689
P16519,3106,ENSG00000125851
Q8IVH8,3108,ENSG00000011566
O43559,3109,ENSG00000137218
P15311,3110,ENSG00000092820
P24588,3111,ENSG00000179841
O95402,3112,ENSG00000105085
O95373,3113,ENSG00000205339
Q96MT8,3114,ENSG00000182923
Q8TEM1,3115,ENSG00000132182
P04054,3116,ENSG00000170890
Q14192,3117,ENSG00000115641
P19438,3118,ENSG00000067182
Q8WWN8,3119,ENSG00000120318
O95602,3120,ENSG00000068654
P51148,3121,ENSG00000108774
P51828,3122,ENSG00000121281
P78347,3124,ENSG00000263001
P24522,3125,ENSG00000116717
Q71SY5,3127,ENSG00000104973
P10147,3128,ENSG00000277632
P26358,3129,ENSG00000130816
Q99700,3130,ENSG00000204842
P19224,3131,ENSG00000167165
Q8WXI9,3133,ENSG00000143614
P10916,3135,ENSG00000111245
Q7LDG7,3137,ENSG00000068831
P49795,3140,ENSG00000171700
P55273,3141,ENSG00000129355
O75030,3142,ENSG00000187098
Q14493,3143,ENSG00000163950
O75486,3144,ENSG00000196284
O14776,3145,ENSG00000113649
P56748,3146,ENSG00000156284
Q9NQU5,3147,ENSG00000137843
O60733,3148,ENSG00000184381
Q8N6P7,3149,ENSG00000142677
P61247,3151,ENSG00000145425
P35916,3152,ENSG00000037280
Q16394,3153,ENSG00000182197
P11387,3154,ENSG00000198900
P62857,3157,ENSG00000233927
P57771,3158,ENSG00000135824
P63218,3159,ENSG00000174021
P11908,3160,ENSG00000101911
P51970,3161,ENSG00000119421
P51553,3163,ENSG00000067829
O43520,3164,ENSG00000081923
Q13003,3165,ENSG00000163873
P48201,3166,ENSG00000154518
Q9H9Y6,3167,ENSG00000125630
O14896,3168,ENSG00000117595
P62995,3169,ENSG00000136527
O75019,3170,ENSG00000104974
Q92563,3171,ENSG00000107742
Q02246,3172,ENSG00000184144
Q15836,3173,ENSG00000049245
Q86U42,3174,ENSG00000100836
P43403,3175,ENSG00000115085
O94763,3176,ENSG00000105176
P05783,3177,ENSG00000111057
Q96PU8,3178,ENSG00000112531
P58753,3179,ENSG00000150455
P34820,3180,ENSG00000116985
O00257,3182,ENSG00000141582
P19878,3183,ENSG00000116701
P16499,3184,ENSG00000132915
Q15118,3186,ENSG00000152256
P04233,3187,ENSG00000019582
P24462,3188,ENSG00000160870
O75380,3189,ENSG00000145494
O43586,3190,ENSG00000140368
P15924,3191,ENSG00000096696
P15088,3192,ENSG00000163751
Q13277,3193,ENSG00000166900
Q92576,3194,ENSG00000118482
P46934,3197,ENSG00000069869
O43623,3198,ENSG00000019549
O75419,3199,ENSG00000093009
Q9BUQ8,3200,ENSG00000174243
P61968,3201,ENSG00000143013
P42356,3202,ENSG00000241973
P67870,3203,ENSG00000204435
P06126,3206,ENSG00000158477
P07858,3207,ENSG00000164733
P68431,3209,ENSG00000197153
P68431,3209,ENSG00000197409
P68431,3209,ENSG00000273983
P68431,3209,ENSG00000274750
P68431,3209,ENSG00000275379
P68431,3209,ENSG00000275714
P68431,3209,ENSG00000277775
P68431,3209,ENSG00000278828
O60318,3210,ENSG00000160294
Q02763,3211,ENSG00000120156
P51812,3212,ENSG00000177189
Q86XP1,3213,ENSG00000102780
O15020,3214,ENSG00000173898
O60547,3215,ENSG00000112699
Q13363,3216,ENSG00000159692
O95475,3217,ENSG00000184302
Q9GZT8,3218,ENSG00000196290
P52735,3219,ENSG00000160293
Q14831,3221,ENSG00000196277
P12319,3222,ENSG00000179639
O43602,3223,ENSG00000077279
P26441,3224,ENSG00000242689
P13498,3225,ENSG00000051523
P01282,3226,ENSG00000146469
P62266,3227,ENSG00000186468
Q92614,3228,ENSG00000196535
P08727,3229,ENSG00000171345
P22894,3230,ENSG00000118113
P35442,3231,ENSG00000186340
Q96QD5,3233,ENSG00000121690
P02585,3234,ENSG00000101470
P35414,3235,ENSG00000134817
O75843,3237,ENSG00000213983
O14656,3238,ENSG00000136827
P11309,3239,ENSG00000137193
P03971,3240,ENSG00000104899
Q15528,3241,ENSG00000148297
Q8TAD8,3243,ENSG00000163877
O95398,3244,ENSG00000079337
P18510,3245,ENSG00000136689
Q14141,3248,ENSG00000125354
O43921,3250,ENSG00000099617
O43660,3251,ENSG00000171566
Q13347,3252,ENSG00000084623
O60256,3254,ENSG00000141127
Q15554,3255,ENSG00000132604
P51114,3256,ENSG00000114416
Q00597,3257,ENSG00000158169
Q13617,3259,ENSG00000108094
Q96BT3,3260,ENSG00000102901
O75771,3262,ENSG00000185379
O00533,3263,ENSG00000134121
P43080,3265,ENSG00000048545
P51153,3266,ENSG00000143545
O14796,3267,ENSG00000198574
P01344,3268,ENSG00000167244
Q13951,3272,ENSG00000067955
A6NIJ9,3273,ENSG00000184954
Q13639,3274,ENSG00000164270
Q92750,3275,ENSG00000141384
P55769,3276,ENSG00000100138
Q6Y2X3,3277,ENSG00000135392
O94777,3278,ENSG00000136908
O96004,3279,ENSG00000113196
P52907,3280,ENSG00000116489
Q6P4F7,3281,ENSG00000198826
O14786,3283,ENSG00000099250
Q92974,3284,ENSG00000116584
P56282,3285,ENSG00000100479
Q9UJX5,3286,ENSG00000053900
Q04724,3289,ENSG00000196781
O94776,3290,ENSG00000149480
Q13573,3291,ENSG00000100603
P41208,3292,ENSG00000147400
P20827,3293,ENSG00000169242
O15265,3294,ENSG00000163635
Q92831,3296,ENSG00000114166
Q9BYF1,3298,ENSG00000130234
Q13561,3299,ENSG00000175203
P56177,3301,ENSG00000144355
Q02880,3303,ENSG00000077097
P60484,3304,ENSG00000171862
Q02779,3305,ENSG00000130758
O95149,3306,ENSG00000169371
Q14562,3307,ENSG00000067596
Q01628,3308,ENSG00000142089
O95232,3309,ENSG00000108848
Q9H2F5,3310,ENSG00000120616
P21912,3311,ENSG00000117118
P08567,3312,ENSG00000115956
P51511,3313,ENSG00000102996
P05496,3314,ENSG00000159199
O00255,3315,ENSG00000133895
P62140,3316,ENSG00000213639
P56696,3317,ENSG00000117013
O76002,3318,ENSG00000204700
O75096,3319,ENSG00000134569
Q92900,3320,ENSG00000005007
Q9NS69,3321,ENSG00000100216
P10914,3322,ENSG00000125347
Q99759,3323,ENSG00000198909
P01583,3325,ENSG00000115008
Q96A47,3326,ENSG00000159556
Q15276,3327,ENSG00000029725
P08100,3328,ENSG00000163914
P30793,3329,ENSG00000131979
P00813,3330,ENSG00000196839
P08559,3331,ENSG00000131828
Q9H0E2,3332,ENSG00000078902
O14950,3333,ENSG00000118680
O75061,3334,ENSG00000116675
Q99717,3335,ENSG00000113658
Q7Z6J4,3336,ENSG00000146192
O95006,3337,ENSG00000221910
O75461,3338,ENSG00000169016
Q99755,3339,ENSG00000143398
P04075,3340,ENSG00000149925
P49763,3341,ENSG00000119630
P12314,3342,ENSG00000150337
P35749,3345,ENSG00000133392
Q13464,3346,ENSG00000067900
Q06787,3347,ENSG00000102081
Q13033,3348,ENSG00000196792
Q14442,3349,ENSG00000100564
O14493,3350,ENSG00000189143
P49459,3351,ENSG00000077721
O15438,3353,ENSG00000108846
P08590,3354,ENSG00000160808
Q15942,3355,ENSG00000159840
P11171,3357,ENSG00000159023
P78396,3358,ENSG00000133101
P48995,3359,ENSG00000144935
P63104,3360,ENSG00000164924
A3KFT3,3361,ENSG00000162727
P48549,3362,ENSG00000162989
P56750,3363,ENSG00000156282
O15155,3365,ENSG00000105829
Q99814,3366,ENSG00000116016
Q99653,3367,ENSG00000187446
P11488,3368,ENSG00000114349
P33947,3370,ENSG00000136240
P02675,3371,ENSG00000171564
P55268,3372,ENSG00000172037
Q15428,3373,ENSG00000104897
P56746,3375,ENSG00000106404
O15360,3376,ENSG00000187741
Q9H4B4,3377,ENSG00000173846
Q12972,3379,ENSG00000117751
Q07021,3380,ENSG00000108561
P41235,3381,ENSG00000101076
P35251,3383,ENSG00000035928
O43889,3385,ENSG00000107175
Q8IU60,3386,ENSG00000172795
P12829,3387,ENSG00000198336
P31271,3389,ENSG00000106031
Q99471,3390,ENSG00000123349
Q15843,3391,ENSG00000129559
Q99967,3392,ENSG00000164442
Q6NXT4,3393,ENSG00000152683
O95256,3394,ENSG00000115607
O15226,3395,ENSG00000186416
P62310,3396,ENSG00000170860
P55884,3398,ENSG00000106263
P12882,3399,ENSG00000109061
P03956,3401,ENSG00000196611
Q7L590,3403,ENSG00000065328
P24387,3405,ENSG00000145708
P60468,3406,ENSG00000106803
Q13202,3411,ENSG00000184545
O94921,3412,ENSG00000058091
P28221,3413,ENSG00000179546
O14949,3416,ENSG00000164405
P20916,3417,ENSG00000105695
O75150,3418,ENSG00000103549
P16118,3419,ENSG00000158571
P07992,3420,ENSG00000012061
P55010,3421,ENSG00000100664
Q9BZM5,3422,ENSG00000131015
Q9H5H4,3423,ENSG00000169957
P01584,3424,ENSG00000125538
P21730,3425,ENSG00000197405
P34903,3427,ENSG00000011677
Q92765,3428,ENSG00000162998
P52630,3429,ENSG00000170581
Q15424,3430,ENSG00000160633
P07237,3431,ENSG00000185624
P22307,3432,ENSG00000116171
Q5VST9,3433,ENSG00000154358
P50148,3434,ENSG00000156052
P35613,3435,ENSG00000172270
P30307,3436,ENSG00000158402
Q16570,3437,ENSG00000213088
P48544,3439,ENSG00000120457
P16035,3441,ENSG00000035862
Q03181,3443,ENSG00000112033
Q99558,3444,ENSG00000006062
O75586,3445,ENSG00000133997
P46093,3446,ENSG00000177464
P47871,3448,ENSG00000215644
Q02045,3449,ENSG00000215375
O14964,3450,ENSG00000185359
P06733,3451,ENSG00000074800
Q16665,3452,ENSG00000100644
P29590,3453,ENSG00000140464
Q13304,3454,ENSG00000144230
P47898,3455,ENSG00000157219
Q99466,3457,ENSG00000204301
Q9UQ90,3458,ENSG00000197912
Q13467,3459,ENSG00000163251
P04440,3460,ENSG00000223865
O14654,3464,ENSG00000133124
O43679,3466,ENSG00000169744
O75534,3467,ENSG00000009307
Q15572,3468,ENSG00000103168
P20336,3469,ENSG00000105649
Q01718,3470,ENSG00000185231
P50990,3471,ENSG00000156261
P23025,3472,ENSG00000136936
Q16585,3473,ENSG00000163069
O14810,3474,ENSG00000168993
Q9UK11,3475,ENSG00000178386
P10082,3476,ENSG00000131096
Q15788,3478,ENSG00000084676
P15884,3479,ENSG00000196628
O60882,3481,ENSG00000137674
P35606,3482,ENSG00000184432
Q9NS61,3483,ENSG00000120049
P31644,3484,ENSG00000186297
P09326,3485,ENSG00000117091
O60506,3487,ENSG00000135316
O75478,3488,ENSG00000276234
Q13023,3490,ENSG00000151320
Q16584,3491,ENSG00000173327
Q12874,3493,ENSG00000183431
Q9P2E7,3495,ENSG00000138650
O00160,3496,ENSG00000142347
P35548,3497,ENSG00000120149
O75610,3498,ENSG00000243709
Q14116,3499,ENSG00000150782
O95631,3501,ENSG00000065320
P07384,3502,ENSG00000014216
Q9UBI6,3503,ENSG00000172380
P05423,3504,ENSG00000168495
Q13555,3505,ENSG00000148660
O60610,3507,ENSG00000131504
Q12866,3508,ENSG00000153208
P28068,3509,ENSG00000242574
Q8IXI2,3510,ENSG00000126858
Q13094,3511,ENSG00000043462
P35557,3512,ENSG00000106633
P17600,3513,ENSG00000008056
P49755,3514,ENSG00000170348
Q53T94,3515,ENSG00000115750
P20807,3516,ENSG00000092529
Q14498,3517,ENSG00000131051
P05787,3519,ENSG00000170421
Q15369,3520,ENSG00000154582
O43869,3521,ENSG00000175143
O00299,3523,ENSG00000213719
P49767,3525,ENSG00000150630
Q14582,3526,ENSG00000123933
P62805,3527,ENSG00000158406
P62805,3527,ENSG00000197061
P62805,3527,ENSG00000197238
P62805,3527,ENSG00000197837
P62805,3527,ENSG00000270276
P62805,3527,ENSG00000270882
P62805,3527,ENSG00000273542
P62805,3527,ENSG00000274618
P62805,3527,ENSG00000275126
P62805,3527,ENSG00000276180
P62805,3527,ENSG00000276966
P62805,3527,ENSG00000277157
P62805,3527,ENSG00000278637
P62805,3527,ENSG00000278705
P57082,3528,ENSG00000121075
O43741,3529,ENSG00000131791
Q08209,3530,ENSG00000138814
Q9Y5H8,3531,ENSG00000255408
P32019,3533,ENSG00000204084
Q12979,3536,ENSG00000159842
Q16478,3537,ENSG00000105737
P19622,3538,ENSG00000164778
P06127,3539,ENSG00000110448
Q13114,3540,ENSG00000131323
O00566,3541,ENSG00000124383
P53539,3542,ENSG00000125740
P36544,3545,ENSG00000175344
O43555,3546,ENSG00000125787
Q12834,3547,ENSG00000117399
Q15762,3548,ENSG00000150637
Q9BQ95,3549,ENSG00000130159
Q12872,3550,ENSG00000061936
Q13303,3551,ENSG00000069424
P29323,3553,ENSG00000133216
P18075,3554,ENSG00000101144
Q9P258,3555,ENSG00000179051
P11487,3556,ENSG00000186895
P09234,3557,ENSG00000124562
O15335,3558,ENSG00000136457
Q05655,3559,ENSG00000163932
Q06643,3560,ENSG00000227507
O95573,3561,ENSG00000123983
O43808,3562,ENSG00000100372
Q9Y2I7,3563,ENSG00000115020
Q9UL59,3564,ENSG00000149050
Q7L804,3565,ENSG00000107560
P29120,3566,ENSG00000175426
P52789,3567,ENSG00000159399
O43823,3568,ENSG00000105127
O75626,3569,ENSG00000057657
P56180,3570,ENSG00000274391
P12883,3571,ENSG00000092054
Q8N2Z9,3573,ENSG00000175279
Q15596,3574,ENSG00000140396
Q9GZM8,3575,ENSG00000166579
Q8NF99,3576,ENSG00000186812
P25025,3577,ENSG00000180871
P39877,3578,ENSG00000127472
P37108,3580,ENSG00000140319
Q02318,3581,ENSG00000135929
P48444,3582,ENSG00000095139
P53999,3583,ENSG00000113387
Q14643,3584,ENSG00000150995
Q92736,3585,ENSG00000198626
O75112,3586,ENSG00000122367
B4DEV8,3587,ENSG00000256206
P35711,3588,ENSG00000134532
P16284,3589,ENSG00000261371
P12081,3590,ENSG00000170445
Q9Y5G8,3591,ENSG00000253485
O00198,3593,ENSG00000135116
P28562,3595,ENSG00000120129
P62891,3596,ENSG00000198918
Q12802,3598,ENSG00000170776
O60431,3600,ENSG00000094661
Q03164,3601,ENSG00000118058
Q93097,3602,ENSG00000134245
P10398,3603,ENSG00000078061
P05161,3606,ENSG00000187608
Q8IYD1,3608,ENSG00000189369
Q14746,3609,ENSG00000135775
P54868,3610,ENSG00000134240
Q9H1J5,3611,ENSG00000061492
P09529,3615,ENSG00000163083
P08709,3617,ENSG00000057593
P13726,3618,ENSG00000117525
P59998,3619,ENSG00000241553
P62820,3620,ENSG00000138069
Q8WU20,3622,ENSG00000166225
Q13402,3623,ENSG00000137474
P05089,3626,ENSG00000118520
Q05901,3627,ENSG00000147432
P17275,3628,ENSG00000171223
Q99750,3629,ENSG00000112559
O15232,3630,ENSG00000132031
Q96KK5,3631,ENSG00000274997
P58546,3632,ENSG00000105887
P14651,3635,ENSG00000120093
Q9P0W2,3636,ENSG00000064961
P51671,3637,ENSG00000172156
Q9BWT7,3639,ENSG00000100065
Q13873,3640,ENSG00000204217
Q7Z3T8,3641,ENSG00000039319
P58166,3642,ENSG00000139269
P03905,3643,ENSG00000198886
O00398,3644,ENSG00000078589
P27701,3645,ENSG00000085117
P19876,3646,ENSG00000163734
P00742,3647,ENSG00000126218
O14793,3648,ENSG00000138379
Q8N3E9,3649,ENSG00000161714
Q09161,3651,ENSG00000136937
P30532,3652,ENSG00000169684
P03951,3653,ENSG00000088926
Q9BXW9,3654,ENSG00000144554
Q99578,3655,ENSG00000152214
Q9NZL3,3657,ENSG00000267680
O43924,3658,ENSG00000156973
P49682,3659,ENSG00000186810
P06401,3660,ENSG00000082175
Q16829,3663,ENSG00000164086
P21549,3664,ENSG00000172482
Q99661,3665,ENSG00000142945
Q8WXE1,3666,ENSG00000164053
O95816,3667,ENSG00000112208
Q96ST3,3670,ENSG00000169375
P10828,3671,ENSG00000151090
P22557,3672,ENSG00000158578
P61201,3674,ENSG00000166200
P23469,3676,ENSG00000132334
P31431,3677,ENSG00000124145
P57735,3681,ENSG00000132698
Q8NFH5,3682,ENSG00000163002
Q9Y2G7,3683,ENSG00000120784
Q8N0S6,3686,ENSG00000120334
P01222,3687,ENSG00000134200
Q9Y5H6,3688,ENSG00000204962
O75525,3689,ENSG00000131773
O00470,3691,ENSG00000143995
P01567,3692,ENSG00000214042
O00168,3694,ENSG00000266964
O00399,3695,ENSG00000104671
Q9P218,3696,ENSG00000101203
O00330,3697,ENSG00000110435
P49815,3698,ENSG00000103197
Q02548,3699,ENSG00000196092
P30154,3702,ENSG00000137713
Q16515,3703,ENSG00000108684
Q9NPJ4,3704,ENSG00000189266
P09104,3705,ENSG00000111674
P10244,3706,ENSG00000101057
O60503,3707,ENSG00000162104
P01229,3708,ENSG00000104826
P10176,3709,ENSG00000176340
Q14201,3711,ENSG00000154640
O14807,3712,ENSG00000158186
Q6UW60,3713,ENSG00000115257
O75460,3714,ENSG00000178607
Q0VDF9,3715,ENSG00000187522
A6NHL2,3716,ENSG00000178462
P29965,3717,ENSG00000102245
Q9NV56,3718,ENSG00000101189
P60981,3722,ENSG00000125868
Q92783,3723,ENSG00000136738
Q3KNW1,3724,ENSG00000185669
Q8NAA4,3725,ENSG00000168010
Q8IZU3,3726,ENSG00000139351
Q96RQ3,3727,ENSG00000078070
Q15256,3728,ENSG00000153233
P26715,3729,ENSG00000134545
Q8NFD5,3732,ENSG00000049618
Q13439,3733,ENSG00000144674
Q05209,3734,ENSG00000127947
P13727,3736,ENSG00000186652
P49721,3737,ENSG00000126067
P49643,3738,ENSG00000146143
Q13541,3739,ENSG00000187840
Q2M1Z3,3740,ENSG00000031081
O43521,3742,ENSG00000153094
Q15811,3743,ENSG00000205726
P13688,3744,ENSG00000079385
Q16821,3745,ENSG00000154415
P58397,3746,ENSG00000151388
P31948,3747,ENSG00000168439
P49662,3748,ENSG00000196954
P52747,3749,ENSG00000166478
Q92878,3750,ENSG00000113522
P02730,3751,ENSG00000004939
P49711,3753,ENSG00000102974
Q9GZS1,3754,ENSG00000137054
Q16586,3755,ENSG00000108823
P78368,3756,ENSG00000133275
O43566,3757,ENSG00000169220
Q15717,3758,ENSG00000066044
P16104,3759,ENSG00000188486
O15534,3760,ENSG00000179094
Q9Y5F3,3761,ENSG00000171815
P78423,3763,ENSG00000006210
Q9Y5I0,3764,ENSG00000239389
P49768,3765,ENSG00000080815
